 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F110W
  0.7240  1.1476  1.8029  2.0383  1.5754  1.0254  1.6463  2.2469  2.4634  2.3723
  2.3505  2.2972  2.0520  1.7303  1.4980  1.4113
  1.2818  1.4275  1.7009  1.7962  1.6139  1.3441  1.5698  1.8115  1.9308  1.9361
  1.9435  1.9105  1.7853  1.6221  1.4982  1.4170  1.3528  1.2871  1.1826
  1.6060  1.6041  1.6518  1.6663  1.6316  1.5383  1.5502  1.5846  1.6232  1.6518
  1.6606  1.6401  1.5909  1.5295  1.4783  1.4043  1.3243  1.2568  1.1749  1.0950
  1.0313
  1.6966  1.6774  1.6556  1.6486  1.6284  1.6081  1.5875  1.5663  1.5403  1.5194
  1.5017  1.4860  1.4686  1.4523  1.4383  1.3732  1.3072  1.2353  1.1610  1.0848
  1.0092  0.9343  0.8609
  1.7428  1.7159  1.6886  1.6679  1.6440  1.6205  1.5968  1.5727  1.5473  1.5216
  1.4977  1.4763  1.4561  1.4370  1.4183  1.3589  1.2890  1.2154  1.1407  1.0659
  0.9917  0.9183  0.8462  0.7747  0.7030
  1.7679  1.7387  1.7098  1.6824  1.6564  1.6310  1.6056  1.5797  1.5534  1.5266
  1.4997  1.4736  1.4495  1.4263  1.4048  1.3471  1.2764  1.2014  1.1256  1.0507
  0.9768  0.9040  0.8325  0.7622  0.6927  0.6231
  1.7718  1.7458  1.7192  1.6921  1.6655  1.6396  1.6139  1.5873  1.5599  1.5319
  1.5038  1.4758  1.4485  1.4222  1.3978  1.3378  1.2694  1.1933  1.1157  1.0392
  0.9645  0.8914  0.8198  0.7498  0.6811  0.6132  0.5455  0.4756  0.4024  0.3288
  1.7546  1.7372  1.7168  1.6937  1.6693  1.6445  1.6196  1.5939  1.5668  1.5384
  1.5093  1.4802  1.4514  1.4233  1.3963  1.3329  1.2659  1.1907  1.1116  1.0327
  0.9558  0.8811  0.8086  0.7380  0.6692  0.6018  0.5357  0.4691  0.3997  0.3269
  0.2530
  1.7127  1.7082  1.6983  1.6834  1.6650  1.6440  1.6214  1.5978  1.5725  1.5451
  1.5161  1.4863  1.4564  1.4270  1.3986  1.3316  1.2648  1.1917  1.1127  1.0318
  0.9520  0.8747  0.8001  0.7279  0.6581  0.5902  0.5236  0.4584  0.3926  0.3240
  0.2513
  1.6526  1.6602  1.6613  1.6566  1.6475  1.6338  1.6166  1.5966  1.5742  1.5495
  1.5222  1.4929  1.4625  1.4321  1.4026  1.3325  1.2650  1.1936  1.1161  1.0347
