 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F218W
-10.6619 -9.2564 -7.7869 -7.7415 -9.7548-12.7055-11.4268 -9.1057 -7.6085 -7.3995
 -7.2518 -7.2243 -7.8916 -8.6309 -8.9788 -8.0546
-10.8310-10.2090 -9.4658 -9.3292-10.0744-11.4004-10.9134 -9.9469 -9.1904 -8.8720
 -8.6214 -8.5026 -8.7047 -8.9381 -8.9565 -8.1102 -7.3001 -6.6172 -4.5687
-10.7369-10.5443-10.2565-10.0889-10.1221-10.4242-10.3278-10.1042 -9.8243 -9.5431
 -9.3021 -9.1432 -9.0630 -8.9765 -8.8007 -8.0161 -7.1198 -6.3190 -5.1285 -4.1507
 -4.3418
-10.3796-10.2623-10.1590-10.0206 -9.8979 -9.7770 -9.6700 -9.5774 -9.5103 -9.4127
 -9.2937 -9.1462 -8.9664 -8.7458 -8.5114 -7.7723 -7.0366 -6.1097 -5.1398 -4.2947
 -3.6266 -3.1140 -2.7198
-10.1542-10.0777 -9.9939 -9.8812 -9.7562 -9.6191 -9.4795 -9.3455 -9.2205 -9.1007
 -8.9756 -8.8345 -8.6733 -8.4845 -8.2759 -7.6599 -6.8613 -5.7725 -4.6790 -3.8074
 -3.1611 -2.6852 -2.3318 -2.0667 -1.8637
 -9.9351 -9.8866 -9.8180 -9.7249 -9.6056 -9.4646 -9.3084 -9.1480 -8.9914 -8.8414
 -8.6962 -8.5496 -8.3938 -8.2232 -8.0366 -7.4953 -6.6818 -5.5103 -4.3434 -3.4433
 -2.8004 -2.3429 -2.0135 -1.7720 -1.5907 -1.4511
 -9.7222 -9.6890 -9.6313 -9.5517 -9.4462 -9.3135 -9.1567 -8.9849 -8.8085 -8.6348
 -8.4671 -8.3035 -8.1401 -7.9728 -7.7935 -7.2785 -6.4981 -5.3231 -4.1330 -3.2024
 -2.5445 -2.0871 -1.7650 -1.5331 -1.3624 -1.2329 -1.1289 -1.0494 -0.9878 -0.9142
 -9.5155 -9.4849 -9.4338 -9.3644 -9.2725 -9.1547 -9.0094 -8.8407 -8.6566 -8.4670
 -8.2789 -8.0943 -7.9129 -7.7309 -7.5435 -7.0186 -6.2651 -5.1939 -4.0401 -3.0927
 -2.4034 -1.9246 -1.5914 -1.3544 -1.1814 -1.0517 -0.9479 -0.8660 -0.8054 -0.7589
 -0.7018
 -9.3151 -9.2837 -9.2352 -9.1714 -9.0895 -8.9862 -8.8578 -8.7023 -8.5222 -8.3253
 -8.1197 -7.9129 -7.7088 -7.5063 -7.3007 -6.7514 -6.0340 -5.0729 -4.0287 -3.0959
 -2.3757 -1.8579 -1.4950 -1.2378 -1.0508 -0.9113 -0.8046 -0.7177 -0.6478 -0.5945
 -0.5571
 -9.1300 -9.0927 -9.0431 -8.9825 -8.9070 -8.8142 -8.6999 -8.5597 -8.3907 -8.1940
 -7.9773 -7.7504 -7.5215 -7.2961 -7.0732 -6.5000 -5.8349 -4.9761 -4.0357 -3.1600
 -2.4304 -1.8739 -1.4694 -1.1792 -0.9679 -0.8103 -0.6902 -0.5960 -0.5199 -0.4571
 -0.4060
 -8.9560 -8.9170 -8.8660 -8.8043 -8.7317 -8.6444 -8.5389 -8.4106 -8.2540 -8.0652
 -7.8453 -7.6060 -7.3594 -7.1162 -6.8826 -6.3077 -5.6785 -4.9356 -4.0849 -3.2635
 -2.5493 -1.9685 -1.5221 -1.1898 -0.9443 -0.7603 -0.6197 -0.5096 -0.4215 -0.3492
 -0.2841
 -8.7942 -8.7566 -8.7053 -8.6417 -8.5683 -8.4814 -8.3786 -8.2547 -8.1047 -7.9155
 -7.6951 -7.4559 -7.2082 -6.9611 -6.7206 -6.1357 -5.5440 -4.9013 -4.1517 -3.3797
 -2.6842 -2.0989 -1.6256 -1.2554 -0.9721 -0.7562 -0.5901 -0.4599 -0.3558 -0.2708
 -0.2001
 -8.6445 -8.6116 -8.5610 -8.4947 -8.4168 -8.3252 -8.2213 -8.0951 -7.9444 -7.7659
 -7.5606 -7.3309 -7.0790 -6.8308 -6.5870 -5.9838 -5.4314 -4.8732 -4.2361
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F218W
-10.2855-10.1873-10.1410-10.1645-10.2853-10.5641-10.3793-10.1573 -9.9713 -9.8220
 -9.6289 -9.4462 -9.4013 -9.3653 -9.2241 -8.5122
-10.2844-10.1678-10.0820-10.0404-10.0630-10.1846-10.0873 -9.9600 -9.8313 -9.7024
 -9.5442 -9.3775 -9.2503 -9.1160 -8.9286 -8.2745 -7.5753 -6.8751 -6.1939
-10.2624-10.1356-10.0223 -9.9319 -9.8782 -9.8784 -9.8207 -9.7443 -9.6488 -9.5338
 -9.3988 -9.2438 -9.0686 -8.8733 -8.6580 -8.0498 -7.3748 -6.5868 -5.7427 -4.9441
 -4.2604
-10.2195-10.0907 -9.9619 -9.8390 -9.7308 -9.6455 -9.5795 -9.5101 -9.4239 -9.3161
 -9.1928 -9.0450 -8.8561 -8.6372 -8.4123 -7.8381 -7.1671 -6.2781 -5.2982 -4.4315
 -3.7471 -3.2190 -2.8185
-10.1557-10.0331 -9.9008 -9.7617 -9.6209 -9.4859 -9.3637 -9.2574 -9.1565 -9.0494
 -8.9261 -8.7812 -8.6129 -8.4078 -8.1915 -7.6394 -6.9522 -5.9490 -4.8605 -3.9621
 -3.2893 -2.7919 -2.4219 -2.1419 -1.9231
-10.0710 -9.9628 -9.8390 -9.7000 -9.5485 -9.3905 -9.2326 -9.0820 -8.9423 -8.8118
 -8.6802 -8.5391 -8.3848 -8.2014 -7.9972 -7.4503 -6.7315 -5.6558 -4.5046 -3.5833
 -2.9173 -2.4411 -2.0962 -1.8415 -1.6491 -1.4992
 -9.9651 -9.8742 -9.7659 -9.6374 -9.4894 -9.3248 -9.1500 -8.9719 -8.7978 -8.6315
 -8.4722 -8.3164 -8.1591 -7.9894 -7.7963 -7.2504 -6.5073 -5.4276 -4.2691 -3.3275
 -2.6511 -2.1773 -1.8414 -1.5976 -1.4165 -1.2784 -1.1672 -1.0813 -1.0137 -0.9346
 -9.8458 -9.7704 -9.6784 -9.5663 -9.4306 -9.2721 -9.0937 -8.9021 -8.7041 -8.5075
 -8.3156 -8.1292 -7.9465 -7.7651 -7.5670 -7.0149 -6.2774 -5.2675 -4.1529 -3.2040
 -2.5009 -2.0074 -1.6617 -1.4138 -1.2315 -1.0939 -0.9870 -0.8985 -0.8303 -0.7789
 -0.7173
 -9.7580 -9.6731 -9.5821 -9.4857 -9.3664 -9.2216 -9.0505 -8.8568 -8.6468 -8.4273
 -8.2056 -7.9868 -7.7726 -7.5627 -7.3459 -6.7739 -6.0629 -5.1473 -4.1396 -3.1962
 -2.4918 -1.9342 -1.5596 -1.2923 -1.0966 -0.9499 -0.8372 -0.7461 -0.6728 -0.6155
 -0.5728
 -9.5851 -9.5604 -9.4974 -9.4002 -9.2954 -9.1666 -9.0096 -8.8241 -8.6122 -8.3807
 -8.1371 -7.8895 -7.6443 -7.4047 -7.1659 -6.5624 -5.8921 -5.0598 -4.1365 -3.2553
 -2.5142 -1.9448 -1.5288 -1.2287 -1.0095 -0.8452 -0.7197 -0.6211 -0.5411 -0.4747
 -0.4210
 -9.4751 -9.4529 -9.3991 -9.3169 -9.2262 -9.1105 -8.9704 -8.8002 -8.5984 -8.3676
 -8.1143 -7.8477 -7.5771 -7.3102 -7.0499 -6.4147 -5.7762 -5.0332 -4.1894 -3.3608
 -2.6314 -2.0364 -1.5777 -1.2355 -0.9821 -0.7918 -0.6462 -0.5322 -0.4408 -0.3656
 -0.2980
 -9.3758 -9.3508 -9.3066 -9.2454 -9.1679 -9.0707 -8.9475 -8.7744 -8.5891 -8.3699
 -8.1196 -7.8457 -7.5585 -7.2691 -6.9854 -6.3152 -5.6847 -5.0223 -4.2636 -3.4804
 -2.7686 -2.1663 -1.6794 -1.2984 -1.0070 -0.7848 -0.6141 -0.4802 -0.3730 -0.2855
 -0.2127
 -9.2870 -9.2539 -9.2202 -9.1858 -9.1205 -9.0472 -8.8973 -8.7616 -8.5929 -8.3731
 -8.1353 -7.8656 -7.5726 -7.2684 -6.9724 -6.2639 -5.6176 -5.0271 -4.3591
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F218W
-10.3176-10.3828-10.5089-10.5179-10.3588-10.1913-10.1776-10.2569-10.2659-10.1442
 -9.9703 -9.7767 -9.5952 -9.4066 -9.1875 -8.5628
-10.2271-10.1847-10.1876-10.1527-10.0585 -9.9655 -9.9315 -9.9292 -9.8927 -9.7936
 -9.6541 -9.4805 -9.2871 -9.0811 -8.8626 -8.2851 -7.6598 -7.0024 -6.5279
