 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F438W
 -5.2192 -3.1848 -1.3348 -1.5912 -4.4607 -9.7099 -7.4259 -4.1078 -2.3463 -2.4349
 -2.3274 -2.2121 -2.8193 -3.4685 -3.6038 -2.6021
 -6.8737 -5.7380 -4.5735 -4.3655 -5.3204 -7.6951 -6.7371 -5.2557 -4.2302 -3.8781
 -3.5511 -3.3437 -3.4735 -3.6171 -3.5022 -2.5509 -1.9400 -1.5496 -1.4365
 -7.2589 -6.6858 -6.0272 -5.6122 -5.5117 -6.0491 -5.7800 -5.3449 -4.8689 -4.4311
 -4.0751 -3.8316 -3.6787 -3.5167 -3.2723 -2.4251 -1.7974 -1.4359 -1.2268 -1.0379
 -0.7302
 -6.3748 -6.0282 -5.6959 -5.3313 -5.0347 -4.7718 -4.5546 -4.3754 -4.2625 -4.0938
 -3.8995 -3.6758 -3.4348 -3.1674 -2.9141 -2.2247 -1.7223 -1.3600 -1.0932 -0.8888
 -0.7236 -0.5830 -0.4610
 -5.9476 -5.6548 -5.3636 -5.0546 -4.7633 -4.4865 -4.2359 -4.0164 -3.8246 -3.6491
 -3.4723 -3.2809 -3.0756 -2.8587 -2.6370 -2.0855 -1.6320 -1.3070 -1.0703 -0.8875
 -0.7376 -0.6085 -0.4941 -0.3905 -0.2948
 -5.5178 -5.2703 -5.0173 -4.7553 -4.4854 -4.2162 -3.9573 -3.7198 -3.5079 -3.3183
 -3.1430 -2.9712 -2.7927 -2.6087 -2.4196 -1.9678 -1.5662 -1.2705 -1.0563 -0.8909
 -0.7544 -0.6359 -0.5293 -0.4315 -0.3411 -0.2567
 -5.0855 -4.8747 -4.6570 -4.4334 -4.2011 -3.9609 -3.7188 -3.4856 -3.2704 -3.0762
 -2.9010 -2.7387 -2.5816 -2.4238 -2.2619 -1.8716 -1.5249 -1.2505 -1.0512 -0.8990
 -0.7740 -0.6652 -0.5667 -0.4753 -0.3897 -0.3096 -0.2357 -0.1647 -0.0993 -0.0592
 -4.6507 -4.4680 -4.2827 -4.0953 -3.9024 -3.7018 -3.4938 -3.2845 -3.0821 -2.8941
 -2.7234 -2.5678 -2.4237 -2.2852 -2.1474 -1.8065 -1.4994 -1.2447 -1.0526 -0.9083
 -0.7924 -0.6927 -0.6025 -0.5184 -0.4389 -0.3635 -0.2930 -0.2272 -0.1657 -0.1121
 -0.0813
 -4.2290 -4.0718 -3.9147 -3.7580 -3.6000 -3.4383 -3.2705 -3.0965 -2.9203 -2.7496
 -2.5891 -2.4417 -2.3065 -2.1805 -2.0592 -1.7624 -1.4850 -1.2481 -1.0604 -0.9181
 -0.8074 -0.7153 -0.6334 -0.5575 -0.4853 -0.4160 -0.3502 -0.2872 -0.2291 -0.1784
 -0.1365
 -3.8402 -3.7013 -3.5672 -3.4376 -3.3089 -3.1799 -3.0478 -2.9107 -2.7678 -2.6218
 -2.4786 -2.3429 -2.2162 -2.0986 -1.9877 -1.7255 -1.4734 -1.2519 -1.0705 -0.9278
 -0.8179 -0.7305 -0.6562 -0.5887 -0.5248 -0.4631 -0.4037 -0.3466 -0.2927 -0.2439
 -0.2003
 -3.4837 -3.3670 -3.2539 -3.1442 -3.0390 -2.9354 -2.8319 -2.7263 -2.6161 -2.4997
 -2.3808 -2.2625 -2.1470 -2.0363 -1.9315 -1.6900 -1.4663 -1.2572 -1.0823 -0.9406
 -0.8292 -0.7425 -0.6726 -0.6124 -0.5571 -0.5040 -0.4526 -0.4025 -0.3542 -0.3086
 -0.2662
 -3.1660 -3.0689 -2.9739 -2.8810 -2.7934 -2.7084 -2.6263 -2.5442 -2.4600 -2.3694
 -2.2737 -2.1756 -2.0773 -1.9807 -1.8871 -1.6649 -1.4560 -1.2603 -1.0905 -0.9516
 -0.8401 -0.7523 -0.6835 -0.6279 -0.5798 -0.5353 -0.4926 -0.4508 -0.4098 -0.3702
 -0.3328
 -2.8871 -2.8069 -2.7272 -2.6480 -2.5721 -2.4989 -2.4353 -2.3698 -2.3037 -2.2344
 -2.1614 -2.0853 -2.0062 -1.9318 -1.8544 -1.6504 -1.4425 -1.2612 -1.0951
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F438W
 -6.3230 -5.9787 -5.7558 -5.6663 -5.7332 -6.2835 -5.9510 -5.5797 -5.2641 -5.0069
 -4.6736 -4.3416 -4.1576 -4.0094 -3.7743 -2.9237
 -6.1660 -5.8000 -5.5262 -5.3499 -5.2854 -5.4982 -5.2911 -5.0506 -4.8163 -4.5925
 -4.3313 -4.0630 -3.8427 -3.6308 -3.3800 -2.6464 -2.0292 -1.5631 -1.2156
 -5.9999 -5.6241 -5.3162 -5.0763 -4.9120 -4.8809 -4.7372 -4.5738 -4.3928 -4.1963
 -3.9862 -3.7640 -3.5311 -3.2888 -3.0381 -2.4077 -1.8688 -1.4555 -1.1501 -0.9175
 -0.7305
 -5.8247 -5.4510 -5.1258 -4.8455 -4.6129 -4.4316 -4.2893 -4.1493 -3.9936 -3.8184
 -3.6385 -3.4446 -3.2228 -2.9834 -2.7486 -2.2076 -1.7400 -1.3734 -1.1030 -0.8959
 -0.7283 -0.5862 -0.4590
 -5.6404 -5.2807 -4.9550 -4.6575 -4.3881 -4.1503 -3.9474 -3.7772 -3.6187 -3.4587
 -3.2881 -3.1048 -2.9178 -2.7147 -2.5115 -2.0461 -1.6428 -1.3168 -1.0744 -0.8884
 -0.7367 -0.6065 -0.4911 -0.3869 -0.2908
 -5.4470 -5.1132 -4.8038 -4.5123 -4.2376 -3.9824 -3.7499 -3.5437 -3.3619 -3.1973
 -3.0350 -2.8653 -2.6934 -2.5142 -2.3325 -1.9246 -1.5733 -1.2808 -1.0597 -0.8904
 -0.7521 -0.6324 -0.5252 -0.4271 -0.3366 -0.2524
 -5.2375 -4.9347 -4.6512 -4.3787 -4.1154 -3.8626 -3.6240 -3.4032 -3.2035 -3.0236
 -2.8577 -2.6986 -2.5402 -2.3824 -2.2180 -1.8415 -1.5275 -1.2609 -1.0544 -0.8976
 -0.7704 -0.6603 -0.5613 -0.4697 -0.3844 -0.3046 -0.2309 -0.1601 -0.0949 -0.0552
 -5.0248 -4.7494 -4.4922 -4.2450 -4.0018 -3.7633 -3.5317 -3.3112 -3.1052 -2.9172
 -2.7456 -2.5868 -2.4359 -2.2904 -2.1436 -1.7953 -1.5011 -1.2541 -1.0559 -0.9063
 -0.7880 -0.6869 -0.5961 -0.5120 -0.4327 -0.3577 -0.2874 -0.2219 -0.1608 -0.1076
 -0.0772
 -4.8686 -4.5868 -4.3349 -4.1100 -3.8894 -3.6709 -3.4539 -3.2422 -3.0398 -2.8498
 -2.6746 -2.5142 -2.3658 -2.2258 -2.0897 -1.7700 -1.4897 -1.2558 -1.0649 -0.9158
 -0.8018 -0.7090 -0.6265 -0.5505 -0.4785 -0.4096 -0.3442 -0.2839 -0.2287 -0.1782
 -0.1319
 -4.6175 -4.4288 -4.2146 -3.9777 -3.7752 -3.5762 -3.3777 -3.1807 -2.9873 -2.8014
 -2.6264 -2.4645 -2.3158 -2.1781 -2.0471 -1.7486 -1.4835 -1.2591 -1.0726 -0.9250
 -0.8127 -0.7240 -0.6490 -0.5814 -0.5177 -0.4563 -0.3973 -0.3408 -0.2874 -0.2383
 -0.1958
 -4.4719 -4.2930 -4.0874 -3.8580 -3.6683 -3.4834 -3.3023 -3.1219 -2.9424 -2.7659
 -2.5953 -2.4342 -2.2847 -2.1469 -2.0185 -1.7319 -1.4818 -1.2648 -1.0841 -0.9375
 -0.8237 -0.7359 -0.6655 -0.6052 -0.5500 -0.4972 -0.4461 -0.3965 -0.3487 -0.3035
 -0.2618
 -4.3925 -4.1794 -3.9779 -3.7870 -3.6057 -3.4320 -3.2612 -3.0555 -2.8913 -2.7280
 -2.5669 -2.4107 -2.2624 -2.1243 -1.9965 -1.7157 -1.4777 -1.2691 -1.0927 -0.9486
 -0.8343 -0.7456 -0.6765 -0.6207 -0.5727 -0.5285 -0.4862 -0.4448 -0.4043 -0.3652
 -0.3282
 -4.3794 -4.0880 -3.8861 -3.7648 -3.5874 -3.4221 -3.1776 -3.0202 -2.8640 -2.6780
