 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F814W
 -0.7402  0.1866  1.3524  1.7259  0.8812 -1.0378 -0.2908  0.9393  1.6709  1.7014
  1.7566  1.7268  1.3109  0.8191  0.5407  0.6387
 -0.5444 -0.1388  0.4356  0.6770  0.4247 -0.4139 -0.0844  0.4620  0.8556  0.9865
  1.0830  1.0965  0.9277  0.7135  0.5921  0.6647  0.7061  0.7245  0.6629
 -0.2228 -0.1126  0.0858  0.2238  0.2653  0.0772  0.1659  0.3082  0.4563  0.5821
  0.6671  0.6988  0.6762  0.6356  0.6165  0.6704  0.6864  0.6958  0.6712  0.6430
  0.6383
  0.2246  0.2652  0.3030  0.3663  0.4030  0.4354  0.4601  0.4780  0.4729  0.4881
  0.5087  0.5336  0.5565  0.5854  0.6139  0.6558  0.6793  0.6800  0.6665  0.6433
  0.6154  0.5835  0.5491
  0.4207  0.4288  0.4390  0.4625  0.4816  0.5021  0.5213  0.5377  0.5504  0.5605
  0.5713  0.5846  0.5984  0.6140  0.6317  0.6601  0.6668  0.6600  0.6444  0.6224
  0.5958  0.5657  0.5331  0.4976  0.4584
  0.6012  0.5844  0.5723  0.5665  0.5672  0.5731  0.5824  0.5927  0.6026  0.6114
  0.6188  0.6255  0.6332  0.6401  0.6495  0.6665  0.6627  0.6486  0.6290  0.6057
  0.5790  0.5495  0.5178  0.4838  0.4475  0.4080
  0.7661  0.7320  0.7029  0.6783  0.6599  0.6484  0.6434  0.6430  0.6453  0.6490
  0.6532  0.6572  0.6608  0.6632  0.6673  0.6750  0.6670  0.6458  0.6203  0.5932
  0.5650  0.5349  0.5032  0.4699  0.4349  0.3979  0.3582  0.3133  0.2623  0.2089
  0.9154  0.8716  0.8308  0.7927  0.7588  0.7310  0.7103  0.6964  0.6882  0.6840
  0.6824  0.6824  0.6832  0.6839  0.6844  0.6854  0.6760  0.6519  0.6205  0.5878
  0.5555  0.5232  0.4902  0.4564  0.4217  0.3859  0.3488  0.3083  0.2621  0.2096
  0.1543
  1.0412  0.9950  0.9488  0.9027  0.8587  0.8186  0.7839  0.7563  0.7360  0.7220
  0.7129  0.7071  0.7035  0.7014  0.7002  0.6965  0.6864  0.6634  0.6294  0.5912
  0.5531  0.5163  0.4805  0.4448  0.4092  0.3732  0.3362  0.2982  0.2569  0.2101
  0.1563
  1.1457  1.0991  1.0509  1.0013  0.9521  0.9045  0.8603  0.8214  0.7894  0.7649
  0.7470  0.7343  0.7254  0.7192  0.7152  0.7083  0.6969  0.6758  0.6427  0.6019
  0.5586  0.5160  0.4753  0.4362  0.3981  0.3607  0.3232  0.2851  0.2456  0.2027
  0.1562
  1.2270  1.1828  1.1363  1.0878  1.0375  0.9870  0.9377  0.8913  0.8496  0.8149
  0.7876  0.7667  0.7510  0.7396  0.7316  0.7193  0.7075  0.6873  0.6569  0.6173
  0.5720  0.5247  0.4785  0.4343  0.3923  0.3520  0.3126  0.2736  0.2344  0.1941
  0.1516
  1.2850  1.2461  1.2040  1.1591  1.1109  1.0611  1.0102  0.9603  0.9131  0.8715
  0.8360  0.8064  0.7824  0.7639  0.7504  0.7305  0.7169  0.6979  0.6695  0.6321
  0.5878  0.5392  0.4890  0.4397  0.3927  0.3482  0.3055  0.2642  0.2238  0.1834
  0.1421
  1.3197  1.2890  1.2540  1.2152  1.1723  1.1268  1.0750  1.0247  0.9754  0.9299
  0.8886  0.8513  0.8175  0.7921  0.7716  0.7418  0.7251  0.7076  0.6805
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F814W
  0.3375  0.4037  0.4343  0.4269  0.3697  0.1378  0.2193  0.3167  0.3946  0.4536
  0.5422  0.6221  0.6248  0.5903  0.5858  0.6907
  0.3073  0.3719  0.4112  0.4231  0.3999  0.2774  0.3045  0.3459  0.3862  0.4239
  0.4760  0.5272  0.5512  0.5611  0.5825  0.6748  0.7185  0.7281  0.7179
  0.3024  0.3614  0.4038  0.4279  0.4291  0.3841  0.3804  0.3865  0.4006  0.4212
  0.4470  0.4767  0.5094  0.5440  0.5800  0.6610  0.6970  0.7029  0.6915  0.6693
  0.6404
  0.3228  0.3722  0.4121  0.4413  0.4574  0.4579  0.4470  0.4385  0.4379  0.4455
  0.4551  0.4707  0.4993  0.5390  0.5783  0.6493  0.6794  0.6817  0.6689  0.6473
  0.6199  0.5884  0.5533
  0.3685  0.4043  0.4361  0.4633  0.4847  0.4988  0.5043  0.5019  0.4981  0.4967
  0.5003  0.5091  0.5210  0.5460  0.5774  0.6397  0.6657  0.6645  0.6500  0.6284
  0.6019  0.5717  0.5385  0.5023  0.4624
  0.4395  0.4577  0.4758  0.4939  0.5110  0.5257  0.5366  0.5431  0.5456  0.5457
  0.5475  0.5530  0.5578  0.5669  0.5851  0.6346  0.6576  0.6530  0.6354  0.6125
  0.5859  0.5563  0.5241  0.4895  0.4524  0.4124
  0.5327  0.5334  0.5355  0.5406  0.5483  0.5573  0.5662  0.5739  0.5795  0.5837
  0.5876  0.5924  0.5982  0.6004  0.6090  0.6379  0.6560  0.6491  0.6272  0.6008
