 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F435W
 -6.7391 -6.5007 -6.5997 -6.5137 -6.3204 -5.9506 -5.4211 -5.1044 -4.7864 -4.4567
 -4.1466 -3.8662 -3.6078 -3.3604 -3.1195 -2.5783 -2.0060 -1.4760 -1.0970
 -6.4959 -6.0990 -5.7911 -5.5815 -5.4496 -5.2811 -5.0186 -4.7022 -4.3779 -4.0602
 -3.7601 -3.4840 -3.2300 -2.9931 -2.7688 -2.2460 -1.7655 -1.3557 -1.0406 -0.8002
 -6.1086 -5.7135 -5.3744 -5.0941 -4.8645 -4.6950 -4.5490 -4.3402 -4.0654 -3.7648
 -3.4731 -3.2020 -2.9551 -2.7290 -2.5197 -2.0513 -1.6351 -1.2743 -0.9917 -0.7756
 -0.6033
 -5.7896 -5.4256 -5.0918 -4.7994 -4.5418 -4.3074 -4.0991 -3.9261 -3.7426 -3.5089
 -3.2480 -2.9914 -2.7523 -2.5340 -2.3351 -1.9048 -1.5378 -1.2210 -0.9627 -0.7654
 -0.6081 -0.4759
 -5.5032 -5.1802 -4.8704 -4.5854 -4.3283 -4.0889 -3.8588 -3.6395 -3.4435 -3.2549
 -3.0539 -2.8330 -2.6110 -2.4015 -2.2094 -1.8034 -1.4701 -1.1839 -0.9484 -0.7657
 -0.6203 -0.4982 -0.3910 -0.2948
 -5.2400 -4.9542 -4.6772 -4.4102 -4.1625 -3.9317 -3.7092 -3.4897 -3.2757 -3.0715
 -2.8833 -2.7006 -2.5107 -2.3184 -2.1336 -1.7402 -1.4277 -1.1632 -0.9443 -0.7721
 -0.6363 -0.5231 -0.4239 -0.3340 -0.2473 -0.1654 -0.0916 -0.0283  0.0226  0.0601
 -4.9993 -4.7451 -4.4983 -4.2557 -4.0212 -3.8015 -3.5918 -3.3857 -3.1809 -2.9775
 -2.7823 -2.6005 -2.4288 -2.2599 -2.0920 -1.7088 -1.4053 -1.1559 -0.9471 -0.7814
 -0.6526 -0.5474 -0.4561 -0.3733 -0.2967 -0.2252 -0.1586 -0.0971 -0.0407  0.0074
  0.0353
 -4.7805 -4.5531 -4.3313 -4.1131 -3.8969 -3.6871 -3.4878 -3.2965 -3.1075 -2.9172
 -2.7283 -2.5462 -2.3751 -2.2144 -2.0601 -1.7006 -1.3990 -1.1569 -0.9549 -0.7922
 -0.6669 -0.5680 -0.4844 -0.4093 -0.3399 -0.2745 -0.2118 -0.1533 -0.1008 -0.0559
 -0.0194
 -4.5829 -4.3782 -4.1770 -3.9765 -3.7805 -3.5853 -3.3941 -3.2111 -3.0355 -2.8613
 -2.6856 -2.5111 -2.3431 -2.1842 -2.0341 -1.6936 -1.4006 -1.1603 -0.9635 -0.8023
 -0.6778 -0.5825 -0.5055 -0.4384 -0.3770 -0.3189 -0.2638 -0.2117 -0.1639 -0.1203
 -0.0806
 -4.4060 -4.2204 -4.0363 -3.8537 -3.6727 -3.4934 -3.3156 -3.1400 -2.9708 -2.8080
 -2.6472 -2.4859 -2.3257 -2.1715 -2.0246 -1.6913 -1.4075 -1.1702 -0.9755 -0.8157
 -0.6897 -0.5944 -0.5211 -0.4608 -0.4074 -0.3575 -0.3102 -0.2648 -0.2215 -0.1810
 -0.1436
 -4.2467 -4.0739 -3.9029 -3.7338 -3.5664 -3.4009 -3.2372 -3.0750 -2.9138 -2.7567
 -2.6049 -2.4560 -2.3077 -2.1605 -2.0172 -1.6906 -1.4133 -1.1793 -0.9857 -0.8277
 -0.7012 -0.6044 -0.5315 -0.4751 -0.4284 -0.3868 -0.3479 -0.3105 -0.2743 -0.2397
 -0.2073
 -4.0951 -3.9148 -3.7482 -3.5915 -3.4410 -3.2938 -3.1473 -3.0001 -2.8528 -2.7066
 -2.5624 -2.4210 -2.2826 -2.1457 -2.0102 -1.6914 -1.4173 -1.1873 -0.9954
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F435W
 -7.0510 -6.8565 -6.6313 -6.2839 -5.8729 -5.4424 -5.0545 -4.7223 -4.4141 -4.1195
 -3.8388 -3.5790 -3.3411 -3.1204 -2.9119 -2.4356 -1.9638 -1.5154 -1.1495
 -6.4573 -6.0984 -5.8925 -5.7601 -5.5124 -5.1610 -4.7837 -4.4354 -4.1196 -3.8207
 -3.5379 -3.2780 -3.0430 -2.8293 -2.6314 -2.1819 -1.7708 -1.3937 -1.0755 -0.8251
 -6.1094 -5.7095 -5.3938 -5.1618 -5.0198 -4.8527 -4.5638 -4.2284 -3.9069 -3.6073
 -3.3231 -3.0618 -2.8270 -2.6162 -2.4245 -2.0038 -1.6372 -1.3077 -1.0243 -0.7975
 -0.6170
 -5.8575 -5.4665 -5.1291 -4.8387 -4.5981 -4.4115 -4.2581 -4.0449 -3.7566 -3.4634
 -3.1820 -2.9193 -2.6825 -2.4718 -2.2826 -1.8789 -1.5423 -1.2483 -0.9931 -0.7850
 -0.6187 -0.4808
 -5.6513 -5.2857 -4.9522 -4.6603 -4.4033 -4.1655 -3.9485 -3.7576 -3.5786 -3.3503
 -3.0905 -2.8340 -2.5964 -2.3834 -2.1936 -1.7977 -1.4795 -1.2098 -0.9766 -0.7833
 -0.6282 -0.5000 -0.3894 -0.2897
 -5.4825 -5.1354 -4.8172 -4.5264 -4.2677 -4.0313 -3.8030 -3.5801 -3.3724 -3.1862
 -2.9928 -2.7742 -2.5493 -2.3376 -2.1459 -1.7502 -1.4415 -1.1872 -0.9699 -0.7884
 -0.6422 -0.5223 -0.4196 -0.3280 -0.2438 -0.1663 -0.0953 -0.0308  0.0258  0.0669
 -5.3227 -5.0028 -4.7047 -4.4218 -4.1630 -3.9295 -3.7108 -3.4951 -3.2800 -3.0721
 -2.8769 -2.6937 -2.5076 -2.3157 -2.1283 -1.7282 -1.4221 -1.1763 -0.9698 -0.7967
 -0.6574 -0.5448 -0.4496 -0.3650 -0.2877 -0.2143 -0.1460 -0.0849 -0.0327  0.0097
  0.0428
 -5.1739 -4.8809 -4.6059 -4.3362 -4.0808 -3.8460 -3.6323 -3.4294 -3.2276 -3.0245
 -2.8240 -2.6320 -2.4549 -2.2871 -2.1202 -1.7279 -1.4165 -1.1738 -0.9738 -0.8065
 -0.6718 -0.5647 -0.4764 -0.3993 -0.3290 -0.2622 -0.1994 -0.1420 -0.0911 -0.0473
 -0.0111
 -5.0399 -4.7675 -4.5115 -4.2590 -4.0125 -3.7781 -3.5626 -3.3645 -3.1757 -2.9875
 -2.7972 -2.6073 -2.4256 -2.2573 -2.1005 -1.7352 -1.4212 -1.1756 -0.9786 -0.8152
 -0.6828 -0.5793 -0.4969 -0.4272 -0.3646 -0.3063 -0.2516 -0.2010 -0.1544 -0.1114
 -0.0718
 -4.9241 -4.6615 -4.4193 -4.1893 -3.9575 -3.7306 -3.5136 -3.3123 -3.1272 -2.9509
 -2.7760 -2.5989 -2.4219 -2.2522 -2.0938 -1.7424 -1.4376 -1.1869 -0.9887 -0.8268
 -0.6951 -0.5921 -0.5128 -0.4492 -0.3941 -0.3438 -0.2967 -0.2519 -0.2096 -0.1702
 -0.1340
 -4.8224 -4.5627 -4.3294 -4.1143 -3.8984 -3.6874 -3.4782 -3.2763 -3.0874 -2.9127
