 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F625W
 -2.2715 -2.2111 -2.4019 -2.3321 -2.1522 -1.9116 -1.6530 -1.4816 -1.3334 -1.1824
 -1.0425 -0.9145 -0.7971 -0.6905 -0.5924 -0.3901 -0.2218 -0.0753 -0.0095
 -2.2812 -2.0751 -1.9066 -1.7936 -1.7321 -1.6411 -1.4923 -1.3317 -1.1864 -1.0517
 -0.9253 -0.8083 -0.7012 -0.6037 -0.5147 -0.3264 -0.1841 -0.0852 -0.0206  0.0216
 -2.1025 -1.9020 -1.7178 -1.5595 -1.4339 -1.3546 -1.2961 -1.2032 -1.0825 -0.9567
 -0.8413 -0.7350 -0.6375 -0.5486 -0.4678 -0.2988 -0.1736 -0.0877 -0.0313  0.0066
  0.0322
 -1.9589 -1.7796 -1.6031 -1.4395 -1.2962 -1.1765 -1.0840 -1.0214 -0.9603 -0.8765
 -0.7777 -0.6807 -0.5920 -0.5108 -0.4366 -0.2812 -0.1675 -0.0915 -0.0418 -0.0081
  0.0156  0.0320
 -1.8308 -1.6770 -1.5181 -1.3621 -1.2174 -1.0900 -0.9819 -0.8921 -0.8248 -0.7675
 -0.7058 -0.6322 -0.5546 -0.4808 -0.4130 -0.2689 -0.1628 -0.0937 -0.0501 -0.0212
 -0.0003  0.0147  0.0247  0.0302
 -1.7145 -1.5803 -1.4432 -1.3015 -1.1633 -1.0353 -0.9231 -0.8276 -0.7476 -0.6808
 -0.6237 -0.5697 -0.5115 -0.4502 -0.3899 -0.2579 -0.1576 -0.0927 -0.0540 -0.0308
 -0.0141 -0.0019  0.0066  0.0119  0.0146  0.0136  0.0077 -0.0039 -0.0220 -0.0469
 -1.6112 -1.4900 -1.3700 -1.2453 -1.1184 -0.9956 -0.8826 -0.7836 -0.7009 -0.6312
 -0.5705 -0.5155 -0.4643 -0.4138 -0.3628 -0.2444 -0.1504 -0.0866 -0.0520 -0.0346
 -0.0238 -0.0158 -0.0103 -0.0070 -0.0056 -0.0044 -0.0059 -0.0131 -0.0285 -0.0526
 -0.0817
 -1.5225 -1.4087 -1.2983 -1.1871 -1.0742 -0.9609 -0.8517 -0.7514 -0.6651 -0.5933
 -0.5326 -0.4787 -0.4282 -0.3805 -0.3345 -0.2281 -0.1409 -0.0789 -0.0449 -0.0314
 -0.0268 -0.0248 -0.0239 -0.0239 -0.0251 -0.0271 -0.0287 -0.0327 -0.0422 -0.0598
 -0.0871
 -1.4495 -1.3387 -1.2322 -1.1252 -1.0248 -0.9231 -0.8219 -0.7246 -0.6361 -0.5605
 -0.4980 -0.4452 -0.3975 -0.3524 -0.3088 -0.2098 -0.1288 -0.0697 -0.0346 -0.0222
 -0.0222 -0.0267 -0.0319 -0.0372 -0.0423 -0.0473 -0.0527 -0.0587 -0.0677 -0.0800
 -0.0952
 -1.3938 -1.2829 -1.1766 -1.0745 -0.9764 -0.8819 -0.7903 -0.7000 -0.6137 -0.5354
 -0.4687 -0.4138 -0.3675 -0.3248 -0.2845 -0.1934 -0.1167 -0.0600 -0.0245 -0.0105
 -0.0117 -0.0206 -0.0321 -0.0436 -0.0543 -0.0639 -0.0730 -0.0816 -0.0905 -0.1006
 -0.1118
 -1.3517 -1.2372 -1.1293 -1.0275 -0.9312 -0.8400 -0.7535 -0.6709 -0.5904 -0.5139
