 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F438W
 -6.9807 -6.7424 -6.8234 -6.6969 -6.5172 -6.1369 -5.5668 -5.2282 -4.9070 -4.5831
 -4.2791 -3.9948 -3.7224 -3.4569 -3.1985 -2.6293 -2.0269 -1.4754 -1.0867
 -6.7193 -6.2896 -5.9594 -5.7357 -5.5942 -5.4172 -5.1455 -4.8183 -4.4881 -4.1710
 -3.8686 -3.5843 -3.3177 -3.0667 -2.8287 -2.2762 -1.7741 -1.3498 -1.0258 -0.7807
 -6.3205 -5.8888 -5.5226 -5.2237 -4.9808 -4.8020 -4.6496 -4.4360 -4.1596 -3.8592
 -3.5667 -3.2884 -3.0294 -2.7894 -2.5670 -2.0726 -1.6393 -1.2673 -0.9770 -0.7566
 -0.5820
 -5.9993 -5.5967 -5.2320 -4.9171 -4.6431 -4.3965 -4.1796 -4.0017 -3.8170 -3.5853
 -3.3252 -3.0643 -2.8151 -2.5840 -2.3727 -1.9194 -1.5388 -1.2130 -0.9486 -0.7473
 -0.5876 -0.4534
 -5.7164 -5.3547 -5.0116 -4.7000 -4.4235 -4.1699 -3.9295 -3.7035 -3.5058 -3.3180
 -3.1171 -2.8930 -2.6638 -2.4439 -2.2406 -1.8136 -1.4688 -1.1758 -0.9353 -0.7484
 -0.6006 -0.4765 -0.3671 -0.2685
 -5.4613 -5.1373 -4.8265 -4.5301 -4.2589 -4.0111 -3.7762 -3.5483 -3.3300 -3.1255
 -2.9365 -2.7505 -2.5546 -2.3542 -2.1605 -1.7475 -1.4247 -1.1548 -0.9319 -0.7558
 -0.6173 -0.5021 -0.4007 -0.3083 -0.2183 -0.1327 -0.0552  0.0114  0.0647  0.1036
 -5.2333 -4.9414 -4.6608 -4.3878 -4.1268 -3.8861 -3.6607 -3.4437 -3.2319 -3.0257
 -2.8288 -2.6433 -2.4659 -2.2902 -2.1147 -1.7145 -1.4012 -1.1474 -0.9352 -0.7659
 -0.6344 -0.5270 -0.4335 -0.3483 -0.2690 -0.1948 -0.1254 -0.0605  0.0001  0.0526
  0.0821
 -5.0315 -4.7667 -4.5110 -4.2620 -4.0184 -3.7843 -3.5653 -3.3591 -3.1598 -2.9633
 -2.7708 -2.5850 -2.4082 -2.2409 -2.0799 -1.7052 -1.3939 -1.1476 -0.9429 -0.7773
 -0.6495 -0.5485 -0.4626 -0.3851 -0.3130 -0.2445 -0.1787 -0.1170 -0.0612 -0.0125
  0.0282
 -4.8552 -4.6129 -4.3775 -4.1455 -3.9213 -3.7006 -3.4870 -3.2851 -3.0949 -2.9104
 -2.7279 -2.5483 -2.3745 -2.2089 -2.0521 -1.6973 -1.3949 -1.1502 -0.9513 -0.7878
 -0.6610 -0.5637 -0.4846 -0.4153 -0.3511 -0.2900 -0.2318 -0.1763 -0.1250 -0.0780
 -0.0349
 -4.7036 -4.4799 -4.2608 -4.0464 -3.8362 -3.6302 -3.4282 -3.2313 -3.0437 -2.8663
 -2.6944 -2.5249 -2.3577 -2.1965 -2.0427 -1.6945 -1.4014 -1.1595 -0.9627 -0.8011
 -0.6734 -0.5765 -0.5014 -0.4390 -0.3830 -0.3302 -0.2798 -0.2310 -0.1844 -0.1405
 -0.1001
 -4.5723 -4.3606 -4.1538 -3.9518 -3.7542 -3.5609 -3.3717 -3.1861 -3.0040 -2.8289
 -2.6622 -2.5013 -2.3432 -2.1876 -2.0365 -1.6939 -1.4067 -1.1677 -0.9719 -0.8127
 -0.6850 -0.5871 -0.5130 -0.4549 -0.4060 -0.3616 -0.3196 -0.2789 -0.2394 -0.2014
 -0.1656
 -4.4464 -4.2284 -4.0262 -3.8359 -3.6541 -3.4776 -3.3039 -3.1316 -2.9616 -2.7950
 -2.6329 -2.4762 -2.3251 -2.1774 -2.0325 -1.6952 -1.4102 -1.1747 -0.9804
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F438W
 -7.3079 -7.0972 -6.8606 -6.5074 -6.0888 -5.6344 -5.2127 -4.8547 -4.5295 -4.2274
 -3.9433 -3.6801 -3.4359 -3.2055 -2.9855 -2.4818 -1.9836 -1.5147 -1.1371
 -6.6739 -6.2912 -6.0746 -5.9370 -5.6860 -5.3268 -4.9289 -4.5546 -4.2207 -3.9138
 -3.6275 -3.3640 -3.1222 -2.8986 -2.6891 -2.2123 -1.7801 -1.3887 -1.0610 -0.8044
 -6.3074 -5.8761 -5.5425 -5.3014 -5.1540 -4.9818 -4.6841 -4.3324 -3.9925 -3.6836
 -3.3962 -3.1324 -2.8920 -2.6722 -2.4698 -2.0242 -1.6404 -1.3002 -1.0095 -0.7775
 -0.5939
 -6.0505 -5.6223 -5.2599 -4.9537 -4.7029 -4.5087 -4.3478 -4.1259 -3.8260 -3.5237
 -3.2394 -2.9758 -2.7356 -2.5176 -2.3189 -1.8926 -1.5413 -1.2390 -0.9785 -0.7659
 -0.5965 -0.4565
 -5.8496 -5.4426 -5.0775 -4.7644 -4.4937 -4.2446 -4.0171 -3.8172 -3.6308 -3.3964
 -3.1345 -2.8783 -2.6397 -2.4219 -2.2241 -1.8073 -1.4757 -1.1992 -0.9621 -0.7651
 -0.6070 -0.4767 -0.3641 -0.2621
 -5.6941 -5.3032 -4.9482 -4.6296 -4.3519 -4.1021 -3.8624 -3.6293 -3.4137 -3.2232
 -3.0290 -2.8104 -2.5849 -2.3704 -2.1725 -1.7574 -1.4360 -1.1755 -0.9554 -0.7709
 -0.6219 -0.4999 -0.3951 -0.3012 -0.2145 -0.1342 -0.0603  0.0074  0.0672  0.1103
 -5.5558 -5.1897 -4.8516 -4.5352 -4.2508 -3.9994 -3.7676 -3.5413 -3.3178 -3.1052
 -2.9088 -2.7265 -2.5398 -2.3449 -2.1524 -1.7345 -1.4155 -1.1636 -0.9548 -0.7797
 -0.6379 -0.5231 -0.4258 -0.3390 -0.2591 -0.1827 -0.1113 -0.0470  0.0083  0.0537
  0.0896
 -5.4322 -5.0935 -4.7769 -4.4702 -4.1834 -3.9240 -3.6928 -3.4772 -3.2659 -3.0562
 -2.8530 -2.6617 -2.4843 -2.3140 -2.1425 -1.7342 -1.4096 -1.1604 -0.9582 -0.7896
 -0.6529 -0.5437 -0.4534 -0.3740 -0.3012 -0.2318 -0.1662 -0.1057 -0.0513 -0.0037
  0.0368
 -5.3284 -5.0104 -4.7127 -4.4212 -4.1399 -3.8756 -3.6360 -3.4202 -3.2189 -3.0219
 -2.8263 -2.6349 -2.4526 -2.2820 -2.1209 -1.7414 -1.4143 -1.1617 -0.9624 -0.7981
 -0.6642 -0.5589 -0.4746 -0.4028 -0.3377 -0.2767 -0.2190 -0.1653 -0.1154 -0.0691
 -0.0260
 -5.2490 -4.9381 -4.6542 -4.3860 -4.1173 -3.8573 -3.6113 -3.3863 -3.1831 -2.9937
 -2.8099 -2.6277 -2.4483 -2.2760 -2.1134 -1.7486 -1.4311 -1.1727 -0.9718 -0.8092
 -0.6766 -0.5722 -0.4914 -0.4258 -0.3685 -0.3156 -0.2655 -0.2176 -0.1721 -0.1294
 -0.0904
 -5.1854 -4.8759 -4.6008 -4.3474 -4.0935 -3.8487 -3.6078 -3.3779 -3.1654 -2.9722
 -2.7927 -2.6202 -2.4499 -2.2820 -2.1195 -1.7546 -1.4457 -1.1878 -0.9827 -0.8199
 -0.6879 -0.5832 -0.5033 -0.4416 -0.3909 -0.3461 -0.3044 -0.2644 -0.2258 -0.1890
 -0.1545
 -5.1265 -4.8240 -4.5525 -4.3008 -4.0628 -3.8322 -3.6043 -3.3819 -3.1678 -2.9669
 -2.7826 -2.6115 -2.4483 -2.2886 -2.1314 -1.7662 -1.4582 -1.2026 -0.9946
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F438W
 -7.5054 -7.1847 -6.7395 -6.2559 -5.7369 -5.2604 -4.8846 -4.5543 -4.2445 -3.9609
 -3.6954 -3.4497 -3.2249 -3.0180 -2.8246 -2.3787 -1.9591 -1.5571 -1.1963
 -6.6797 -6.4888 -6.3113 -5.9678 -5.5454 -5.0896 -4.6729 -4.3219 -4.0030 -3.7139
 -3.4442 -3.1963 -2.9710 -2.7660 -2.5772 -2.1552 -1.7768 -1.4279 -1.1131 -0.8472
 -6.3039 -5.9155 -5.7039 -5.5907 -5.3348 -4.9593 -4.5510 -4.1738 -3.8442 -3.5495
 -3.2770 -3.0263 -2.7990 -2.5936 -2.4065 -1.9982 -1.6468 -1.3348 -1.0561 -0.8161
 -0.6195
 -6.1069 -5.6640 -5.3259 -5.0903 -4.9479 -4.7761 -4.4611 -4.0987 -3.7544 -3.4505
 -3.1754 -2.9220 -2.6917 -2.4840 -2.2962 -1.8937 -1.5587 -1.2710 -1.0191 -0.8001
 -0.6177 -0.4676
 -5.9830 -5.5312 -5.1543 -4.8474 -4.6020 -4.4033 -4.2429 -4.0187 -3.7121 -3.4020
 -3.1234 -2.8673 -2.6332 -2.4218 -2.2312 -1.8284 -1.5018 -1.2295 -0.9965 -0.7944
 -0.6240 -0.4832 -0.3644 -0.2613
 -5.9041 -5.4559 -5.0591 -4.7238 -4.4407 -4.1959 -3.9774 -3.7801 -3.5971 -3.3660
 -3.1012 -2.8477 -2.6111 -2.3953 -2.2004 -1.7917 -1.4675 -1.2042 -0.9838 -0.7951
 -0.6352 -0.5026 -0.3911 -0.2940 -0.2073 -0.1281 -0.0539  0.0175  0.0817  0.1203
 -5.8574 -5.4189 -5.0156 -4.6603 -4.3576 -4.0994 -3.8645 -3.6382 -3.4242 -3.2316
 -3.0431 -2.8322 -2.6093 -2.3943 -2.1955 -1.7768 -1.4497 -1.1904 -0.9781 -0.7993
 -0.6482 -0.5228 -0.4183 -0.3280 -0.2468 -0.1725 -0.1039 -0.0400  0.0201  0.0726
  0.1013
 -5.8256 -5.4078 -5.0067 -4.6396 -4.3162 -4.0387 -3.7976 -3.5742 -3.3561 -3.1444
 -2.9472 -2.7654 -2.5859 -2.3977 -2.2068 -1.7800 -1.4452 -1.1854 -0.9772 -0.8051
 -0.6610 -0.5418 -0.4436 -0.3602 -0.2857 -0.2172 -0.1527 -0.0928 -0.0386  0.0091
  0.0499
 -5.8063 -5.4059 -5.0173 -4.6477 -4.3095 -4.0116 -3.7544 -3.5279 -3.3168 -3.1100
 -2.9079 -2.7158 -2.5364 -2.3684 -2.2032 -1.7953 -1.4497 -1.1851 -0.9781 -0.8099
 -0.6707 -0.5563 -0.4636 -0.3868 -0.3196 -0.2582 -0.2012 -0.1484 -0.0996 -0.0544
 -0.0126
 -5.8008 -5.4156 -5.0428 -4.6825 -4.3398 -4.0258 -3.7479 -3.5060 -3.2919 -3.0925
 -2.8984 -2.7080 -2.5242 -2.3508 -2.1892 -1.8148 -1.4720 -1.1963 -0.9858 -0.8184
 -0.6816 -0.5699 -0.4806 -0.4090 -0.3488 -0.2950 -0.2453 -0.1984 -0.1543 -0.1133
 -0.0761
 -5.8063 -5.4154 -5.0616 -4.7203 -4.3882 -4.0700 -3.7767 -3.5149 -3.2854 -3.0813
 -2.8924 -2.7101 -2.5312 -2.3570 -2.1911 -1.8228 -1.4978 -1.2170 -0.9980 -0.8282
 -0.6918 -0.5811 -0.4934 -0.4251 -0.3706 -0.3241 -0.2824 -0.2431 -0.2059 -0.1707
 -0.1379
 -5.8169 -5.4195 -5.0682 -4.7449 -4.4295 -4.1227 -3.8294 -3.5550 -3.3074 -3.0880
 -2.8925 -2.7126 -2.5407 -2.3726 -2.2082 -1.8335 -1.5164 -1.2418 -1.0155
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = F438W
 -7.5555 -7.1282 -6.6196 -6.1069 -5.5896 -5.1216 -4.7511 -4.4315 -4.1367 -3.8611
 -3.6044 -3.3661 -3.1477 -2.9482 -2.7637 -2.3438 -1.9539 -1.5795 -1.2292
 -6.7786 -6.6364 -6.3258 -5.9045 -5.4478 -4.9779 -4.5731 -4.2318 -3.9255 -3.6451
 -3.3840 -3.1430 -2.9235 -2.7244 -2.5423 -2.1395 -1.7807 -1.4487 -1.1439 -0.8765
 -6.3088 -5.9973 -5.8860 -5.6806 -5.3188 -4.9041 -4.4806 -4.1121 -3.7934 -3.5067
 -3.2425 -2.9984 -2.7762 -2.5755 -2.3933 -1.9987 -1.6593 -1.3561 -1.0836 -0.8425
 -0.6395
 -6.1250 -5.6882 -5.3936 -5.2427 -5.1126 -4.8175 -4.4436 -4.0624 -3.7242 -3.4275
 -3.1603 -2.9131 -2.6873 -2.4832 -2.2989 -1.9059 -1.5775 -1.2930 -1.0432 -0.8231
 -0.6349 -0.4783
 -6.0348 -5.5635 -5.1851 -4.9047 -4.7050 -4.5660 -4.3638 -4.0465 -3.7078 -3.3954
 -3.1218 -2.8715 -2.6416 -2.4331 -2.2450 -1.8483 -1.5246 -1.2515 -1.0174 -0.8137
 -0.6383 -0.4911 -0.3675 -0.2610
 -5.9973 -5.5137 -5.0994 -4.7621 -4.4949 -4.2722 -4.0839 -3.9151 -3.6861 -3.3978
 -3.1158 -2.8620 -2.6278 -2.4143 -2.2211 -1.8163 -1.4923 -1.2256 -1.0021 -0.8108
 -0.6466 -0.5079 -0.3915 -0.2913 -0.2026 -0.1215 -0.0456  0.0238  0.0836  0.1265
 -5.9971 -5.5111 -5.0764 -4.7047 -4.3982 -4.1435 -3.9180 -3.7066 -3.5157 -3.3313
 -3.1113 -2.8700 -2.6372 -2.4198 -2.2209 -1.8041 -1.4756 -1.2112 -0.9941 -0.8120
 -0.6570 -0.5260 -0.4164 -0.3228 -0.2400 -0.1649 -0.0968 -0.0330  0.0275  0.0801
  0.1097
 -6.0155 -5.5415 -5.0970 -4.7014 -4.3627 -4.0805 -3.8397 -3.6192 -3.4068 -3.2047
 -3.0190 -2.8372 -2.6411 -2.4368 -2.2386 -1.8089 -1.4717 -1.2055 -0.9919 -0.8156
 -0.6677 -0.5433 -0.4400 -0.3529 -0.2767 -0.2077 -0.1434 -0.0840 -0.0303  0.0174
  0.0587
 -6.0439 -5.5838 -5.1431 -4.7342 -4.3710 -4.0596 -3.7966 -3.5686 -3.3575 -3.1519
 -2.9534 -2.7674 -2.5932 -2.4230 -2.2486 -1.8255 -1.4768 -1.2052 -0.9917 -0.8188
 -0.6759 -0.5570 -0.4590 -0.3782 -0.3089 -0.2468 -0.1899 -0.1370 -0.0881 -0.0437
 -0.0036
 -6.0777 -5.6343 -5.2100 -4.8015 -4.4230 -4.0865 -3.7964 -3.5486 -3.3320 -3.1310
 -2.9359 -2.7464 -2.5658 -2.3956 -2.2356 -1.8521 -1.4990 -1.2168 -0.9994 -0.8266
 -0.6859 -0.5701 -0.4760 -0.4000 -0.3372 -0.2823 -0.2325 -0.1861 -0.1428 -0.1027
 -0.0663
 -6.1185 -5.6763 -5.2724 -4.8796 -4.5020 -4.1509 -3.8368 -3.5636 -3.3282 -3.1210
 -2.9298 -2.7458 -2.5665 -2.3935 -2.2293 -1.8629 -1.5294 -1.2387 -1.0125 -0.8366
 -0.6957 -0.5813 -0.4891 -0.4164 -0.3587 -0.3106 -0.2683 -0.2293 -0.1928 -0.1585
 -0.1262
 -6.1649 -5.7127 -5.3168 -4.9464 -4.5849 -4.2360 -3.9101 -3.6158 -3.3570 -3.1315
 -2.9325 -2.7501 -2.5762 -2.4070 -2.2424 -1.8701 -1.5514 -1.2681 -1.0323
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value = F438W
 -7.5597 -7.0359 -6.4884 -5.9690 -5.4812 -5.0310 -4.6630 -4.3404 -4.0521 -3.7866
 -3.5385 -3.3071 -3.0942 -2.8997 -2.7210 -2.3200 -1.9534 -1.6027 -1.2643
 -6.9534 -6.7066 -6.2948 -5.8281 -5.3603 -4.9035 -4.5090 -4.1713 -3.8686 -3.5985
 -3.3460 -3.1117 -2.8971 -2.7022 -2.5244 -2.1354 -1.7918 -1.4734 -1.1775 -0.9110
 -6.3446 -6.1706 -6.0275 -5.6947 -5.2813 -4.8490 -4.4328 -4.0731 -3.7591 -3.4810
 -3.2252 -2.9879 -2.7704 -2.5731 -2.3942 -2.0093 -1.6796 -1.3830 -1.1144 -0.8734
 -0.6650
 -6.1348 -5.7306 -5.5280 -5.4343 -5.1812 -4.8140 -4.4177 -4.0365 -3.7054 -3.4165
 -3.1572 -2.9166 -2.6954 -2.4944 -2.3125 -1.9262 -1.6035 -1.3210 -1.0712 -0.8500
 -0.6571 -0.4940
 -6.0687 -5.5861 -5.2277 -4.9993 -4.8766 -4.7131 -4.4035 -4.0470 -3.6996 -3.3945
 -3.1278 -2.8838 -2.6586 -2.4530 -2.2667 -1.8743 -1.5537 -1.2797 -1.0428 -0.8367
 -0.6571 -0.5036 -0.3741 -0.2637
 -6.0687 -5.5528 -5.1280 -4.8022 -4.5633 -4.3868 -4.2425 -4.0250 -3.7224 -3.4104
 -3.1283 -2.8794 -2.6501 -2.4395 -2.2479 -1.8456 -1.5230 -1.2535 -1.0253 -0.8302
 -0.6618 -0.5173 -0.3951 -0.2905 -0.1988 -0.1165 -0.0407  0.0307  0.0942  0.1331
 -6.1158 -5.5807 -5.1175 -4.7372 -4.4351 -4.1968 -3.9927 -3.8134 -3.6407 -3.4185
 -3.1527 -2.8966 -2.6633 -2.4479 -2.2506 -1.8355 -1.5070 -1.2385 -1.0156 -0.8284
 -0.6691 -0.5327 -0.4173 -0.3192 -0.2337 -0.1574 -0.0879 -0.0238  0.0361  0.0884
  0.1176
 -6.1863 -5.6509 -5.1641 -4.7432 -4.3953 -4.1148 -3.8827 -3.6730 -3.4756 -3.2923
 -3.1117 -2.9064 -2.6871 -2.4727 -2.2713 -1.8417 -1.5037 -1.2326 -1.0122 -0.8300
 -0.6774 -0.5480 -0.4388 -0.3469 -0.2678 -0.1975 -0.1341 -0.0764 -0.0227  0.0272
  0.0686
 -6.2672 -5.7348 -5.2446 -4.7982 -4.4132 -4.0926 -3.8296 -3.6059 -3.4003 -3.2021
 -3.0131 -2.8362 -2.6625 -2.4813 -2.2947 -1.8594 -1.5094 -1.2324 -1.0115 -0.8320
 -0.6839 -0.5600 -0.4565 -0.3705 -0.2979 -0.2343 -0.1771 -0.1247 -0.0765 -0.0325
  0.0069
 -6.3487 -5.8383 -5.3528 -4.8962 -4.4846 -4.1287 -3.8298 -3.5805 -3.3659 -3.1677
 -2.9762 -2.7915 -2.6171 -2.4517 -2.2910 -1.8914 -1.5317 -1.2447 -1.0196 -0.8396
