 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F390W
 -9.0479 -8.7788 -8.7998 -8.4949 -8.4188 -8.0701 -7.3479 -6.8926 -6.4945 -6.1036
 -5.7283 -5.3714 -5.0304 -4.7028 -4.3868 -3.6562 -2.8791 -2.1476 -1.6595
 -8.7241 -8.1742 -7.7787 -7.5251 -7.3681 -7.1819 -6.8985 -6.5232 -6.1102 -5.7114
 -5.3220 -4.9516 -4.6048 -4.2804 -3.9739 -3.2536 -2.5752 -2.0052 -1.5880 -1.2844
 -8.2904 -7.7247 -7.2758 -6.9347 -6.6706 -6.4784 -6.3175 -6.0977 -5.7881 -5.4216
 -5.0352 -4.6528 -4.2958 -3.9678 -3.6665 -2.9965 -2.3942 -1.8803 -1.5001 -1.2264
 -1.0199
 -7.9786 -7.4299 -6.9614 -6.5834 -6.2732 -5.9979 -5.7524 -5.5514 -5.3505 -5.0963
 -4.7806 -4.4272 -4.0693 -3.7363 -3.4364 -2.8007 -2.2587 -1.7985 -1.4404 -1.1885
 -1.0009 -0.8520
 -7.7339 -7.2179 -6.7512 -6.3527 -6.0204 -5.7264 -5.4441 -5.1711 -4.9287 -4.7047
 -4.4743 -4.2050 -3.9014 -3.5855 -3.2858 -2.6679 -2.1672 -1.7410 -1.4047 -1.1665
 -0.9921 -0.8556 -0.7424 -0.6448
 -7.5406 -7.0549 -6.6060 -6.1989 -5.8481 -5.5444 -5.2616 -4.9800 -4.6995 -4.4319
 -4.1897 -3.9604 -3.7196 -3.4611 -3.1950 -2.5921 -2.1157 -1.7132 -1.3901 -1.1569
 -0.9901 -0.8628 -0.7586 -0.6694 -0.5870 -0.5110 -0.4427 -0.3830 -0.3327 -0.2921
 -7.3962 -6.9352 -6.5075 -6.1025 -5.7366 -5.4186 -5.1332 -4.8610 -4.5864 -4.3080
 -4.0389 -3.7897 -3.5592 -3.3355 -3.1093 -2.5587 -2.0963 -1.7116 -1.3942 -1.1584
 -0.9925 -0.8706 -0.7739 -0.6921 -0.6205 -0.5563 -0.4979 -0.4439 -0.3934 -0.3483
 -0.3186
 -7.2983 -6.8570 -6.4448 -6.0514 -5.6810 -5.3434 -5.0443 -4.7741 -4.5135 -4.2483
 -3.9795 -3.7178 -3.4732 -3.2486 -3.0377 -2.5392 -2.0959 -1.7254 -1.4128 -1.1708
 -0.9990 -0.8775 -0.7857 -0.7105 -0.6461 -0.5887 -0.5357 -0.4873 -0.4441 -0.4065
 -0.3747
 -7.2444 -6.8185 -6.4166 -6.0338 -5.6659 -5.3209 -5.0030 -4.7171 -4.4573 -4.2064
 -3.9520 -3.6951 -3.4455 -3.2118 -2.9965 -2.5202 -2.0993 -1.7387 -1.4361 -1.1897
