 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F140W
  1.1115  0.9971  0.9107  0.9069  0.8997  0.9132  0.9525  0.9678  0.9779  0.9879
  0.9877  0.9769  0.9595  0.9380  0.9127  0.8363  0.7270  0.5958  0.4883
  1.0569  1.0177  0.9853  0.9563  0.9348  0.9345  0.9427  0.9508  0.9583  0.9616
  0.9572  0.9453  0.9278  0.9055  0.8790  0.7971  0.6979  0.5888  0.4763  0.3631
  1.0876  1.0456  1.0101  0.9812  0.9580  0.9392  0.9332  0.9385  0.9433  0.9433
  0.9368  0.9234  0.9044  0.8811  0.8540  0.7729  0.6770  0.5712  0.4613  0.3510
  0.2410
  1.1163  1.0733  1.0348  1.0016  0.9737  0.9511  0.9338  0.9236  0.9241  0.9261
  0.9206  0.9067  0.8867  0.8622  0.8343  0.7527  0.6590  0.5562  0.4487  0.3404
  0.2329  0.1261
  1.1395  1.0986  1.0593  1.0234  0.9912  0.9631  0.9393  0.9200  0.9072  0.9004
  0.8968  0.8881  0.8714  0.8475  0.8190  0.7363  0.6435  0.5431  0.4381  0.3315
  0.2256  0.1208  0.0169 -0.0863
  1.1551  1.1179  1.0808  1.0444  1.0100  0.9782  0.9494  0.9238  0.9017  0.8841
  0.8704  0.8595  0.8469  0.8287  0.8042  0.7231  0.6306  0.5320  0.4291  0.3239
  0.2191  0.1155  0.0133 -0.0878 -0.1886 -0.2891 -0.3889 -0.4878 -0.5856 -0.6822
  1.1619  1.1291  1.0964  1.0613  1.0273  0.9941  0.9623  0.9326  0.9050  0.8805
  0.8584  0.8383  0.8205  0.8026  0.7817  0.7102  0.6197  0.5225  0.4213  0.3176
  0.2136  0.1107  0.0095 -0.0902 -0.1885 -0.2854 -0.3817 -0.4780 -0.5749 -0.6720
 -0.7664
  1.1583  1.1307  1.1025  1.0713  1.0392  1.0070  0.9747  0.9430  0.9123  0.8834
  0.8562  0.8303  0.8057  0.7823  0.7593  0.6931  0.6090  0.5142  0.4147  0.3125
  0.2094  0.1069  0.0060 -0.0930 -0.1902 -0.2859 -0.3802 -0.4737 -0.5672 -0.6611
 -0.7558
  1.1431  1.1213  1.0976  1.0718  1.0425  1.0126  0.9822  0.9511  0.9194  0.8884
  0.8584  0.8291  0.8003  0.7722  0.7448  0.6756  0.5959  0.5051  0.4076  0.3070
  0.2050  0.1027  0.0017 -0.0975 -0.1944 -0.2893 -0.3827 -0.4747 -0.5661 -0.6571
 -0.7477
  1.1148  1.0994  1.0809  1.0596  1.0357  1.0097  0.9819  0.9532  0.9232  0.8924
  0.8614  0.8306  0.7998  0.7692  0.7389  0.6630  0.5843  0.4968  0.4021  0.3034
  0.2029  0.1017  0.0009 -0.0986 -0.1958 -0.2906 -0.3834 -0.4742 -0.5637 -0.6522
 -0.7414
  1.0733  1.0644  1.0519  1.0361  1.0173  0.9959  0.9721  0.9463  0.9191  0.8907
  0.8611  0.8305  0.7995  0.7679  0.7359  0.6555  0.5743  0.4891  0.3970  0.3001
  0.2010  0.1011  0.0012 -0.0982 -0.1959 -0.2913 -0.3843 -0.4749 -0.5636 -0.6507
 -0.7367
  1.0226  1.0192  1.0120  1.0015  0.9877  0.9711  0.9518  0.9301  0.9062  0.8807
  0.8536  0.8253  0.7958  0.7651  0.7334  0.6511  0.5671  0.4817  0.3919
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F140W
  0.9372  0.8853  0.8689  0.8776  0.8903  0.9063  0.9222  0.9347  0.9450  0.9521
  0.9529  0.9463  0.9329  0.9142  0.8911  0.8191  0.7242  0.6106  0.4971
  0.9798  0.9436  0.9067  0.8806  0.8866  0.8974  0.9073  0.9165  0.9249  0.9303
  0.9294  0.9213  0.9066  0.8869  0.8631  0.7892  0.6977  0.5929  0.4815  0.3685
  1.0169  0.9777  0.9470  0.9222  0.8976  0.8930  0.9010  0.9062  0.9104  0.9138
  0.9119  0.9029  0.8874  0.8668  0.8423  0.7676  0.6776  0.5759  0.4674  0.3571
  0.2469
  1.0554  1.0120  0.9759  0.9477  0.9258  0.9081  0.8965  0.8988  0.9015  0.9021
  0.8990  0.8895  0.8736  0.8524  0.8272  0.7512  0.6616  0.5621  0.4559  0.3476
  0.2397  0.1324
  1.0936  1.0479  1.0076  0.9731  0.9449  0.9229  0.9052  0.8933  0.8892  0.8908
  0.8888  0.8797  0.8638  0.8423  0.8165  0.7391  0.6492  0.5510  0.4467  0.3398
  0.2333  0.1279  0.0234 -0.0807
  1.1250  1.0833  1.0407  1.0024  0.9683  0.9392  0.9154  0.8966  0.8817  0.8726
  0.8703  0.8663  0.8544  0.8346  0.8090  0.7304  0.6398  0.5421  0.4393  0.3336
  0.2279  0.1235  0.0206 -0.0811 -0.1819 -0.2822 -0.3822 -0.4820 -0.5814 -0.6786
  1.1559  1.1156  1.0726  1.0325  0.9952  0.9610  0.9306  0.9046  0.8828  0.8650
  0.8514  0.8418  0.8330  0.8196  0.7995  0.7239  0.6328  0.5352  0.4334  0.3287
  0.2235  0.1196  0.0176 -0.0828 -0.1819 -0.2801 -0.3776 -0.4746 -0.5711 -0.6672
 -0.7629
  1.1788  1.1418  1.1006  1.0606  1.0222  0.9857  0.9510  0.9192  0.8909  0.8661
  0.8450  0.8267  0.8102  0.7950  0.7784  0.7157  0.6272  0.5299  0.4287  0.3250
  0.2204  0.1166  0.0148 -0.0849 -0.1829 -0.2791 -0.3742 -0.4685 -0.5628 -0.6573
 -0.7523
  1.1918  1.1591  1.1216  1.0834  1.0458  1.0088  0.9727  0.9377  0.9045  0.8741
  0.8468  0.8224  0.7996  0.7777  0.7568  0.6988  0.6192  0.5242  0.4238  0.3210
  0.2171  0.1134  0.0112 -0.0887 -0.1864 -0.2821 -0.3763 -0.4695 -0.5619 -0.6534
 -0.7440
  1.1930  1.1653  1.1325  1.0988  1.0635  1.0279  0.9923  0.9568  0.9215  0.8874
  0.8553  0.8256  0.7980  0.7713  0.7453  0.6815  0.6078  0.5188  0.4206  0.3191
  0.2163  0.1133  0.0112 -0.0892 -0.1872 -0.2828 -0.3763 -0.4680 -0.5582 -0.6474
 -0.7374
  1.1816  1.1600  1.1327  1.1039  1.0723  1.0397  1.0060  0.9717  0.9368  0.9017
  0.8671  0.8336  0.8018  0.7714  0.7418  0.6696  0.5955  0.5112  0.4169  0.3173
  0.2158  0.1138  0.0123 -0.0882 -0.1868 -0.2830 -0.3768 -0.4681 -0.5575 -0.6454
 -0.7321
  1.1607  1.1432  1.1221  1.0981  1.0714  1.0423  1.0115  0.9794  0.9463  0.9123
  0.8778  0.8430  0.8087  0.7753  0.7429  0.6638  0.5855  0.5031  0.4125
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F140W
