 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F547M
 -3.1977 -2.9388 -2.8677 -2.6731 -2.3686 -2.0952 -1.8654 -1.6701 -1.5037 -1.3573
 -1.2250 -1.1015 -0.9854 -0.8774 -0.7780 -0.5714 -0.4173 -0.2991 -0.2041 -0.1253
 -0.0601 -0.0068  0.0362  0.0713
 -3.2478 -2.8757 -2.6251 -2.5099 -2.3949 -2.1415 -1.8941 -1.6849 -1.5085 -1.3577
 -1.2246 -1.1031 -0.9890 -0.8822 -0.7833 -0.5749 -0.4183 -0.2991 -0.2047 -0.1278
 -0.0648 -0.0140  0.0264  0.0592  0.0866  0.1078  0.1216  0.1277  0.1265  0.1188
 -3.3852 -2.9272 -2.5956 -2.3553 -2.2006 -2.1028 -1.9349 -1.7178 -1.5269 -1.3663
 -1.2289 -1.1076 -0.9954 -0.8903 -0.7922 -0.5827 -0.4230 -0.3016 -0.2067 -0.1305
 -0.0693 -0.0205  0.0176  0.0478  0.0726  0.0932  0.1082  0.1164  0.1169  0.1105
  0.0977
 -3.6079 -3.0594 -2.6529 -2.3516 -2.1243 -1.9555 -1.8313 -1.7172 -1.5603 -1.3887
 -1.2407 -1.1153 -1.0039 -0.9005 -0.8036 -0.5937 -0.4313 -0.3068 -0.2100 -0.1335
 -0.0730 -0.0259  0.0102  0.0377  0.0595  0.0771  0.0911  0.1003  0.1034  0.0995
  0.0880
 -3.8959 -3.2712 -2.7817 -2.4140 -2.1372 -1.9244 -1.7567 -1.6193 -1.5027 -1.3891
 -1.2602 -1.1269 -1.0125 -0.9104 -0.8149 -0.6055 -0.4407 -0.3133 -0.2137 -0.1357
 -0.0753 -0.0291  0.0051  0.0301  0.0486  0.0630  0.0737  0.0812  0.0852  0.0839
  0.0759
 -4.1945 -3.5368 -2.9926 -2.5509 -2.2129 -1.9557 -1.7557 -1.5943 -1.4576 -1.3374
 -1.2296 -1.1271 -1.0227 -0.9220 -0.8293 -0.6215 -0.4544 -0.3239 -0.2209 -0.1401
 -0.0783 -0.0321  0.0012  0.0242  0.0397  0.0505  0.0578  0.0624  0.0643  0.0628
  0.0580
 -4.5553 -3.8500 -3.2550 -2.7597 -2.3566 -2.0426 -1.8007 -1.6110 -1.4569 -1.3252
 -1.2084 -1.1033 -1.0076 -0.9182 -0.8345 -0.6376 -0.4695 -0.3364 -0.2302 -0.1460
 -0.0815 -0.0341 -0.0009  0.0209  0.0341  0.0414  0.0447  0.0456  0.0445  0.0413
  0.0365
 -4.9781 -4.2109 -3.5416 -3.0161 -2.5653 -2.1947 -1.9000 -1.6695 -1.4875 -1.3392
 -1.2131 -1.1020 -1.0018 -0.9110 -0.8305 -0.6538 -0.4860 -0.3508 -0.2416
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value = F547M
 -3.4558 -3.1041 -2.8094 -2.5662 -2.3212 -2.1084 -1.9190 -1.7467 -1.5890 -1.4436
 -1.3081 -1.1799 -1.0601 -0.9501 -0.8495 -0.6354 -0.4652 -0.3315 -0.2192
 -3.5573 -3.1388 -2.7976 -2.5261 -2.2870 -2.0665 -1.8732 -1.6995 -1.5394 -1.3976
 -1.2632 -1.1363 -1.0178 -0.9084 -0.8084 -0.6005 -0.4411 -0.3140 -0.2084 -0.1177
 -3.6484 -3.2259 -2.8403 -2.5305 -2.2795 -2.0490 -1.8476 -1.6724 -1.5120 -1.3707
 -1.2383 -1.1131 -0.9958 -0.8872 -0.7876 -0.5809 -0.4245 -0.3018 -0.2010 -0.1151
 -0.0417
 -3.3431 -3.2832 -2.9208 -2.5752 -2.2900 -2.0521 -1.8404 -1.6589 -1.4994 -1.3559
 -1.2252 -1.1020 -0.9862 -0.8783 -0.7789 -0.5714 -0.4154 -0.2949 -0.1970 -0.1146
 -0.0448  0.0134
 -3.2087 -3.0564 -2.9520 -2.6449 -2.3335 -2.0709 -1.8500 -1.6582 -1.4941 -1.3493
 -1.2194 -1.0982 -0.9840 -0.8773 -0.7782 -0.5691 -0.4117 -0.2916 -0.1953 -0.1157
 -0.0487  0.0069  0.0520  0.0885
 -3.2326 -2.8839 -2.7018 -2.6313 -2.3921 -2.1139 -1.8732 -1.6704 -1.4982 -1.3497
 -1.2182 -1.0987 -0.9865 -0.8811 -0.7828 -0.5725 -0.4124 -0.2913 -0.1960 -0.1178
 -0.0529  0.0004  0.0434  0.0777  0.1055  0.1274  0.1412  0.1458  0.1439  0.1350
 -3.3668 -2.9144 -2.6000 -2.3984 -2.3059 -2.1569 -1.9174 -1.6980 -1.5137 -1.3566
 -1.2220 -1.1021 -0.9917 -0.8881 -0.7908 -0.5800 -0.4172 -0.2938 -0.1979 -0.1205
 -0.0571 -0.0056  0.0353  0.0676  0.0934  0.1139  0.1289  0.1371  0.1364  0.1290
  0.1149
 -3.6086 -3.0410 -2.6413 -2.3522 -2.1468 -2.0150 -1.9108 -1.7405 -1.5453 -1.3755
 -1.2320 -1.1089 -0.9991 -0.8971 -0.8012 -0.5909 -0.4254 -0.2991 -0.2014 -0.1236
 -0.0610 -0.0110  0.0283  0.0585  0.0820  0.1006  0.1144  0.1234  0.1258  0.1201
  0.1077
 -3.9176 -3.2639 -2.7640 -2.4026 -2.1349 -1.9350 -1.7854 -1.6689 -1.5524 -1.4051
 -1.2515 -1.1193 -1.0069 -0.9060 -0.8117 -0.6027 -0.4351 -0.3059 -0.2056 -0.1264
 -0.0637 -0.0144  0.0233  0.0516  0.0726  0.0885  0.1000  0.1075  0.1104  0.1077
  0.0975
 -4.3462 -3.5827 -2.9842 -2.5344 -2.2011 -1.9510 -1.7594 -1.6077 -1.4814 -1.3698
 -1.2595 -1.1410 -1.0218 -0.9190 -0.8261 -0.6190 -0.4495 -0.3172 -0.2136 -0.1318
 -0.0677 -0.0182  0.0189  0.0457  0.0645  0.0776  0.0862  0.0912  0.0927  0.0915
  0.0831
 -4.9114 -3.9974 -3.2843 -2.7522 -2.3410 -2.0300 -1.7939 -1.6105 -1.4624 -1.3364
 -1.2246 -1.1226 -1.0251 -0.9285 -0.8380 -0.6366 -0.4661 -0.3310 -0.2242 -0.1391
 -0.0724 -0.0217  0.0156  0.0416  0.0588  0.0693  0.0747  0.0766  0.0755  0.0714
  0.0641
 -5.6131 -4.5080 -3.6140 -3.0371 -2.5595 -2.1801 -1.8868 -1.6611 -1.4841 -1.3403
 -1.2181 -1.1100 -1.0122 -0.9224 -0.8474 -0.6555 -0.4849 -0.3473 -0.2374
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value = F547M
 -3.3708 -3.0487 -2.7728 -2.5387 -2.2939 -2.0902 -1.9074 -1.7368 -1.5792 -1.4350
 -1.3030 -1.1779 -1.0604 -0.9518 -0.8518 -0.6358 -0.4628 -0.3266 -0.2134
 -3.4593 -3.0725 -2.7551 -2.5003 -2.2649 -2.0509 -1.8617 -1.6881 -1.5316 -1.3912
 -1.2611 -1.1372 -1.0209 -0.9127 -0.8132 -0.6031 -0.4402 -0.3104 -0.2032 -0.1117
 -3.6082 -3.1576 -2.7891 -2.4976 -2.2586 -2.0339 -1.8378 -1.6643 -1.5048 -1.3665
 -1.2368 -1.1143 -0.9993 -0.8921 -0.7931 -0.5843 -0.4242 -0.2987 -0.1960 -0.1088
 -0.0341
 -3.5778 -3.2605 -2.8682 -2.5354 -2.2660 -2.0380 -1.8302 -1.6513 -1.4937 -1.3515
 -1.2233 -1.1025 -0.9888 -0.8825 -0.7838 -0.5745 -0.4148 -0.2915 -0.1918 -0.1079
 -0.0363  0.0240
 -3.2628 -3.1978 -2.9514 -2.6060 -2.3026 -2.0531 -1.8381 -1.6504 -1.4881 -1.3446
 -1.2165 -1.0976 -0.9855 -0.8802 -0.7820 -0.5716 -0.4105 -0.2877 -0.1899 -0.1084
 -0.0394  0.0185  0.0660  0.1041
 -3.2190 -2.9181 -2.8366 -2.6657 -2.3652 -2.0891 -1.8586 -1.6612 -1.4913 -1.3446
 -1.2144 -1.0968 -0.9865 -0.8826 -0.7853 -0.5742 -0.4106 -0.2868 -0.1897 -0.1100
 -0.0431  0.0128  0.0584  0.0949  0.1238  0.1459  0.1597  0.1642  0.1620  0.1520
 -3.3341 -2.9029 -2.6203 -2.4940 -2.3929 -2.1455 -1.8963 -1.6840 -1.5045 -1.3504
 -1.2173 -1.0989 -0.9902 -0.8881 -0.7920 -0.5810 -0.4149 -0.2887 -0.1912 -0.1123
 -0.0469  0.0072  0.0511  0.0859  0.1133  0.1347  0.1502  0.1578  0.1565  0.1485
  0.1332
 -3.5787 -3.0109 -2.6296 -2.3623 -2.1987 -2.1095 -1.9440 -1.7256 -1.5308 -1.3664
 -1.2259 -1.1046 -0.9962 -0.8957 -0.8010 -0.5912 -0.4228 -0.2938 -0.1945 -0.1154
 -0.0508  0.0020  0.0444  0.0776  0.1033  0.1231  0.1381  0.1471  0.1486  0.1420
  0.1286
 -3.8829 -3.2293 -2.7370 -2.3899 -2.1376 -1.9602 -1.8428 -1.7322 -1.5695 -1.3940
 -1.2416 -1.1134 -1.0026 -0.9030 -0.8099 -0.6022 -0.4324 -0.3005 -0.1987 -0.1183
 -0.0536 -0.0016  0.0395  0.0711  0.0949  0.1128  0.1255  0.1336  0.1365  0.1327
  0.1209
 -4.3969 -3.5742 -2.9514 -2.5086 -2.1871 -1.9485 -1.7703 -1.6351 -1.5242 -1.4094
 -1.2744 -1.1365 -1.0174 -0.9153 -0.8233 -0.6179 -0.4469 -0.3120 -0.2071 -0.1242
 -0.0583 -0.0060  0.0346  0.0651  0.0873  0.1031  0.1136  0.1198  0.1216  0.1185
  0.1098
 -5.0636 -4.0456 -3.2733 -2.7223 -2.3157 -2.0146 -1.7878 -1.6134 -1.4748 -1.3578
 -1.2518 -1.1468 -1.0378 -0.9305 -0.8375 -0.6355 -0.4642 -0.3266 -0.2185 -0.1326
 -0.0642 -0.0106  0.0303  0.0603  0.0814  0.0953  0.1035  0.1072  0.1069  0.1027
  0.0942
 -5.8831 -4.6435 -3.6565 -3.0276 -2.5323 -2.1549 -1.8696 -1.6519 -1.4821 -1.3449
 -1.2282 -1.1244 -1.0286 -0.9370 -0.8525 -0.6550 -0.4843 -0.3443 -0.2329
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value = F547M
 -3.3043 -3.0223 -2.7626 -2.5232 -2.2829 -2.0655 -1.8743 -1.7047 -1.5528 -1.4154
 -1.2896 -1.1728 -1.0629 -0.9582 -0.8581 -0.6421 -0.4665 -0.3250 -0.2096
 -3.3968 -3.0277 -2.7274 -2.4892 -2.2545 -2.0435 -1.8567 -1.6846 -1.5296 -1.3926
 -1.2640 -1.1428 -1.0287 -0.9221 -0.8233 -0.6117 -0.4452 -0.3114 -0.2016 -0.1090
 -3.5313 -3.0974 -2.7490 -2.4777 -2.2470 -2.0255 -1.8334 -1.6606 -1.5028 -1.3668
 -1.2396 -1.1197 -1.0069 -0.9014 -0.8033 -0.5934 -0.4297 -0.3008 -0.1954 -0.1062
 -0.0296
 -3.6239 -3.2125 -2.8187 -2.5030 -2.2523 -2.0282 -1.8242 -1.6478 -1.4911 -1.3507
 -1.2248 -1.1064 -0.9950 -0.8904 -0.7929 -0.5830 -0.4200 -0.2932 -0.1910 -0.1048
 -0.0311  0.0316
 -3.3993 -3.2630 -2.9177 -2.5676 -2.2777 -2.0440 -1.8312 -1.6459 -1.4852 -1.3423
 -1.2165 -1.0997 -0.9897 -0.8863 -0.7894 -0.5789 -0.4147 -0.2886 -0.1884 -0.1048
 -0.0335  0.0270  0.0772  0.1176
 -3.2178 -3.0130 -2.9341 -2.6492 -2.3361 -2.0697 -1.8511 -1.6552 -1.4880 -1.3425
 -1.2133 -1.0974 -0.9889 -0.8868 -0.7908 -0.5801 -0.4138 -0.2867 -0.1874 -0.1056
 -0.0364  0.0221  0.0706  0.1097  0.1405  0.1630  0.1767  0.1819  0.1798  0.1692
 -3.3000 -2.8986 -2.6775 -2.6142 -2.4008 -2.1245 -1.8804 -1.6770 -1.4995 -1.3474
 -1.2158 -1.0983 -0.9911 -0.8906 -0.7958 -0.5857 -0.4171 -0.2877 -0.1880 -0.1073
 -0.0397  0.0171  0.0640  0.1017  0.1312  0.1538  0.1695  0.1771  0.1764  0.1681
  0.1519
 -3.5191 -2.9796 -2.6228 -2.3927 -2.2970 -2.1673 -1.9334 -1.7113 -1.5229 -1.3616
 -1.2230 -1.1030 -0.9955 -0.8964 -0.8031 -0.5947 -0.4242 -0.2920 -0.1905 -0.1098
 -0.0432  0.0122  0.0577  0.0940  0.1223  0.1438  0.1593  0.1688  0.1707  0.1640
  0.1501
 -3.8107 -3.1793 -2.7078 -2.3803 -2.1520 -2.0159 -1.9219 -1.7561 -1.5593 -1.3842
 -1.2356 -1.1104 -1.0007 -0.9021 -0.8102 -0.6044 -0.4332 -0.2983 -0.1943 -0.1125
 -0.0460  0.0086  0.0529  0.0879  0.1147  0.1349  0.1492  0.1582  0.1615  0.1575
  0.1451
 -4.3743 -3.5295 -2.9054 -2.4800 -2.1748 -1.9527 -1.7966 -1.6871 -1.5759 -1.4263
 -1.2685 -1.1306 -1.0141 -0.9131 -0.8220 -0.6188 -0.4473 -0.3096 -0.2026 -0.1184
 -0.0509  0.0039  0.0477  0.0818  0.1074  0.1261  0.1388  0.1466  0.1494  0.1465
  0.1372
 -5.1022 -4.0302 -3.2317 -2.6794 -2.2872 -1.9999 -1.7854 -1.6243 -1.5004 -1.3946
 -1.2848 -1.1621 -1.0377 -0.9291 -0.8360 -0.6355 -0.4644 -0.3244 -0.2143 -0.1272
 -0.0574 -0.0015  0.0426  0.0764  0.1013  0.1187  0.1298  0.1358  0.1372  0.1336
  0.1249
 -5.9943 -4.6814 -3.6867 -2.9910 -2.4925 -2.1258 -1.8526 -1.6449 -1.4846 -1.3564
 -1.2475 -1.1480 -1.0495 -0.9495 -0.8522 -0.6545 -0.4845 -0.3427 -0.2294
