 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F606W
 -2.6329 -2.5610 -2.7531 -2.6851 -2.5036 -2.2563 -1.9867 -1.8097 -1.6538 -1.4945
 -1.3449 -1.2065 -1.0782 -0.9605 -0.8518 -0.6235 -0.4199 -0.2385 -0.1437
 -2.6304 -2.4185 -2.2449 -2.1279 -2.0632 -1.9680 -1.8128 -1.6438 -1.4890 -1.3437
 -1.2060 -1.0775 -0.9591 -0.8507 -0.7511 -0.5356 -0.3642 -0.2365 -0.1465 -0.0822
 -2.4424 -2.2357 -2.0454 -1.8816 -1.7508 -1.6665 -1.6028 -1.5026 -1.3723 -1.2354
 -1.1079 -0.9889 -0.8790 -0.7786 -0.6869 -0.4925 -0.3419 -0.2306 -0.1515 -0.0937
 -0.0500
 -2.2898 -2.1048 -1.9222 -1.7528 -1.6037 -1.4778 -1.3786 -1.3092 -1.2398 -1.1454
 -1.0343 -0.9243 -0.8224 -0.7288 -0.6432 -0.4630 -0.3265 -0.2283 -0.1580 -0.1062
 -0.0660 -0.0340
 -2.1518 -1.9939 -1.8298 -1.6682 -1.5180 -1.3847 -1.2697 -1.1721 -1.0963 -1.0295
 -0.9567 -0.8702 -0.7793 -0.6924 -0.6124 -0.4428 -0.3154 -0.2262 -0.1639 -0.1182
 -0.0819 -0.0525 -0.0283 -0.0088
 -2.0247 -1.8881 -1.7477 -1.6014 -1.4583 -1.3251 -1.2067 -1.1036 -1.0149 -0.9383
 -0.8708 -0.8056 -0.7350 -0.6606 -0.5874 -0.4279 -0.3065 -0.2226 -0.1664 -0.1274
 -0.0963 -0.0704 -0.0487 -0.0303 -0.0141 -0.0015  0.0060  0.0072  0.0012 -0.0125
 -1.9103 -1.7880 -1.6666 -1.5389 -1.4082 -1.2811 -1.1628 -1.0574 -0.9666 -0.8874
 -0.8161 -0.7503 -0.6878 -0.6256 -0.5623 -0.4148 -0.2983 -0.2160 -0.1643 -0.1314
 -0.1066 -0.0857 -0.0678 -0.0522 -0.0387 -0.0254 -0.0146 -0.0096 -0.0127 -0.0249
 -0.0437
 -1.8103 -1.6966 -1.5862 -1.4738 -1.3586 -1.2420 -1.1285 -1.0231 -0.9300 -0.8497
 -0.7791 -0.7143 -0.6526 -0.5937 -0.5364 -0.4020 -0.2904 -0.2092 -0.1581 -0.1290
 -0.1106 -0.0961 -0.0834 -0.0719 -0.0617 -0.0523 -0.0424 -0.0350 -0.0331 -0.0396
 -0.0560
 -1.7265 -1.6169 -1.5112 -1.4042 -1.3030 -1.1992 -1.0950 -0.9937 -0.8999 -0.8172
 -0.7458 -0.6826 -0.6240 -0.5677 -0.5130 -0.3870 -0.2815 -0.2021 -0.1496 -0.1214
 -0.1072 -0.0991 -0.0929 -0.0872 -0.0817 -0.0762 -0.0709 -0.0664 -0.0649 -0.0667
 -0.0714
 -1.6607 -1.5522 -1.4473 -1.3459 -1.2476 -1.1523 -1.0591 -0.9659 -0.8756 -0.7919
 -0.7180 -0.6540 -0.5972 -0.5435 -0.4921 -0.3740 -0.2730 -0.1954 -0.1421 -0.1121
 -0.0988 -0.0948 -0.0947 -0.0957 -0.0962 -0.0960 -0.0952 -0.0941 -0.0932 -0.0936
 -0.0949
 -1.6094 -1.4978 -1.3918 -1.2911 -1.1952 -1.1037 -1.0164 -0.9323 -0.8493 -0.7689
 -0.6942 -0.6279 -0.5703 -0.5192 -0.4717 -0.3610 -0.2641 -0.1883 -0.1353 -0.1032
 -0.0886 -0.0855 -0.0893 -0.0960 -0.1031 -0.1093 -0.1143 -0.1181 -0.1211 -0.1241
 -0.1279
 -1.5527 -1.4261 -1.3162 -1.2190 -1.1308 -1.0483 -0.9690 -0.8912 -0.8151 -0.7416
 -0.6711 -0.6048 -0.5454 -0.4935 -0.4475 -0.3457 -0.2546 -0.1808 -0.1281
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F606W
 -2.9951 -2.9141 -2.7881 -2.5512 -2.2817 -2.0257 -1.8139 -1.6428 -1.4904 -1.3471
