 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F160W
  1.1610  1.1800  1.2323  1.2393  1.2120  1.2051  1.2151  1.2184  1.2097  1.2012
  1.1839  1.1562  1.1208  1.0814  1.0392  0.9280  0.7788  0.6065  0.4853
  1.2019  1.1706  1.1524  1.1588  1.1892  1.2082  1.2063  1.1973  1.1883  1.1754
  1.1549  1.1268  1.0929  1.0545  1.0123  0.8941  0.7644  0.6288  0.4916  0.3550
  1.2050  1.1697  1.1404  1.1205  1.1149  1.1344  1.1651  1.1775  1.1719  1.1560
  1.1347  1.1064  1.0721  1.0332  0.9907  0.8736  0.7476  0.6162  0.4825  0.3493
  0.2175
  1.2042  1.1716  1.1395  1.1119  1.0910  1.0787  1.0813  1.1036  1.1253  1.1287
  1.1133  1.0863  1.0524  1.0135  0.9709  0.8539  0.7304  0.6032  0.4737  0.3434
  0.2145  0.0872
  1.1920  1.1684  1.1392  1.1098  1.0833  1.0615  1.0453  1.0372  1.0446  1.0582
  1.0652  1.0548  1.0293  0.9936  0.9518  0.8353  0.7132  0.5899  0.4647  0.3376
  0.2111  0.0862 -0.0366 -0.1578
  1.1667  1.1528  1.1320  1.1059  1.0787  1.0531  1.0306  1.0116  0.9976  0.9910
  0.9912  0.9913  0.9819  0.9599  0.9273  0.8173  0.6963  0.5757  0.4546  0.3315
  0.2076  0.0848 -0.0360 -0.1549 -0.2726 -0.3886 -0.5026 -0.6139 -0.7224 -0.8278
  1.1283  1.1234  1.1133  1.0935  1.0704  1.0452  1.0203  0.9973  0.9764  0.9588
  0.9439  0.9317  0.9207  0.9063  0.8840  0.7953  0.6795  0.5606  0.4429  0.3242
  0.2036  0.0831 -0.0359 -0.1529 -0.2679 -0.3808 -0.4918 -0.6014 -0.7096 -0.8161
 -0.9184
  1.0769  1.0804  1.0789  1.0681  1.0516  1.0312  1.0080  0.9841  0.9608  0.9389
  0.9181  0.8978  0.8776  0.8576  0.8362  0.7626  0.6603  0.5454  0.4302  0.3153
  0.1987  0.0808 -0.0363 -0.1516 -0.2648 -0.3760 -0.4852 -0.5926 -0.6985 -0.8030
 -0.9063
  1.0129  1.0241  1.0292  1.0273  1.0181  1.0044  0.9867  0.9659  0.9431  0.9203
  0.8978  0.8749  0.8508  0.8256  0.7995  0.7271  0.6354  0.5283  0.4156  0.3035
  0.1905  0.0759 -0.0392 -0.1532 -0.2651 -0.3748 -0.4825 -0.5882 -0.6922 -0.7948
 -0.8958
  0.9361  0.9545  0.9657  0.9703  0.9691  0.9626  0.9515  0.9368  0.9184  0.8977
  0.8758  0.8530  0.8289  0.8028  0.7747  0.6977  0.6111  0.5109  0.4027  0.2927
  0.1827  0.0717 -0.0403 -0.1524 -0.2630 -0.3714 -0.4776 -0.5816 -0.6836 -0.7840
 -0.8847
  0.8486  0.8722  0.8890  0.8997  0.9049  0.9052  0.9009  0.8925  0.8803  0.8649
  0.8467  0.8263  0.8042  0.7799  0.7530  0.6754  0.5885  0.4940  0.3905  0.2826
  0.1743  0.0659 -0.0431 -0.1525 -0.2614 -0.3687 -0.4738 -0.5764 -0.6769 -0.7755
 -0.8724
  0.7576  0.7784  0.7969  0.8126  0.8245  0.8323  0.8354  0.8338  0.8278  0.8183
  0.8055  0.7900  0.7720  0.7515  0.7280  0.6558  0.5695  0.4769  0.3781
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F160W
  1.1659  1.1801  1.1876  1.1780  1.1666  1.1616  1.1607  1.1580  1.1528  1.1441
  1.1297  1.1085  1.0808  1.0480  1.0111  0.9077  0.7809  0.6355  0.4995
  1.1611  1.1344  1.1414  1.1681  1.1726  1.1630  1.1539  1.1476  1.1410  1.1313
  1.1157  1.0933  1.0645  1.0308  0.9932  0.8858  0.7635  0.6311  0.4947  0.3582
  1.1790  1.1376  1.1096  1.1042  1.1311  1.1558  1.1534  1.1411  1.1300  1.1190
  1.1029  1.0801  1.0509  1.0165  0.9783  0.8700  0.7487  0.6195  0.4863  0.3531
  0.2211
  1.1991  1.1556  1.1164  1.0860  1.0724  1.0829  1.1136  1.1298  1.1213  1.1074
  1.0906  1.0681  1.0390  1.0045  0.9658  0.8565  0.7357  0.6088  0.4786  0.3480
  0.2188  0.0912
  1.2135  1.1742  1.1334  1.0960  1.0665  1.0471  1.0426  1.0555  1.0798  1.0878
  1.0773  1.0559  1.0277  0.9936  0.9549  0.8448  0.7240  0.5988  0.4714  0.3433
  0.2162  0.0909 -0.0324 -0.1539
  1.2149  1.1863  1.1495  1.1112  1.0750  1.0445  1.0212  1.0064  1.0035  1.0162
  1.0310  1.0303  1.0121  0.9816  0.9442  0.8343  0.7132  0.5890  0.4640  0.3386
  0.2137  0.0902 -0.0311 -0.1504 -0.2679 -0.3836 -0.4974 -0.6094 -0.7192 -0.8249
  1.2081  1.1878  1.1579  1.1238  1.0876  1.0523  1.0209  0.9948  0.9745  0.9622
  0.9594  0.9643  0.9646  0.9516  0.9257  0.8238  0.7032  0.5794  0.4561  0.3334
  0.2109  0.0893 -0.0303 -0.1479 -0.2634 -0.3772 -0.4891 -0.5990 -0.7067 -0.8122
 -0.9155
  1.1882  1.1759  1.1547  1.1275  1.0959  1.0616  1.0271  0.9951  0.9667  0.9427
  0.9242  0.9113  0.9028  0.8950  0.8813  0.8066  0.6929  0.5701  0.4478  0.3273
  0.2075  0.0880 -0.0299 -0.1459 -0.2597 -0.3713 -0.4810 -0.5889 -0.6952 -0.8000
 -0.9034
  1.1547  1.1500  1.1373  1.1182  1.0936  1.0644  1.0320  0.9985  0.9660  0.9362
  0.9098  0.8870  0.8667  0.8483  0.8310  0.7720  0.6762  0.5586  0.4376  0.3186
  0.2013  0.0843 -0.0321 -0.1469 -0.2594 -0.3696 -0.4779 -0.5843 -0.6889 -0.7918
 -0.8929
  1.1073  1.1099  1.1049  1.0939  1.0774  1.0555  1.0289  0.9987  0.9664  0.9341
  0.9035  0.8751  0.8488  0.8233  0.7983  0.7348  0.6518  0.5458  0.4288  0.3113
  0.1959  0.0817 -0.0322 -0.1454 -0.2567 -0.3657 -0.4725 -0.5770 -0.6795 -0.7804
 -0.8817
  1.0477  1.0557  1.0573  1.0540  1.0454  1.0312  1.0118  0.9880  0.9601  0.9296
  0.8982  0.8672  0.8374  0.8084  0.7795  0.7056  0.6252  0.5287  0.4187  0.3039
  0.1899  0.0777 -0.0337 -0.1446 -0.2545 -0.3624 -0.4681 -0.5714 -0.6724 -0.7715
 -0.8689
  0.9799  0.9873  0.9947  0.9984  0.9974  0.9908  0.9789  0.9620  0.9406  0.9154
  0.8872  0.8572  0.8266  0.7960  0.7654  0.6859  0.6019  0.5102  0.4071
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F160W
  1.1525  1.1511  1.1336  1.1154  1.1095  1.1081  1.1029  1.0968  1.0906  1.0826
  1.0699  1.0524  1.0297  1.0019  0.9697  0.8758  0.7666  0.6420  0.5057
  1.1199  1.1289  1.1427  1.1317  1.1152  1.1049  1.0985  1.0909  1.0839  1.0751
  1.0616  1.0430  1.0191  0.9901  0.9569  0.8610  0.7514  0.6293  0.4973  0.3620
  1.1334  1.0998  1.0996  1.1272  1.1292  1.1139  1.0994  1.0884  1.0787  1.0688
  1.0547  1.0356  1.0112  0.9816  0.9477  0.8500  0.7394  0.6184  0.4896  0.3577
  0.2258
  1.1637  1.1165  1.0822  1.0714  1.0938  1.1166  1.1083  1.0905  1.0753  1.0629
  1.0485  1.0293  1.0049  0.9753  0.9412  0.8422  0.7303  0.6097  0.4830  0.3536
  0.2244  0.0966
  1.1948  1.1462  1.1008  1.0657  1.0472  1.0506  1.0773  1.0904  1.0766  1.0581
  1.0422  1.0232  0.9993  0.9701  0.9362  0.8365  0.7234  0.6028  0.4775  0.3501
  0.2229  0.0973 -0.0265 -0.1485
  1.2211  1.1758  1.1293  1.0851  1.0486  1.0239  1.0140  1.0217  1.0428  1.0486
  1.0355  1.0164  0.9931  0.9649  0.9316  0.8319  0.7180  0.5971  0.4728  0.3472
