 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F475W
 -4.9193 -4.7417 -4.9316 -4.8565 -4.6254 -4.2881 -3.8966 -3.6429 -3.4056 -3.1593
 -2.9255 -2.7073 -2.5046 -2.3134 -2.1308 -1.7284 -1.3215 -0.9572 -0.7000
 -4.7923 -4.4795 -4.2297 -4.0583 -3.9531 -3.8116 -3.5900 -3.3383 -3.0955 -2.8597
 -2.6343 -2.4241 -2.2303 -2.0510 -1.8833 -1.5013 -1.1635 -0.8822 -0.6658 -0.4992
 -4.4929 -4.1848 -3.9120 -3.6821 -3.4944 -3.3604 -3.2477 -3.0827 -2.8719 -2.6466
 -2.4304 -2.2273 -2.0407 -1.8702 -1.7140 -1.3717 -1.0796 -0.8343 -0.6419 -0.4923
 -0.3713
 -4.2468 -3.9684 -3.7042 -3.4673 -3.2583 -3.0725 -2.9131 -2.7855 -2.6509 -2.4766
 -2.2802 -2.0871 -1.9071 -1.7427 -1.5935 -1.2766 -1.0175 -0.8027 -0.6293 -0.4935
 -0.3827 -0.2881
 -4.0239 -3.7846 -3.5450 -3.3176 -3.1099 -2.9196 -2.7428 -2.5794 -2.4377 -2.3019
 -2.1536 -1.9867 -1.8177 -1.6589 -1.5140 -1.2118 -0.9738 -0.7802 -0.6239 -0.4997
 -0.3978 -0.3102 -0.2324 -0.1621
 -3.8175 -3.6116 -3.4052 -3.1976 -2.9997 -2.8148 -2.6409 -2.4754 -2.3187 -2.1712
 -2.0341 -1.8985 -1.7550 -1.6084 -1.4677 -1.1718 -0.9455 -0.7655 -0.6218 -0.5076
 -0.4139 -0.3333 -0.2614 -0.1954 -0.1313 -0.0710 -0.0176  0.0268  0.0602  0.0817
 -3.6289 -3.4486 -3.2703 -3.0886 -2.9066 -2.7317 -2.5649 -2.4054 -2.2523 -2.1042
 -1.9623 -1.8282 -1.6995 -1.5715 -1.4434 -1.1525 -0.9294 -0.7569 -0.6209 -0.5140
 -0.4279 -0.3546 -0.2891 -0.2288 -0.1722 -0.1181 -0.0676 -0.0224  0.0163  0.0459
  0.0593
 -3.4593 -3.2980 -3.1395 -2.9804 -2.8190 -2.6573 -2.4999 -2.3486 -2.2027 -2.0605
 -1.9221 -1.7888 -1.6616 -1.5403 -1.4228 -1.1490 -0.9245 -0.7536 -0.6208 -0.5179
 -0.4374 -0.3712 -0.3129 -0.2591 -0.2085 -0.1599 -0.1122 -0.0677 -0.0293  0.0011
  0.0220
