 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F390M
 -9.4693 -9.2816 -8.7762 -8.1136 -7.3529 -6.6868 -6.2152 -5.8949 -5.6461 -5.4429
 -5.2555 -5.0748 -4.8989 -4.7261 -4.5551 -4.1319 -3.7077 -3.2777 -2.8417 -2.4046
 -1.9770
 -8.8244 -8.6362 -8.3547 -7.9716 -7.4128 -6.7485 -6.1721 -5.7686 -5.4804 -5.2511
 -5.0549 -4.8693 -4.6907 -4.5170 -4.3463 -3.9275 -3.5112 -3.0942 -2.6793 -2.2746
 -1.8857 -1.5191
 -8.5661 -7.9333 -7.7648 -7.5908 -7.2970 -6.8337 -6.2573 -5.7571 -5.3997 -5.1332
 -4.9185 -4.7253 -4.5416 -4.3648 -4.1923 -3.7743 -3.3644 -2.9585 -2.5608 -2.1801
 -1.8200 -1.4819 -1.1800 -0.9326
 -8.7974 -7.8162 -7.2419 -7.0298 -6.9316 -6.7171 -6.3497 -5.8665 -5.4223 -5.0949
 -4.8448 -4.6391 -4.4484 -4.2665 -4.0905 -3.6687 -3.2614 -2.8635 -2.4788 -2.1155
 -1.7764 -1.4604 -1.1752 -0.9371 -0.7490 -0.5966 -0.4657 -0.3493 -0.2449 -0.1569
 -9.3350 -8.0915 -7.2301 -6.6967 -6.4298 -6.3278 -6.1996 -5.9322 -5.5460 -5.1500
 -4.8434 -4.6067 -4.4060 -4.2181 -4.0377 -3.6087 -3.1992 -2.8048 -2.4288 -2.0776
 -1.7532 -1.4538 -1.1825 -0.9520 -0.7696 -0.6258 -0.5090 -0.4099 -0.3216 -0.2427
 -0.1754
-10.0526 -8.6522 -7.5404 -6.7674 -6.2628 -5.9622 -5.8019 -5.7002 -5.5425 -5.2661
 -4.9268 -4.6360 -4.4088 -4.2126 -4.0275 -3.5906 -3.1763 -2.7805 -2.4082 -2.0642
 -1.7490 -1.4609 -1.2006 -0.9770 -0.7980 -0.6600 -0.5504 -0.4613 -0.3872 -0.3237
 -0.2674
-10.9739 -9.3811 -8.1001 -7.1003 -6.3927 -5.9111 -5.5948 -5.3891 -5.2501 -5.1309
 -4.9711 -4.7299 -4.4590 -4.2400 -4.0481 -3.6036 -3.1836 -2.7830 -2.4091 -2.0677
 -1.7577 -1.4764 -1.2243 -1.0065 -0.8306 -0.6961 -0.5935 -0.5125 -0.4462 -0.3919
 -0.3479
-11.3992-10.0604 -8.8185 -7.6650 -6.7595 -6.0999 -5.6336 -5.3084 -5.0781 -4.9055
 -4.7673 -4.6410 -4.4970 -4.2987 -4.0988 -3.6477 -3.2235 -2.8187 -2.4407 -2.0976
 -1.7883 -1.5093 -1.2607 -1.0464 -0.8717 -0.7377 -0.6379 -0.5623 -0.5031 -0.4557
 -0.4184
-11.8839-10.6400 -9.4613 -8.3424 -7.3117 -6.4855 -5.8649 -5.4106 -5.0800 -4.8351
 -4.6445 -4.4879 -4.3536 -4.2299 -4.0875 -3.7024 -3.2829 -2.8747 -2.4922 -2.1451
 -1.8333 -1.5530 -1.3043 -1.0904 -0.9153 -0.7802 -0.6810 -0.6084 -0.5545 -0.5136
 -0.4819
-12.4279-11.1199 -9.9684 -8.9665 -7.9380 -7.0181 -6.2629 -5.6760 -5.2320 -4.8974
 -4.6421 -4.4403 -4.2730 -4.1290 -4.0142 -3.7677 -3.3618 -2.9510 -2.5636
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value = F390M
-11.1586 -9.8218 -8.7654 -7.9617 -7.3117 -6.9038 -6.6311 -6.4154 -6.2318 -6.0656
 -5.9049 -5.7442 -5.5838 -5.4234 -5.2630 -4.8625 -4.4371 -4.0091 -3.5520
-10.8553 -9.7599 -8.7664 -7.8655 -7.1593 -6.6593 -6.3357 -6.1030 -5.9023 -5.7345
 -5.5711 -5.4097 -5.2497 -5.0901 -4.9304 -4.5302 -4.1242 -3.7067 -3.2724 -2.8180
 -9.9794 -9.4453 -8.7577 -7.9206 -7.1535 -6.5390 -6.1302 -5.8562 -5.6362 -5.4599
 -5.2940 -5.1325 -4.9737 -4.8163 -4.6591 -4.2650 -3.8659 -3.4591 -3.0446 -2.6251
 -2.2073
 -8.9837 -8.8845 -8.4971 -7.9517 -7.2375 -6.5601 -6.0402 -5.6932 -5.4449 -5.2446
 -5.0730 -4.9094 -4.7504 -4.5943 -4.4393 -4.0528 -3.6622 -3.2663 -2.8686 -2.4758
 -2.0943 -1.7255
 -8.5667 -8.1590 -8.0019 -7.7204 -7.2857 -6.6813 -6.0883 -5.6369 -5.3276 -5.0957
 -4.9092 -4.7401 -4.5783 -4.4213 -4.2667 -3.8855 -3.5036 -3.1186 -2.7354 -2.3632
 -2.0082 -1.6694 -1.3526 -1.0760
 -8.6886 -7.7878 -7.3660 -7.2556 -7.0633 -6.7254 -6.2271 -5.7093 -5.3077 -5.0233
 -4.8041 -4.6246 -4.4573 -4.2968 -4.1407 -3.7606 -3.3846 -3.0093 -2.6387 -2.2822
 -1.9462 -1.6300 -1.3349 -1.0717 -0.8534 -0.6769 -0.5276 -0.3943 -0.2780 -0.1788
 -9.1792 -7.9733 -7.1769 -6.7432 -6.5984 -6.4874 -6.2423 -5.8513 -5.4091 -5.0385
 -4.7713 -4.5626 -4.3863 -4.2207 -4.0611 -3.6777 -3.3040 -2.9347 -2.5741 -2.2292
 -1.9072 -1.6069 -1.3289 -1.0787 -0.8687 -0.7009 -0.5652 -0.4512 -0.3510 -0.2625
 -0.1867
 -9.9530 -8.4930 -7.4159 -6.6956 -6.2588 -6.0465 -5.9505 -5.8047 -5.5263 -5.1626
 -4.8211 -4.5642 -4.3631 -4.1897 -4.0257 -3.6368 -3.2615 -2.8943 -2.5389 -2.2022
 -1.8894 -1.6004 -1.3347 -1.0956 -0.8921 -0.7296 -0.6021 -0.4991 -0.4139 -0.3414
 -0.2771
-10.9616 -9.2587 -7.9416 -6.9721 -6.3083 -5.8755 -5.6162 -5.4710 -5.3648 -5.2043
 -4.9430 -4.6383 -4.3907 -4.1955 -4.0250 -3.6300 -3.2516 -2.8822 -2.5269 -2.1936
 -1.8864 -1.6046 -1.3476 -1.1175 -0.9203 -0.7617 -0.6396 -0.5445 -0.4683 -0.4064
 -0.3566
-11.6815-10.0864 -8.7047 -7.5161 -6.6307 -6.0065 -5.5776 -5.2920 -5.1025 -4.9688
 -4.8517 -4.7053 -4.4905 -4.2519 -4.0600 -3.6561 -3.2758 -2.9048 -2.5472 -2.2133
 -1.9077 -1.6289 -1.3763 -1.1515 -0.9584 -0.8016 -0.6817 -0.5911 -0.5216 -0.4658
 -0.4259
-12.7461-10.9761 -9.4848 -8.2453 -7.1769 -6.3608 -5.7669 -5.3419 -5.0414 -4.8264
 -4.6650 -4.5355 -4.4186 -4.2914 -4.1151 -3.7027 -3.3213 -2.9495 -2.5900 -2.2530
 -1.9455 -1.6663 -1.4144 -1.1915 -1.0002 -0.8441 -0.7243 -0.6356 -0.5705 -0.5223
 -0.4859
-14.1555-11.9278-10.0356 -8.9310 -7.8599 -6.9019 -6.1462 -5.5783 -5.1568 -4.8460
 -4.6150 -4.4366 -4.2923 -4.1701 -4.1903 -3.7698 -3.3881 -3.0163 -2.6553
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value = F390M
-10.8652 -9.5320 -8.5198 -7.7967 -7.2097 -6.8652 -6.6244 -6.4284 -6.2612 -6.1095
 -5.9625 -5.8148 -5.6662 -5.5167 -5.3665 -4.9883 -4.5862 -4.1843 -3.7573
-10.9072 -9.5952 -8.5251 -7.6732 -7.0263 -6.5919 -6.3112 -6.1030 -5.9258 -5.7718
 -5.6273 -5.4808 -5.3343 -5.1870 -5.0389 -4.6640 -4.2810 -3.8871 -3.4778 -3.0499
-10.2207 -9.5145 -8.6182 -7.7039 -6.9802 -6.4304 -6.0770 -5.8374 -5.6431 -5.4879
 -5.3403 -5.1958 -5.0525 -4.9094 -4.7651 -4.3992 -4.0238 -3.6391 -3.2455 -2.8444
 -2.4406
 -9.4805 -9.0966 -8.5654 -7.8284 -7.0438 -6.4078 -5.9458 -5.6442 -5.4282 -5.2523
 -5.1016 -4.9569 -4.8154 -4.6752 -4.5349 -4.1797 -3.8146 -3.4402 -3.0604 -2.6809
 -2.3089 -1.9440
 -8.6672 -8.4516 -8.1918 -7.7884 -7.1820 -6.5059 -5.9428 -5.5479 -5.2788 -5.0753
 -4.9130 -4.7649 -4.6225 -4.4832 -4.3451 -3.9990 -3.6449 -3.2816 -2.9149 -2.5528
 -2.2041 -1.8684 -1.5457 -1.2451
 -8.5946 -7.8215 -7.6022 -7.4403 -7.1369 -6.6482 -6.0705 -5.5726 -5.2183 -4.9708
 -4.7784 -4.6217 -4.4752 -4.3340 -4.1958 -3.8550 -3.5102 -3.1584 -2.8039 -2.4561
 -2.1245 -1.8102 -1.5118 -1.2334 -0.9869 -0.7806 -0.6071 -0.4536 -0.3217 -0.2085
 -9.0087 -7.8659 -7.1649 -6.8913 -6.7930 -6.5779 -6.2008 -5.7177 -5.2751 -4.9469
 -4.7132 -4.5297 -4.3752 -4.2299 -4.0895 -3.7488 -3.4102 -3.0675 -2.7241 -2.3881
 -2.0691 -1.7702 -1.4897 -1.2292 -0.9965 -0.8007 -0.6412 -0.5077 -0.3912 -0.2902
 -0.2033
 -9.7779 -8.3146 -7.2984 -6.6511 -6.3194 -6.2070 -6.0805 -5.8126 -5.4291 -5.0373
 -4.7267 -4.5013 -4.3238 -4.1712 -4.0268 -3.6829 -3.3462 -3.0089 -2.6733 -2.3467
 -2.0372 -1.7488 -1.4811 -1.2343 -1.0131 -0.8253 -0.6737 -0.5516 -0.4514 -0.3666
 -0.2922
-10.8094 -9.0704 -7.7641 -6.8474 -6.2408 -5.8766 -5.6991 -5.6016 -5.4460 -5.1709
 -4.8379 -4.5446 -4.3255 -4.1526 -4.0019 -3.6526 -3.3150 -2.9789 -2.6463 -2.3246
 -2.0217 -1.7407 -1.4818 -1.2453 -1.0336 -0.8528 -0.7071 -0.5925 -0.5016 -0.4289
 -0.3703
-11.7852 -9.9960 -8.5260 -7.3440 -6.5010 -5.9227 -5.5419 -5.3099 -5.1727 -5.0646
 -4.9131 -4.6766 -4.4058 -4.1878 -4.0164 -3.6583 -3.3198 -2.9842 -2.6523 -2.3322
 -2.0324 -1.7554 -1.5013 -1.2707 -1.0654 -0.8893 -0.7469 -0.6364 -0.5518 -0.4863
 -0.4356
-13.1913-11.0914 -9.4038 -8.0880 -7.0142 -6.2301 -5.6729 -5.2840 -5.0212 -4.8437
 -4.7161 -4.6049 -4.4750 -4.2872 -4.0745 -3.6882 -3.3487 -3.0140 -2.6822 -2.3611
 -2.0610 -1.7849 -1.5326 -1.3043 -1.1023 -0.9291 -0.7883 -0.6796 -0.5986 -0.5388
 -0.4944
-15.0279-12.3566-10.1141 -8.8528 -7.7273 -6.7544 -6.0191 -5.4791 -5.0861 -4.8042
 -4.6015 -4.4505 -4.3305 -4.2242 -4.1762 -3.7423 -3.4017 -3.0683 -2.7360
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value = F390M
-10.4340 -9.2473 -8.3279 -7.6493 -7.1392 -6.7605 -6.4837 -6.2821 -6.1330 -6.0174
 -5.9191 -5.8243 -5.7214 -5.6005 -5.4593 -5.1015 -4.7177 -4.3120 -3.9156
-10.7847 -9.3623 -8.2867 -7.5234 -6.9300 -6.5462 -6.3004 -6.1141 -5.9540 -5.8158
 -5.6812 -5.5466 -5.4124 -5.2764 -5.1387 -4.7870 -4.4249 -4.0431 -3.6580 -3.2563
-10.6738 -9.4580 -8.4112 -7.5172 -6.8490 -6.3539 -6.0441 -5.8319 -5.6599 -5.5211
 -5.3883 -5.2579 -5.1279 -4.9972 -4.8651 -4.5255 -4.1730 -3.8086 -3.4351 -3.0530
 -2.6659
 -9.7768 -9.2674 -8.5259 -7.6438 -6.8800 -6.2888 -5.8790 -5.6146 -5.4242 -5.2693
 -5.1359 -5.0073 -4.8809 -4.7549 -4.6279 -4.3022 -3.9620 -3.6085 -3.2469 -2.8821
 -2.5208 -2.1639
 -8.9579 -8.7176 -8.3485 -7.7642 -7.0175 -6.3521 -5.8302 -5.4824 -5.2475 -5.0668
 -4.9267 -4.7967 -4.6710 -4.5474 -4.4241 -4.1107 -3.7837 -3.4428 -3.0934 -2.7436
 -2.4023 -2.0716 -1.7485 -1.4359
 -8.5489 -8.0007 -7.8508 -7.5860 -7.1291 -6.5038 -5.9177 -5.4573 -5.1500 -4.9342
 -4.7650 -4.6288 -4.5008 -4.3769 -4.2549 -3.9500 -3.6352 -3.3073 -2.9708 -2.6342
 -2.3084 -1.9974 -1.6985 -1.4124 -1.1463 -0.9097 -0.7069 -0.5300 -0.3783 -0.2477
 -8.8464 -7.7957 -7.2464 -7.1142 -6.9370 -6.5916 -6.0834 -5.5692 -5.1569 -4.8719
 -4.6688 -4.5078 -4.3733 -4.2465 -4.1235 -3.8223 -3.5168 -3.2004 -2.8764 -2.5520
 -2.2383 -1.9416 -1.6609 -1.3952 -1.1477 -0.9269 -0.7400 -0.5826 -0.4457 -0.3281
 -0.2272
 -9.5268 -8.1460 -7.2086 -6.6616 -6.4724 -6.3677 -6.1256 -5.7337 -5.2928 -4.9164
 -4.6445 -4.4482 -4.2923 -4.1592 -4.0332 -3.7311 -3.4308 -3.1232 -2.8092 -2.4952
 -2.1915 -1.9053 -1.6373 -1.3868 -1.1548 -0.9467 -0.7696 -0.6240 -0.5044 -0.4027
 -0.3149
-10.5323 -8.8416 -7.5931 -6.7426 -6.2059 -5.9408 -5.8388 -5.6986 -5.4223 -5.0613
 -4.7174 -4.4576 -4.2657 -4.1136 -3.9818 -3.6754 -3.3766 -3.0732 -2.7652 -2.4585
 -2.1624 -1.8836 -1.6246 -1.3847 -1.1648 -0.9675 -0.7989 -0.6612 -0.5508 -0.4630
 -0.3917
-11.7186 -9.8102 -8.3082 -7.1725 -6.3853 -5.8588 -5.5407 -5.3792 -5.2785 -5.1260
 -4.8709 -4.5730 -4.3163 -4.1239 -3.9727 -3.6577 -3.3590 -3.0585 -2.7541 -2.4516
 -2.1605 -1.8868 -1.6330 -1.3995 -1.1872 -0.9976 -0.8352 -0.7024 -0.5980 -0.5171
 -0.4550
-13.3582-11.0518 -9.2441 -7.8858 -6.8462 -6.1071 -5.5910 -5.2454 -5.0304 -4.8976
 -4.7916 -4.6560 -4.4491 -4.2071 -4.0119 -3.6681 -3.3683 -3.0697 -2.7678 -2.4672
 -2.1778 -1.9064 -1.6553 -1.4248 -1.2164 -1.0314 -0.8732 -0.7438 -0.6430 -0.5672
 -0.5109
-15.4509-12.5664-10.4008 -8.7650 -7.5504 -6.5932 -5.8934 -5.3866 -5.0265 -4.7787
 -4.6100 -4.4886 -4.3855 -4.2728 -4.0994 -3.7066 -3.4045 -3.1068 -2.8063
