 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F606W
 -2.5871 -2.5165 -2.7068 -2.6392 -2.4592 -2.2134 -1.9460 -1.7702 -1.6168 -1.4589
 -1.3108 -1.1744 -1.0479 -0.9317 -0.8244 -0.6004 -0.4017 -0.2249 -0.1321
 -2.5857 -2.3757 -2.2033 -2.0873 -2.0233 -1.9292 -1.7755 -1.6082 -1.4554 -1.3120
 -1.1760 -1.0491 -0.9324 -0.8255 -0.7273 -0.5154 -0.3476 -0.2232 -0.1358 -0.0736
 -2.4003 -2.1955 -2.0066 -1.8439 -1.7142 -1.6309 -1.5684 -1.4697 -1.3413 -1.2062
 -1.0803 -0.9630 -0.8547 -0.7557 -0.6654 -0.4742 -0.3266 -0.2181 -0.1413 -0.0854
 -0.0434
 -2.2495 -2.0667 -1.8856 -1.7173 -1.5692 -1.4444 -1.3465 -1.2783 -1.2104 -1.1177
 -1.0084 -0.9000 -0.7996 -0.7075 -0.6233 -0.4460 -0.3122 -0.2163 -0.1481 -0.0981
 -0.0594 -0.0288
 -2.1127 -1.9573 -1.7949 -1.6344 -1.4852 -1.3528 -1.2389 -1.1425 -1.0679 -1.0026
 -0.9314 -0.8465 -0.7573 -0.6719 -0.5933 -0.4266 -0.3017 -0.2146 -0.1542 -0.1101
 -0.0753 -0.0471 -0.0241 -0.0058
 -1.9862 -1.8524 -1.7139 -1.5690 -1.4269 -1.2944 -1.1768 -1.0748 -0.9873 -0.9119
 -0.8458 -0.7819 -0.7129 -0.6401 -0.5684 -0.4121 -0.2931 -0.2113 -0.1569 -0.1194
 -0.0896 -0.0649 -0.0444 -0.0271 -0.0120 -0.0003  0.0064  0.0067 -0.0001 -0.0146
 -1.8717 -1.7526 -1.6333 -1.5074 -1.3778 -1.2514 -1.1338 -1.0292 -0.9394 -0.8613
 -0.7912 -0.7267 -0.6656 -0.6048 -0.5430 -0.3989 -0.2850 -0.2047 -0.1547 -0.1234
 -0.0999 -0.0802 -0.0633 -0.0488 -0.0362 -0.0238 -0.0140 -0.0098 -0.0137 -0.0265
 -0.0459
 -1.7713 -1.6610 -1.5529 -1.4425 -1.3287 -1.2131 -1.1003 -0.9954 -0.9031 -0.8237
 -0.7542 -0.6906 -0.6302 -0.5727 -0.5168 -0.3856 -0.2769 -0.1978 -0.1485 -0.1210
 -0.1038 -0.0904 -0.0788 -0.0683 -0.0590 -0.0504 -0.0414 -0.0347 -0.0337 -0.0408
 -0.0577
 -1.6867 -1.5806 -1.4776 -1.3725 -1.2731 -1.1707 -1.0674 -0.9666 -0.8734 -0.7914
 -0.7209 -0.6588 -0.6014 -0.5464 -0.4931 -0.3703 -0.2676 -0.1905 -0.1398 -0.1131
 -0.1004 -0.0934 -0.0882 -0.0835 -0.0788 -0.0740 -0.0696 -0.0658 -0.0649 -0.0673
 -0.0727
 -1.6197 -1.5146 -1.4127 -1.3136 -1.2173 -1.1236 -1.0316 -0.9393 -0.8495 -0.7663
 -0.6931 -0.6300 -0.5743 -0.5218 -0.4717 -0.3569 -0.2587 -0.1834 -0.1320 -0.1036
 -0.0918 -0.0890 -0.0899 -0.0917 -0.0931 -0.0936 -0.0936 -0.0932 -0.0929 -0.0939
 -0.0959
 -1.5669 -1.4586 -1.3556 -1.2575 -1.1638 -1.0743 -0.9886 -0.9058 -0.8235 -0.7437
 -0.6696 -0.6039 -0.5473 -0.4972 -0.4510 -0.3434 -0.2494 -0.1761 -0.1251 -0.0945
 -0.0814 -0.0796 -0.0843 -0.0920 -0.0998 -0.1068 -0.1125 -0.1169 -0.1205 -0.1240
 -0.1284
 -1.5086 -1.3851 -1.2782 -1.1838 -1.0981 -1.0178 -0.9404 -0.8641 -0.7892 -0.7166
 -0.6468 -0.5810 -0.5223 -0.4713 -0.4265 -0.3277 -0.2396 -0.1682 -0.1175
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F606W
 -2.9493 -2.8697 -2.7449 -2.5096 -2.2417 -1.9871 -1.7768 -1.6076 -1.4572 -1.3158
 -1.1821 -1.0576 -0.9425 -0.8367 -0.7395 -0.5345 -0.3635 -0.2198 -0.1241
 -2.6547 -2.4595 -2.3481 -2.2787 -2.1132 -1.8886 -1.6748 -1.4990 -1.3507 -1.2144
 -1.0865 -0.9679 -0.8591 -0.7600 -0.6700 -0.4795 -0.3280 -0.2106 -0.1245 -0.0624
 -2.4950 -2.2760 -2.0884 -1.9457 -1.8681 -1.7756 -1.6077 -1.4288 -1.2768 -1.1451
 -1.0227 -0.9094 -0.8056 -0.7113 -0.6261 -0.4478 -0.3094 -0.2044 -0.1281 -0.0725
 -0.0307
 -2.3822 -2.1722 -1.9745 -1.7941 -1.6443 -1.5380 -1.4672 -1.3675 -1.2282 -1.0971
 -0.9789 -0.8705 -0.7710 -0.6806 -0.5989 -0.4287 -0.2985 -0.2018 -0.1329 -0.0831
 -0.0450 -0.0148
 -2.2889 -2.0972 -1.9072 -1.7281 -1.5654 -1.4209 -1.3026 -1.2136 -1.1439 -1.0538
 -0.9477 -0.8429 -0.7471 -0.6602 -0.5814 -0.4171 -0.2920 -0.2006 -0.1372 -0.0928
 -0.0589 -0.0315 -0.0092  0.0077
 -2.2110 -2.0329 -1.8572 -1.6847 -1.5223 -1.3737 -1.2402 -1.1241 -1.0294 -0.9578
 -0.8920 -0.8141 -0.7282 -0.6445 -0.5683 -0.4089 -0.2872 -0.1989 -0.1394 -0.1000
 -0.0711 -0.0475 -0.0279 -0.0116  0.0028  0.0137  0.0194  0.0182  0.0095 -0.0059
 -2.1349 -1.9719 -1.8121 -1.6510 -1.4942 -1.3470 -1.2121 -1.0908 -0.9842 -0.8938
 -0.8191 -0.7562 -0.6933 -0.6253 -0.5555 -0.4016 -0.2825 -0.1958 -0.1383 -0.1029
 -0.0795 -0.0610 -0.0453 -0.0319 -0.0205 -0.0099 -0.0020  0.0006 -0.0039 -0.0167
 -0.0374
 -2.0663 -1.9119 -1.7675 -1.6191 -1.4714 -1.3287 -1.1954 -1.0732 -0.9637 -0.8672
 -0.7842 -0.7127 -0.6502 -0.5924 -0.5344 -0.3928 -0.2768 -0.1910 -0.1339 -0.1008
 -0.0824 -0.0698 -0.0593 -0.0501 -0.0420 -0.0329 -0.0248 -0.0204 -0.0220 -0.0312
 -0.0491
 -2.0118 -1.8588 -1.7208 -1.5843 -1.4470 -1.3115 -1.1819 -1.0607 -0.9500 -0.8510
 -0.7646 -0.6896 -0.6233 -0.5635 -0.5083 -0.3799 -0.2686 -0.1841 -0.1268 -0.0940
 -0.0788 -0.0720 -0.0677 -0.0641 -0.0606 -0.0572 -0.0542 -0.0533 -0.0547 -0.0582
 -0.0635
 -1.9790 -1.8190 -1.6796 -1.5502 -1.4229 -1.2962 -1.1720 -1.0536 -0.9433 -0.8426
 -0.7532 -0.6754 -0.6075 -0.5466 -0.4907 -0.3670 -0.2611 -0.1777 -0.1197 -0.0854
 -0.0705 -0.0672 -0.0689 -0.0717 -0.0741 -0.0758 -0.0772 -0.0783 -0.0796 -0.0822
 -0.0857
 -1.9753 -1.7938 -1.6461 -1.5177 -1.3974 -1.2782 -1.1613 -1.0471 -0.9389 -0.8382
 -0.7464 -0.6652 -0.5947 -0.5328 -0.4771 -0.3552 -0.2528 -0.1712 -0.1128 -0.0766
 -0.0602 -0.0577 -0.0629 -0.0714 -0.0803 -0.0883 -0.0953 -0.1012 -0.1062 -0.1112
 -0.1170
 -1.9939 -1.7833 -1.6202 -1.4868 -1.3698 -1.2576 -1.1474 -1.0394 -0.9345 -0.8351
 -0.7430 -0.6592 -0.5850 -0.5204 -0.4638 -0.3443 -0.2445 -0.1645 -0.1060
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F606W
 -3.1554 -2.9789 -2.6801 -2.3704 -2.0714 -1.8165 -1.6275 -1.4714 -1.3305 -1.2004
 -1.0779 -0.9632 -0.8570 -0.7592 -0.6695 -0.4786 -0.3261 -0.2034 -0.1089
 -2.7413 -2.6579 -2.5552 -2.3077 -2.0323 -1.7741 -1.5629 -1.3988 -1.2572 -1.1294
 -1.0099 -0.8987 -0.7962 -0.7025 -0.6173 -0.4392 -0.3004 -0.1914 -0.1079 -0.0459
 -2.5758 -2.3609 -2.2375 -2.1746 -1.9971 -1.7594 -1.5370 -1.3563 -1.2107 -1.0842
 -0.9676 -0.8595 -0.7600 -0.6693 -0.5871 -0.4167 -0.2859 -0.1853 -0.1095 -0.0538
 -0.0123
 -2.4967 -2.2583 -2.0540 -1.9010 -1.8162 -1.7177 -1.5332 -1.3427 -1.1843 -1.0554
 -0.9410 -0.8355 -0.7386 -0.6502 -0.5703 -0.4047 -0.2787 -0.1833 -0.1128 -0.0619
 -0.0242  0.0053
 -2.4438 -2.2112 -1.9944 -1.8014 -1.6399 -1.5188 -1.4386 -1.3296 -1.1784 -1.0387
 -0.9237 -0.8202 -0.7254 -0.6391 -0.5608 -0.3986 -0.2756 -0.1832 -0.1162 -0.0693
 -0.0355 -0.0090  0.0123  0.0301
 -2.4034 -2.1818 -1.9683 -1.7693 -1.5888 -1.4312 -1.3002 -1.1995 -1.1216 -1.0251
 -0.9133 -0.8101 -0.7166 -0.6319 -0.5550 -0.3953 -0.2740 -0.1834 -0.1187 -0.0748
 -0.0449 -0.0224 -0.0040  0.0110  0.0238  0.0330  0.0366  0.0332  0.0228  0.0077
 -2.3718 -2.1606 -1.9546 -1.7586 -1.5767 -1.4120 -1.2643 -1.1345 -1.0261 -0.9417
 -0.8701 -0.7936 -0.7093 -0.6263 -0.5505 -0.3928 -0.2725 -0.1827 -0.1193 -0.0776
 -0.0513 -0.0332 -0.0188 -0.0069  0.0029  0.0117  0.0175  0.0179  0.0111 -0.0035
 -0.0237
 -2.3454 -2.1443 -1.9464 -1.7556 -1.5760 -1.4099 -1.2588 -1.1222 -1.0009 -0.8959
