 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F555W
 -4.1133 -3.7739 -3.5283 -3.2560 -2.9535 -2.7051 -2.5623 -2.4746 -2.3713 -2.2300
 -2.0714 -1.9003 -1.7294 -1.5689 -1.4153 -1.0709 -0.7848 -0.5637 -0.3884
 -3.7189 -3.3199 -3.0219 -2.7769 -2.5757 -2.4139 -2.2822 -2.1683 -2.0603 -1.9500
 -1.8313 -1.6994 -1.5546 -1.4074 -1.2684 -0.9673 -0.7234 -0.5332 -0.3868 -0.2775
 -3.4501 -3.0273 -2.7030 -2.4646 -2.2999 -2.1726 -2.0534 -1.9406 -1.8368 -1.7401
 -1.6412 -1.5346 -1.4136 -1.2823 -1.1560 -0.8874 -0.6758 -0.5109 -0.3861 -0.2901
 -0.2131
 -3.3069 -2.8961 -2.5716 -2.3191 -2.1261 -1.9812 -1.8759 -1.7915 -1.7008 -1.6003
 -1.5011 -1.4059 -1.3064 -1.1936 -1.0781 -0.8312 -0.6420 -0.4968 -0.3862 -0.2996
 -0.2290 -0.1691
 -3.2026 -2.8155 -2.5046 -2.2562 -2.0576 -1.8992 -1.7729 -1.6708 -1.5864 -1.5074
 -1.4174 -1.3197 -1.2260 -1.1290 -1.0252 -0.7939 -0.6186 -0.4873 -0.3885 -0.3106
 -0.2462 -0.1908 -0.1417 -0.0975
 -3.0951 -2.7411 -2.4522 -2.2164 -2.0222 -1.8610 -1.7264 -1.6129 -1.5152 -1.4278
 -1.3458 -1.2613 -1.1724 -1.0838 -0.9889 -0.7700 -0.6029 -0.4797 -0.3898 -0.3203
 -0.2626 -0.2123 -0.1672 -0.1261 -0.0880 -0.0531 -0.0220  0.0022  0.0167  0.0203
 -2.9727 -2.6552 -2.3933 -2.1757 -1.9923 -1.8354 -1.6997 -1.5811 -1.4768 -1.3831
 -1.2959 -1.2119 -1.1284 -1.0477 -0.9635 -0.7561 -0.5928 -0.4734 -0.3883 -0.3258
 -0.2752 -0.2311 -0.1912 -0.1541 -0.1192 -0.0863 -0.0563 -0.0293 -0.0098 -0.0015
 -0.0043
 -2.8428 -2.5586 -2.3229 -2.1252 -1.9559 -1.8078 -1.6761 -1.5577 -1.4507 -1.3539
 -1.2643 -1.1793 -1.0971 -1.0172 -0.9401 -0.7480 -0.5879 -0.4687 -0.3847 -0.3259
 -0.2816 -0.2445 -0.2108 -0.1792 -0.1490 -0.1197 -0.0919 -0.0663 -0.0443 -0.0288
 -0.0263
 -2.7101 -2.4558 -2.2423 -2.0624 -1.9073 -1.7698 -1.6452 -1.5309 -1.4256 -1.3283
 -1.2381 -1.1534 -1.0724 -0.9939 -0.9188 -0.7379 -0.5842 -0.4654 -0.3800 -0.3216
 -0.2810 -0.2501 -0.2235 -0.1986 -0.1743 -0.1501 -0.1264 -0.1034 -0.0821 -0.0644
 -0.0536
 -2.5908 -2.3623 -2.1644 -1.9965 -1.8524 -1.7245 -1.6081 -1.4997 -1.3983 -1.3034
 -1.2145 -1.1309 -1.0517 -0.9759 -0.9029 -0.7299 -0.5814 -0.4642 -0.3775 -0.3171
 -0.2767 -0.2491 -0.2285 -0.2107 -0.1935 -0.1758 -0.1578 -0.1394 -0.1213 -0.1045
 -0.0887
 -2.4890 -2.2793 -2.0939 -1.9327 -1.7936 -1.6722 -1.5624 -1.4604 -1.3642 -1.2733
 -1.1872 -1.1061 -1.0294 -0.9564 -0.8864 -0.7216 -0.5776 -0.4621 -0.3753 -0.3132
 -0.2712 -0.2439 -0.2264 -0.2143 -0.2041 -0.1937 -0.1826 -0.1704 -0.1574 -0.1443
 -0.1322
 -2.4048 -2.2068 -2.0324 -1.8755 -1.7380 -1.6179 -1.5111 -1.4137 -1.3224 -1.2362
 -1.1542 -1.0765 -1.0029 -0.9332 -0.8693 -0.7130 -0.5728 -0.4591 -0.3734
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F555W
 -4.9692 -4.4713 -4.0400 -3.6696 -3.3530 -3.0747 -2.8192 -2.5773 -2.3550 -2.1576
 -1.9758 -1.8018 -1.6339 -1.4768 -1.3205 -1.0136 -0.7613 -0.5552 -0.3965
 -4.5673 -4.0612 -3.6231 -3.2534 -2.9452 -2.6872 -2.4664 -2.2660 -2.0863 -1.9254
 -1.7755 -1.6280 -1.4792 -1.3349 -1.2018 -0.9219 -0.7003 -0.5228 -0.3843 -0.2775
 -4.1648 -3.6562 -3.2399 -2.9453 -2.6634 -2.4244 -2.2219 -2.0460 -1.8911 -1.7532
 -1.6262 -1.5018 -1.3728 -1.2405 -1.1154 -0.8551 -0.6556 -0.4995 -0.3774 -0.2819
 -0.2041
 -3.8682 -3.3581 -2.9563 -2.6488 -2.4107 -2.2182 -2.0517 -1.8975 -1.7554 -1.6279
 -1.5131 -1.4054 -1.2963 -1.1789 -1.0613 -0.8132 -0.6272 -0.4853 -0.3758 -0.2897
 -0.2193 -0.1595
 -3.7509 -3.2369 -2.8206 -2.4977 -2.2497 -2.0572 -1.9039 -1.7761 -1.6624 -1.5525
 -1.4403 -1.3352 -1.2365 -1.1357 -1.0279 -0.7886 -0.6100 -0.4771 -0.3768 -0.2989
 -0.2348 -0.1797 -0.1311 -0.0875
 -3.6963 -3.1846 -2.7675 -2.4346 -2.1711 -1.9629 -1.7983 -1.6670 -1.5607 -1.4731
 -1.3883 -1.2938 -1.1970 -1.1022 -1.0050 -0.7748 -0.5999 -0.4717 -0.3778 -0.3069
 -0.2495 -0.1997 -0.1553 -0.1147 -0.0775 -0.0436 -0.0136  0.0097  0.0238  0.0275
 -3.6469 -3.1558 -2.7473 -2.4175 -2.1534 -1.9415 -1.7702 -1.6303 -1.5143 -1.4151
 -1.3275 -1.2466 -1.1641 -1.0782 -0.9883 -0.7674 -0.5939 -0.4676 -0.3770 -0.3115
 -0.2607 -0.2172 -0.1779 -0.1416 -0.1076 -0.0757 -0.0468 -0.0210 -0.0022  0.0060
  0.0029
 -3.5843 -3.1211 -2.7314 -2.4117 -2.1517 -1.9402 -1.7658 -1.6202 -1.4971 -1.3911
 -1.2965 -1.2096 -1.1277 -1.0492 -0.9706 -0.7636 -0.5908 -0.4642 -0.3744 -0.3117
 -0.2664 -0.2295 -0.1966 -0.1657 -0.1364 -0.1080 -0.0814 -0.0569 -0.0360 -0.0213
 -0.0190
 -3.4981 -3.0664 -2.7024 -2.3984 -2.1480 -1.9406 -1.7670 -1.6191 -1.4914 -1.3799
 -1.2805 -1.1897 -1.1046 -1.0239 -0.9477 -0.7576 -0.5888 -0.4606 -0.3699 -0.3077
 -0.2655 -0.2345 -0.2085 -0.1843 -0.1608 -0.1375 -0.1148 -0.0930 -0.0730 -0.0564
 -0.0463
 -3.3988 -3.0115 -2.6734 -2.3855 -2.1444 -1.9423 -1.7706 -1.6224 -1.4925 -1.3775
 -1.2743 -1.1806 -1.0937 -1.0116 -0.9339 -0.7518 -0.5898 -0.4607 -0.3673 -0.3033
 -0.2612 -0.2334 -0.2131 -0.1959 -0.1794 -0.1626 -0.1455 -0.1282 -0.1113 -0.0958
 -0.0811
 -3.2994 -2.9533 -2.6422 -2.3706 -2.1385 -1.9409 -1.7713 -1.6235 -1.4927 -1.3757
