 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F547M
 -1.1750 -1.0804 -0.9943 -0.9147 -0.8406 -0.6688 -0.5072 -0.3743 -0.2762 -0.2086
 -0.1648 -0.1380 -0.1213 -0.1090 -0.0980 -0.0867 -0.0754 -0.0638 -0.0527 -0.0430
 -0.0338
 -3.9434 -3.4394 -2.9833 -2.5767 -2.2368 -1.9598 -1.7370 -1.5567 -1.4077 -1.2813
 -1.1714 -1.0741 -0.9861 -0.9049 -0.8290 -0.6580 -0.5061 -0.3763 -0.2764 -0.2057
 -0.1598 -0.1326 -0.1183 -0.1110 -0.1063 -0.1017 -0.0966 -0.0904 -0.0836 -0.0769
 -0.0711
 -3.8462 -3.3953 -2.9778 -2.5954 -2.2630 -1.9839 -1.7547 -1.5675 -1.4132 -1.2832
 -1.1707 -1.0713 -0.9817 -0.8995 -0.8287 -0.6448 -0.5019 -0.3779 -0.2771
 [Fe/H] = -1.00 [alpha/Fe] = 0.40 BC value = F547M
 -6.2542 -5.8885 -5.5622 -5.2617 -4.9853 -4.6304 -4.0871 -3.3482 -2.6755 -2.1697
 -1.8133 -1.5560 -1.3587 -1.1971 -1.0586 -0.7806 -0.5707 -0.4030 -0.2671
 -5.9149 -5.4961 -5.1255 -4.7920 -4.4718 -4.1159 -3.6402 -3.0281 -2.4726 -2.0348
 -1.7097 -1.4673 -1.2786 -1.1237 -0.9908 -0.7248 -0.5273 -0.3760 -0.2563 -0.1613
 -5.6961 -5.2266 -4.8062 -4.4299 -4.0836 -3.7364 -3.3281 -2.8214 -2.3464 -1.9558
 -1.6529 -1.4204 -1.2368 -1.0856 -0.9559 -0.6963 -0.5056 -0.3628 -0.2524 -0.1654
 -0.0965
 -5.5035 -5.0199 -4.5705 -4.1589 -3.7831 -3.4328 -3.0783 -2.6620 -2.2524 -1.9013
 -1.6185 -1.3952 -1.2163 -1.0680 -0.9407 -0.6848 -0.4965 -0.3579 -0.2531 -0.1718
 -0.1077 -0.0557
 -5.1035 -4.6861 -4.2983 -3.9202 -3.5476 -3.1930 -2.8598 -2.5185 -2.1684 -1.8543
 -1.5919 -1.3790 -1.2056 -1.0610 -0.9361 -0.6832 -0.4952 -0.3578 -0.2562 -0.1789
 -0.1189 -0.0708 -0.0303  0.0044
 -4.7550 -4.2736 -3.8706 -3.5262 -3.2184 -2.9299 -2.6456 -2.3625 -2.0751 -1.8028
 -1.5642 -1.3639 -1.1975 -1.0576 -0.9360 -0.6868 -0.4985 -0.3604 -0.2602 -0.1857
 -0.1291 -0.0848 -0.0481 -0.0161  0.0119  0.0361  0.0553  0.0678  0.0710  0.0684
 -4.6260 -4.0785 -3.6119 -3.2209 -2.8913 -2.6054 -2.3511 -2.1228 -1.9092 -1.7077
 -1.5175 -1.3427 -1.1877 -1.0537 -0.9363 -0.6925 -0.5042 -0.3645 -0.2640 -0.1910
 -0.1373 -0.0968 -0.0642 -0.0362 -0.0110  0.0115  0.0308  0.0459  0.0546  0.0534
  0.0456
 -4.6350 -4.0393 -3.5203 -3.0817 -2.7162 -2.4119 -2.1539 -1.9306 -1.7327 -1.5576
 -1.4082 -1.2796 -1.1602 -1.0446 -0.9347 -0.6984 -0.5110 -0.3695 -0.2672 -0.1944
 -0.1426 -0.1054 -0.0773 -0.0540 -0.0330 -0.0135  0.0038  0.0188  0.0293  0.0352
  0.0312
 -4.6971 -4.0775 -3.5233 -3.0453 -2.6454 -2.3168 -2.0467 -1.8218 -1.6308 -1.4658
 -1.3226 -1.1999 -1.0962 -1.0050 -0.9168 -0.7007 -0.5159 -0.3733 -0.2688 -0.1952
 -0.1443 -0.1096 -0.0856 -0.0675 -0.0516 -0.0367 -0.0227 -0.0097  0.0013  0.0089
  0.0105
 -4.7567 -4.1455 -3.5775 -3.0755 -2.6483 -2.2951 -2.0078 -1.7741 -1.5813 -1.4196
 -1.2813 -1.1616 -1.0571 -0.9656 -0.8843 -0.6982 -0.5222 -0.3791 -0.2720 -0.1959
 -0.1442 -0.1104 -0.0895 -0.0760 -0.0658 -0.0564 -0.0472 -0.0379 -0.0294 -0.0224
 -0.0182
 -4.7736 -4.1846 -3.6353 -3.1287 -2.6868 -2.3152 -2.0113 -1.7652 -1.5652 -1.4004
 -1.2617 -1.1427 -1.0388 -0.9464 -0.8632 -0.6851 -0.5247 -0.3846 -0.2756 -0.1964
 -0.1424 -0.1083 -0.0886 -0.0786 -0.0736 -0.0701 -0.0667 -0.0626 -0.0582 -0.0540
 -0.0507
 -4.7487 -4.2028 -3.6757 -3.1860 -2.7427 -2.3614 -2.0439 -1.7844 -1.5741 -1.4022
 -1.2590 -1.1373 -1.0318 -0.9384 -0.8535 -0.6614 -0.5234 -0.3898 -0.2796
 [Fe/H] = -0.75 [alpha/Fe] = 0.40 BC value = F547M
 -6.4301 -6.1102 -5.8348 -5.5951 -5.3234 -4.9566 -4.4456 -3.7507 -2.9313 -2.2993
 -1.8678 -1.5712 -1.3550 -1.1857 -1.0444 -0.7659 -0.5566 -0.3927 -0.2598
 -6.0973 -5.7280 -5.4132 -5.1439 -4.8927 -4.5971 -4.1397 -3.4445 -2.7525 -2.1922
 -1.7870 -1.5002 -1.2892 -1.1243 -0.9871 -0.7179 -0.5194 -0.3683 -0.2490 -0.1533
 -5.8864 -5.4645 -5.0984 -4.7839 -4.5036 -4.2116 -3.8188 -3.2432 -2.6503 -2.1434
 -1.7558 -1.4714 -1.2599 -1.0951 -0.9594 -0.6946 -0.5007 -0.3563 -0.2450 -0.1568
 -0.0865
 -5.7388 -5.2809 -4.8698 -4.5071 -4.1861 -3.8833 -3.5470 -3.0805 -2.5726 -2.1158
 -1.7472 -1.4657 -1.2520 -1.0854 -0.9494 -0.6863 -0.4937 -0.3521 -0.2455 -0.1623
 -0.0965 -0.0436
 -5.4917 -5.0719 -4.6696 -4.2909 -3.9390 -3.6118 -3.2951 -2.9238 -2.4954 -2.0892
 -1.7446 -1.4699 -1.2556 -1.0869 -0.9495 -0.6869 -0.4940 -0.3527 -0.2484 -0.1687
 -0.1066 -0.0571 -0.0164  0.0189
 -5.0408 -4.6390 -4.3011 -3.9948 -3.6926 -3.3825 -3.0688 -2.7556 -2.4044 -2.0513
 -1.7364 -1.4741 -1.2628 -1.0936 -0.9552 -0.6922 -0.4987 -0.3561 -0.2524 -0.1750
 -0.1158 -0.0696 -0.0323 -0.0008  0.0264  0.0495  0.0673  0.0782  0.0806  0.0773
 -4.8068 -4.3215 -3.9173 -3.5843 -3.2984 -3.0370 -2.7849 -2.5293 -2.2602 -1.9787
 -1.7086 -1.4695 -1.2676 -1.1009 -0.9628 -0.6997 -0.5059 -0.3614 -0.2567 -0.1804
 -0.1235 -0.0804 -0.0468 -0.0189  0.0054  0.0267  0.0444  0.0581  0.0651  0.0631
  0.0548
 -4.7654 -4.2172 -3.7443 -3.3466 -3.0150 -2.7318 -2.4793 -2.2455 -2.0210 -1.8045
 -1.6060 -1.4237 -1.2550 -1.1027 -0.9692 -0.7079 -0.5142 -0.3679 -0.2610 -0.1844
 -0.1289 -0.0885 -0.0585 -0.0347 -0.0146  0.0035  0.0194  0.0328  0.0427  0.0459
  0.0396
 -4.8269 -4.2387 -3.7135 -3.2605 -2.8789 -2.5598 -2.2895 -2.0541 -1.8420 -1.6459
 -1.4682 -1.3151 -1.1856 -1.0699 -0.9600 -0.7135 -0.5207 -0.3734 -0.2642 -0.1862
 -0.1314 -0.0930 -0.0664 -0.0472 -0.0317 -0.0178 -0.0053  0.0060  0.0154  0.0213
  0.0213
 -4.9303 -4.3271 -3.7710 -3.2777 -2.8533 -2.4969 -2.2008 -1.9530 -1.7416 -1.5568
 -1.3927 -1.2478 -1.1229 -1.0167 -0.9245 -0.7160 -0.5290 -0.3809 -0.2694 -0.1886
 -0.1327 -0.0951 -0.0708 -0.0554 -0.0448 -0.0361 -0.0281 -0.0204 -0.0135 -0.0086
 -0.0057
 -5.0027 -4.4141 -3.8570 -3.3420 -2.8894 -2.5023 -2.1797 -1.9135 -1.6931 -1.5080
 -1.3496 -1.2119 -1.0914 -0.9862 -0.8941 -0.7040 -0.5345 -0.3882 -0.2748 -0.1912
 -0.1329 -0.0946 -0.0713 -0.0587 -0.0524 -0.0490 -0.0464 -0.0436 -0.0407 -0.0381
 -0.0414
 -5.0441 -4.4702 -3.9290 -3.4211 -2.9560 -2.5497 -2.2051 -1.9194 -1.6852 -1.4923
 -1.3312 -1.1943 -1.0759 -0.9721 -0.8688 -0.6775 -0.5372 -0.3953 -0.2804
 [Fe/H] = -0.50 [alpha/Fe] = 0.40 BC value = F547M
 -6.5280 -6.2514 -6.0306 -5.8487 -5.6427 -5.3304 -4.8405 -4.1155 -3.2076 -2.4625
 -1.9513 -1.6076 -1.3668 -1.1851 -1.0384 -0.7558 -0.5468 -0.3844 -0.2503
 -6.2004 -5.8799 -5.6198 -5.4121 -5.2254 -4.9914 -4.5779 -3.8502 -3.0594 -2.3812
 -1.8913 -1.5530 -1.3140 -1.1344 -0.9902 -0.7148 -0.5137 -0.3616 -0.2420 -0.1453
 -5.9904 -5.6156 -5.3032 -5.0501 -4.8364 -4.6089 -4.2619 -3.6659 -2.9834 -2.3632
 -1.8849 -1.5422 -1.2970 -1.1140 -0.9690 -0.6957 -0.4977 -0.3507 -0.2379 -0.1481
 -0.0760
 -5.8615 -5.4396 -5.0728 -4.7648 -4.5077 -4.2695 -3.9799 -3.5071 -2.9267 -2.3653
 -1.9041 -1.5568 -1.3025 -1.1126 -0.9642 -0.6901 -0.4925 -0.3471 -0.2380 -0.1529
 -0.0850 -0.0306
 -5.7199 -5.2912 -4.8994 -4.5506 -4.2456 -3.9751 -3.7059 -3.3415 -2.8595 -2.3636
 -1.9285 -1.5830 -1.3213 -1.1236 -0.9699 -0.6925 -0.4940 -0.3482 -0.2407 -0.1587
 -0.0941 -0.0427 -0.0011  0.0339
