 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F160W
  2.1789  2.2772  2.4099  2.4718  2.4522  2.4282  2.4493  2.4882  2.5032  2.4883
  2.4589  2.4227  2.3843  2.3424  2.2961  2.1687  2.0312  1.8913  1.7521
  2.1916  2.2248  2.2797  2.3275  2.3686  2.4056  2.4351  2.4533  2.4580  2.4495
  2.4290  2.3984  2.3606  2.3177  2.2715  2.1467  2.0144  1.8783  1.7416  1.6053
  2.2085  2.2069  2.2159  2.2435  2.2952  2.3483  2.3835  2.4028  2.4110  2.4091
  2.3953  2.3703  2.3356  2.2937  2.2480  2.1253  1.9971  1.8652  1.7317  1.5986
  1.4669
  2.2296  2.2235  2.2185  2.2198  2.2320  2.2563  2.2945  2.3367  2.3622  2.3671
  2.3578  2.3384  2.3093  2.2704  2.2256  2.1045  1.9793  1.8520  1.7223  1.5922
  1.4635  1.3364
  2.2416  2.2374  2.2307  2.2242  2.2217  2.2254  2.2360  2.2518  2.2737  2.2957
  2.3042  2.2960  2.2763  2.2449  2.2034  2.0843  1.9610  1.8377  1.7127  1.5860
  1.4597  1.3351  1.2125  1.0916
  2.2411  2.2410  2.2370  2.2307  2.2235  2.2176  2.2152  2.2160  2.2182  2.2217
  2.2272  2.2295  2.2218  2.2037  2.1738  2.0644  1.9429  1.8222  1.7018  1.5793
  1.4558  1.3333  1.2127  1.0941  0.9774  0.8626  0.7495  0.6377  0.5278  0.4226
  2.2250  2.2302  2.2310  2.2281  2.2223  2.2144  2.2060  2.1985  2.1917  2.1844
  2.1762  2.1680  2.1590  2.1466  2.1268  2.0399  1.9247  1.8062  1.6892  1.5713
  1.4514  1.3312  1.2125  1.0957  0.9811  0.8684  0.7574  0.6482  0.5404  0.4341
  0.3320
  2.1900  2.2019  2.2085  2.2108  2.2092  2.2039  2.1957  2.1855  2.1742  2.1619
  2.1480  2.1323  2.1150  2.0969  2.0776  2.0056  1.9040  1.7899  1.6755  1.5617
  1.4459  1.3286  1.2117  1.0967  0.9838  0.8730  0.7639  0.6568  0.5513  0.4471
  0.3440
  2.1354  2.1538  2.1672  2.1755  2.1797  2.1795  2.1750  2.1669  2.1555  2.1418
  2.1260  2.1076  2.0869  2.0641  2.0404  1.9697  1.8781  1.7714  1.6601  1.5490
  1.4371  1.3233  1.2086  1.0949  0.9833  0.8739  0.7665  0.6611  0.5574  0.4553
  0.3543
  2.0623  2.0847  2.1053  2.1207  2.1316  2.1378  2.1391  2.1359  2.1283  2.1168
  2.1022  2.0846  2.0640  2.0404  2.0145  1.9403  1.8536  1.7537  1.6464  1.5376
  1.4287  1.3186  1.2071  1.0955  0.9852  0.8771  0.7712  0.6676  0.5658  0.4657
  0.3651
  1.9711  1.9989  2.0243  2.0464  2.0644  2.0775  2.0856  2.0889  2.0872  2.0808
  2.0703  2.0559  2.0380  2.0166  1.9918  1.9177  1.8310  1.7365  1.6334  1.5269
  1.4197  1.3122  1.2040  1.0951  0.9866  0.8797  0.7749  0.6725  0.5723  0.4740
  0.3773
  1.8617  1.8964  1.9291  1.9553  1.9791  1.9987  2.0137  2.0241  2.0296  2.0301
  2.0258  2.0169  2.0038  1.9867  1.9723  1.9019  1.8103  1.7198  1.6211
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F160W
  2.2715  2.3304  2.3865  2.4359  2.4748  2.5018  2.5158  2.5167  2.5058  2.4851
  2.4564  2.4213  2.3821  2.3393  2.2926  2.1677  2.0334  1.8936  1.7531
  2.2217  2.2700  2.3218  2.3713  2.4139  2.4463  2.4666  2.4747  2.4709  2.4564
  2.4321  2.3996  2.3611  2.3184  2.2725  2.1484  2.0166  1.8807  1.7437  1.6072
  2.2029  2.2175  2.2530  2.3115  2.3529  2.3873  2.4126  2.4272  2.4308  2.4236
  2.4059  2.3782  2.3423  2.3003  2.2545  2.1311  2.0013  1.8686  1.7348  1.6016
  1.4697
  2.2108  2.2001  2.2124  2.2438  2.2847  2.3261  2.3603  2.3818  2.3896  2.3872
  2.3754  2.3541  2.3232  2.2837  2.2386  2.1158  1.9875  1.8573  1.7264  1.5959
  1.4669  1.3395
  2.2351  2.2283  2.2208  2.2253  2.2407  2.2626  2.2873  2.3118  2.3335  2.3474
  2.3429  2.3264  2.3010  2.2666  2.2237  2.1020  1.9747  1.8466  1.7184  1.5904
  1.4636  1.3387  1.2157  1.0945
  2.2532  2.2476  2.2384  2.2280  2.2195  2.2165  2.2194  2.2276  2.2410  2.2620
  2.2809  2.2836  2.2705  2.2446  2.2076  2.0893  1.9626  1.8359  1.7101  1.5850
  1.4604  1.3374  1.2164  1.0974  0.9804  0.8652  0.7518  0.6399  0.5300  0.4249
  2.2636  2.2606  2.2532  2.2425  2.2302  2.2185  2.2093  2.2039  2.2009  2.1994
  2.2013  2.2076  2.2097  2.2006  2.1788  2.0762  1.9511  1.8253  1.7013  1.5789
  1.4569  1.3359  1.2166  1.0995  0.9844  0.8713  0.7600  0.6506  0.5426  0.4363
  0.3343
  2.2626  2.2634  2.2594  2.2514  2.2402  2.2267  2.2123  2.1985  2.1859  2.1742
  2.1628  2.1522  2.1442  2.1373  2.1260  2.0544  1.9391  1.8147  1.6920  1.5719
  1.4528  1.3340  1.2164  1.1009  0.9876  0.8763  0.7668  0.6593  0.5536  0.4493
  0.3462
  2.2452  2.2534  2.2536  2.2493  2.2413  2.2300  2.2156  2.1992  2.1815  2.1632
  2.1448  2.1260  2.1071  2.0893  2.0731  2.0161  1.9199  1.8019  1.6808  1.5622
  1.4457  1.3295  1.2138  1.0995  0.9874  0.8776  0.7698  0.6640  0.5600  0.4576
  0.3564
  2.2099  2.2236  2.2304  2.2316  2.2284  2.2212  2.2103  2.1957  2.1778  2.1574
  2.1353  2.1121  2.0881  2.0637  2.0396  1.9775  1.8940  1.7875  1.6707  1.5539
  1.4394  1.3261  1.2130  1.1005  0.9897  0.8811  0.7748  0.6707  0.5686  0.4681
  0.3673
  2.1564  2.1738  2.1870  2.1949  2.1979  2.1964  2.1906  2.1805  2.1660  2.1476
  2.1258  2.1015  2.0754  2.0480  2.0199  1.9479  1.8669  1.7696  1.6595  1.5454
  1.4325  1.3212  1.2108  1.1007  0.9915  0.8840  0.7788  0.6760  0.5754  0.4767
  0.3797
  2.0845  2.1061  2.1238  2.1378  2.1476  2.1529  2.1534  2.1493  2.1405  2.1268
  2.1088  2.0869  2.0618  2.0344  2.0140  1.9273  1.8386  1.7482  1.6472
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value = F160W
  2.3597  2.4172  2.4690  2.5121  2.5425  2.5584  2.5589  2.5445  2.5197  2.4879
  2.4515  2.4122  2.3712  2.3286  2.2838  2.1627  2.0322  1.8955  1.7555
  2.3030  2.3599  2.4136  2.4603  2.4959  2.5174  2.5237  2.5154  2.4962  2.4688
  2.4351  2.3968  2.3556  2.3123  2.2669  2.1453  2.0163  1.8828  1.7468  1.6106
  2.2509  2.3011  2.3532  2.4012  2.4406  2.4681  2.4816  2.4810  2.4688  2.4474
  2.4185  2.3832  2.3431  2.2998  2.2541  2.1317  2.0031  1.8717  1.7386  1.6057
  1.4738
  2.2269  2.2511  2.2895  2.3396  2.3820  2.4139  2.4335  2.4405  2.4357  2.4212
  2.3984  2.3681  2.3313  2.2893  2.2438  2.1211  1.9926  1.8624  1.7314  1.6009
  1.4716  1.3440
  2.2313  2.2306  2.2443  2.2690  2.3017  2.3398  2.3767  2.3956  2.3990  2.3909
  2.3739  2.3492  2.3175  2.2790  2.2349  2.1127  1.9843  1.8547  1.7253  1.5966
  1.4693  1.3439  1.2204  1.0988
  2.2529  2.2478  2.2421  2.2400  2.2451  2.2565  2.2760  2.3037  2.3301  2.3453
  2.3430  2.3261  2.2996  2.2661  2.2256  2.1055  1.9772  1.8481  1.7198  1.5928
  1.4672  1.3435  1.2219  1.1024  0.9848  0.8691  0.7553  0.6432  0.5334  0.4287
  2.2712  2.2663  2.2579  2.2477  2.2387  2.2335  2.2328  2.2352  2.2398  2.2494
  2.2647  2.2740  2.2676  2.2459  2.2127  2.0986  1.9709  1.8421  1.7147  1.5890
  1.4651  1.3429  1.2230  1.1051  0.9895  0.8758  0.7640  0.6541  0.5461  0.4400
  0.3383
  2.2864  2.2831  2.2750  2.2631  2.2489  2.2346  2.2219  2.2120  2.2039  2.1967
  2.1911  2.1903  2.1940  2.1927  2.1791  2.0902  1.9650  1.8365  1.7096  1.5851
  1.4636  1.3421  1.2236  1.1073  0.9933  0.8814  0.7714  0.6634  0.5572  0.4528
  0.3500
  2.2959  2.2956  2.2897  2.2783  2.2632  2.2458  2.2274  2.2092  2.1922  2.1760
  2.1603  2.1451  2.1321  2.1234  2.1164  2.0650  1.9564  1.8293  1.7028  1.5790
  1.4580  1.3390  1.2218  1.1066  0.9939  0.8834  0.7749  0.6685  0.5640  0.4613
  0.3601
  2.2951  2.2988  2.2969  2.2876  2.2741  2.2570  2.2373  2.2160  2.1937  2.1712
  2.1488  2.1264  2.1043  2.0832  2.0647  2.0206  1.9388  1.8226  1.6977  1.5747
  1.4548  1.3376  1.2222  1.1084  0.9968  0.8876  0.7806  0.6759  0.5731  0.4722
  0.3710
  2.2796  2.2880  2.2899  2.2858  2.2757  2.2613  2.2432  2.2222  2.1989  2.1737
  2.1472  2.1199  2.0924  2.0650  2.0383  1.9778  1.9081  1.8092  1.6913  1.5700
  1.4511  1.3351  1.2216  1.1095  0.9992  0.8910  0.7851  0.6817  0.5805  0.4812
  0.3837
  2.2458  2.2594  2.2666  2.2678  2.2629  2.2530  2.2388  2.2208  2.1994  2.1750
  2.1479  2.1188  2.0883  2.0571  2.0372  1.9366  1.8643  1.7891  1.6836
 [Fe/H] = -1.00 [alpha/Fe] = 0.40 BC value = F160W
  2.4678  2.5195  2.5627  2.5952  2.6141  2.6175  2.6042  2.5746  2.5347  2.4902
  2.4446  2.3994  2.3550  2.3110  2.2664  2.1494  2.0257  1.8947  1.7580
  2.4126  2.4685  2.5171  2.5558  2.5812  2.5912  2.5842  2.5601  2.5246  2.4825
  2.4374  2.3916  2.3461  2.3009  2.2552  2.1360  2.0110  1.8821  1.7492  1.6144
  2.3522  2.4086  2.4607  2.5049  2.5379  2.5563  2.5579  2.5417  2.5124  2.4746
  2.4318  2.3865  2.3405  2.2944  2.2478  2.1267  2.0006  1.8723  1.7419  1.6102
  1.4788
  2.2943  2.3464  2.3987  2.4463  2.4850  2.5114  2.5226  2.5161  2.4948  2.4631
  2.4245  2.3816  2.3363  2.2899  2.2429  2.1206  1.9934  1.8650  1.7358  1.6065
  1.4776  1.3498
  2.2483  2.2823  2.3312  2.3813  2.4251  2.4583  2.4778  2.4816  2.4696  2.4455
  2.4129  2.3742  2.3314  2.2860  2.2391  2.1165  1.9886  1.8598  1.7313  1.6034
  1.4764  1.3508  1.2269  1.1047
  2.2564  2.2591  2.2725  2.2997  2.3386  2.3820  2.4168  2.4347  2.4350  2.4204
  2.3951  2.3622  2.3237  2.2811  2.2354  2.1135  1.9854  1.8562  1.7280  1.6011
  1.4755  1.3515  1.2295  1.1093  0.9912  0.8749  0.7605  0.6481  0.5385  0.4342
  2.2732  2.2699  2.2674  2.2701  2.2808  2.2979  2.3178  2.3385  2.3571  2.3667
  2.3617  2.3415  2.3106  2.2729  2.2303  2.1108  1.9830  1.8536  1.7255  1.5993
  1.4749  1.3523  1.2317  1.1132  0.9968  0.8824  0.7700  0.6596  0.5513  0.4454
  0.3444
  2.2885  2.2849  2.2786  2.2713  2.2661  2.2648  2.2667  2.2690  2.2694  2.2694
