 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F098M
  0.8099  0.7525  0.6925  0.6325  0.5738  0.5168  0.4609  0.4059  0.3503  0.2937
  0.2331
  1.2737  1.2837  1.2864  1.2839  1.2773  1.2671  1.2531  1.2347  1.2115  1.1842
  1.1548  1.1243  1.0935  1.0629  1.0350  0.9895  0.9695  0.9427  0.9061  0.8610
  0.8086  0.7502  0.6881  0.6252  0.5635  0.5038  0.4456  0.3891  0.3333  0.2774
  0.2199
  1.2880  1.2909  1.2895  1.2830  1.2731  1.2606  1.2463  1.2303  1.2121  1.1913
  1.1685  1.1446  1.1208  1.0973  1.0736  1.0170  0.9774  0.9473  0.9096  0.8642
  0.8115  0.7526  0.6889  0.6233  0.5583  0.4953  0.4343  0.3753  0.3178  0.2611
  0.2045
  1.3193  1.3128  1.3038  1.2925  1.2788  1.2630  1.2464  1.2296  1.2126  1.1951
  1.1767  1.1574  1.1376  1.1180  1.0988  1.0494  0.9993  0.9562  0.9161  0.8700
  0.8173  0.7582  0.6937  0.6260  0.5579  0.4913  0.4268  0.3647  0.3044  0.2457
  0.1881
  1.3713  1.3535  1.3349  1.3160  1.2968  1.2769  1.2568  1.2374  1.2190  1.2016
  1.1848  1.1679  1.1508  1.1335  1.1106  1.0867  1.0352  0.9694  0.9256
 [Fe/H] = -0.75 [alpha/Fe] = 0.40 BC value = F098M
  0.9575  0.9329  0.9116  0.8976  0.9003  0.9159  0.9376  0.9600  0.9764  0.9789
  0.9795  0.9842  0.9939  1.0062  1.0188  1.0418  1.0487  1.0393  1.0131
  1.0839  1.0560  1.0273  1.0020  0.9836  0.9744  0.9763  0.9866  0.9889  0.9829
  0.9767  0.9756  0.9809  0.9903  1.0009  1.0194  1.0223  1.0100  0.9825  0.9413
  1.1905  1.1648  1.1335  1.1009  1.0708  1.0461  1.0294  1.0214  1.0116  0.9976
  0.9842  0.9763  0.9758  0.9813  0.9894  1.0042  1.0038  0.9887  0.9598  0.9192
  0.8703
  1.2706  1.2528  1.2246  1.1902  1.1536  1.1184  1.0874  1.0640  1.0431  1.0213
  1.0008  0.9854  0.9779  0.9781  0.9829  0.9939  0.9908  0.9734  0.9430  0.9023
  0.8538  0.8010
  1.3144  1.3115  1.2938  1.2646  1.2280  1.1879  1.1481  1.1126  1.0817  1.0524
  1.0252  1.0026  0.9874  0.9808  0.9810  0.9873  0.9818  0.9625  0.9308  0.8896
  0.8411  0.7880  0.7333  0.6793
  1.3098  1.3296  1.3317  1.3164  1.2880  1.2502  1.2069  1.1639  1.1249  1.0891
  1.0560  1.0269  1.0043  0.9900  0.9840  0.9839  0.9761  0.9550  0.9223  0.8803
  0.8315  0.7779  0.7220  0.6660  0.6106  0.5556  0.4999  0.4421  0.3818  0.3227
  1.2829  1.3076  1.3230  1.3270  1.3184  1.2967  1.2624  1.2176  1.1705  1.1276
  1.0896  1.0561  1.0278  1.0063  0.9930  0.9836  0.9733  0.9506  0.9168  0.8742
  0.8248  0.7704  0.7131  0.6553  0.5982  0.5421  0.4864  0.4305  0.3725  0.3119
  0.2519
  1.2687  1.2900  1.3041  1.3115  1.3110  1.3017  1.2833  1.2556  1.2185  1.1753
  1.1312  1.0904  1.0558  1.0286  1.0088  0.9867  0.9731  0.9489  0.9142  0.8710
  0.8209  0.7656  0.7068  0.6469  0.5875  0.5295  0.4726  0.4163  0.3599  0.3017
  0.2405
  1.2667  1.2840  1.2943  1.2987  1.2979  1.2917  1.2795  1.2606  1.2351  1.2037
  1.1689  1.1327  1.0968  1.0635  1.0353  0.9946  0.9758  0.9496  0.9139  0.8700
