 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = F435W
 -6.2381 -5.6990 -5.3940 -5.2799 -5.2988 -5.3368 -5.1237 -4.9414 -4.7479 -4.5344
 -4.2935 -4.0379 -3.7843 -3.5166 -3.2498 -2.5934 -1.9697 -1.5026 -1.0790
 -5.9379 -5.5442 -5.2462 -5.0344 -4.8842 -4.7419 -4.5839 -4.4124 -4.2313 -4.0403
 -3.8248 -3.5807 -3.3213 -3.0659 -2.8207 -2.2427 -1.7372 -1.3288 -1.0233 -0.7896
 -5.6734 -5.2848 -4.9536 -4.6743 -4.4458 -4.2701 -4.1354 -3.9961 -3.8267 -3.6332
 -3.4344 -3.2235 -2.9937 -2.7642 -2.5464 -2.0500 -1.6100 -1.2480 -0.9751 -0.7665
 -0.5987
 -5.4619 -5.0936 -4.7645 -4.4696 -4.2074 -3.9785 -3.7827 -3.6192 -3.4728 -3.3100
 -3.1217 -2.9291 -2.7292 -2.5249 -2.3301 -1.8945 -1.5137 -1.1925 -0.9461 -0.7575
 -0.6052 -0.4757
 -5.2545 -4.9191 -4.6095 -4.3212 -4.0537 -3.8082 -3.5862 -3.3877 -3.2107 -3.0497
 -2.8889 -2.7159 -2.5357 -2.3498 -2.1714 -1.7805 -1.4449 -1.1572 -0.9313 -0.7583
 -0.6188 -0.4997 -0.3940 -0.2984
 -5.0395 -4.7427 -4.4629 -4.1944 -3.9369 -3.6929 -3.4644 -3.2535 -3.0609 -2.8845
 -2.7203 -2.5620 -2.4033 -2.2381 -2.0725 -1.7042 -1.4001 -1.1378 -0.9264 -0.7646
 -0.6357 -0.5260 -0.4283 -0.3392 -0.2528 -0.1709 -0.0969 -0.0332  0.0182  0.0561
 -4.8269 -4.5621 -4.3145 -4.0730 -3.8355 -3.6037 -3.3805 -3.1688 -2.9710 -2.7883
 -2.6190 -2.4605 -2.3093 -2.1604 -2.0119 -1.6637 -1.3749 -1.1305 -0.9284 -0.7732
 -0.6522 -0.5511 -0.4617 -0.3798 -0.3034 -0.2317 -0.1648 -0.1028 -0.0459  0.0027
  0.0310
 -4.6203 -4.3857 -4.1651 -3.9500 -3.7372 -3.5249 -3.3143 -3.1098 -2.9145 -2.7301
 -2.5585 -2.3991 -2.2494 -2.1064 -1.9684 -1.6454 -1.3653 -1.1319 -0.9361 -0.7829
 -0.6661 -0.5720 -0.4907 -0.4167 -0.3476 -0.2821 -0.2190 -0.1598 -0.1067 -0.0612
 -0.0242
 -4.4251 -4.2165 -4.0160 -3.8230 -3.6332 -3.4424 -3.2502 -3.0587 -2.8711 -2.6905
 -2.5192 -2.3589 -2.2094 -2.0685 -1.9348 -1.6303 -1.3621 -1.1354 -0.9453 -0.7925
 -0.6761 -0.5862 -0.5120 -0.4463 -0.3853 -0.3273 -0.2719 -0.2202 -0.1721 -0.1274
 -0.0858
 -4.2413 -4.0545 -3.8763 -3.6995 -3.5275 -3.3569 -3.1847 -3.0104 -2.8359 -2.6637
 -2.4967 -2.3375 -2.1876 -2.0474 -1.9155 -1.6205 -1.3639 -1.1427 -0.9571 -0.8052
 -0.6871 -0.5975 -0.5273 -0.4686 -0.4160 -0.3663 -0.3187 -0.2729 -0.2316 -0.1896
 -0.1493
 -4.0689 -3.8997 -3.7460 -3.5771 -3.4180 -3.2623 -3.1078 -2.9519 -2.7938 -2.6349
 -2.4768 -2.3225 -2.1745 -2.0346 -1.9032 -1.6120 -1.3641 -1.1489 -0.9670 -0.8167
 -0.6978 -0.6067 -0.5372 -0.4826 -0.4368 -0.3955 -0.3566 -0.3188 -0.2821 -0.2468
 -0.2136
 -3.9080 -3.7521 -3.6251 -3.4547 -3.3038 -3.1584 -3.0170 -2.8769 -2.7357 -2.5929
 -2.4487 -2.3044 -2.1625 -2.0254 -1.8979 -1.6048 -1.3627 -1.1540 -0.9750
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = F435W
 -6.1527 -5.7133 -5.4059 -5.2059 -5.0830 -4.9875 -4.8194 -4.6612 -4.4814 -4.2732
 -4.0345 -3.7774 -3.5194 -3.2679 -3.0277 -2.4634 -1.9374 -1.5010 -1.1125
 -5.7245 -5.3680 -5.1097 -4.8865 -4.6852 -4.5070 -4.3456 -4.1888 -4.0230 -3.8380
 -3.6278 -3.3931 -3.1480 -2.9120 -2.6907 -2.1914 -1.7437 -1.3536 -1.0434 -0.8000
 -5.4530 -5.0429 -4.7205 -4.4750 -4.3005 -4.1557 -3.9968 -3.8251 -3.6509 -3.4760
 -3.2902 -3.0859 -2.8640 -2.6449 -2.4413 -1.9952 -1.6089 -1.2697 -0.9935 -0.7783
 -0.6059
 -5.3157 -4.9018 -4.5589 -4.2745 -4.0398 -3.8475 -3.6962 -3.5628 -3.4027 -3.2171
 -3.0314 -2.8465 -2.6509 -2.4491 -2.2601 -1.8512 -1.5095 -1.2117 -0.9633 -0.7675
 -0.6102 -0.4776
 -5.2237 -4.8226 -4.4808 -4.1857 -3.9289 -3.7052 -3.5099 -3.3386 -3.1899 -3.0426
 -2.8676 -2.6822 -2.4983 -2.3131 -2.1345 -1.7525 -1.4412 -1.1739 -0.9478 -0.7671
 -0.6219 -0.4995 -0.3920 -0.2951
 -5.1422 -4.7638 -4.4336 -4.1407 -3.8776 -3.6399 -3.4254 -3.2316 -3.0544 -2.8918
 -2.7393 -2.5797 -2.4087 -2.2302 -2.0567 -1.6898 -1.3980 -1.1517 -0.9422 -0.7728
 -0.6374 -0.5240 -0.4245 -0.3344 -0.2514 -0.1747 -0.1040 -0.0374  0.0235  0.0636
 -5.0577 -4.7066 -4.3957 -4.1130 -3.8525 -3.6111 -3.3878 -3.1821 -2.9923 -2.8156
 -2.6502 -2.4940 -2.3429 -2.1855 -2.0228 -1.6557 -1.3738 -1.1409 -0.9431 -0.7813
 -0.6531 -0.5479 -0.4564 -0.3735 -0.2967 -0.2250 -0.1585 -0.0969 -0.0400  0.0087
  0.0367
 -4.9697 -4.6450 -4.3559 -4.0892 -3.8375 -3.5993 -3.3745 -3.1632 -2.9660 -2.7820
 -2.6092 -2.4467 -2.2940 -2.1467 -2.0005 -1.6506 -1.3648 -1.1386 -0.9484 -0.7910
 -0.6670 -0.5682 -0.4844 -0.4093 -0.3396 -0.2740 -0.2126 -0.1551 -0.1015 -0.0549
 -0.0179
 -4.8790 -4.5759 -4.3060 -4.0568 -3.8192 -3.5898 -3.3686 -3.1572 -2.9571 -2.7686
 -2.5916 -2.4251 -2.2683 -2.1199 -1.9782 -1.6500 -1.3673 -1.1406 -0.9547 -0.7998
 -0.6773 -0.5823 -0.5052 -0.4380 -0.3764 -0.3182 -0.2631 -0.2109 -0.1620 -0.1175
 -0.0794
 -4.7982 -4.5117 -4.2553 -4.0199 -3.7966 -3.5800 -3.3678 -3.1612 -2.9621 -2.7725
 -2.5929 -2.4236 -2.2639 -2.1133 -1.9709 -1.6514 -1.3774 -1.1497 -0.9649 -0.8116
 -0.6885 -0.5939 -0.5205 -0.4601 -0.4065 -0.3566 -0.3092 -0.2638 -0.2206 -0.1801
 -0.1426
 -4.7195 -4.4475 -4.1997 -3.9739 -3.7619 -3.5583 -3.3585 -3.1616 -2.9686 -2.7815
 -2.6020 -2.4314 -2.2698 -2.1171 -1.9732 -1.6536 -1.3857 -1.1604 -0.9749 -0.8227
 -0.6992 -0.6034 -0.5307 -0.4741 -0.4273 -0.3855 -0.3467 -0.3093 -0.2732 -0.2386
 -0.2062
 -4.6426 -4.3813 -4.1415 -3.9209 -3.7157 -3.5214 -3.3337 -3.1490 -2.9665 -2.7870
 -2.6117 -2.4426 -2.2830 -2.1278 -1.9851 -1.6566 -1.3922 -1.1727 -0.9847
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value = F435W
 -6.2331 -5.8910 -5.6070 -5.3673 -5.1574 -4.9600 -4.7594 -4.5461 -4.3225 -4.0861
 -3.8344 -3.5739 -3.3173 -3.0796 -2.8599 -2.3654 -1.9159 -1.5133 -1.1550
 -5.8271 -5.4520 -5.1359 -4.8754 -4.6578 -4.4662 -4.2839 -4.0979 -3.9050 -3.7009
 -3.4805 -3.2443 -3.0049 -2.7798 -2.5736 -2.1239 -1.7333 -1.3815 -1.0763 -0.8290
 -5.4343 -5.0550 -4.7667 -4.5190 -4.2942 -4.0964 -3.9181 -3.7465 -3.5737 -3.3948
 -3.2040 -2.9964 -2.7764 -2.5626 -2.3663 -1.9482 -1.5993 -1.2924 -1.0233 -0.8006
 -0.6206
 -5.2770 -4.8387 -4.4880 -4.2138 -4.0063 -3.8456 -3.6828 -3.5093 -3.3365 -3.1656
 -2.9924 -2.8109 -2.6144 -2.4130 -2.2245 -1.8273 -1.5064 -1.2310 -0.9900 -0.7870
 -0.6215 -0.4835
 -5.2423 -4.7840 -4.4070 -4.0996 -3.8481 -3.6457 -3.4845 -3.3449 -3.2027 -3.0322
 -2.8534 -2.6775 -2.5000 -2.3143 -2.1327 -1.7483 -1.4453 -1.1913 -0.9713 -0.7840
 -0.6302 -0.5021 -0.3912 -0.2924
 -5.2633 -4.7954 -4.4070 -4.0840 -3.8129 -3.5834 -3.3867 -3.2150 -3.0637 -2.9280
 -2.7797 -2.6072 -2.4284 -2.2515 -2.0774 -1.7001 -1.4075 -1.1674 -0.9624 -0.7875
 -0.6433 -0.5238 -0.4209 -0.3290 -0.2451 -0.1689 -0.0982 -0.0305  0.0307  0.0688
 -5.3090 -4.8389 -4.4442 -4.1124 -3.8290 -3.5825 -3.3660 -3.1736 -2.9998 -2.8396
 -2.6914 -2.5491 -2.3948 -2.2247 -2.0515 -1.6746 -1.3860 -1.1545 -0.9596 -0.7942
 -0.6576 -0.5456 -0.4503 -0.3655 -0.2879 -0.2161 -0.1499 -0.0888 -0.0318  0.0174
  0.0454
