 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = F555W
 -2.8684 -2.2953 -1.9793 -1.9244 -2.1492 -2.4768 -2.7905 -2.6378 -2.4830 -2.3175
 -2.1428 -1.9959 -1.8098 -1.6260 -1.4539 -1.0783 -0.7581 -0.5250 -0.3429
 -3.4807 -3.1345 -2.8817 -2.7130 -2.6003 -2.4944 -2.3787 -2.2580 -2.1360 -2.0112
 -1.8725 -1.7159 -1.5501 -1.3897 -1.2408 -0.9173 -0.6615 -0.4700 -0.3319 -0.2296
 -3.2498 -2.9236 -2.6658 -2.4627 -2.3064 -2.1933 -2.1111 -2.0229 -1.9125 -1.7874
 -1.6623 -1.5323 -1.3899 -1.2470 -1.1147 -0.8350 -0.6157 -0.4502 -0.3288 -0.2370
 -0.1644
 -3.0676 -2.7731 -2.5310 -2.3293 -2.1603 -2.0194 -1.9032 -1.8089 -1.7247 -1.6266
 -1.5100 -1.3921 -1.2704 -1.1443 -1.0244 -0.7736 -0.5819 -0.4379 -0.3307 -0.2479
 -0.1810 -0.1249
 -2.8971 -2.6378 -2.4183 -2.2292 -2.0640 -1.9190 -1.7915 -1.6794 -1.5794 -1.4876
 -1.3935 -1.2903 -1.1837 -1.0716 -0.9624 -0.7311 -0.5574 -0.4291 -0.3342 -0.2599
 -0.1987 -0.1466 -0.1009 -0.0588
 -2.7320 -2.5052 -2.3101 -2.1378 -1.9834 -1.8439 -1.7169 -1.6011 -1.4953 -1.3968
 -1.3028 -1.2098 -1.1173 -1.0203 -0.9217 -0.7036 -0.5400 -0.4213 -0.3361 -0.2701
 -0.2153 -0.1679 -0.1259 -0.0878 -0.0518 -0.0197  0.0065  0.0250  0.0345  0.0344
 -2.5799 -2.3764 -2.2027 -2.0474 -1.9059 -1.7758 -1.6551 -1.5425 -1.4372 -1.3387
 -1.2448 -1.1540 -1.0658 -0.9787 -0.8911 -0.6883 -0.5290 -0.4142 -0.3343 -0.2756
 -0.2280 -0.1864 -0.1492 -0.1150 -0.0832 -0.0518 -0.0235 -0.0014  0.0120  0.0151
  0.0087
 -2.4432 -2.2576 -2.0985 -1.9570 -1.8280 -1.7081 -1.5953 -1.4892 -1.3888 -1.2930
 -1.2020 -1.1145 -1.0297 -0.9471 -0.8658 -0.6780 -0.5241 -0.4092 -0.3299 -0.2753
 -0.2341 -0.1994 -0.1683 -0.1394 -0.1119 -0.0855 -0.0587 -0.0346 -0.0167 -0.0081
 -0.0105
 -2.3243 -2.1521 -2.0005 -1.8676 -1.7481 -1.6370 -1.5324 -1.4333 -1.3393 -1.2492
 -1.1624 -1.0789 -0.9984 -0.9202 -0.8435 -0.6663 -0.5190 -0.4057 -0.3247 -0.2703
 -0.2328 -0.2045 -0.1804 -0.1580 -0.1363 -0.1148 -0.0938 -0.0751 -0.0591 -0.0454
 -0.0338
 -2.2233 -2.0599 -1.9173 -1.7870 -1.6714 -1.5668 -1.4692 -1.3767 -1.2889 -1.2051
 -1.1243 -1.0460 -0.9700 -0.8965 -0.8249 -0.6567 -0.5150 -0.4036 -0.3216 -0.2651
 -0.2276 -0.2028 -0.1847 -0.1693 -0.1546 -0.1394 -0.1238 -0.1081 -0.0976 -0.0829
 -0.0656
 -2.1401 -1.9810 -1.8489 -1.7185 -1.6019 -1.4985 -1.4049 -1.3177 -1.2353 -1.1569
 -1.0821 -1.0098 -0.9395 -0.8709 -0.8042 -0.6467 -0.5096 -0.4003 -0.3184 -0.2603
 -0.2214 -0.1967 -0.1818 -0.1721 -0.1643 -0.1562 -0.1475 -0.1376 -0.1271 -0.1165
 -0.1071
 -2.0748 -1.9154 -1.7953 -1.6623 -1.5428 -1.4367 -1.3426 -1.2576 -1.1790 -1.1052
 -1.0351 -0.9684 -0.9042 -0.8414 -0.7814 -0.6363 -0.5028 -0.3958 -0.3151
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = F555W
 -4.1878 -3.6112 -3.1800 -2.8916 -2.7473 -2.6817 -2.6500 -2.4901 -2.3309 -2.1659
 -1.9919 -1.8238 -1.6448 -1.4762 -1.3219 -0.9918 -0.7181 -0.5058 -0.3389
 -3.8502 -3.4335 -3.1335 -2.8815 -2.6641 -2.4814 -2.3258 -2.1867 -2.0534 -1.9176
 -1.7734 -1.6178 -1.4575 -1.3051 -1.1662 -0.8753 -0.6440 -0.4623 -0.3263 -0.2224
 -3.5262 -3.0862 -2.7578 -2.5210 -2.3621 -2.2385 -2.1109 -1.9798 -1.8532 -1.7315
 -1.6087 -1.4779 -1.3362 -1.1954 -1.0663 -0.8013 -0.5987 -0.4413 -0.3218 -0.2302
 -0.1574
 -3.3511 -2.9282 -2.6023 -2.3524 -2.1617 -2.0171 -1.9132 -1.8295 -1.7300 -1.6119
 -1.4921 -1.3750 -1.2527 -1.1243 -1.0038 -0.7529 -0.5682 -0.4282 -0.3221 -0.2396
 -0.1727 -0.1165
 -3.2301 -2.8342 -2.5230 -2.2772 -2.0809 -1.9227 -1.7935 -1.6867 -1.6001 -1.5180
 -1.4175 -1.3063 -1.1934 -1.0777 -0.9634 -0.7233 -0.5483 -0.4196 -0.3241 -0.2500
 -0.1890 -0.1369 -0.0914 -0.0511
 -3.1256 -2.7608 -2.4686 -2.2326 -2.0386 -1.8767 -1.7397 -1.6215 -1.5169 -1.4232
 -1.3374 -1.2479 -1.1503 -1.0453 -0.9387 -0.7063 -0.5358 -0.4131 -0.3250 -0.2586
 -0.2042 -0.1570 -0.1153 -0.0777 -0.0436 -0.0129  0.0132  0.0328  0.0413  0.0405
 -3.0290 -2.6938 -2.4216 -2.1970 -2.0084 -1.8474 -1.7080 -1.5854 -1.4755 -1.3744
 -1.2797 -1.1901 -1.1041 -1.0148 -0.9201 -0.6973 -0.5281 -0.4074 -0.3231 -0.2630
 -0.2155 -0.1745 -0.1377 -0.1040 -0.0727 -0.0438 -0.0179  0.0040  0.0192  0.0219
  0.0152
 -2.9418 -2.6327 -2.3782 -2.1643 -1.9814 -1.8228 -1.6836 -1.5595 -1.4477 -1.3449
