 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = F775W
 -0.5618 -0.5405 -0.5319 -0.5381 -0.5503 -0.5485 -0.4226 -0.3856 -0.3456 -0.2958
 -0.2344 -0.1686 -0.0990 -0.0246  0.0440  0.1737  0.2341  0.2526  0.2510
 -0.5320 -0.4294 -0.3646 -0.3338 -0.3283 -0.3215 -0.3047 -0.2820 -0.2559 -0.2260
 -0.1852 -0.1309 -0.0676 -0.0051  0.0512  0.1555  0.2131  0.2339  0.2336  0.2206
 -0.4718 -0.3840 -0.3127 -0.2584 -0.2230 -0.2087 -0.2113 -0.2101 -0.1945 -0.1664
 -0.1351 -0.0981 -0.0494  0.0040  0.0539  0.1482  0.1983  0.2150  0.2130  0.2002
  0.1801
 -0.4114 -0.3386 -0.2754 -0.2218 -0.1785 -0.1467 -0.1266 -0.1184 -0.1171 -0.1089
 -0.0883 -0.0633 -0.0303  0.0119  0.0550  0.1405  0.1863  0.1995  0.1954  0.1824
  0.1634  0.1395
 -0.3328 -0.2785 -0.2295 -0.1846 -0.1444 -0.1101 -0.0827 -0.0621 -0.0476 -0.0380
 -0.0284 -0.0140  0.0033  0.0292  0.0611  0.1360  0.1788  0.1893  0.1820  0.1673
  0.1482  0.1252  0.0986  0.0691
 -0.2373 -0.2007 -0.1676 -0.1357 -0.1043 -0.0745 -0.0475 -0.0244 -0.0054  0.0107
  0.0250  0.0384  0.0500  0.0649  0.0842  0.1381  0.1770  0.1860  0.1746  0.1564
  0.1354  0.1118  0.0856  0.0568  0.0249 -0.0105 -0.0499 -0.0935 -0.1415 -0.1939
 -0.1327 -0.1084 -0.0897 -0.0715 -0.0520 -0.0308 -0.0092  0.0115  0.0301  0.0466
  0.0619  0.0768  0.0903  0.1027  0.1166  0.1525  0.1818  0.1895  0.1752  0.1519
  0.1267  0.1008  0.0735  0.0446  0.0141 -0.0175 -0.0518 -0.0908 -0.1359 -0.1872
 -0.2413
 -0.0209 -0.0081  0.0002  0.0072  0.0148  0.0250  0.0381  0.0528  0.0675  0.0817
  0.0950  0.1079  0.1207  0.1327  0.1452  0.1736  0.1935  0.1987  0.1831  0.1554
  0.1247  0.0943  0.0640  0.0335  0.0024 -0.0296 -0.0621 -0.0970 -0.1363 -0.1816
 -0.2339
  0.0911  0.0951  0.0964  0.0953  0.0937  0.0940  0.0973  0.1036  0.1118  0.1212
  0.1307  0.1403  0.1498  0.1593  0.1696  0.1943  0.2093  0.2111  0.1957  0.1658
  0.1301  0.0938  0.0588  0.0248 -0.0086 -0.0417 -0.0752 -0.1107 -0.1485 -0.1881
 -0.2295
  0.2034  0.2012  0.1948  0.1881  0.1804  0.1730  0.1675  0.1648  0.1649  0.1673
  0.1712  0.1761  0.1815  0.1872  0.1935  0.2123  0.2247  0.2245  0.2096  0.1807
  0.1429  0.1019  0.0613  0.0223 -0.0150 -0.0509 -0.0860 -0.1209 -0.1601 -0.1967
 -0.2316
  0.3159  0.3102  0.2954  0.2815  0.2704  0.2580  0.2461  0.2358  0.2277  0.2222
  0.2190  0.2177  0.2178  0.2189  0.2208  0.2296  0.2391  0.2376  0.2228  0.1955
  0.1584  0.1158  0.0711  0.0268 -0.0155 -0.0556 -0.0941 -0.1312 -0.1675 -0.2038
 -0.2412
  0.4287  0.4221  0.3982  0.3746  0.3605  0.3447  0.3286  0.3130  0.2985  0.2855
  0.2747  0.2662  0.2598  0.2552  0.2515  0.2462  0.2525  0.2504  0.2353
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = F775W
 -0.6481 -0.5801 -0.5324 -0.5025 -0.4836 -0.4656 -0.4087 -0.3799 -0.3414 -0.2917
 -0.2308 -0.1635 -0.0930 -0.0241  0.0385  0.1618  0.2324  0.2615  0.2612
 -0.5534 -0.4614 -0.4118 -0.3738 -0.3421 -0.3187 -0.3008 -0.2831 -0.2603 -0.2293
