 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = F390M
 -8.7162 -8.1696 -7.7751 -7.5011 -7.2972 -7.1257 -7.0173 -6.8473 -6.6628 -6.4403
 -6.1826 -5.7572 -5.4887 -5.2022 -4.9087 -4.0349 -3.0278 -2.4180 -1.7815
 -8.0099 -7.5753 -7.2422 -7.0005 -6.8265 -6.6696 -6.5044 -6.3239 -6.1280 -5.9092
 -5.6494 -5.3415 -5.0075 -4.6731 -4.3423 -3.4822 -2.6814 -2.0466 -1.5869 -1.2426
 -7.7830 -7.3101 -6.8972 -6.5472 -6.2639 -6.0508 -5.8961 -5.7544 -5.5890 -5.3844
 -5.1486 -4.8733 -4.5594 -4.2438 -3.9383 -3.1896 -2.4741 -1.9026 -1.4907 -1.1853
 -0.9463
 -7.6679 -7.1666 -6.7147 -6.3126 -5.9609 -5.6604 -5.4109 -5.2119 -5.0494 -4.8835
 -4.6843 -4.4526 -4.1813 -3.8900 -3.6087 -2.9459 -2.3212 -1.8044 -1.4291 -1.1534
 -0.9387 -0.7625
 -7.6200 -7.1039 -6.6301 -6.1991 -5.8106 -5.4640 -5.1585 -4.8929 -4.6648 -4.4697
 -4.2883 -4.0935 -3.8713 -3.6207 -3.3645 -2.7683 -2.2182 -1.7464 -1.3962 -1.1412
 -0.9448 -0.7841 -0.6473 -0.5289
 -7.6235 -7.1047 -6.6208 -6.1724 -5.7610 -5.3872 -5.0489 -4.7450 -4.4747 -4.2352
 -4.0224 -3.8274 -3.6328 -3.4203 -3.1957 -2.6516 -2.1586 -1.7225 -1.3871 -1.1437
 -0.9601 -0.8117 -0.6859 -0.5765 -0.4774 -0.3874 -0.3068 -0.2356 -0.1737 -0.1209
 -7.6739 -7.1572 -6.6717 -6.2157 -5.7905 -5.3981 -5.0380 -4.7086 -4.4094 -4.1399
 -3.8978 -3.6799 -3.4788 -3.2813 -3.0813 -2.5819 -2.1302 -1.7250 -1.3971 -1.1571
 -0.9802 -0.8412 -0.7252 -0.6250 -0.5363 -0.4561 -0.3838 -0.3195 -0.2631 -0.2150
 -0.1769
 -7.7711 -7.2589 -6.7738 -6.3152 -5.8839 -5.4797 -5.1026 -4.7544 -4.4341 -4.1398
 -3.8730 -3.6322 -3.4134 -3.2083 -3.0129 -2.5475 -2.1186 -1.7420 -1.4216 -1.1790
 -1.0026 -0.8691 -0.7614 -0.6700 -0.5900 -0.5185 -0.4527 -0.3936 -0.3428 -0.3016
 -0.2707
 -7.9042 -7.3961 -6.9142 -6.4564 -6.0225 -5.6116 -5.2233 -4.8599 -4.5214 -4.2077
 -3.9185 -3.6544 -3.4143 -3.1934 -2.9881 -2.5309 -2.1188 -1.7581 -1.4499 -1.2050
 -1.0245 -0.8922 -0.7905 -0.7075 -0.6364 -0.5735 -0.5175 -0.4679 -0.4243 -0.3860
 -0.3526
 -8.0732 -7.5688 -7.0945 -6.6382 -6.2042 -5.7912 -5.3971 -5.0226 -4.6691 -4.3377
 -4.0285 -3.7421 -3.4788 -3.2377 -3.0157 -2.5400 -2.1356 -1.7814 -1.4809 -1.2365
 -1.0507 -0.9146 -0.8144 -0.7375 -0.6748 -0.6209 -0.5735 -0.5313 -0.4963 -0.4626
 -0.4311
