 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = F547M
 -2.3198 -1.8119 -1.6086 -1.6952 -2.0646 -2.4979 -2.7313 -2.5642 -2.4012 -2.2336
 -2.0583 -1.9097 -1.7250 -1.5422 -1.3736 -1.0059 -0.6946 -0.4697 -0.2995
 -3.3217 -3.0001 -2.7646 -2.6066 -2.5007 -2.3992 -2.2865 -2.1682 -2.0482 -1.9254
 -1.7887 -1.6339 -1.4697 -1.3111 -1.1644 -0.8483 -0.6011 -0.4180 -0.2878 -0.1923
 -3.0964 -2.7955 -2.5550 -2.3626 -2.2124 -2.1027 -2.0224 -1.9353 -1.8262 -1.7032
 -1.5808 -1.4536 -1.3139 -1.1735 -1.0435 -0.7708 -0.5594 -0.4017 -0.2872 -0.2014
 -0.1342
 -2.9082 -2.6401 -2.4170 -2.2277 -2.0663 -1.9301 -1.8169 -1.7248 -1.6423 -1.5462
 -1.4321 -1.3174 -1.1991 -1.0760 -0.9587 -0.7141 -0.5293 -0.3920 -0.2909 -0.2134
 -0.1513 -0.0995
 -2.7224 -2.4913 -2.2942 -2.1209 -1.9661 -1.8279 -1.7051 -1.5965 -1.4995 -1.4103
 -1.3191 -1.2190 -1.1159 -1.0073 -0.9011 -0.6755 -0.5075 -0.3852 -0.2957 -0.2261
 -0.1691 -0.1209 -0.0788 -0.0399
 -2.5361 -2.3385 -2.1691 -2.0173 -1.8775 -1.7480 -1.6279 -1.5173 -1.4156 -1.3208
 -1.2302 -1.1405 -1.0514 -0.9578 -0.8626 -0.6509 -0.4922 -0.3786 -0.2982 -0.2366
 -0.1856 -0.1418 -0.1030 -0.0681 -0.0353 -0.0063  0.0168  0.0322  0.0386  0.0354
 -2.3625 -2.1865 -2.0399 -1.9090 -1.7873 -1.6716 -1.5610 -1.4556 -1.3559 -1.2621
 -1.1724 -1.0853 -1.0007 -0.9169 -0.8325 -0.6367 -0.4824 -0.3721 -0.2966 -0.2421
 -0.1981 -0.1598 -0.1256 -0.0943 -0.0651 -0.0361 -0.0102  0.0093  0.0197  0.0196
  0.0104
 -2.2052 -2.0456 -1.9129 -1.7969 -1.6913 -1.5908 -1.4925 -1.3967 -1.3040 -1.2142
 -1.1282 -1.0452 -0.9644 -0.8854 -0.8073 -0.6263 -0.4776 -0.3671 -0.2920 -0.2414
 -0.2038 -0.1723 -0.1440 -0.1177 -0.0927 -0.0686 -0.0439 -0.0219 -0.0062  0.0001
 -0.0049
 -2.0705 -1.9217 -1.7941 -1.6857 -1.5904 -1.5017 -1.4163 -1.3319 -1.2487 -1.1665
 -1.0861 -1.0079 -0.9321 -0.8579 -0.7846 -0.6142 -0.4722 -0.3632 -0.2863 -0.2358
 -0.2020 -0.1769 -0.1555 -0.1356 -0.1162 -0.0967 -0.0776 -0.0608 -0.0465 -0.0345
 -0.0246
 -1.9585 -1.8148 -1.6934 -1.5852 -1.4926 -1.4109 -1.3350 -1.2614 -1.1886 -1.1160
 -1.0437 -0.9720 -0.9016 -0.8328 -0.7651 -0.6044 -0.4677 -0.3605 -0.2825 -0.2297
 -0.1959 -0.1744 -0.1591 -0.1462 -0.1336 -0.1203 -0.1064 -0.0922 -0.0832 -0.0699
 -0.0535
 -1.8690 -1.7249 -1.6108 -1.5007 -1.4041 -1.3221 -1.2502 -1.1839 -1.1203 -1.0575
 -0.9945 -0.9312 -0.8678 -0.8049 -0.7429 -0.5939 -0.4620 -0.3568 -0.2787 -0.2241
 -0.1888 -0.1674 -0.1553 -0.1482 -0.1425 -0.1363 -0.1291 -0.1206 -0.1111 -0.1014
 -0.0928
 -1.8021 -1.6520 -1.5463 -1.4330 -1.3298 -1.2422 -1.1680 -1.1035 -1.0451 -0.9900
 -0.9360 -0.8820 -0.8273 -0.7719 -0.7180 -0.5827 -0.4551 -0.3521 -0.2749
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = F547M
 -3.8500 -3.2860 -2.8933 -2.6605 -2.5794 -2.5678 -2.5288 -2.3816 -2.2323 -2.0742
 -1.9048 -1.7390 -1.5623 -1.3955 -1.2436 -0.9201 -0.6547 -0.4507 -0.2938
 -3.6262 -3.2302 -2.9509 -2.7189 -2.5196 -2.3527 -2.2103 -2.0818 -1.9569 -1.8278
 -1.6886 -1.5371 -1.3797 -1.2298 -1.0932 -0.8086 -0.5851 -0.4116 -0.2830 -0.1858
 -3.3171 -2.9048 -2.6003 -2.3818 -2.2360 -2.1223 -2.0028 -1.8789 -1.7591 -1.6437
 -1.5265 -1.4008 -1.2633 -1.1257 -0.9992 -0.7402 -0.5443 -0.3939 -0.2811 -0.1955
 -0.1280
 -3.1466 -2.7548 -2.4553 -2.2252 -2.0481 -1.9127 -1.8150 -1.7358 -1.6404 -1.5269
 -1.4123 -1.3005 -1.1832 -1.0591 -0.9419 -0.6966 -0.5175 -0.3835 -0.2832 -0.2059
 -0.1438 -0.0918
 -3.0202 -2.6567 -2.3742 -2.1503 -1.9693 -1.8216 -1.6996 -1.5980 -1.5153 -1.4368
 -1.3403 -1.2338 -1.1258 -1.0149 -0.9048 -0.6708 -0.5007 -0.3770 -0.2865 -0.2170
 -0.1602 -0.1120 -0.0701 -0.0332
 -2.9028 -2.5700 -2.3082 -2.0974 -1.9221 -1.7731 -1.6450 -1.5332 -1.4336 -1.3441
 -1.2621 -1.1767 -1.0836 -0.9833 -0.8813 -0.6564 -0.4903 -0.3720 -0.2882 -0.2260
 -0.1753 -0.1317 -0.0932 -0.0587 -0.0274  0.0005  0.0238  0.0403  0.0451  0.0411
 -2.7891 -2.4837 -2.2421 -2.0455 -1.8800 -1.7360 -1.6085 -1.4943 -1.3906 -1.2947
