 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = F438W
 -6.4496 -5.9373 -5.6459 -5.5221 -5.5083 -5.5046 -5.2424 -5.0603 -4.8674 -4.6524
 -4.4079 -4.1412 -3.8838 -3.6095 -3.3366 -2.6390 -1.9850 -1.5017 -1.0665
 -6.0585 -5.6639 -5.3641 -5.1497 -4.9967 -4.8523 -4.6923 -4.5188 -4.3351 -4.1402
 -3.9190 -3.6663 -3.3964 -3.1297 -2.8731 -2.2685 -1.7419 -1.3199 -1.0074 -0.7702
 -5.7953 -5.4037 -5.0667 -4.7803 -4.5451 -4.3637 -4.2250 -4.0829 -3.9110 -3.7143
 -3.5105 -3.2922 -3.0530 -2.8135 -2.5861 -2.0679 -1.6116 -1.2382 -0.9592 -0.7476
 -0.5778
 -5.5864 -5.2118 -4.8740 -4.5691 -4.2971 -4.0594 -3.8564 -3.6874 -3.5372 -3.3711
 -3.1791 -2.9810 -2.7740 -2.5618 -2.3593 -1.9066 -1.5134 -1.1827 -0.9307 -0.7393
 -0.5851 -0.4536
 -5.3838 -5.0386 -4.7176 -4.4170 -4.1374 -3.8810 -3.6497 -3.4438 -3.2610 -3.0955
 -2.9310 -2.7540 -2.5684 -2.3766 -2.1924 -1.7883 -1.4432 -1.1479 -0.9167 -0.7408
 -0.5994 -0.4783 -0.3704 -0.2725
 -5.1774 -4.8669 -4.5728 -4.2899 -4.0183 -3.7615 -3.5220 -3.3021 -3.1024 -2.9206
 -2.7521 -2.5901 -2.4272 -2.2573 -2.0872 -1.7087 -1.3971 -1.1289 -0.9126 -0.7478
 -0.6170 -0.5053 -0.4054 -0.3137 -0.2239 -0.1383 -0.0605  0.0064  0.0602  0.0996
 -4.9795 -4.6961 -4.4310 -4.1724 -3.9188 -3.6721 -3.4360 -3.2136 -3.0074 -2.8183
 -2.6441 -2.4818 -2.3269 -2.1741 -2.0220 -1.6655 -1.3707 -1.1217 -0.9153 -0.7571
 -0.6342 -0.5311 -0.4395 -0.3551 -0.2758 -0.2013 -0.1315 -0.0662 -0.0052  0.0477
  0.0778
 -4.7941 -4.5366 -4.2944 -4.0590 -3.8276 -3.5983 -3.3726 -3.1552 -2.9495 -2.7570
 -2.5796 -2.4157 -2.2624 -2.1159 -1.9748 -1.6450 -1.3598 -1.1227 -0.9234 -0.7674
 -0.6488 -0.5529 -0.4694 -0.3929 -0.3209 -0.2523 -0.1861 -0.1238 -0.0672 -0.0179
  0.0234
 -4.6278 -4.3914 -4.1652 -3.9484 -3.7369 -3.5263 -3.3166 -3.1098 -2.9093 -2.7182
 -2.5391 -2.3730 -2.2191 -2.0746 -1.9380 -1.6277 -1.3550 -1.1254 -0.9326 -0.7774
 -0.6594 -0.5680 -0.4918 -0.4236 -0.3598 -0.2986 -0.2400 -0.1850 -0.1336 -0.0854
 -0.0403
 -4.4805 -4.2605 -4.0510 -3.8472 -3.6503 -3.4573 -3.2649 -3.0728 -2.8826 -2.6972
 -2.5195 -2.3521 -2.1962 -2.0514 -1.9162 -1.6157 -1.3553 -1.1314 -0.9440 -0.7903
 -0.6710 -0.5802 -0.5084 -0.4474 -0.3920 -0.3393 -0.2885 -0.2393 -0.1946 -0.1493
 -0.1061
 -4.3523 -4.1439 -3.9518 -3.7480 -3.5629 -3.3825 -3.2056 -3.0294 -2.8534 -2.6786
 -2.5070 -2.3416 -2.1849 -2.0385 -1.9023 -1.6048 -1.3536 -1.1361 -0.9529 -0.8016
 -0.6819 -0.5902 -0.5196 -0.4632 -0.4150 -0.3707 -0.3286 -0.2876 -0.2474 -0.2087
 -0.1722
 -4.2432 -4.0416 -3.8676 -3.6483 -3.4693 -3.2978 -3.1325 -2.9705 -2.8096 -2.6491
 -2.4891 -2.3311 -2.1776 -2.0315 -1.8963 -1.5950 -1.3499 -1.1395 -0.9593
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = F438W
 -6.1855 -5.7714 -5.4860 -5.2996 -5.1810 -5.0849 -4.9108 -4.7601 -4.5854 -4.3788
 -4.1376 -3.8725 -3.6073 -3.3471 -3.0983 -2.5030 -1.9509 -1.4975 -1.0977
 -5.7569 -5.4112 -5.1620 -4.9468 -4.7526 -4.5805 -4.4243 -4.2718 -4.1086 -3.9241
 -3.7112 -3.4704 -3.2166 -2.9708 -2.7396 -2.2162 -1.7494 -1.3457 -1.0269 -0.7785
 -5.4953 -5.0944 -4.7780 -4.5358 -4.3630 -4.2192 -4.0607 -3.8895 -3.7157 -3.5406
 -3.3528 -3.1441 -2.9153 -2.6880 -2.4761 -2.0108 -1.6100 -1.2606 -0.9772 -0.7582
 -0.5835
 -5.3652 -4.9583 -4.6190 -4.3351 -4.0988 -3.9042 -3.7504 -3.6143 -3.4511 -3.2630
 -3.0753 -2.8876 -2.6875 -2.4797 -2.2843 -1.8603 -1.5074 -1.2020 -0.9478 -0.7483
 -0.5888 -0.4544
 -5.2814 -4.8839 -4.5430 -4.2460 -3.9853 -3.7570 -3.5572 -3.3817 -3.2292 -3.0781
 -2.8992 -2.7103 -2.5229 -2.3336 -2.1505 -1.7570 -1.4368 -1.1639 -0.9330 -0.7488
 -0.6014 -0.4771 -0.3676 -0.2684
 -5.2137 -4.8336 -4.5006 -4.2029 -3.9337 -3.6895 -3.4686 -3.2691 -3.0872 -2.9206
 -2.7644 -2.6013 -2.4261 -2.2435 -2.0662 -1.6908 -1.3919 -1.1412 -0.9280 -0.7553
 -0.6176 -0.5024 -0.4008 -0.3083 -0.2227 -0.1431 -0.0694  0.0007  0.0658  0.1078
 -5.1519 -4.7922 -4.4731 -4.1818 -3.9122 -3.6618 -3.4301 -3.2172 -3.0212 -2.8397
 -2.6704 -2.5109 -2.3564 -2.1951 -2.0286 -1.6537 -1.3662 -1.1297 -0.9290 -0.7644
 -0.6340 -0.5269 -0.4334 -0.3481 -0.2686 -0.1940 -0.1244 -0.0596  0.0010  0.0540
  0.0836
 -5.0975 -4.7561 -4.4522 -4.1715 -3.9067 -3.6562 -3.4203 -3.1994 -2.9943 -2.8039
 -2.6262 -2.4599 -2.3039 -2.1534 -2.0040 -1.6467 -1.3557 -1.1265 -0.9341 -0.7744
 -0.6484 -0.5479 -0.4621 -0.3847 -0.3124 -0.2438 -0.1793 -0.1186 -0.0617 -0.0114
  0.0299
 -5.0514 -4.7231 -4.4310 -4.1617 -3.9057 -3.6597 -3.4238 -3.1997 -2.9889 -2.7917
 -2.6080 -2.4364 -2.2757 -2.1239 -1.9792 -1.6447 -1.3569 -1.1274 -0.9398 -0.7832
 -0.6590 -0.5625 -0.4837 -0.4143 -0.3501 -0.2890 -0.2308 -0.1753 -0.1231 -0.0752
 -0.0337
 -5.0236 -4.7043 -4.4189 -4.1571 -3.9098 -3.6715 -3.4401 -3.2168 -3.0035 -2.8020
 -2.6129 -2.4361 -2.2708 -2.1158 -1.9701 -1.6448 -1.3659 -1.1353 -0.9492 -0.7948
 -0.6705 -0.5748 -0.5000 -0.4376 -0.3816 -0.3289 -0.2785 -0.2298 -0.1832 -0.1394
 -0.0991
 -4.9981 -4.6885 -4.4065 -4.1494 -3.9086 -3.6788 -3.4554 -3.2375 -3.0262 -2.8234
 -2.6308 -2.4494 -2.2795 -2.1205 -1.9719 -1.6453 -1.3731 -1.1447 -0.9579 -0.8052
 -0.6811 -0.5847 -0.5111 -0.4532 -0.4042 -0.3599 -0.3180 -0.2774 -0.2380 -0.2002
 -0.1645
 -4.9675 -4.6663 -4.3896 -4.1348 -3.8977 -3.6739 -3.4593 -3.2501 -3.0457 -2.8469
 -2.6548 -2.4714 -2.2998 -2.1353 -1.9846 -1.6462 -1.3785 -1.1556 -0.9659
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value = F438W
 -6.1522 -5.8285 -5.5657 -5.3485 -5.1610 -4.9855 -4.8065 -4.6134 -4.4052 -4.1779
 -3.9282 -3.6636 -3.3990 -3.1519 -2.9223 -2.4022 -1.9290 -1.5086 -1.1385
 -5.7499 -5.3923 -5.0956 -4.8552 -4.6572 -4.4841 -4.3187 -4.1477 -3.9663 -3.7693
 -3.5508 -3.3117 -3.0656 -2.8323 -2.6175 -2.1463 -1.7375 -1.3728 -1.0588 -0.8058
 -5.3726 -5.0077 -4.7329 -4.4985 -4.2870 -4.1024 -3.9365 -3.7762 -3.6125 -3.4399
 -3.2520 -3.0436 -2.8192 -2.5992 -2.3960 -1.9606 -1.5976 -1.2812 -1.0058 -0.7783
 -0.5956
 -5.2314 -4.8087 -4.4704 -4.2060 -4.0062 -3.8515 -3.6935 -3.5249 -3.3573 -3.1912
 -3.0212 -2.8407 -2.6425 -2.4372 -2.2437 -1.8330 -1.5009 -1.2183 -0.9728 -0.7659
 -0.5978 -0.4579
 -5.2088 -4.7663 -4.4016 -4.1030 -3.8574 -3.6588 -3.4998 -3.3609 -3.2181 -3.0469
 -2.8685 -2.6934 -2.5158 -2.3283 -2.1437 -1.7494 -1.4373 -1.1775 -0.9542 -0.7639
 -0.6076 -0.4776 -0.3650 -0.2643
 -5.2433 -4.7885 -4.4109 -4.0954 -3.8285 -3.6010 -3.4048 -3.2327 -3.0803 -2.9426
 -2.7914 -2.6161 -2.4354 -2.2572 -2.0814 -1.6975 -1.3977 -1.1527 -0.9452 -0.7681
 -0.6216 -0.5002 -0.3955 -0.3016 -0.2154 -0.1369 -0.0634  0.0080  0.0732  0.1125
 -5.3119 -4.8480 -4.4597 -4.1324 -3.8510 -3.6044 -3.3864 -3.1921 -3.0162 -2.8537
 -2.7030 -2.5579 -2.4001 -2.2264 -2.0503 -1.6686 -1.3746 -1.1390 -0.9420 -0.7750
 -0.6365 -0.5228 -0.4257 -0.3389 -0.2589 -0.1844 -0.1154 -0.0512  0.0094  0.0629
  0.0923
 -5.3968 -4.9297 -4.5344 -4.1972 -3.9037 -3.6430 -3.4087 -3.1963 -3.0028 -2.8248
 -2.6580 -2.5010 -2.3537 -2.2054 -2.0464 -1.6599 -1.3635 -1.1328 -0.9426 -0.7827
 -0.6501 -0.5425 -0.4527 -0.3735 -0.3006 -0.2323 -0.1684 -0.1084 -0.0522 -0.0022
  0.0395
 -5.4772 -5.0149 -4.6192 -4.2765 -3.9739 -3.7017 -3.4539 -3.2269 -3.0185 -2.8264
 -2.6479 -2.4804 -2.3231 -2.1747 -2.0298 -1.6699 -1.3616 -1.1299 -0.9439 -0.7886
 -0.6601 -0.5568 -0.4732 -0.4016 -0.3366 -0.2756 -0.2180 -0.1634 -0.1123 -0.0659
 -0.0241
 -5.5617 -5.1088 -4.7155 -4.3704 -4.0625 -3.7816 -3.5228 -3.2834 -3.0620 -2.8573
 -2.6674 -2.4904 -2.3245 -2.1685 -2.0212 -1.6816 -1.3787 -1.1365 -0.9499 -0.7971
 -0.6707 -0.5692 -0.4893 -0.4241 -0.3669 -0.3140 -0.2641 -0.2162 -0.1707 -0.1281
 -0.0890
 -5.6375 -5.1954 -4.8073 -4.4640 -4.1542 -3.8694 -3.6039 -3.3554 -3.1232 -2.9073
 -2.7066 -2.5200 -2.3458 -2.1822 -2.0290 -1.6881 -1.3962 -1.1509 -0.9583 -0.8055
 -0.6802 -0.5791 -0.5006 -0.4393 -0.3888 -0.3440 -0.3024 -0.2625 -0.2241 -0.1873
 -0.1529
 -5.6954 -5.2678 -4.8868 -4.5468 -4.2383 -3.9529 -3.6858 -3.4335 -3.1950 -2.9705
 -2.7605 -2.5647 -2.3801 -2.2089 -2.0532 -1.6894 -1.4141 -1.1731 -0.9691
 [Fe/H] = -1.00 [alpha/Fe] = 0.00 BC value = F438W
 -6.3497 -6.1085 -5.8853 -5.6689 -5.4481 -5.2066 -4.9295 -4.6202 -4.3268 -4.0497
 -3.7797 -3.5144 -3.2590 -3.0239 -2.8086 -2.3366 -1.9194 -1.5351 -1.1889
 -5.8932 -5.6128 -5.3625 -5.1329 -4.9134 -4.6910 -4.4486 -4.1930 -3.9464 -3.7075
 -3.4677 -3.2237 -2.9837 -2.7586 -2.5527 -2.1097 -1.7338 -1.4010 -1.1035 -0.8460
 -5.5761 -5.2535 -4.9695 -4.7195 -4.4949 -4.2847 -4.0736 -3.8570 -3.6457 -3.4393
 -3.2303 -3.0125 -2.7894 -2.5740 -2.3754 -1.9528 -1.6055 -1.3069 -1.0439 -0.8134
 -0.6196
 -5.3160 -4.9628 -4.6776 -4.4245 -4.1910 -3.9805 -3.7858 -3.5953 -3.4096 -3.2283
 -3.0460 -2.8555 -2.6536 -2.4498 -2.2572 -1.8480 -1.5195 -1.2435 -1.0047 -0.7954
 -0.6169 -0.4679
 -5.2443 -4.8151 -4.4602 -4.1721 -3.9447 -3.7644 -3.5944 -3.4185 -3.2427 -3.0718
 -2.9041 -2.7345 -2.5555 -2.3670 -2.1810 -1.7800 -1.4634 -1.2023 -0.9802 -0.7875
 -0.6219 -0.4827 -0.3643 -0.2604
 -5.2883 -4.8139 -4.4148 -4.0853 -3.8181 -3.6013 -3.4237 -3.2757 -3.1417 -2.9890
 -2.8200 -2.6504 -2.4827 -2.3105 -2.1337 -1.7377 -1.4275 -1.1766 -0.9660 -0.7859
 -0.6313 -0.5008 -0.3902 -0.2933 -0.2058 -0.1260 -0.0523  0.0184  0.0829  0.1223
 -5.4119 -4.8957 -4.4627 -4.1039 -3.8075 -3.5617 -3.3564 -3.1820 -3.0304 -2.8965
 -2.7665 -2.6160 -2.4465 -2.2751 -2.1060 -1.7145 -1.4058 -1.1611 -0.9586 -0.7878
 -0.6423 -0.5197 -0.4164 -0.3265 -0.2454 -0.1710 -0.1027 -0.0391  0.0213  0.0747
  0.1045
 -5.6021 -5.0425 -4.5728 -4.1844 -3.8626 -3.5931 -3.3641 -3.1671 -2.9938 -2.8380
 -2.6940 -2.5589 -2.4219 -2.2672 -2.0998 -1.7067 -1.3950 -1.1528 -0.9558 -0.7914
 -0.6531 -0.5371 -0.4405 -0.3577 -0.2836 -0.2154 -0.1523 -0.0937 -0.0396  0.0108
  0.0531
 -5.8249 -5.2321 -4.7278 -4.3085 -3.9602 -3.6673 -3.4156 -3.1960 -3.0017 -2.8273
 -2.6670 -2.5170 -2.3751 -2.2377 -2.0950 -1.7129 -1.3916 -1.1477 -0.9538 -0.7939
 -0.6607 -0.5501 -0.4593 -0.3834 -0.3168 -0.2557 -0.1990 -0.1458 -0.0964 -0.0513
 -0.0104
 -6.0575 -5.4522 -4.9232 -4.4774 -4.1018 -3.7833 -3.5082 -3.2665 -3.0510 -2.8568
 -2.6797 -2.5161 -2.3626 -2.2173 -2.0781 -1.7336 -1.4059 -1.1523 -0.9577 -0.7999
 -0.6696 -0.5622 -0.4753 -0.4049 -0.3453 -0.2919 -0.2426 -0.1961 -0.1523 -0.1116
 -0.0743
 -6.2651 -5.6640 -5.1291 -4.6686 -4.2722 -3.9306 -3.6322 -3.3680 -3.1313 -2.9175
 -2.7227 -2.5439 -2.3782 -2.2231 -2.0768 -1.7424 -1.4331 -1.1669 -0.9653 -0.8070
 -0.6778 -0.5719 -0.4871 -0.4203 -0.3665 -0.3205 -0.2791 -0.2402 -0.2033 -0.1684
 -0.1360
 -6.4340 -5.8468 -5.3222 -4.8596 -4.4536 -4.0962 -3.7789 -3.4943 -3.2374 -3.0044
 -2.7920 -2.5976 -2.4184 -2.2522 -2.0911 -1.7393 -1.4732 -1.1915 -0.9766
 [Fe/H] = -0.75 [alpha/Fe] = 0.00 BC value = F438W
 -6.5350 -6.3321 -6.1350 -5.9309 -5.7068 -5.4373 -5.0980 -4.6976 -4.3298 -4.0116
 -3.7266 -3.4622 -3.2146 -2.9851 -2.7751 -2.3170 -1.9192 -1.5541 -1.2177
 -6.0500 -5.8158 -5.5964 -5.3818 -5.1599 -4.9137 -4.6188 -4.2915 -3.9831 -3.7059
 -3.4487 -3.2026 -2.9667 -2.7462 -2.5435 -2.1085 -1.7422 -1.4181 -1.1294 -0.8730
 -5.6963 -5.4231 -5.1749 -4.9437 -4.7212 -4.4949 -4.2449 -3.9738 -3.7121 -3.4697
 -3.2405 -3.0158 -2.7942 -2.5820 -2.3853 -1.9656 -1.6212 -1.3259 -1.0665 -0.8367
 -0.6384
 -5.4516 -5.1486 -4.8697 -4.6153 -4.3824 -4.1638 -3.9460 -3.7178 -3.4936 -3.2817
 -3.0789 -2.8777 -2.6737 -2.4717 -2.2803 -1.8701 -1.5402 -1.2632 -1.0243 -0.8149
 -0.6325 -0.4779
 -5.3296 -4.9531 -4.6067 -4.3520 -4.1317 -3.9213 -3.7179 -3.5169 -3.3193 -3.1304
 -2.9493 -2.7700 -2.5861 -2.3973 -2.2120 -1.8079 -1.4867 -1.2222 -0.9974 -0.8032
 -0.6343 -0.4898 -0.3670 -0.2603
 -5.3269 -4.8700 -4.4862 -4.1687 -3.9089 -3.6979 -3.5267 -3.3698 -3.2023 -3.0266
