 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = F547M
 -0.9948 -0.9315 -0.8681 -0.8053 -0.7433 -0.5943 -0.4624 -0.3572 -0.2790 -0.2245
 -0.1891 -0.1677 -0.1557 -0.1486 -0.1429 -0.1367 -0.1294 -0.1209 -0.1114 -0.1018
 -0.0932
 -1.8026 -1.6514 -1.5466 -1.4334 -1.3301 -1.2426 -1.1685 -1.1039 -1.0454 -0.9904
 -0.9364 -0.8823 -0.8276 -0.7723 -0.7184 -0.5834 -0.4557 -0.3525 -0.2753
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = F547M
 -3.8500 -3.2863 -2.8939 -2.6608 -2.5793 -2.5676 -2.5292 -2.3820 -2.2326 -2.0745
 -1.9051 -1.7396 -1.5632 -1.3964 -1.2444 -0.9207 -0.6556 -0.4509 -0.2936
 -3.6266 -3.2306 -2.9513 -2.7192 -2.5200 -2.3531 -2.2106 -2.0822 -1.9573 -1.8281
 -1.6890 -1.5374 -1.3801 -1.2302 -1.0935 -0.8089 -0.5854 -0.4119 -0.2834 -0.1863
 -3.3174 -2.9051 -2.6007 -2.3822 -2.2364 -2.1227 -2.0031 -1.8793 -1.7594 -1.6441
 -1.5269 -1.4012 -1.2636 -1.1261 -0.9995 -0.7405 -0.5446 -0.3943 -0.2814 -0.1958
 -0.1283
 -3.1470 -2.7551 -2.4556 -2.2255 -2.0484 -1.9131 -1.8154 -1.7361 -1.6408 -1.5273
 -1.4127 -1.3008 -1.1836 -1.0595 -0.9422 -0.6970 -0.5179 -0.3839 -0.2835 -0.2063
 -0.1441 -0.0922
 -3.0206 -2.6571 -2.3745 -2.1507 -1.9697 -1.8220 -1.7000 -1.5984 -1.5157 -1.4372
 -1.3407 -1.2341 -1.1262 -1.0153 -0.9051 -0.6712 -0.5010 -0.3774 -0.2868 -0.2173
 -0.1605 -0.1123 -0.0704 -0.0335
 -2.9032 -2.5703 -2.3085 -2.0977 -1.9225 -1.7735 -1.6453 -1.5335 -1.4339 -1.3444
 -1.2625 -1.1770 -1.0840 -0.9837 -0.8816 -0.6568 -0.4907 -0.3723 -0.2886 -0.2263
 -0.1756 -0.1320 -0.0935 -0.0590 -0.0277  0.0001  0.0234  0.0399  0.0448  0.0408
 -2.7894 -2.4841 -2.2424 -2.0459 -1.8803 -1.7364 -1.6088 -1.4946 -1.3910 -1.2950
 -1.2049 -1.1194 -1.0376 -0.9528 -0.8625 -0.6489 -0.4845 -0.3676 -0.2872 -0.2309
 -0.1868 -0.1490 -0.1151 -0.0843 -0.0556 -0.0291 -0.0056  0.0138  0.0263  0.0259
  0.0165
 -2.6852 -2.4022 -2.1762 -1.9911 -1.8346 -1.6979 -1.5751 -1.4627 -1.3593 -1.2629
 -1.1715 -1.0841 -1.0010 -0.9203 -0.8400 -0.6439 -0.4815 -0.3636 -0.2833 -0.2299
 -0.1919 -0.1607 -0.1327 -0.1069 -0.0823 -0.0588 -0.0370 -0.0174 -0.0010  0.0067
  0.0011
 -2.5956 -2.3289 -2.1124 -1.9342 -1.7838 -1.6529 -1.5355 -1.4276 -1.3272 -1.2329
 -1.1435 -1.0578 -0.9753 -0.8956 -0.8180 -0.6351 -0.4790 -0.3601 -0.2778 -0.2243
 -0.1898 -0.1648 -0.1437 -0.1241 -0.1051 -0.0862 -0.0678 -0.0502 -0.0345 -0.0226
 -0.0182
 -2.5346 -2.2783 -2.0647 -1.8869 -1.7369 -1.6076 -1.4933 -1.3895 -1.2932 -1.2027
 -1.1168 -1.0347 -0.9554 -0.8784 -0.8034 -0.6278 -0.4775 -0.3593 -0.2743 -0.2183
 -0.1836 -0.1621 -0.1470 -0.1344 -0.1220 -0.1092 -0.0960 -0.0825 -0.0693 -0.0576
 -0.0466
 -2.5006 -2.2511 -2.0355 -1.8533 -1.6985 -1.5661 -1.4504 -1.3476 -1.2542 -1.1676
 -1.0858 -1.0080 -0.9330 -0.8601 -0.7890 -0.6209 -0.4748 -0.3582 -0.2717 -0.2128
 -0.1761 -0.1549 -0.1431 -0.1363 -0.1308 -0.1250 -0.1183 -0.1105 -0.1018 -0.0931
 -0.0853
 -2.4895 -2.2451 -2.0290 -1.8392 -1.6755 -1.5349 -1.4135 -1.3070 -1.2127 -1.1277
 -1.0492 -0.9756 -0.9046 -0.8361 -0.7748 -0.6144 -0.4709 -0.3568 -0.2700
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value = F547M
 -5.0963 -4.5310 -4.0494 -3.6409 -3.2937 -2.9896 -2.7113 -2.4497 -2.2137 -2.0014
 -1.8039 -1.6169 -1.4412 -1.2830 -1.1415 -0.8482 -0.6164 -0.4310 -0.2848
 -4.6356 -4.0816 -3.6068 -3.2110 -2.8848 -2.6131 -2.3783 -2.1659 -1.9747 -1.8001
 -1.6341 -1.4709 -1.3118 -1.1645 -1.0322 -0.7634 -0.5599 -0.3994 -0.2745 -0.1793
 -4.0740 -3.5791 -3.2019 -2.8827 -2.6004 -2.3581 -2.1503 -1.9673 -1.8038 -1.6549
 -1.5140 -1.3736 -1.2309 -1.0930 -0.9669 -0.7117 -0.5244 -0.3812 -0.2708 -0.1855
 -0.1179
 -3.7580 -3.2313 -2.8280 -2.5265 -2.3068 -2.1434 -1.9900 -1.8350 -1.6870 -1.5509
 -1.4247 -1.3031 -1.1785 -1.0514 -0.9310 -0.6832 -0.5042 -0.3715 -0.2711 -0.1939
 -0.1319 -0.0801
 -3.6037 -3.0749 -2.6678 -2.3578 -2.1196 -1.9392 -1.8047 -1.6992 -1.6021 -1.4883
 -1.3676 -1.2515 -1.1397 -1.0257 -0.9122 -0.6698 -0.4939 -0.3668 -0.2732 -0.2026
 -0.1461 -0.0983 -0.0569 -0.0207
 -3.5192 -2.9983 -2.5952 -2.2867 -2.0479 -1.8596 -1.7087 -1.5852 -1.4843 -1.4024
 -1.3187 -1.2196 -1.1130 -1.0065 -0.9010 -0.6650 -0.4895 -0.3645 -0.2750 -0.2098
 -0.1589 -0.1160 -0.0782 -0.0445 -0.0143  0.0133  0.0357  0.0496  0.0540  0.0511
 -3.4561 -2.9522 -2.5570 -2.2530 -2.0160 -1.8264 -1.6710 -1.5406 -1.4287 -1.3303
 -1.2439 -1.1656 -1.0830 -0.9904 -0.8924 -0.6646 -0.4884 -0.3629 -0.2751 -0.2137
 -0.1684 -0.1310 -0.0980 -0.0681 -0.0405 -0.0153  0.0068  0.0249  0.0363  0.0356
  0.0263
 -3.3947 -2.9151 -2.5320 -2.2331 -1.9988 -1.8101 -1.6536 -1.5199 -1.4034 -1.2996
 -1.2045 -1.1168 -1.0367 -0.9593 -0.8769 -0.6650 -0.4894 -0.3618 -0.2734 -0.2136
 -0.1726 -0.1413 -0.1141 -0.0892 -0.0657 -0.0435 -0.0232 -0.0050  0.0101  0.0168
  0.0108
 -3.3283 -2.8788 -2.5112 -2.2178 -1.9848 -1.7966 -1.6401 -1.5055 -1.3870 -1.2806
 -1.1831 -1.0921 -1.0066 -0.9266 -0.8501 -0.6603 -0.4898 -0.3600 -0.2696 -0.2094
 -0.1708 -0.1447 -0.1240 -0.1053 -0.0872 -0.0695 -0.0525 -0.0364 -0.0222 -0.0127
 -0.0082
 -3.2748 -2.8596 -2.5080 -2.2184 -1.9828 -1.7908 -1.6314 -1.4953 -1.3759 -1.2685
 -1.1702 -1.0788 -0.9925 -0.9106 -0.8327 -0.6530 -0.4918 -0.3612 -0.2674 -0.2047
 -0.1655 -0.1421 -0.1268 -0.1147 -0.1033 -0.0915 -0.0796 -0.0674 -0.0556 -0.0454
 -0.0358
 -3.2393 -2.8541 -2.5192 -2.2343 -1.9951 -1.7954 -1.6283 -1.4869 -1.3646 -1.2561
 -1.1577 -1.0668 -0.9816 -0.9004 -0.8229 -0.6454 -0.4912 -0.3632 -0.2665 -0.2003
 -0.1588 -0.1353 -0.1230 -0.1164 -0.1116 -0.1067 -0.1011 -0.0944 -0.0870 -0.0797
 -0.0733
 -3.2280 -2.8660 -2.5467 -2.2667 -2.0247 -1.8163 -1.6382 -1.4863 -1.3564 -1.2437
 -1.1437 -1.0529 -0.9662 -0.8870 -0.8207 -0.6375 -0.4880 -0.3660 -0.2669
 [Fe/H] = -1.00 [alpha/Fe] = 0.00 BC value = F547M
 -6.0583 -5.5464 -5.0764 -4.6358 -4.2070 -3.7629 -3.2782 -2.7676 -2.3449 -2.0147
 -1.7551 -1.5426 -1.3608 -1.2039 -1.0665 -0.7896 -0.5788 -0.4096 -0.2720
 -5.6803 -5.1125 -4.5998 -4.1377 -3.7156 -3.3123 -2.8953 -2.4880 -2.1425 -1.8616
 -1.6317 -1.4376 -1.2687 -1.1197 -0.9880 -0.7240 -0.5303 -0.3804 -0.2602 -0.1654
 -5.3499 -4.7801 -4.2559 -3.7844 -3.3658 -2.9917 -2.6373 -2.2986 -2.0046 -1.7588
 -1.5525 -1.3746 -1.2162 -1.0736 -0.9459 -0.6882 -0.5027 -0.3636 -0.2547 -0.1689
 -0.1010
 -4.8102 -4.2959 -3.8640 -3.4690 -3.0958 -2.7529 -2.4422 -2.1551 -1.9003 -1.6820
 -1.4957 -1.3332 -1.1860 -1.0504 -0.9265 -0.6722 -0.4891 -0.3555 -0.2536 -0.1746
 -0.1122 -0.0607
 -4.4502 -3.8843 -3.4145 -3.0314 -2.7269 -2.4841 -2.2581 -2.0307 -1.8142 -1.6203
 -1.4503 -1.3009 -1.1655 -1.0386 -0.9195 -0.6681 -0.4844 -0.3526 -0.2549 -0.1808
 -0.1233 -0.0761 -0.0356 -0.0006
 -4.2928 -3.6685 -3.1632 -2.7647 -2.4496 -2.1994 -1.9997 -1.8384 -1.7003 -1.5599
 -1.4148 -1.2757 -1.1483 -1.0303 -0.9176 -0.6708 -0.4851 -0.3527 -0.2570 -0.1864
 -0.1332 -0.0905 -0.0539 -0.0216  0.0069  0.0315  0.0516  0.0640  0.0672  0.0643
 -4.2473 -3.5976 -3.0669 -2.6492 -2.3243 -2.0687 -1.8636 -1.6954 -1.5561 -1.4426
 -1.3457 -1.2453 -1.1351 -1.0232 -0.9162 -0.6764 -0.4892 -0.3542 -0.2587 -0.1903
 -0.1406 -0.1026 -0.0707 -0.0423 -0.0165  0.0065  0.0264  0.0419  0.0508  0.0494
  0.0404
 -4.2404 -3.5879 -3.0430 -2.6097 -2.2732 -2.0114 -1.8034 -1.6339 -1.4919 -1.3709
 -1.2663 -1.1765 -1.0945 -1.0072 -0.9129 -0.6826 -0.4952 -0.3569 -0.2596 -0.1917
 -0.1445 -0.1108 -0.0841 -0.0607 -0.0392 -0.0191 -0.0011  0.0144  0.0262  0.0316
  0.0252
 -4.2226 -3.5894 -3.0461 -2.6054 -2.2597 -1.9908 -1.7783 -1.6056 -1.4614 -1.3379
 -1.2294 -1.1323 -1.0449 -0.9658 -0.8887 -0.6847 -0.5001 -0.3590 -0.2588 -0.1901
 -0.1440 -0.1136 -0.0922 -0.0746 -0.0584 -0.0428 -0.0282 -0.0146 -0.0031  0.0040
  0.0067
 -4.1958 -3.6012 -3.0724 -2.6329 -2.2790 -1.9996 -1.7795 -1.6015 -1.4534 -1.3264
 -1.2150 -1.1151 -1.0238 -0.9396 -0.8618 -0.6803 -0.5066 -0.3640 -0.2598 -0.1883
 -0.1413 -0.1123 -0.0948 -0.0829 -0.0728 -0.0630 -0.0533 -0.0434 -0.0343 -0.0266
 -0.0220
 -4.1576 -3.6082 -3.1090 -2.6795 -2.3211 -2.0315 -1.7996 -1.6123 -1.4576 -1.3261
 -1.2111 -1.1085 -1.0152 -0.9290 -0.8486 -0.6698 -0.5097 -0.3698 -0.2621 -0.1866
 -0.1372 -0.1075 -0.0920 -0.0845 -0.0804 -0.0769 -0.0732 -0.0686 -0.0636 -0.0588
 -0.0549
 -4.1225 -3.6170 -3.1540 -2.7428 -2.3882 -2.0898 -1.8431 -1.6407 -1.4741 -1.3344
 -1.2141 -1.1080 -1.0125 -0.9250 -0.8491 -0.6532 -0.5094 -0.3764 -0.2657
 [Fe/H] = -0.75 [alpha/Fe] = 0.00 BC value = F547M
 -6.4327 -5.9681 -5.5417 -5.1388 -4.7383 -4.2813 -3.7097 -3.0400 -2.4787 -2.0607
 -1.7555 -1.5236 -1.3362 -1.1772 -1.0395 -0.7655 -0.5606 -0.3984 -0.2641
 -6.0701 -5.5490 -5.0763 -4.6433 -4.2327 -3.8050 -3.2991 -2.7599 -2.2955 -1.9325
 -1.6544 -1.4370 -1.2589 -1.1069 -0.9741 -0.7094 -0.5171 -0.3696 -0.2525 -0.1576
 -5.8111 -5.2530 -4.7427 -4.2778 -3.8542 -3.4504 -3.0205 -2.5738 -2.1775 -1.8537
 -1.5963 -1.3897 -1.2183 -1.0708 -0.9411 -0.6804 -0.4935 -0.3550 -0.2466 -0.1601
 -0.0913
 -5.4266 -4.9285 -4.4484 -3.9929 -3.5683 -3.1775 -2.8044 -2.4290 -2.0866 -1.7967
 -1.5586 -1.3630 -1.1981 -1.0550 -0.9280 -0.6693 -0.4827 -0.3479 -0.2452 -0.1646
 -0.1010 -0.0492
 -5.0380 -4.4616 -3.9565 -3.5925 -3.2622 -2.9364 -2.6132 -2.2987 -2.0047 -1.7467
 -1.5282 -1.3444 -1.1874 -1.0494 -0.9256 -0.6689 -0.4804 -0.3459 -0.2463 -0.1699
 -0.1107 -0.0629 -0.0226  0.0120
 -4.7396 -4.0654 -3.5682 -3.1673 -2.8396 -2.5667 -2.3358 -2.1210 -1.9041 -1.6916
 -1.4974 -1.3271 -1.1787 -1.0472 -0.9277 -0.6745 -0.4835 -0.3470 -0.2485 -0.1750
 -0.1193 -0.0757 -0.0391 -0.0073  0.0204  0.0445  0.0631  0.0738  0.0762  0.0728
 -4.5905 -3.9364 -3.3910 -2.9512 -2.6006 -2.3169 -2.0817 -1.8826 -1.7154 -1.5746
 -1.4416 -1.3047 -1.1697 -1.0446 -0.9302 -0.6826 -0.4900 -0.3500 -0.2508 -0.1789
 -0.1260 -0.0862 -0.0541 -0.0261 -0.0013  0.0207  0.0391  0.0533  0.0608  0.0586
  0.0497
 -4.5992 -3.9186 -3.3375 -2.8652 -2.4908 -2.1952 -1.9575 -1.7610 -1.5948 -1.4535
 -1.3354 -1.2354 -1.1392 -1.0366 -0.9311 -0.6910 -0.4983 -0.3547 -0.2529 -0.1810
 -0.1300 -0.0935 -0.0660 -0.0429 -0.0222 -0.0033  0.0134  0.0274  0.0377  0.0415
  0.0348
 -4.6184 -3.9375 -3.3417 -2.8465 -2.4515 -2.1418 -1.8973 -1.6996 -1.5354 -1.3958
 -1.2750 -1.1698 -1.0784 -0.9960 -0.9133 -0.6961 -0.5055 -0.3591 -0.2539 -0.1806
 -0.1304 -0.0964 -0.0732 -0.0554 -0.0399 -0.0254 -0.0121  0.0000  0.0100  0.0165
  0.0168
 -4.6237 -3.9740 -3.3809 -2.8762 -2.4647 -2.1392 -1.8840 -1.6796 -1.5125 -1.3717
 -1.2501 -1.1429 -1.0469 -0.9605 -0.8819 -0.6953 -0.5144 -0.3664 -0.2571 -0.1806
 -0.1292 -0.0962 -0.0759 -0.0631 -0.0533 -0.0443 -0.0357 -0.0273 -0.0196 -0.0136
 -0.0105
 -4.6050 -3.9941 -3.4306 -2.9304 -2.5112 -2.1714 -1.9016 -1.6864 -1.5119 -1.3664
 -1.2416 -1.1323 -1.0343 -0.9452 -0.8634 -0.6841 -0.5197 -0.3743 -0.2615 -0.1810
 -0.1269 -0.0931 -0.0741 -0.0649 -0.0604 -0.0573 -0.0545 -0.0512 -0.0476 -0.0442
 -0.0420
 -4.5793 -4.0115 -3.4811 -3.0011 -2.5853 -2.2358 -1.9499 -1.7188 -1.5314 -1.3768
 -1.2458 -1.1322 -1.0314 -0.9404 -0.8578 -0.6625 -0.5214 -0.3828 -0.2671
 [Fe/H] = -0.50 [alpha/Fe] = 0.00 BC value = F547M
 -6.7036 -6.2826 -5.9012 -5.5494 -5.2158 -4.7957 -4.1796 -3.3692 -2.6561 -2.1360
 -1.7784 -1.5205 -1.3220 -1.1592 -1.0203 -0.7458 -0.5441 -0.3864 -0.2565
 -6.3501 -5.8773 -5.4546 -5.0743 -4.7145 -4.3122 -3.7607 -3.0970 -2.4960 -2.0326
 -1.6965 -1.4497 -1.2581 -1.1007 -0.9655 -0.6983 -0.5054 -0.3604 -0.2443 -0.1493
 -6.1198 -5.6013 -5.1328 -4.7124 -4.3276 -3.9397 -3.4681 -2.9166 -2.4011 -1.9798
 -1.6592 -1.4172 -1.2284 -1.0733 -0.9402 -0.6752 -0.4853 -0.3464 -0.2382 -0.1508
 -0.0808
 -5.8901 -5.3709 -4.8847 -4.4365 -4.0250 -3.6381 -3.2324 -2.7720 -2.3273 -1.9466
 -1.6424 -1.4055 -1.2181 -1.0642 -0.9324 -0.6681 -0.4772 -0.3401 -0.2365 -0.1544
 -0.0891 -0.0365
 -5.3964 -4.9464 -4.5444 -4.1560 -3.7700 -3.3909 -3.0221 -2.6367 -2.2552 -1.9149
 -1.6312 -1.4023 -1.2176 -1.0648 -0.9342 -0.6707 -0.4770 -0.3389 -0.2375 -0.1590
 -0.0975 -0.0485 -0.0079  0.0264
 -5.0135 -4.4723 -4.0297 -3.6666 -3.3562 -3.0722 -2.7854 -2.4795 -2.1664 -1.8724
 -1.6151 -1.3989 -1.2196 -1.0694 -0.9402 -0.6787 -0.4823 -0.3411 -0.2398 -0.1636
 -0.1051 -0.0596 -0.0225  0.0091  0.0361  0.0587  0.0758  0.0856  0.0869  0.0828
 -4.8666 -4.2520 -3.7361 -3.3146 -2.9703 -2.6795 -2.4253 -2.1961 -1.9828 -1.7771
 -1.5755 -1.3864 -1.2190 -1.0737 -0.9473 -0.6889 -0.4909 -0.3457 -0.2427 -0.1675
 -0.1113 -0.0689 -0.0356 -0.0078  0.0164  0.0373  0.0546  0.0670  0.0727  0.0695
  0.0603
 -4.8628 -4.1988 -3.6260 -3.1518 -2.7686 -2.4571 -2.1969 -1.9716 -1.7726 -1.6011
 -1.4567 -1.3279 -1.2005 -1.0731 -0.9529 -0.6995 -0.5014 -0.3524 -0.2460 -0.1702
 -0.1155 -0.0756 -0.0461 -0.0227 -0.0025  0.0153  0.0306  0.0431  0.0519  0.0537
  0.0460
 -4.9128 -4.2246 -3.6161 -3.1011 -2.6817 -2.3457 -2.0750 -1.8512 -1.6608 -1.4959
 -1.3540 -1.2339 -1.1320 -1.0384 -0.9431 -0.7071 -0.5106 -0.3591 -0.2488 -0.1711
 -0.1167 -0.0788 -0.0527 -0.0338 -0.0185 -0.0049  0.0071  0.0176  0.0258  0.0305
  0.0290
 -4.9586 -4.2875 -3.6645 -3.1248 -2.6756 -2.3145 -2.0275 -1.7968 -1.6070 -1.4467
 -1.3086 -1.1883 -1.0834 -0.9918 -0.9096 -0.7112 -0.5218 -0.3688 -0.2543 -0.1730
 -0.1171 -0.0798 -0.0559 -0.0410 -0.0307 -0.0222 -0.0147 -0.0078 -0.0018  0.0023
  0.0035
 -4.9744 -4.3323 -3.7313 -3.1833 -2.7176 -2.3352 -2.0290 -1.7853 -1.5886 -1.4259
 -1.2879 -1.1681 -1.0625 -0.9682 -0.8834 -0.7007 -0.5300 -0.3788 -0.2610 -0.1755
 -0.1167 -0.0785 -0.0555 -0.0433 -0.0374 -0.0343 -0.0322 -0.0301 -0.0280 -0.0264
 -0.0261
 -4.9706 -4.3628 -3.7883 -3.2611 -2.7923 -2.3966 -2.0720 -1.8109 -1.6006 -1.4291
 -1.2857 -1.1630 -1.0555 -0.9597 -0.8645 -0.6756 -0.5352 -0.3891 -0.2689
 [Fe/H] = -0.25 [alpha/Fe] = 0.00 BC value = F547M
 -6.8811 -6.5013 -6.1654 -5.8680 -5.6112 -5.2506 -4.6310 -3.7307 -2.8844 -2.2574
 -1.8332 -1.5400 -1.3241 -1.1535 -1.0106 -0.7332 -0.5318 -0.3766 -0.2499
 -6.5336 -6.1058 -5.7331 -5.4105 -5.1146 -4.7703 -4.2273 -3.4793 -2.7478 -2.1742
 -1.7691 -1.4835 -1.2721 -1.1052 -0.9656 -0.6934 -0.4982 -0.3529 -0.2379 -0.1425
 -6.3144 -5.8392 -5.4191 -5.0541 -4.7307 -4.3960 -3.9326 -3.3102 -2.6767 -2.1466
 -1.7514 -1.4654 -1.2527 -1.0858 -0.9470 -0.6756 -0.4814 -0.3407 -0.2321 -0.1439
 -0.0721
 -6.1496 -5.6475 -5.1902 -4.7825 -4.4200 -4.0786 -3.6841 -3.1673 -2.6227 -2.1387
 -1.7561 -1.4689 -1.2527 -1.0835 -0.9441 -0.6721 -0.4759 -0.3357 -0.2307 -0.1472
 -0.0798 -0.0255
 -5.8404 -5.3955 -4.9657 -4.5575 -4.1738 -3.8123 -3.4527 -3.0268 -2.5622 -2.1288
 -1.7665 -1.4823 -1.2631 -1.0909 -0.9501 -0.6774 -0.4780 -0.3356 -0.2319 -0.1516
 -0.0877 -0.0366  0.0052  0.0408
 -5.3328 -4.8799 -4.5110 -4.1922 -3.8849 -3.5654 -3.2294 -2.8722 -2.4831 -2.1037
 -1.7699 -1.4957 -1.2773 -1.1032 -0.9608 -0.6875 -0.4853 -0.3391 -0.2347 -0.1562
 -0.0950 -0.0468 -0.0081  0.0241  0.0514  0.0738  0.0903  0.0989  0.0997  0.0949
 -5.0823 -4.5334 -4.0804 -3.7144 -3.4110 -3.1442 -2.8926 -2.6301 -2.3413 -2.0397
 -1.7526 -1.5004 -1.2893 -1.1164 -0.9732 -0.6995 -0.4960 -0.3455 -0.2385 -0.1605
 -0.1012 -0.0556 -0.0201  0.0089  0.0334  0.0541  0.0708  0.0822  0.0866  0.0828
  0.0729
 -5.0314 -4.4151 -3.8863 -3.4486 -3.0914 -2.7932 -2.5321 -2.2912 -2.0622 -1.8501
 -1.6531 -1.4651 -1.2865 -1.1252 -0.9851 -0.7122 -0.5085 -0.3543 -0.2433 -0.1641
 -0.1059 -0.0624 -0.0298 -0.0045  0.0163  0.0341  0.0487  0.0604  0.0675  0.0680
  0.0597
 -5.0817 -4.4255 -3.8414 -3.3444 -2.9342 -2.5987 -2.3197 -2.0781 -1.8605 -1.6635
 -1.4917 -1.3468 -1.2210 -1.1023 -0.9846 -0.7221 -0.5193 -0.3631 -0.2480 -0.1663
 -0.1080 -0.0661 -0.0363 -0.0147  0.0019  0.0157  0.0272  0.0367  0.0436  0.0468
  0.0438
 -5.1700 -4.5033 -3.8891 -3.3495 -2.8937 -2.5207 -2.2173 -1.9670 -1.7547 -1.5694
 -1.4066 -1.2655 -1.1456 -1.0434 -0.9517 -0.7308 -0.5321 -0.3747 -0.2557 -0.1700
 -0.1099 -0.0683 -0.0402 -0.0218 -0.0093 -0.0001  0.0072  0.0133  0.0180  0.0206
  0.0201
 -5.2286 -4.5821 -3.9689 -3.4080 -2.9226 -2.5170 -2.1871 -1.9206 -1.7023 -1.5196
 -1.3629 -1.2269 -1.1082 -1.0049 -0.9146 -0.7223 -0.5427 -0.3863 -0.2644 -0.1744
 -0.1113 -0.0686 -0.0412 -0.0248 -0.0159 -0.0113 -0.0088 -0.0073 -0.0063 -0.0061
 -0.0073
 -5.2581 -4.6382 -4.0447 -3.4923 -2.9936 -2.5668 -2.2127 -1.9254 -1.6933 -1.5035
 -1.3450 -1.2097 -1.0921 -0.9886 -0.8733 -0.6966 -0.5511 -0.3979 -0.2741
 [Fe/H] =  0.00 [alpha/Fe] = 0.00 BC value = F547M
 -6.9774 -6.6363 -6.3455 -6.1026 -5.8754 -5.5595 -4.9606 -4.0213 -3.1082 -2.3904
 -1.9026 -1.5722 -1.3360 -1.1537 -1.0061 -0.7229 -0.5198 -0.3652 -0.2401
 -6.6353 -6.2501 -5.9265 -5.6617 -5.4255 -5.1339 -4.6060 -3.8127 -2.9944 -2.3258
 -1.8536 -1.5273 -1.2931 -1.1138 -0.9679 -0.6888 -0.4898 -0.3429 -0.2278 -0.1322
 -6.4201 -5.9860 -5.6139 -5.3052 -5.0435 -4.7662 -4.3294 -3.6707 -2.9508 -2.3228
 -1.8545 -1.5225 -1.2829 -1.1010 -0.9543 -0.6744 -0.4751 -0.3313 -0.2216 -0.1325
 -0.0592
 -6.2816 -5.8091 -5.3897 -5.0297 -4.7252 -4.4431 -4.0833 -3.5444 -2.9224 -2.3421
 -1.8806 -1.5410 -1.2927 -1.1051 -0.9556 -0.6733 -0.4710 -0.3266 -0.2195 -0.1345
 -0.0653 -0.0092
