 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = F555W
 -2.8774 -2.3043 -1.9868 -1.9342 -2.1603 -2.4875 -2.7992 -2.6468 -2.4920 -2.3265
 -2.1518 -2.0049 -1.8188 -1.6350 -1.4629 -1.0873 -0.7671 -0.5340 -0.3519
 -3.4897 -3.1435 -2.8907 -2.7220 -2.6093 -2.5034 -2.3877 -2.2671 -2.1450 -2.0202
 -1.8816 -1.7249 -1.5591 -1.3987 -1.2499 -0.9264 -0.6705 -0.4790 -0.3409 -0.2386
 -3.2588 -2.9327 -2.6748 -2.4717 -2.3154 -2.2024 -2.1201 -2.0319 -1.9215 -1.7964
 -1.6713 -1.5413 -1.3989 -1.2560 -1.1237 -0.8440 -0.6247 -0.4592 -0.3378 -0.2460
 -0.1735
 -3.0766 -2.7821 -2.5400 -2.3383 -2.1693 -2.0284 -1.9122 -1.8179 -1.7337 -1.6356
 -1.5190 -1.4011 -1.2794 -1.1533 -1.0334 -0.7826 -0.5909 -0.4469 -0.3397 -0.2569
 -0.1900 -0.1339
 -2.9061 -2.6468 -2.4274 -2.2382 -2.0731 -1.9280 -1.8005 -1.6884 -1.5884 -1.4966
 -1.4026 -1.2993 -1.1927 -1.0806 -0.9714 -0.7401 -0.5664 -0.4381 -0.3433 -0.2689
 -0.2077 -0.1556 -0.1099 -0.0678
 -2.7410 -2.5142 -2.3191 -2.1468 -1.9924 -1.8529 -1.7259 -1.6101 -1.5043 -1.4058
 -1.3118 -1.2188 -1.1264 -1.0293 -0.9307 -0.7126 -0.5490 -0.4303 -0.3451 -0.2791
 -0.2243 -0.1769 -0.1349 -0.0969 -0.0610 -0.0288 -0.0026  0.0159  0.0255  0.0254
 -2.5889 -2.3854 -2.2117 -2.0564 -1.9149 -1.7848 -1.6641 -1.5515 -1.4462 -1.3477
 -1.2538 -1.1630 -1.0748 -0.9877 -0.9001 -0.6973 -0.5380 -0.4233 -0.3433 -0.2846
 -0.2370 -0.1954 -0.1582 -0.1241 -0.0922 -0.0608 -0.0324 -0.0103  0.0030  0.0061
 -0.0003
 -2.4522 -2.2666 -2.1075 -1.9660 -1.8370 -1.7171 -1.6043 -1.4982 -1.3979 -1.3021
 -1.2110 -1.1235 -1.0387 -0.9561 -0.8748 -0.6870 -0.5331 -0.4182 -0.3389 -0.2843
 -0.2431 -0.2084 -0.1773 -0.1484 -0.1209 -0.0945 -0.0677 -0.0436 -0.0257 -0.0171
 -0.0195
 -2.3333 -2.1611 -2.0095 -1.8766 -1.7571 -1.6460 -1.5414 -1.4423 -1.3483 -1.2582
 -1.1714 -1.0879 -1.0074 -0.9292 -0.8525 -0.6753 -0.5280 -0.4147 -0.3337 -0.2793
 -0.2418 -0.2135 -0.1894 -0.1670 -0.1453 -0.1238 -0.1028 -0.0841 -0.0681 -0.0544
 -0.0428
 -2.2323 -2.0689 -1.9263 -1.7960 -1.6804 -1.5758 -1.4782 -1.3857 -1.2979 -1.2141
 -1.1333 -1.0550 -0.9790 -0.9055 -0.8339 -0.6657 -0.5240 -0.4126 -0.3306 -0.2741
 -0.2366 -0.2118 -0.1937 -0.1784 -0.1636 -0.1484 -0.1328 -0.1171 -0.1066 -0.0919
 -0.0746
 -2.1491 -1.9900 -1.8579 -1.7275 -1.6109 -1.5075 -1.4139 -1.3267 -1.2443 -1.1659
 -1.0911 -1.0188 -0.9485 -0.8799 -0.8132 -0.6557 -0.5186 -0.4093 -0.3274 -0.2693
 -0.2304 -0.2057 -0.1908 -0.1811 -0.1733 -0.1652 -0.1565 -0.1466 -0.1361 -0.1255
 -0.1161
 -2.0837 -1.9244 -1.8043 -1.6713 -1.5518 -1.4457 -1.3516 -1.2666 -1.1880 -1.1142
 -1.0441 -0.9774 -0.9132 -0.8505 -0.7904 -0.6453 -0.5118 -0.4048 -0.3241
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = F555W
 -4.1968 -3.6202 -3.1885 -2.9009 -2.7571 -2.6914 -2.6590 -2.4991 -2.3399 -2.1749
 -2.0009 -1.8328 -1.6538 -1.4852 -1.3309 -1.0008 -0.7271 -0.5147 -0.3479
 -3.8592 -3.4425 -3.1425 -2.8905 -2.6731 -2.4904 -2.3348 -2.1957 -2.0624 -1.9266
 -1.7824 -1.6268 -1.4665 -1.3141 -1.1752 -0.8843 -0.6530 -0.4714 -0.3353 -0.2313
 -3.5352 -3.0952 -2.7668 -2.5300 -2.3711 -2.2475 -2.1199 -1.9888 -1.8622 -1.7405
 -1.6177 -1.4870 -1.3452 -1.2044 -1.0753 -0.8103 -0.6077 -0.4503 -0.3308 -0.2392
 -0.1664
 -3.3601 -2.9372 -2.6113 -2.3614 -2.1707 -2.0261 -1.9222 -1.8385 -1.7390 -1.6209
 -1.5011 -1.3840 -1.2617 -1.1333 -1.0128 -0.7619 -0.5772 -0.4372 -0.3311 -0.2486
 -0.1817 -0.1255
 -3.2391 -2.8432 -2.5320 -2.2862 -2.0899 -1.9317 -1.8025 -1.6957 -1.6091 -1.5270
 -1.4265 -1.3153 -1.2024 -1.0867 -0.9724 -0.7323 -0.5573 -0.4286 -0.3331 -0.2590
 -0.1980 -0.1459 -0.1004 -0.0601
 -3.1346 -2.7698 -2.4776 -2.2416 -2.0476 -1.8857 -1.7487 -1.6305 -1.5259 -1.4322
 -1.3465 -1.2569 -1.1593 -1.0543 -0.9477 -0.7153 -0.5448 -0.4221 -0.3340 -0.2676
 -0.2132 -0.1660 -0.1243 -0.0867 -0.0526 -0.0219  0.0042  0.0238  0.0323  0.0315
 -3.0380 -2.7028 -2.4306 -2.2060 -2.0174 -1.8564 -1.7170 -1.5944 -1.4845 -1.3834
 -1.2887 -1.1991 -1.1131 -1.0238 -0.9291 -0.7063 -0.5371 -0.4165 -0.3321 -0.2720
 -0.2245 -0.1835 -0.1467 -0.1130 -0.0817 -0.0528 -0.0269 -0.0050  0.0102  0.0129
  0.0062
 -2.9508 -2.6417 -2.3872 -2.1733 -1.9904 -1.8318 -1.6926 -1.5686 -1.4567 -1.3539
 -1.2570 -1.1648 -1.0772 -0.9923 -0.9078 -0.7021 -0.5335 -0.4119 -0.3281 -0.2712
 -0.2299 -0.1956 -0.1649 -0.1365 -0.1096 -0.0839 -0.0600 -0.0384 -0.0200 -0.0100
 -0.0129
