 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  R   
 -2.1114 -1.7646 -1.4701 -1.2229 -1.0205 -0.8591 -0.7334 -0.6352 -0.5571 -0.4832
 -0.3949 -0.2956 -0.2072 -0.1361 -0.0757  0.0480  0.1433  0.2150  0.2647  0.2954
  0.3107  0.3143  0.3092  0.2976  0.2818  0.2634  0.2428  0.2198  0.1940  0.1639
  0.1281
 -2.2336 -1.8763 -1.5667 -1.3003 -1.0743 -0.8870 -0.7344 -0.6105 -0.5081 -0.4212
 -0.3462 -0.2769 -0.2060 -0.1338 -0.0711  0.0540  0.1482  0.2183  0.2673  0.2980
  0.3133  0.3164  0.3103  0.2971  0.2791  0.2583  0.2354  0.2110  0.1847  0.1557
  0.1240
 -2.3800 -2.0037 -1.6770 -1.3953 -1.1536 -0.9464 -0.7725 -0.6284 -0.5086 -0.4071
 -0.3191 -0.2424 -0.1749 -0.1140 -0.0575  0.0611  0.1544  0.2237  0.2721  0.3029
  0.3185  0.3215  0.3146  0.3001  0.2800  0.2563  0.2305  0.2034  0.1753  0.1459
  0.1151
 -2.5505 -2.1468 -1.7877 -1.4984 -1.2461 -1.0265 -0.8365 -0.6745 -0.5382 -0.4229
 -0.3242 -0.2385 -0.1632 -0.0972 -0.0349  0.0693  0.1619  0.2312  0.2791
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  R   
 -2.1508 -1.8677 -1.6220 -1.4101 -1.1908 -1.0099 -0.8616 -0.7344 -0.6229 -0.5231
 -0.4318 -0.3473 -0.2693 -0.1968 -0.1292  0.0201  0.1467  0.2413  0.3084
 -2.2275 -1.9116 -1.6384 -1.4038 -1.1914 -0.9987 -0.8419 -0.7121 -0.5967 -0.4986
 -0.4086 -0.3259 -0.2496 -0.1789 -0.1128  0.0333  0.1522  0.2424  0.3048  0.3436
 -2.2309 -1.9635 -1.6794 -1.4251 -1.2081 -1.0052 -0.8355 -0.6990 -0.5805 -0.4818
 -0.3930 -0.3117 -0.2371 -0.1680 -0.1036  0.0389  0.1546  0.2416  0.3008  0.3372
  0.3570
 -1.9512 -1.9543 -1.7212 -1.4634 -1.2295 -1.0258 -0.8439 -0.6957 -0.5740 -0.4700
 -0.3815 -0.3013 -0.2279 -0.1604 -0.0976  0.0410  0.1539  0.2389  0.2964  0.3315
  0.3505  0.3581
 -1.8204 -1.7314 -1.6921 -1.4954 -1.2647 -1.0524 -0.8663 -0.7045 -0.5728 -0.4636
 -0.3727 -0.2927 -0.2202 -0.1539 -0.0926  0.0419  0.1519  0.2354  0.2919  0.3265
  0.3449  0.3521  0.3510  0.3436
 -1.8232 -1.5768 -1.4563 -1.4351 -1.2869 -1.0849 -0.8943 -0.7258 -0.5823 -0.4642
 -0.3665 -0.2854 -0.2130 -0.1475 -0.0875  0.0431  0.1499  0.2318  0.2880  0.3221
  0.3401  0.3470  0.3455  0.3379  0.3256  0.3092  0.2857  0.2541  0.2201  0.1842
 -1.8965 -1.5914 -1.3635 -1.2213 -1.1748 -1.0916 -0.9237 -0.7543 -0.6038 -0.4735
 -0.3671 -0.2798 -0.2064 -0.1409 -0.0815  0.0458  0.1490  0.2290  0.2846  0.3188
  0.3365  0.3429  0.3409  0.3327  0.3202  0.3040  0.2836  0.2574  0.2233  0.1867
  0.1482
 -2.0182 -1.6664 -1.3909 -1.1784 -1.0283 -0.9428 -0.8862 -0.7754 -0.6306 -0.4951
 -0.3772 -0.2801 -0.2014 -0.1347 -0.0750  0.0502  0.1502  0.2276  0.2825  0.3168
  0.3345  0.3403  0.3376  0.3285  0.3151  0.2985  0.2785  0.2549  0.2254  0.1891
  0.1497
 -2.1636 -1.7803 -1.4665 -1.2154 -1.0174 -0.8680 -0.7615 -0.6861 -0.6135 -0.5123
 -0.3955 -0.2886 -0.2003 -0.1288 -0.0678  0.0572  0.1545  0.2295  0.2830  0.3170
  0.3346  0.3399  0.3363  0.3260  0.3111  0.2930  0.2721  0.2484  0.2210  0.1890
  0.1507
 -2.3432 -1.9268 -1.5805 -1.2975 -1.0667 -0.8818 -0.7365 -0.6235 -0.5335 -0.4576
 -0.3834 -0.3005 -0.2106 -0.1300 -0.0644  0.0632  0.1595  0.2325  0.2849  0.3187
  0.3366  0.3416  0.3373  0.3259  0.3094  0.2894  0.2667  0.2418  0.2144  0.1849
  0.1488
 -2.5842 -2.1059 -1.7171 -1.4090 -1.1521 -0.9394 -0.7662 -0.6264 -0.5133 -0.4189
 -0.3375 -0.2651 -0.1969 -0.1290 -0.0622  0.0685  0.1654  0.2376  0.2891  0.3228
  0.3409  0.3460  0.3412  0.3287  0.3107  0.2885  0.2634  0.2363  0.2074  0.1764
  0.1432
 -2.8864 -2.3176 -1.8626 -1.5389 -1.2608 -1.0271 -0.8307 -0.6680 -0.5340 -0.4228
 -0.3287 -0.2468 -0.1743 -0.1093 -0.0612  0.0731  0.1722  0.2448  0.2956
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  R   
 -2.0965 -1.8278 -1.5930 -1.3889 -1.1697 -0.9984 -0.8547 -0.7270 -0.6133 -0.5120
 -0.4209 -0.3367 -0.2590 -0.1869 -0.1198  0.0280  0.1546  0.2511  0.3220
 -2.1738 -1.8702 -1.6086 -1.3850 -1.1738 -0.9869 -0.8336 -0.7025 -0.5882 -0.4887
 -0.3995 -0.3168 -0.2407 -0.1702 -0.1046  0.0406  0.1606  0.2537  0.3202  0.3626
 -2.2333 -1.9326 -1.6501 -1.4033 -1.1927 -0.9927 -0.8273 -0.6920 -0.5727 -0.4742
 -0.3851 -0.3037 -0.2290 -0.1601 -0.0959  0.0461  0.1634  0.2539  0.3175  0.3575
  0.3794
 -2.1483 -1.9698 -1.7020 -1.4426 -1.2144 -1.0152 -0.8348 -0.6886 -0.5680 -0.4633
 -0.3746 -0.2940 -0.2204 -0.1529 -0.0902  0.0483  0.1630  0.2518  0.3139  0.3528
  0.3740  0.3826
 -1.8717 -1.8587 -1.7220 -1.4853 -1.2496 -1.0412 -0.8562 -0.6972 -0.5668 -0.4577
 -0.3664 -0.2861 -0.2133 -0.1468 -0.0854  0.0493  0.1611  0.2485  0.3099  0.3483
  0.3691  0.3775  0.3769  0.3691
 -1.8185 -1.6097 -1.5765 -1.4882 -1.2847 -1.0739 -0.8851 -0.7180 -0.5755 -0.4587
 -0.3608 -0.2794 -0.2067 -0.1407 -0.0804  0.0507  0.1593  0.2450  0.3060  0.3442
  0.3648  0.3729  0.3723  0.3648  0.3520  0.3344  0.3098  0.2772  0.2428  0.2055
 -1.8822 -1.5853 -1.3826 -1.3072 -1.2639 -1.1016 -0.9162 -0.7460 -0.5959 -0.4673
 -0.3617 -0.2743 -0.2005 -0.1346 -0.0748  0.0535  0.1585  0.2421  0.3025  0.3408
  0.3614  0.3692  0.3682  0.3606  0.3479  0.3313  0.3103  0.2824  0.2471  0.2098
  0.1699
 -2.0162 -1.6515 -1.3828 -1.1873 -1.0758 -1.0324 -0.9322 -0.7754 -0.6233 -0.4879
 -0.3710 -0.2747 -0.1958 -0.1286 -0.0686  0.0579  0.1597  0.2407  0.3001  0.3385
  0.3592  0.3668  0.3653  0.3571  0.3440  0.3273  0.3075  0.2829  0.2516  0.2136
  0.1733
 -2.1769 -1.7736 -1.4525 -1.2055 -1.0190 -0.8910 -0.8166 -0.7526 -0.6434 -0.5115
 -0.3887 -0.2825 -0.1946 -0.1229 -0.0614  0.0651  0.1644  0.2425  0.3003  0.3384
  0.3591  0.3664  0.3642  0.3551  0.3411  0.3234  0.3025  0.2784  0.2502  0.2163
  0.1758
 -2.4114 -1.9470 -1.5743 -1.2843 -1.0557 -0.8784 -0.7460 -0.6505 -0.5779 -0.5034
 -0.4089 -0.3034 -0.2060 -0.1245 -0.0582  0.0711  0.1695  0.2455  0.3018  0.3395
  0.3606  0.3680  0.3653  0.3554  0.3402  0.3211  0.2989  0.2739  0.2459  0.2141
  0.1779
 -2.7275 -2.1717 -1.7346 -1.4045 -1.1399 -0.9279 -0.7597 -0.6280 -0.5252 -0.4415
 -0.3679 -0.2950 -0.2170 -0.1349 -0.0604  0.0760  0.1755  0.2505  0.3055  0.3428
  0.3642  0.3719  0.3690  0.3583  0.3419  0.3212  0.2970  0.2703  0.2412  0.2094
  0.1745
 -3.1252 -2.4477 -1.9204 -1.5573 -1.2586 -1.0166 -0.8193 -0.6596 -0.5309 -0.4264
 -0.3390 -0.2625 -0.1929 -0.1266 -0.0680  0.0798  0.1824  0.2575  0.3114
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  R   
 -2.0402 -1.8042 -1.5821 -1.3727 -1.1599 -0.9742 -0.8190 -0.6883 -0.5770 -0.4807
 -0.3958 -0.3189 -0.2475 -0.1790 -0.1125  0.0351  0.1617  0.2639  0.3358
 -2.1431 -1.8394 -1.5851 -1.3754 -1.1639 -0.9801 -0.8286 -0.6978 -0.5826 -0.4833
 -0.3929 -0.3099 -0.2338 -0.1634 -0.0981  0.0467  0.1676  0.2647  0.3343  0.3803
 -2.2242 -1.9013 -1.6246 -1.3897 -1.1833 -0.9847 -0.8225 -0.6872 -0.5681 -0.4693
 -0.3797 -0.2979 -0.2229 -0.1539 -0.0899  0.0520  0.1704  0.2642  0.3321  0.3764
  0.4011
 -2.2122 -1.9621 -1.6799 -1.4242 -1.2068 -1.0071 -0.8284 -0.6841 -0.5639 -0.4591
 -0.3699 -0.2889 -0.2150 -0.1472 -0.0845  0.0541  0.1701  0.2624  0.3292  0.3725
  0.3968  0.4069
 -1.9901 -1.9365 -1.7245 -1.4714 -1.2367 -1.0366 -0.8498 -0.6917 -0.5628 -0.4531
 -0.3623 -0.2817 -0.2083 -0.1414 -0.0799  0.0552  0.1684  0.2593  0.3256  0.3686
  0.3926  0.4028  0.4029  0.3953
 -1.8247 -1.6954 -1.6750 -1.5016 -1.2767 -1.0642 -0.8805 -0.7115 -0.5711 -0.4553
 -0.3572 -0.2755 -0.2023 -0.1358 -0.0751  0.0568  0.1667  0.2558  0.3217  0.3648
  0.3888  0.3989  0.3992  0.3921  0.3794  0.3604  0.3340  0.3015  0.2669  0.2283
 -1.8652 -1.5863 -1.4352 -1.4184 -1.2936 -1.0989 -0.9089 -0.7412 -0.5905 -0.4632
 -0.3587 -0.2709 -0.1966 -0.1301 -0.0697  0.0596  0.1662  0.2530  0.3181  0.3614
  0.3857  0.3957  0.3959  0.3889  0.3763  0.3591  0.3369  0.3078  0.2722  0.2345
  0.1933
 -1.9898 -1.6337 -1.3794 -1.2153 -1.1650 -1.0976 -0.9382 -0.7704 -0.6182 -0.4830
 -0.3671 -0.2716 -0.1922 -0.1246 -0.0639  0.0641  0.1676  0.2515  0.3154  0.3588
  0.3834  0.3935  0.3935  0.3862  0.3735  0.3566  0.3358  0.3103  0.2783  0.2396
  0.1989
 -2.1598 -1.7520 -1.4345 -1.1984 -1.0317 -0.9421 -0.8933 -0.7876 -0.6441 -0.5062
 -0.3830 -0.2785 -0.1910 -0.1189 -0.0569  0.0712  0.1724  0.2534  0.3155  0.3583
  0.3831  0.3931  0.3927  0.3848  0.3716  0.3542  0.3332  0.3087  0.2798  0.2447
  0.2029
 -2.4365 -1.9410 -1.5545 -1.2662 -1.0458 -0.8815 -0.7700 -0.7004 -0.6323 -0.5299
 -0.4107 -0.2990 -0.2017 -0.1205 -0.0538  0.0773  0.1778  0.2566  0.3167  0.3589
  0.3840  0.3944  0.3938  0.3853  0.3713  0.3530  0.3312  0.3063  0.2781  0.2455
  0.2077
 -2.8146 -2.2007 -1.7295 -1.3868 -1.1226 -0.9161 -0.7567 -0.6375 -0.5500 -0.4790
 -0.4051 -0.3179 -0.2222 -0.1325 -0.0568  0.0821  0.1840  0.2618  0.3204  0.3617
  0.3869  0.3978  0.3972  0.3883  0.3733  0.3539  0.3307  0.3046  0.2756  0.2433
  0.2074
 -3.2941 -2.5311 -1.9595 -1.5515 -1.2438 -1.0003 -0.8064 -0.6526 -0.5321 -0.4370
 -0.3584 -0.2876 -0.2170 -0.1436 -0.0659  0.0856  0.1910  0.2690  0.3266
