 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F390W
 -6.6528 -4.5150 -2.5075 -2.7225 -5.8790-11.3715 -9.2638 -5.3128 -2.5416 -1.9572
 -1.7582 -1.7688 -2.6855 -3.4682 -3.6825 -2.5120
 -7.7413 -6.4275 -5.1082 -4.8391 -5.9338 -8.4248 -7.5748 -5.8907 -4.4967 -3.8771
 -3.4870 -3.3154 -3.5589 -3.7392 -3.6054 -2.4666 -1.7632 -1.3134 -1.2263
 -7.8517 -7.1055 -6.3161 -5.8333 -5.7578 -6.3160 -6.0855 -5.6513 -5.1403 -4.6562
 -4.2645 -4.0084 -3.8527 -3.6652 -3.3623 -2.3230 -1.5638 -1.1450 -0.9083 -0.6867
 -0.3081
 -6.9840 -6.5490 -6.1312 -5.7051 -5.3510 -5.0450 -4.7959 -4.5946 -4.4722 -4.2945
 -4.0908 -3.8477 -3.5671 -3.2462 -2.9532 -2.0812 -1.4566 -1.0090 -0.6844 -0.4406
 -0.2522 -0.1002  0.0266
 -6.6018 -6.2160 -5.8359 -5.4501 -5.0888 -4.7533 -4.4548 -4.1975 -3.9765 -3.7784
 -3.5825 -3.3696 -3.1336 -2.8746 -2.6038 -1.9087 -1.3279 -0.9154 -0.6241 -0.4089
 -0.2415 -0.1051  0.0102  0.1110  0.2026
 -6.2228 -5.8772 -5.5311 -5.1818 -4.8318 -4.4909 -4.1696 -3.8793 -3.6236 -3.3976
 -3.1908 -2.9895 -2.7795 -2.5568 -2.3246 -1.7553 -1.2330 -0.8496 -0.5812 -0.3862
 -0.2354 -0.1123 -0.0076  0.0842  0.1667  0.2428
 -5.8471 -5.5326 -5.2168 -4.9002 -4.5801 -4.2578 -3.9403 -3.6400 -3.3668 -3.1234
 -2.9061 -2.7059 -2.5128 -2.3175 -2.1156 -1.6210 -1.1719 -0.8116 -0.5557 -0.3725
 -0.2339 -0.1218 -0.0267  0.0568  0.1319  0.2006  0.2637  0.3250  0.3831  0.4232
 -5.4746 -5.1822 -4.8930 -4.6070 -4.3199 -4.0295 -3.7363 -3.4478 -3.1743 -2.9248
 -2.7016 -2.5006 -2.3162 -2.1393 -1.9633 -1.5272 -1.1302 -0.7975 -0.5468 -0.3667
 -0.2341 -0.1302 -0.0435  0.0320  0.0998  0.1617  0.2187  0.2717  0.3215  0.3660
  0.3954
 -5.1140 -4.8444 -4.5786 -4.3167 -4.0584 -3.8010 -3.5415 -3.2802 -3.0229 -2.7796
 -2.5563 -2.3555 -2.1746 -2.0084 -1.8493 -1.4646 -1.1056 -0.7977 -0.5527 -0.3697
 -0.2361 -0.1356 -0.0554  0.0127  0.0731  0.1279  0.1782  0.2257  0.2692  0.3073
  0.3389
 -4.8012 -4.5360 -4.2835 -4.0427 -3.8078 -3.5782 -3.3500 -3.1211 -2.8912 -2.6647
 -2.4499 -2.2526 -2.0736 -1.9116 -1.7618 -1.4159 -1.0886 -0.8011 -0.5648 -0.3793
 -0.2402 -0.1379 -0.0605  0.0017  0.0549  0.1023  0.1453  0.1851  0.2222  0.2556
  0.2853
 -4.5232 -4.2701 -4.0288 -3.7984 -3.5807 -3.3711 -3.1677 -2.9675 -2.7676 -2.5667
 -2.3713 -2.1851 -2.0100 -1.8479 -1.6994 -1.3724 -1.0807 -0.8092 -0.5813 -0.3963
 -0.2518 -0.1432 -0.0634 -0.0033  0.0446  0.0853  0.1211  0.1536  0.1836  0.2114
  0.2374
 -4.2894 -4.0467 -3.8138 -3.5901 -3.3811 -3.1836 -2.9968 -2.8171 -2.6411 -2.4641
 -2.2884 -2.1175 -1.9544 -1.8016 -1.6605 -1.3479 -1.0712 -0.8162 -0.5948 -0.4125
 -0.2660 -0.1520 -0.0665 -0.0040  0.0422  0.0781  0.1076  0.1331  0.1560  0.1767
  0.1955
 -4.0998 -3.8657 -3.6385 -3.4178 -3.2090 -3.0157 -2.8405 -2.6732 -2.5129 -2.3563
 -2.2027 -2.0518 -1.9035 -1.7727 -1.6452 -1.3425 -1.0601 -0.8221 -0.6053
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F390W
 -6.7633 -6.4588 -6.2663 -6.2145 -6.3329 -6.8629 -6.4813 -5.9989 -5.5698 -5.2379
 -4.8906 -4.5708 -4.4259 -4.2753 -4.0022 -3.0091
 -6.5984 -6.2486 -5.9812 -5.8147 -5.7700 -5.9707 -5.7415 -5.4510 -5.1610 -4.8918
 -4.6046 -4.3178 -4.0869 -3.8462 -3.5495 -2.6701 -1.9095 -1.3342 -0.9072
 -6.4482 -6.0657 -5.7415 -5.4861 -5.3134 -5.2686 -5.1137 -4.9345 -4.7331 -4.5113
 -4.2708 -4.0131 -3.7394 -3.4511 -3.1493 -2.3739 -1.6925 -1.1733 -0.7962 -0.5159
 -0.2975
 -6.3127 -5.9101 -5.5472 -5.2287 -4.9631 -4.7566 -4.5979 -4.4495 -4.2863 -4.0965
 -3.8891 -3.6566 -3.3836 -3.0901 -2.8016 -2.1205 -1.5154 -1.0456 -0.7092 -0.4605
 -0.2678 -0.1119  0.0220
 -6.1919 -5.7818 -5.3983 -5.0425 -4.7191 -4.4347 -4.1941 -3.9960 -3.8205 -3.6473
 -3.4595 -3.2484 -3.0194 -2.7631 -2.5064 -1.9099 -1.3782 -0.9511 -0.6461 -0.4234
 -0.2514 -0.1118  0.0060  0.1086  0.2019
 -6.0858 -5.6808 -5.2948 -4.9275 -4.5814 -4.2615 -3.9727 -3.7191 -3.4994 -3.3059
 -3.1199 -2.9267 -2.7239 -2.5032 -2.2744 -1.7475 -1.2791 -0.8877 -0.6037 -0.3999
 -0.2440 -0.1177 -0.0110  0.0823  0.1659  0.2428
 -5.9838 -5.5907 -5.2133 -4.8483 -4.4977 -4.1649 -3.8543 -3.5702 -3.3165 -3.0916
 -2.8888 -2.6986 -2.5104 -2.3175 -2.1132 -1.6318 -1.2147 -0.8527 -0.5800 -0.3863
 -0.2419 -0.1263 -0.0290  0.0558  0.1318  0.2013  0.2651  0.3270  0.3857  0.4261
 -5.8968 -5.5124 -5.1450 -4.7907 -4.4456 -4.1129 -3.7954 -3.4981 -3.2244 -2.9781
 -2.7571 -2.5569 -2.3702 -2.1900 -2.0062 -1.5621 -1.1761 -0.8413 -0.5737 -0.3814
 -0.2421 -0.1343 -0.0453  0.0316  0.1003  0.1629  0.2205  0.2740  0.3243  0.3692
  0.3988
 -6.0195 -5.5179 -5.0979 -4.7515 -4.4161 -4.0904 -3.7750 -3.4740 -3.1916 -2.9310
 -2.6946 -2.4821 -2.2894 -2.1103 -1.9357 -1.5250 -1.1574 -0.8439 -0.5934 -0.3858
 -0.2492 -0.1399 -0.0571  0.0125  0.0739  0.1295  0.1804  0.2268  0.2690  0.3075
  0.3424
 -5.8356 -5.5082 -5.1399 -4.7355 -4.4047 -4.0864 -3.7776 -3.4795 -3.1942 -2.9260
 -2.6781 -2.4529 -2.2499 -2.0654 -1.8914 -1.4999 -1.1501 -0.8495 -0.5965 -0.3967
 -0.2495 -0.1425 -0.0624  0.0015  0.0558  0.1040  0.1476  0.1879  0.2252  0.2594
  0.2887
 -5.8835 -5.5422 -5.1656 -4.7579 -4.4249 -4.1076 -3.8041 -3.5108 -3.2276 -2.9567
 -2.7013 -2.4650 -2.2499 -2.0555 -1.8773 -1.4885 -1.1539 -0.8614 -0.6156 -0.4157
 -0.2621 -0.1485 -0.0657 -0.0038  0.0453  0.0869  0.1233  0.1563  0.1866  0.2146
  0.2406
 -6.0410 -5.6198 -5.2284 -4.8639 -4.5197 -4.1959 -3.8856 -3.5544 -3.2745 -3.0048
 -2.7463 -2.5024 -2.2763 -2.0703 -1.8834 -1.4850 -1.1585 -0.8745 -0.6328 -0.4345
 -0.2778 -0.1582 -0.0694 -0.0050  0.0425  0.0794  0.1095  0.1355  0.1587  0.1797
  0.1986
 -6.3078 -5.7412 -5.3283 -5.0536 -4.6890 -4.3512 -3.9459 -3.6488 -3.3627 -3.0576
 -2.7999 -2.5533 -2.3201 -2.1038 -1.9097 -1.4894 -1.1639 -0.8888 -0.6481
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F390W
 -6.4660 -6.4701 -6.5605 -6.4857 -6.1858 -5.8853 -5.8126 -5.8795 -5.8475 -5.6121
 -5.2950 -4.9491 -4.6154 -4.2924 -3.9511 -3.0772
 -6.0955 -5.9400 -5.8639 -5.7433 -5.5492 -5.3648 -5.2711 -5.2272 -5.1351 -4.9460
 -4.6963 -4.4015 -4.0856 -3.7705 -3.4557 -2.6862 -1.9675 -1.3800 -0.9017
 -5.8366 -5.5644 -5.3624 -5.1904 -5.0396 -4.9087 -4.7916 -4.6750 -4.5414 -4.3764
 -4.1702 -3.9171 -3.6258 -3.3254 -3.0350 -2.3545 -1.7339 -1.2146 -0.8127 -0.5170
 -0.3135
 -5.6893 -5.3433 -5.0560 -4.8270 -4.6570 -4.5170 -4.3741 -4.2229 -4.0664 -3.9033
 -3.7167 -3.4959 -3.2360 -2.9571 -2.6890 -2.0821 -1.5435 -1.0841 -0.7365 -0.4796
 -0.2816 -0.1219  0.0131
 -5.6536 -5.2767 -4.9447 -4.6531 -4.4014 -4.1897 -4.0186 -3.8709 -3.7101 -3.5267
 -3.3358 -3.1379 -2.9162 -2.6656 -2.4177 -1.8690 -1.3963 -0.9885 -0.6730 -0.4411
 -0.2635 -0.1201  0.0006  0.1045  0.1981
 -5.6764 -5.2795 -4.9225 -4.5984 -4.3048 -4.0419 -3.8097 -3.6063 -3.4284 -3.2601
 -3.0742 -2.8728 -2.6697 -2.4508 -2.2222 -1.7161 -1.2916 -0.9242 -0.6317 -0.4171
 -0.2549 -0.1245 -0.0150  0.0802  0.1651  0.2426
 -5.7448 -5.3327 -4.9564 -4.6097 -4.2900 -3.9960 -3.7278 -3.4856 -3.2674 -3.0696
 -2.8859 -2.7023 -2.5107 -2.3113 -2.0984 -1.6179 -1.2255 -0.8877 -0.6098 -0.4041
 -0.2521 -0.1321 -0.0319  0.0548  0.1319  0.2021  0.2663  0.3286  0.3878  0.4286
 -5.8519 -5.4283 -5.0366 -4.6714 -4.3306 -4.0141 -3.7215 -3.4520 -3.2063 -2.9824
 -2.7772 -2.5862 -2.4030 -2.2229 -2.0315 -1.5682 -1.1915 -0.8738 -0.6051 -0.4006
 -0.2525 -0.1396 -0.0476  0.0314  0.1012  0.1644  0.2222  0.2759  0.3266  0.3720
  0.4019
 -5.9984 -5.5606 -5.1554 -4.7752 -4.4168 -4.0812 -3.7680 -3.4775 -3.2097 -2.9646
 -2.7401 -2.5339 -2.3432 -2.1639 -1.9874 -1.5550 -1.1817 -0.8758 -0.6143 -0.4067
 -0.2558 -0.1453 -0.0591  0.0127  0.0753  0.1315  0.1826  0.2298  0.2735  0.3132
  0.3455
 -6.1790 -5.7249 -5.3034 -4.9096 -4.5364 -4.1838 -3.8527 -3.5436 -3.2572 -2.9932
 -2.7507 -2.5287 -2.3252 -2.1376 -1.9602 -1.5487 -1.1863 -0.8836 -0.6290 -0.4191
 -0.2618 -0.1484 -0.0645  0.0017  0.0573  0.1061  0.1501  0.1905  0.2279  0.2621
  0.2916
 -6.3968 -5.9344 -5.4918 -5.0803 -4.6924 -4.3248 -3.9781 -3.6522 -3.3480 -3.0661
 -2.8061 -2.5674 -2.3489 -2.1492 -1.9640 -1.5525 -1.2011 -0.9001 -0.6491 -0.4397
 -0.2758 -0.1554 -0.0684 -0.0040  0.0466  0.0889  0.1258  0.1590  0.1894  0.2174
  0.2434
 -6.6532 -6.1673 -5.7102 -5.2790 -4.8732 -4.4922 -4.1316 -3.7908 -3.4706 -3.1717
 -2.8944 -2.6386 -2.4037 -2.1889 -1.9917 -1.5649 -1.2168 -0.9189 -0.6687 -0.4603
 -0.2932 -0.1662 -0.0731 -0.0058  0.0433  0.0811  0.1118  0.1381  0.1615  0.1825
  0.2014
 -6.9481 -6.4236 -5.9386 -5.4952 -5.0744 -4.6784 -4.3051 -3.9518 -3.6174 -3.3036
 -3.0101 -2.7374 -2.4854 -2.2541 -2.0433 -1.5859 -1.2334 -0.9400 -0.6878
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F390W
 -6.1515 -6.0442 -5.9734 -5.9157 -5.8450 -5.7718 -5.6892 -5.5860 -5.4465 -5.2582
 -5.0168 -4.7309 -4.4257 -4.1203 -3.8061 -3.0576
 -5.6383 -5.4853 -5.3774 -5.2991 -5.2358 -5.1730 -5.0982 -5.0008 -4.8706 -4.6981
 -4.4765 -4.2069 -3.9075 -3.6087 -3.3180 -2.6452 -2.0154 -1.4494 -0.9989
 -5.2851 -5.0755 -4.9221 -4.8133 -4.7314 -4.6580 -4.5787 -4.4814 -4.3576 -4.1998
 -4.0004 -3.7556 -3.4742 -3.1872 -2.9155 -2.3052 -1.7600 -1.2740 -0.8776 -0.5757
 -0.3437
 -5.0919 -4.8148 -4.6075 -4.4583 -4.3318 -4.2268 -4.1307 -4.0278 -3.9075 -3.7633
 -3.5885 -3.3770 -3.1258 -2.8558 -2.5986 -2.0376 -1.5580 -1.1360 -0.7846 -0.5147
 -0.3039 -0.1409  0.0011
 -5.0519 -4.7190 -4.4559 -4.2530 -4.0916 -3.9535 -3.8237 -3.6918 -3.5558 -3.4121
 -3.2522 -3.0700 -2.8563 -2.6109 -2.3673 -1.8424 -1.4094 -1.0354 -0.7199 -0.4741
 -0.2861 -0.1360 -0.0106  0.0970  0.1934
 -5.1429 -4.7795 -4.4682 -4.2136 -4.0036 -3.8236 -3.6617 -3.5077 -3.3533 -3.1913
 -3.0184 -2.8416 -2.6542 -2.4415 -2.2124 -1.7112 -1.3086 -0.9677 -0.6783 -0.4496
 -0.2754 -0.1378 -0.0237  0.0747  0.1621  0.2406
 -5.3089 -4.9099 -4.5640 -4.2611 -3.9945 -3.7604 -3.5542 -3.3711 -3.2061 -3.0545
 -2.8952 -2.7139 -2.5251 -2.3302 -2.1200 -1.6330 -1.2479 -0.9277 -0.6558 -0.4371
 -0.2718 -0.1436 -0.0386  0.0513  0.1307  0.2024  0.2676  0.3308  0.3911  0.4328
 -5.5580 -5.1155 -4.7295 -4.3894 -4.0862 -3.8144 -3.5704 -3.3509 -3.1520 -2.9684
 -2.7963 -2.6305 -2.4584 -2.2757 -2.0776 -1.5973 -1.2185 -0.9103 -0.6489 -0.4348
 -0.2725 -0.1504 -0.0529  0.0294  0.1014  0.1661  0.2247  0.2788  0.3301  0.3766
  0.4071
 -5.8857 -5.4005 -4.9696 -4.5858 -4.2420 -3.9324 -3.6524 -3.3986 -3.1680 -2.9573
 -2.7614 -2.5773 -2.4029 -2.2349 -2.0605 -1.5979 -1.2132 -0.9096 -0.6543 -0.4414
 -0.2773 -0.1564 -0.0640  0.0115  0.0764  0.1341  0.1860  0.2336  0.2774  0.3175
  0.3507
 -6.2766 -5.7406 -5.2702 -4.8442 -4.4575 -4.1062 -3.7878 -3.4991 -3.2367 -2.9976
 -2.7779 -2.5743 -2.3841 -2.2063 -2.0373 -1.6101 -1.2256 -0.9180 -0.6659 -0.4533
 -0.2848 -0.1608 -0.0698  0.0006  0.0588  0.1094  0.1542  0.1950  0.2323  0.2665
  0.2962
 -6.7044 -6.1367 -5.6269 -5.1627 -4.7360 -4.3433 -3.9839 -3.6569 -3.3603 -3.0913
 -2.8458 -2.6205 -2.4123 -2.2193 -2.0397 -1.6239 -1.2533 -0.9395 -0.6860 -0.4736
 -0.3004 -0.1696 -0.0751 -0.0058  0.0479  0.0921  0.1301  0.1637  0.1942  0.2221
  0.2478
