 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F606W
  1.0062  2.8690  3.9967  2.8376 -0.3250 -4.6480 -3.6542 -1.8095 -0.6867 -0.5200
 -0.3538 -0.2617 -0.6471 -1.1313 -1.2726 -0.8412
 -1.9593 -1.0467 -0.2851 -0.5142 -1.6192 -3.4952 -3.0450 -2.1836 -1.5218 -1.2266
 -0.9981 -0.8763 -0.9866 -1.1548 -1.1720 -0.7992 -0.5565 -0.4111 -0.3969
 -3.1171 -2.7664 -2.3264 -2.1104 -2.1175 -2.5144 -2.3633 -2.0901 -1.7887 -1.5237
 -1.3216 -1.1985 -1.1491 -1.1212 -1.0559 -0.7501 -0.5376 -0.4052 -0.3436 -0.2943
 -0.2014
 -2.4672 -2.2901 -2.1272 -1.9510 -1.8199 -1.7057 -1.6091 -1.5290 -1.4875 -1.4112
 -1.3242 -1.2282 -1.1344 -1.0305 -0.9243 -0.6939 -0.5220 -0.4040 -0.3223 -0.2656
 -0.2231 -0.1896 -0.1616
 -2.1682 -2.0381 -1.9127 -1.7805 -1.6633 -1.5547 -1.4570 -1.3707 -1.2949 -1.2252
 -1.1544 -1.0783 -1.0003 -0.9200 -0.8375 -0.6489 -0.5067 -0.4071 -0.3361 -0.2838
 -0.2437 -0.2116 -0.1847 -0.1629 -0.1464
 -1.8816 -1.7904 -1.6981 -1.6025 -1.5055 -1.4106 -1.3207 -1.2374 -1.1616 -1.0924
 -1.0281 -0.9652 -0.9003 -0.8361 -0.7689 -0.6129 -0.4922 -0.4070 -0.3458 -0.2992
 -0.2626 -0.2328 -0.2077 -0.1863 -0.1682 -0.1543
 -1.6074 -1.5470 -1.4834 -1.4170 -1.3465 -1.2734 -1.2002 -1.1291 -1.0613 -0.9975
 -0.9379 -0.8816 -0.8272 -0.7740 -0.7185 -0.5859 -0.4785 -0.4037 -0.3514 -0.3118
 -0.2798 -0.2532 -0.2305 -0.2106 -0.1931 -0.1783 -0.1667 -0.1626 -0.1687 -0.1816
 -1.3456 -1.3079 -1.2686 -1.2279 -1.1838 -1.1353 -1.0833 -1.0297 -0.9756 -0.9221
 -0.8701 -0.8200 -0.7721 -0.7257 -0.6797 -0.5655 -0.4681 -0.3974 -0.3509 -0.3182
 -0.2925 -0.2706 -0.2515 -0.2345 -0.2190 -0.2049 -0.1920 -0.1837 -0.1839 -0.1943
 -0.2124
 -1.1088 -1.0865 -1.0650 -1.0442 -1.0214 -0.9955 -0.9655 -0.9312 -0.8936 -0.8538
 -0.8122 -0.7702 -0.7286 -0.6879 -0.6475 -0.5487 -0.4594 -0.3910 -0.3455 -0.3171
 -0.2977 -0.2822 -0.2684 -0.2557 -0.2436 -0.2320 -0.2217 -0.2120 -0.2068 -0.2101
 -0.2247
 -0.8951 -0.8873 -0.8805 -0.8746 -0.8678 -0.8592 -0.8474 -0.8314 -0.8107 -0.7852
 -0.7559 -0.7237 -0.6896 -0.6547 -0.6194 -0.5317 -0.4499 -0.3838 -0.3380 -0.3101
 -0.2948 -0.2856 -0.2784 -0.2716 -0.2644 -0.2570 -0.2496 -0.2428 -0.2376 -0.2369
 -0.2410
 -0.7061 -0.7114 -0.7163 -0.7208 -0.7254 -0.7290 -0.7306 -0.7293 -0.7239 -0.7130
 -0.6966 -0.6755 -0.6508 -0.6233 -0.5937 -0.5158 -0.4409 -0.3772 -0.3310 -0.3017
 -0.2866 -0.2810 -0.2800 -0.2799 -0.2791 -0.2772 -0.2746 -0.2714 -0.2684 -0.2666
 -0.2657
 -0.5500 -0.5588 -0.5698 -0.5827 -0.5959 -0.6079 -0.6190 -0.6281 -0.6342 -0.6352
 -0.6309 -0.6216 -0.6075 -0.5891 -0.5667 -0.5003 -0.4312 -0.3703 -0.3240 -0.2936
 -0.2771 -0.2717 -0.2739 -0.2796 -0.2855 -0.2903 -0.2937 -0.2958 -0.2969 -0.2978
 -0.2997
 -0.4269 -0.4296 -0.4410 -0.4603 -0.4793 -0.4959 -0.5143 -0.5307 -0.5445 -0.5542
 -0.5596 -0.5613 -0.5593 -0.5521 -0.5385 -0.4852 -0.4208 -0.3631 -0.3170
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F606W
 -2.8048 -2.4640 -2.2535 -2.1633 -2.1688 -2.4816 -2.2392 -2.0212 -1.8559 -1.7249
 -1.5484 -1.3718 -1.2940 -1.2642 -1.1922 -0.8535
 -2.7236 -2.3877 -2.1559 -2.0199 -1.9637 -2.0882 -1.9494 -1.8142 -1.6955 -1.5873
 -1.4604 -1.3322 -1.2389 -1.1634 -1.0709 -0.7824 -0.5629 -0.4112 -0.3080
 -2.6298 -2.3070 -2.0658 -1.8989 -1.7968 -1.7875 -1.7096 -1.6278 -1.5424 -1.4538
 -1.3621 -1.2677 -1.1706 -1.0712 -0.9696 -0.7230 -0.5360 -0.4043 -0.3132 -0.2492
 -0.2023
 -2.5234 -2.2219 -1.9832 -1.8003 -1.6679 -1.5795 -1.5198 -1.4620 -1.3969 -1.3245
 -1.2535 -1.1784 -1.0891 -0.9877 -0.8883 -0.6753 -0.5148 -0.4006 -0.3203 -0.2624
 -0.2189 -0.1851 -0.1570
 -2.4044 -2.1324 -1.9081 -1.7241 -1.5771 -1.4642 -1.3800 -1.3167 -1.2588 -1.1993
 -1.1345 -1.0643 -0.9943 -0.9128 -0.8270 -0.6393 -0.4993 -0.4001 -0.3293 -0.2769
 -0.2367 -0.2046 -0.1784 -0.1571 -0.1411
 -2.2728 -2.0385 -1.8405 -1.6703 -1.5244 -1.4028 -1.3051 -1.2270 -1.1623 -1.1045
 -1.0454 -0.9812 -0.9183 -0.8521 -0.7793 -0.6125 -0.4866 -0.3994 -0.3379 -0.2913
 -0.2546 -0.2249 -0.2001 -0.1792 -0.1619 -0.1484
 -2.1203 -1.9245 -1.7580 -1.6110 -1.4783 -1.3595 -1.2567 -1.1710 -1.0992 -1.0363
 -0.9770 -0.9182 -0.8583 -0.8027 -0.7405 -0.5921 -0.4757 -0.3961 -0.3427 -0.3030
 -0.2710 -0.2445 -0.2221 -0.2028 -0.1860 -0.1721 -0.1614 -0.1580 -0.1646 -0.1777
 -1.9543 -1.7923 -1.6556 -1.5347 -1.4222 -1.3160 -1.2169 -1.1289 -1.0533 -0.9879
 -0.9286 -0.8716 -0.8150 -0.7619 -0.7078 -0.5754 -0.4665 -0.3902 -0.3418 -0.3088
 -0.2831 -0.2613 -0.2426 -0.2262 -0.2114 -0.1982 -0.1875 -0.1796 -0.1794 -0.1904
 -0.2086
 -1.6750 -1.6177 -1.5389 -1.4409 -1.3496 -1.2611 -1.1737 -1.0901 -1.0142 -0.9476
 -0.8885 -0.8339 -0.7811 -0.7296 -0.6802 -0.5598 -0.4586 -0.3835 -0.3343 -0.3075
 -0.2847 -0.2727 -0.2592 -0.2470 -0.2357 -0.2249 -0.2154 -0.2102 -0.2097 -0.2135
 -0.2210
 -1.5842 -1.4765 -1.3943 -1.3350 -1.2614 -1.1901 -1.1182 -1.0456 -0.9747 -0.9090
 -0.8504 -0.7977 -0.7484 -0.7009 -0.6551 -0.5436 -0.4489 -0.3766 -0.3283 -0.3004
 -0.2853 -0.2762 -0.2693 -0.2628 -0.2564 -0.2496 -0.2430 -0.2370 -0.2325 -0.2314
 -0.2372
 -1.4276 -1.3404 -1.2738 -1.2257 -1.1657 -1.1076 -1.0504 -0.9912 -0.9306 -0.8705
 -0.8139 -0.7628 -0.7164 -0.6729 -0.6311 -0.5292 -0.4398 -0.3698 -0.3212 -0.2917
 -0.2772 -0.2720 -0.2711 -0.2714 -0.2712 -0.2699 -0.2680 -0.2655 -0.2631 -0.2620
 -0.2617
 -1.2562 -1.2094 -1.1608 -1.1106 -1.0673 -1.0268 -0.9850 -0.9250 -0.8763 -0.8258
 -0.7752 -0.7269 -0.6828 -0.6426 -0.6048 -0.5144 -0.4300 -0.3626 -0.3141 -0.2835
 -0.2676 -0.2629 -0.2655 -0.2715 -0.2779 -0.2832 -0.2872 -0.2899 -0.2916 -0.2931
 -0.2955
 -1.0699 -1.0834 -1.0552 -0.9897 -0.9662 -0.9477 -0.9016 -0.8665 -0.8284 -0.7719
 -0.7302 -0.6883 -0.6477 -0.6103 -0.5762 -0.4992 -0.4195 -0.3550 -0.3070
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F606W
 -3.8550 -3.6409 -3.4833 -3.1646 -2.6997 -2.3136 -2.1505 -2.1135 -2.0457 -1.9008
 -1.7259 -1.5447 -1.3846 -1.2524 -1.1233 -0.8279
 -3.4131 -3.0981 -2.8642 -2.5992 -2.3041 -2.0624 -1.9230 -1.8436 -1.7602 -1.6501
 -1.5256 -1.3914 -1.2576 -1.1336 -1.0160 -0.7581 -0.5547 -0.4063 -0.2927
 -3.0826 -2.7037 -2.4182 -2.1836 -1.9922 -1.8412 -1.7222 -1.6242 -1.5361 -1.4498
 -1.3594 -1.2598 -1.1497 -1.0367 -0.9299 -0.7024 -0.5271 -0.3986 -0.3045 -0.2385
 -0.1969
 -2.8635 -2.4577 -2.1453 -1.9178 -1.7640 -1.6500 -1.5481 -1.4553 -1.3734 -1.2999
 -1.2273 -1.1499 -1.0609 -0.9617 -0.8650 -0.6608 -0.5067 -0.3943 -0.3144 -0.2565
 -0.2128 -0.1790 -0.1525
 -2.7558 -2.3601 -2.0455 -1.8018 -1.6195 -1.4888 -1.4007 -1.3369 -1.2721 -1.2004
 -1.1293 -1.0617 -0.9912 -0.9086 -0.8213 -0.6333 -0.4935 -0.3934 -0.3225 -0.2701
 -0.2298 -0.1978 -0.1719 -0.1502 -0.1340
 -2.6798 -2.3076 -2.0065 -1.7656 -1.5752 -1.4283 -1.3182 -1.2365 -1.1755 -1.1231
 -1.0638 -0.9978 -0.9340 -0.8662 -0.7902 -0.6154 -0.4847 -0.3931 -0.3300 -0.2834
 -0.2469 -0.2173 -0.1928 -0.1725 -0.1558 -0.1429
 -2.5928 -2.2546 -1.9770 -1.7499 -1.5636 -1.4111 -1.2888 -1.1928 -1.1171 -1.0546
 -0.9993 -0.9440 -0.8857 -0.8276 -0.7626 -0.6024 -0.4779 -0.3912 -0.3343 -0.2940
 -0.2623 -0.2362 -0.2142 -0.1954 -0.1793 -0.1660 -0.1560 -0.1533 -0.1602 -0.1735
 -2.4806 -2.1810 -1.9332 -1.7274 -1.5540 -1.4061 -1.2800 -1.1744 -1.0882 -1.0170
 -0.9550 -0.8975 -0.8415 -0.7888 -0.7336 -0.5900 -0.4714 -0.3872 -0.3336 -0.2992
 -0.2736 -0.2523 -0.2341 -0.2181 -0.2040 -0.1915 -0.1816 -0.1745 -0.1749 -0.1862
 -0.2046
 -2.3483 -2.0862 -1.8686 -1.6868 -1.5316 -1.3955 -1.2740 -1.1660 -1.0724 -0.9938
 -0.9266 -0.8664 -0.8099 -0.7558 -0.7051 -0.5754 -0.4643 -0.3815 -0.3287 -0.2979
 -0.2783 -0.2632 -0.2502 -0.2385 -0.2277 -0.2177 -0.2089 -0.2021 -0.1986 -0.2016
 -0.2171
 -2.1999 -1.9742 -1.7846 -1.6256 -1.4893 -1.3682 -1.2573 -1.1545 -1.0602 -0.9766
 -0.9043 -0.8415 -0.7845 -0.7307 -0.6804 -0.5588 -0.4547 -0.3747 -0.3212 -0.2910
