 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F606W
  1.0593  2.9130  4.0370  2.8691 -0.3051 -4.6020 -3.6216 -1.7932 -0.6672 -0.5059
 -0.3273 -0.2481 -0.6178 -1.1040 -1.2527 -0.8318
 -1.8979 -0.9956 -0.2413 -0.4771 -1.5898 -3.4539 -3.0100 -2.1562 -1.4950 -1.2034
 -0.9722 -0.8557 -0.9622 -1.1314 -1.1531 -0.7893 -0.5497 -0.4117 -0.4002
 -3.0611 -2.7183 -2.2848 -2.0731 -2.0848 -2.4791 -2.3303 -2.0598 -1.7605 -1.4977
 -1.2976 -1.1762 -1.1288 -1.1021 -1.0395 -0.7410 -0.5342 -0.4056 -0.3459 -0.2982
 -0.2075
 -2.4303 -2.2551 -2.0935 -1.9189 -1.7900 -1.6777 -1.5825 -1.5040 -1.4635 -1.3887
 -1.3035 -1.2094 -1.1176 -1.0159 -0.9119 -0.6869 -0.5194 -0.4042 -0.3250 -0.2701
 -0.2295 -0.1975 -0.1710
 -2.1342 -2.0055 -1.8813 -1.7505 -1.6351 -1.5284 -1.4326 -1.3482 -1.2740 -1.2059
 -1.1368 -1.0624 -0.9863 -0.9078 -0.8272 -0.6432 -0.5048 -0.4079 -0.3391 -0.2885
 -0.2499 -0.2192 -0.1936 -0.1729 -0.1574
 -1.8505 -1.7604 -1.6692 -1.5748 -1.4792 -1.3861 -1.2982 -1.2169 -1.1429 -1.0755
 -1.0128 -0.9516 -0.8883 -0.8257 -0.7602 -0.6081 -0.4908 -0.4082 -0.3490 -0.3040
 -0.2687 -0.2402 -0.2162 -0.1959 -0.1789 -0.1660
 -1.5792 -1.5198 -1.4572 -1.3918 -1.3224 -1.2508 -1.1793 -1.1101 -1.0442 -0.9822
 -0.9243 -0.8696 -0.8166 -0.7649 -0.7109 -0.5816 -0.4774 -0.4051 -0.3547 -0.3166
 -0.2859 -0.2605 -0.2389 -0.2200 -0.2035 -0.1896 -0.1789 -0.1757 -0.1825 -0.1961
 -1.3203 -1.2837 -1.2453 -1.2053 -1.1621 -1.1147 -1.0640 -1.0120 -0.9596 -0.9079
 -0.8576 -0.8091 -0.7625 -0.7174 -0.6728 -0.5616 -0.4670 -0.3988 -0.3541 -0.3230
 -0.2985 -0.2777 -0.2597 -0.2437 -0.2290 -0.2159 -0.2039 -0.1965 -0.1973 -0.2083
 -0.2270
 -1.0865 -1.0652 -1.0444 -1.0242 -1.0022 -0.9770 -0.9478 -0.9148 -0.8786 -0.8403
 -0.8003 -0.7598 -0.7197 -0.6802 -0.6410 -0.5449 -0.4582 -0.3922 -0.3486 -0.3218
 -0.3037 -0.2892 -0.2764 -0.2646 -0.2534 -0.2427 -0.2332 -0.2243 -0.2197 -0.2237
 -0.2389
 -0.8758 -0.8685 -0.8623 -0.8571 -0.8508 -0.8427 -0.8315 -0.8163 -0.7966 -0.7724
 -0.7446 -0.7137 -0.6810 -0.6474 -0.6133 -0.5281 -0.4487 -0.3848 -0.3409 -0.3147
 -0.3006 -0.2925 -0.2863 -0.2803 -0.2741 -0.2674 -0.2607 -0.2546 -0.2501 -0.2501
 -0.2548
 -0.6884 -0.6948 -0.7004 -0.7053 -0.7104 -0.7144 -0.7164 -0.7156 -0.7109 -0.7010
 -0.6858 -0.6660 -0.6425 -0.6162 -0.5877 -0.5123 -0.4396 -0.3780 -0.3337 -0.3059
 -0.2922 -0.2879 -0.2878 -0.2885 -0.2886 -0.2874 -0.2855 -0.2829 -0.2805 -0.2794
 -0.2791
 -0.5345 -0.5441 -0.5557 -0.5692 -0.5828 -0.5950 -0.6065 -0.6159 -0.6224 -0.6241
 -0.6206 -0.6124 -0.5994 -0.5821 -0.5607 -0.4968 -0.4299 -0.3710 -0.3264 -0.2976
 -0.2825 -0.2784 -0.2816 -0.2881 -0.2949 -0.3003 -0.3044 -0.3071 -0.3087 -0.3102
 -0.3126
 -0.4141 -0.4163 -0.4282 -0.4488 -0.4680 -0.4845 -0.5034 -0.5200 -0.5341 -0.5442
 -0.5503 -0.5526 -0.5515 -0.5451 -0.5324 -0.4816 -0.4196 -0.3638 -0.3190
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F606W
 -2.7628 -2.4248 -2.2168 -2.1275 -2.1351 -2.4435 -2.2035 -1.9878 -1.8246 -1.6955
 -1.5208 -1.3467 -1.2695 -1.2414 -1.1718 -0.8407
