 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F547M
 -3.8102 -3.4739 -3.2413 -2.9939 -2.7235 -2.5079 -2.3917 -2.3206 -2.2247 -2.0848
 -1.9241 -1.7494 -1.5744 -1.4110 -1.2561 -0.9144 -0.6367 -0.4276 -0.2645
 -3.4284 -3.0459 -2.7677 -2.5439 -2.3634 -2.2206 -2.1046 -2.0024 -1.9023 -1.7965
 -1.6794 -1.5472 -1.4011 -1.2529 -1.1139 -0.8176 -0.5830 -0.4043 -0.2697 -0.1721
 -3.1650 -2.7679 -2.4693 -2.2522 -2.1035 -1.9882 -1.8782 -1.7730 -1.6757 -1.5841
 -1.4887 -1.3841 -1.2640 -1.1333 -1.0079 -0.7449 -0.5424 -0.3881 -0.2742 -0.1886
 -0.1213
 -3.0200 -2.6399 -2.3461 -2.1188 -1.9438 -1.8107 -1.7125 -1.6324 -1.5449 -1.4476
 -1.3520 -1.2601 -1.1631 -1.0522 -0.9381 -0.6963 -0.5149 -0.3790 -0.2779 -0.2004
 -0.1384 -0.0867
 -2.9066 -2.5522 -2.2746 -2.0545 -1.8769 -1.7328 -1.6151 -1.5180 -1.4368 -1.3603
 -1.2730 -1.1787 -1.0885 -0.9943 -0.8927 -0.6659 -0.4968 -0.3732 -0.2827 -0.2129
 -0.1561 -0.1080 -0.0661 -0.0289
 -2.7855 -2.4640 -2.2096 -2.0043 -1.8343 -1.6905 -1.5674 -1.4611 -1.3678 -1.2835
 -1.2042 -1.1228 -1.0376 -0.9526 -0.8610 -0.6476 -0.4852 -0.3683 -0.2856 -0.2233
 -0.1724 -0.1288 -0.0902 -0.0555 -0.0238  0.0046  0.0292  0.0455  0.0508  0.0478
 -2.6480 -2.3612 -2.1330 -1.9473 -1.7906 -1.6545 -1.5339 -1.4257 -1.3282 -1.2389
 -1.1551 -1.0743 -0.9941 -0.9170 -0.8363 -0.6366 -0.4779 -0.3636 -0.2848 -0.2289
 -0.1847 -0.1467 -0.1127 -0.0816 -0.0526 -0.0256 -0.0015  0.0194  0.0318  0.0319
  0.0227
 -2.5042 -2.2473 -2.0428 -1.8766 -1.7357 -1.6115 -1.4985 -1.3941 -1.2973 -1.2073
 -1.1226 -1.0414 -0.9627 -0.8862 -0.8123 -0.6283 -0.4741 -0.3596 -0.2812 -0.2286
 -0.1905 -0.1591 -0.1310 -0.1049 -0.0801 -0.0562 -0.0337 -0.0135  0.0029  0.0122
  0.0073
 -2.3611 -2.1300 -1.9439 -1.7929 -1.6659 -1.5541 -1.4515 -1.3550 -1.2634 -1.1763
 -1.0934 -1.0139 -0.9371 -0.8623 -0.7906 -0.6173 -0.4699 -0.3562 -0.2760 -0.2234
 -0.1888 -0.1636 -0.1424 -0.1227 -0.1034 -0.0841 -0.0652 -0.0470 -0.0306 -0.0178
 -0.0126
 -2.2371 -2.0262 -1.8509 -1.7079 -1.5894 -1.4867 -1.3942 -1.3069 -1.2230 -1.1421
 -1.0637 -0.9879 -0.9144 -0.8431 -0.7739 -0.6085 -0.4661 -0.3543 -0.2726 -0.2177
 -0.1830 -0.1612 -0.1460 -0.1332 -0.1207 -0.1076 -0.0939 -0.0799 -0.0660 -0.0534
 -0.0416
 -2.1369 -1.9392 -1.7706 -1.6291 -1.5116 -1.4130 -1.3264 -1.2470 -1.1715 -1.0983
 -1.0266 -0.9566 -0.8882 -0.8213 -0.7560 -0.5997 -0.4617 -0.3513 -0.2695 -0.2125
 -0.1759 -0.1543 -0.1423 -0.1352 -0.1296 -0.1235 -0.1165 -0.1082 -0.0989 -0.0894
 -0.0809
 -2.0604 -1.8690 -1.7062 -1.5628 -1.4419 -1.3405 -1.2542 -1.1786 -1.1091 -1.0434
 -0.9794 -0.9167 -0.8548 -0.7939 -0.7369 -0.5909 -0.4567 -0.3472 -0.2667
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F547M
 -4.6989 -4.1858 -3.7505 -3.3856 -3.0813 -2.8205 -2.5867 -2.3690 -2.1690 -1.9876
 -1.8150 -1.6447 -1.4771 -1.3193 -1.1597 -0.8578 -0.6144 -0.4205 -0.2749
