 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F125W
 -0.6849 -0.7157 -0.7643 -0.7972 -0.8139 -0.8408 -0.8873 -0.9338 -0.9648 -0.9823
 -0.9919 -0.9967 -1.0003 -1.0079 -1.0185 -1.0651 -1.1374 -1.2233 -1.3119
 -0.7261 -0.7464 -0.7748 -0.8027 -0.8325 -0.8646 -0.8974 -0.9292 -0.9583 -0.9839
 -1.0050 -1.0211 -1.0324 -1.0421 -1.0539 -1.0997 -1.1681 -1.2510 -1.3387 -1.4289
 -0.7491 -0.7670 -0.7868 -0.8113 -0.8437 -0.8761 -0.9043 -0.9316 -0.9594 -0.9871
 -1.0130 -1.0358 -1.0538 -1.0674 -1.0812 -1.1278 -1.1936 -1.2740 -1.3607 -1.4489
 -1.5372
 -0.7539 -0.7775 -0.8003 -0.8230 -0.8475 -0.8753 -0.9080 -0.9410 -0.9681 -0.9919
 -1.0159 -1.0408 -1.0645 -1.0838 -1.1004 -1.1494 -1.2139 -1.2923 -1.3778 -1.4647
 -1.5513 -1.6376
 -0.7411 -0.7714 -0.7996 -0.8258 -0.8512 -0.8773 -0.9050 -0.9347 -0.9663 -0.9960
 -1.0207 -1.0434 -1.0676 -1.0913 -1.1120 -1.1648 -1.2293 -1.3062 -1.3911 -1.4777
 -1.5636 -1.6486 -1.7330 -1.8170
 -0.7146 -0.7515 -0.7855 -0.8166 -0.8455 -0.8733 -0.9012 -0.9298 -0.9593 -0.9890
 -1.0178 -1.0438 -1.0680 -1.0928 -1.1163 -1.1744 -1.2398 -1.3158 -1.4003 -1.4875
 -1.5738 -1.6587 -1.7423 -1.8250 -1.9070 -1.9889 -2.0711 -2.1551 -2.2415 -2.3269
 -0.6810 -0.7220 -0.7610 -0.7971 -0.8301 -0.8613 -0.8914 -0.9211 -0.9511 -0.9811
 -1.0106 -1.0387 -1.0650 -1.0911 -1.1163 -1.1786 -1.2460 -1.3215 -1.4055 -1.4935
 -1.5812 -1.6671 -1.7510 -1.8333 -1.9144 -1.9946 -2.0746 -2.1547 -2.2369 -2.3218
 -2.4062
 -0.6499 -0.6903 -0.7311 -0.7706 -0.8074 -0.8420 -0.8750 -0.9069 -0.9386 -0.9701
 -1.0010 -1.0309 -1.0595 -1.0868 -1.1140 -1.1790 -1.2485 -1.3241 -1.4073 -1.4956
 -1.5849 -1.6727 -1.7579 -1.8409 -1.9220 -2.0016 -2.0802 -2.1584 -2.2369 -2.3172
 -2.4008
 -0.6314 -0.6660 -0.7039 -0.7431 -0.7814 -0.8184 -0.8539 -0.8882 -0.9220 -0.9554
 -0.9883 -1.0205 -1.0514 -1.0809 -1.1099 -1.1784 -1.2493 -1.3255 -1.4078 -1.4958
 -1.5861 -1.6759 -1.7634 -1.8482 -1.9304 -2.0105 -2.0889 -2.1661 -2.2427 -2.3198
 -2.3987
 -0.6326 -0.6573 -0.6872 -0.7214 -0.7576 -0.7941 -0.8305 -0.8662 -0.9016 -0.9367
 -0.9715 -1.0058 -1.0392 -1.0715 -1.1026 -1.1759 -1.2481 -1.3246 -1.4061 -1.4929
 -1.5830 -1.6738 -1.7633 -1.8505 -1.9347 -2.0161 -2.0953 -2.1726 -2.2484 -2.3236
 -2.3997
 -0.6549 -0.6682 -0.6883 -0.7134 -0.7429 -0.7758 -0.8102 -0.8453 -0.8809 -0.9167
 -0.9526 -0.9885 -1.0240 -1.0587 -1.0923 -1.1714 -1.2463 -1.3230 -1.4042 -1.4897
 -1.5787 -1.6694 -1.7599 -1.8491 -1.9357 -2.0193 -2.1002 -2.1786 -2.2548 -2.3295
 -2.4035
 -0.6982 -0.6987 -0.7089 -0.7239 -0.7444 -0.7698 -0.7990 -0.8307 -0.8641 -0.8988
 -0.9344 -0.9706 -1.0072 -1.0437 -1.0790 -1.1649 -1.2439 -1.3207 -1.4021
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F125W
