 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F814W
 -0.9156 -0.9000 -0.9313 -0.9459 -0.9287 -0.9136 -0.9309 -0.9624 -0.9729 -0.9498
 -0.9085 -0.8533 -0.7942 -0.7395 -0.6887 -0.5924 -0.5439 -0.5317 -0.5343
 -0.9208 -0.8688 -0.8489 -0.8416 -0.8438 -0.8545 -0.8693 -0.8821 -0.8876 -0.8830
 -0.8662 -0.8357 -0.7925 -0.7439 -0.6980 -0.6111 -0.5666 -0.5566 -0.5646 -0.5854
 -0.9237 -0.8561 -0.8095 -0.7855 -0.7862 -0.7994 -0.8109 -0.8188 -0.8251 -0.8295
 -0.8261 -0.8125 -0.7848 -0.7456 -0.7054 -0.6272 -0.5862 -0.5777 -0.5888 -0.6099
 -0.6370
 -0.9243 -0.8619 -0.8131 -0.7776 -0.7559 -0.7483 -0.7557 -0.7725 -0.7854 -0.7893
 -0.7882 -0.7837 -0.7711 -0.7446 -0.7109 -0.6407 -0.6027 -0.5950 -0.6069 -0.6281
 -0.6545 -0.6847
 -0.9037 -0.8533 -0.8113 -0.7769 -0.7506 -0.7329 -0.7241 -0.7235 -0.7308 -0.7419
 -0.7482 -0.7484 -0.7462 -0.7346 -0.7107 -0.6497 -0.6143 -0.6074 -0.6208 -0.6431
 -0.6698 -0.6996 -0.7321 -0.7672
 -0.8564 -0.8216 -0.7915 -0.7648 -0.7414 -0.7222 -0.7082 -0.6997 -0.6959 -0.6959
 -0.6988 -0.7019 -0.7036 -0.7043 -0.6957 -0.6519 -0.6200 -0.6136 -0.6290 -0.6540
 -0.6824 -0.7129 -0.7454 -0.7800 -0.8163 -0.8548 -0.8960 -0.9421 -0.9939 -1.0474
 -0.7841 -0.7654 -0.7493 -0.7341 -0.7188 -0.7040 -0.6909 -0.6802 -0.6727 -0.6677
 -0.6643 -0.6620 -0.6603 -0.6620 -0.6614 -0.6421 -0.6188 -0.6135 -0.6300 -0.6588
 -0.6908 -0.7237 -0.7575 -0.7924 -0.8285 -0.8659 -0.9053 -0.9470 -0.9937 -1.0468
 -1.1023
