 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F098M
 -0.7921 -0.8234 -0.8471 -0.8611 -0.8655 -0.8628 -0.8705 -0.8920 -0.9256 -0.9689
 -1.0195 -1.0746 -1.1308 -1.1864 -1.2411 -1.2952 -1.3497 -1.4062 -1.4658 -1.5245
 -0.5573 -0.5390 -0.5283 -0.5256 -0.5328 -0.5508 -0.5796 -0.6193 -0.6672 -0.7156
 -0.7588 -0.7946 -0.8230 -0.8438 -0.8565 -0.8633 -0.8735 -0.8967 -0.9313 -0.9752
 -1.0264 -1.0826 -1.1406 -1.1981 -1.2544 -1.3096 -1.3641 -1.4189 -1.4755 -1.5356
 -1.5953
 -0.5673 -0.5536 -0.5466 -0.5453 -0.5495 -0.5602 -0.5781 -0.6034 -0.6355 -0.6728
 -0.7131 -0.7534 -0.7896 -0.8186 -0.8392 -0.8600 -0.8736 -0.8984 -0.9338 -0.9783
 -1.0301 -1.0874 -1.1475 -1.2075 -1.2662 -1.3232 -1.3791 -1.4341 -1.4897 -1.5462
 -1.6068
 -0.5663 -0.5562 -0.5536 -0.5561 -0.5627 -0.5728 -0.5868 -0.6053 -0.6285 -0.6557
 -0.6852 -0.7157 -0.7465 -0.7770 -0.8050 -0.8505 -0.8705 -0.8973 -0.9339 -0.9789
 -1.0314 -1.0898 -1.1519 -1.2148 -1.2765 -1.3362 -1.3943 -1.4509 -1.5066 -1.5625
 -1.6201
 -0.5520 -0.5490 -0.5505 -0.5570 -0.5669 -0.5793 -0.5937 -0.6097 -0.6279 -0.6487
 -0.6715 -0.6954 -0.7192 -0.7426 -0.7663 -0.8229 -0.8625 -0.8926 -0.9303 -0.9758
 -1.0284 -1.0874 -1.1510 -1.2167 -1.2816 -1.3446 -1.4057 -1.4647 -1.5222 -1.5788
 -1.6354
 -0.5206 -0.5272 -0.5362 -0.5475 -0.5612 -0.5770 -0.5936 -0.6104 -0.6273 -0.6449
 -0.6632 -0.6826 -0.7024 -0.7220 -0.7412 -0.7906 -0.8407 -0.8838 -0.9239 -0.9699
 -1.0226 -1.0818 -1.1462 -1.2139 -1.2820 -1.3486 -1.4131 -1.4753 -1.5355 -1.5943
 -1.6519
 -0.4687 -0.4865 -0.5050 -0.5240 -0.5432 -0.5631 -0.5832 -0.6026 -0.6210 -0.6384
 -0.6552 -0.6720 -0.6892 -0.7065 -0.7297 -0.7536 -0.8051 -0.8709 -0.9147
 [Fe/H] = -0.75 [alpha/Fe] = 0.40 BC value = F098M
 -0.8825 -0.9071 -0.9284 -0.9424 -0.9396 -0.9240 -0.9022 -0.8799 -0.8636 -0.8610
 -0.8605 -0.8558 -0.8461 -0.8338 -0.8211 -0.7982 -0.7913 -0.8006 -0.8268
 -0.7561 -0.7840 -0.8126 -0.8379 -0.8564 -0.8656 -0.8637 -0.8533 -0.8511 -0.8570
 -0.8633 -0.8644 -0.8591 -0.8496 -0.8391 -0.8205 -0.8177 -0.8299 -0.8574 -0.8986
 -0.6495 -0.6752 -0.7065 -0.7391 -0.7692 -0.7939 -0.8105 -0.8185 -0.8284 -0.8424
 -0.8557 -0.8637 -0.8642 -0.8586 -0.8505 -0.8358 -0.8362 -0.8513 -0.8801 -0.9207
 -0.9697
 -0.5693 -0.5872 -0.6154 -0.6498 -0.6863 -0.7216 -0.7525 -0.7760 -0.7968 -0.8187
 -0.8392 -0.8546 -0.8620 -0.8619 -0.8570 -0.8461 -0.8492 -0.8666 -0.8969 -0.9377
 -0.9861 -1.0390
 -0.5255 -0.5285 -0.5461 -0.5754 -0.6120 -0.6520 -0.6918 -0.7274 -0.7582 -0.7875
 -0.8148 -0.8374 -0.8526 -0.8592 -0.8590 -0.8527 -0.8581 -0.8775 -0.9091 -0.9504
 -0.9988 -1.0520 -1.1067 -1.1607
 -0.5302 -0.5104 -0.5083 -0.5235 -0.5520 -0.5898 -0.6331 -0.6760 -0.7150 -0.7508
 -0.7840 -0.8130 -0.8357 -0.8500 -0.8559 -0.8561 -0.8638 -0.8849 -0.9177 -0.9596
 -1.0084 -1.0621 -1.1180 -1.1740 -1.2294 -1.2844 -1.3401 -1.3978 -1.4581 -1.5173
 -0.5570 -0.5324 -0.5170 -0.5129 -0.5216 -0.5433 -0.5776 -0.6224 -0.6695 -0.7123
 -0.7503 -0.7838 -0.8121 -0.8337 -0.8470 -0.8564 -0.8667 -0.8894 -0.9231 -0.9658
 -1.0152 -1.0696 -1.1268 -1.1847 -1.2417 -1.2978 -1.3536 -1.4095 -1.4674 -1.5281
 -1.5880
 -0.5713 -0.5500 -0.5358 -0.5285 -0.5290 -0.5383 -0.5567 -0.5843 -0.6215 -0.6647
 -0.7087 -0.7496 -0.7842 -0.8113 -0.8312 -0.8533 -0.8669 -0.8911 -0.9257 -0.9690
 -1.0191 -1.0743 -1.1331 -1.1931 -1.2525 -1.3105 -1.3674 -1.4237 -1.4801 -1.5383
 -1.5994
 -0.5732 -0.5560 -0.5456 -0.5412 -0.5420 -0.5483 -0.5605 -0.5793 -0.6049 -0.6362
 -0.6710 -0.7073 -0.7432 -0.7765 -0.8047 -0.8454 -0.8642 -0.8903 -0.9261 -0.9700
 -1.0208 -1.0771 -1.1375 -1.1999 -1.2619 -1.3226 -1.3818 -1.4395 -1.4965 -1.5537
 -1.6124
 -0.5680 -0.5541 -0.5468 -0.5456 -0.5493 -0.5569 -0.5680 -0.5830 -0.6023 -0.6260
 -0.6530 -0.6817 -0.7103 -0.7382 -0.7654 -0.8240 -0.8578 -0.8863 -0.9232 -0.9676
 -1.0188 -1.0758 -1.1373 -1.2017 -1.2666 -1.3303 -1.3923 -1.4524 -1.5111 -1.5692
 -1.6269
 -0.5513 -0.5436 -0.5409 -0.5424 -0.5491 -0.5592 -0.5720 -0.5867 -0.6036 -0.6227
 -0.6441 -0.6673 -0.6911 -0.7143 -0.7365 -0.7909 -0.8407 -0.8789 -0.9176 -0.9627
 -1.0141 -1.0715 -1.1337 -1.1996 -1.2671 -1.3339 -1.3991 -1.4623 -1.5236 -1.5835
 -1.6429
 -0.5231 -0.5181 -0.5230 -0.5304 -0.5404 -0.5534 -0.5686 -0.5850 -0.6021 -0.6199
 -0.6382 -0.6576 -0.6776 -0.6978 -0.7180 -0.7461 -0.8129 -0.8681 -0.9093
 [Fe/H] = -0.50 [alpha/Fe] = 0.40 BC value = F098M
 -1.0437 -1.0697 -1.0866 -1.0899 -1.0626 -1.0126 -0.9531 -0.8948 -0.8507 -0.8371
 -0.8358 -0.8350 -0.8306 -0.8228 -0.8136 -0.7946 -0.7894 -0.7984 -0.8236
 -0.8929 -0.9230 -0.9490 -0.9658 -0.9690 -0.9551 -0.9220 -0.8748 -0.8442 -0.8364
 -0.8394 -0.8429 -0.8423 -0.8374 -0.8301 -0.8152 -0.8136 -0.8256 -0.8510 -0.8893
 -0.7588 -0.7882 -0.8190 -0.8461 -0.8651 -0.8725 -0.8658 -0.8446 -0.8281 -0.8264
 -0.8337 -0.8419 -0.8460 -0.8449 -0.8402 -0.8289 -0.8303 -0.8451 -0.8726 -0.9112
 -0.9582
 -0.6499 -0.6730 -0.7030 -0.7350 -0.7646 -0.7880 -0.8022 -0.8042 -0.8026 -0.8082
 -0.8203 -0.8335 -0.8429 -0.8465 -0.8453 -0.8382 -0.8420 -0.8590 -0.8884 -0.9277
 -0.9744 -1.0262
 -0.5755 -0.5858 -0.6081 -0.6382 -0.6718 -0.7048 -0.7336 -0.7545 -0.7681 -0.7824
 -0.8001 -0.8185 -0.8335 -0.8426 -0.8459 -0.8441 -0.8501 -0.8690 -0.8997 -0.9399
 -0.9869 -1.0387 -1.0930 -1.1475
 -0.5442 -0.5368 -0.5443 -0.5638 -0.5930 -0.6280 -0.6645 -0.6982 -0.7256 -0.7495
 -0.7735 -0.7972 -0.8179 -0.8331 -0.8418 -0.8470 -0.8554 -0.8759 -0.9077 -0.9487
 -0.9962 -1.0483 -1.1035 -1.1597 -1.2157 -1.2717 -1.3286 -1.3880 -1.4496 -1.5097
 -0.5596 -0.5333 -0.5197 -0.5208 -0.5361 -0.5631 -0.5987 -0.6395 -0.6776 -0.7108
 -0.7413 -0.7703 -0.7965 -0.8177 -0.8323 -0.8470 -0.8581 -0.8802 -0.9130 -0.9546
 -1.0027 -1.0555 -1.1117 -1.1694 -1.2270 -1.2841 -1.3409 -1.3983 -1.4579 -1.5199
 -1.5808
 -0.5767 -0.5503 -0.5313 -0.5209 -0.5205 -0.5306 -0.5509 -0.5815 -0.6222 -0.6647
 -0.7040 -0.7392 -0.7701 -0.7965 -0.8172 -0.8434 -0.8582 -0.8819 -0.9157 -0.9578
 -1.0067 -1.0603 -1.1176 -1.1770 -1.2367 -1.2956 -1.3536 -1.4110 -1.4691 -1.5290
 -1.5917
 -0.5815 -0.5582 -0.5419 -0.5318 -0.5279 -0.5312 -0.5421 -0.5604 -0.5869 -0.6212
 -0.6593 -0.6984 -0.7357 -0.7686 -0.7955 -0.8357 -0.8558 -0.8814 -0.9164 -0.9593
 -1.0088 -1.0635 -1.1220 -1.1833 -1.2453 -1.3066 -1.3668 -1.4265 -1.4859 -1.5448
 -1.6034
 -0.5792 -0.5578 -0.5445 -0.5373 -0.5353 -0.5381 -0.5460 -0.5592 -0.5784 -0.6035
 -0.6332 -0.6655 -0.6982 -0.7302 -0.7605 -0.8194 -0.8499 -0.8778 -0.9140 -0.9575
 -1.0075 -1.0629 -1.1225 -1.1853 -1.2495 -1.3134 -1.3763 -1.4376 -1.4977 -1.5573
 -1.6165
 -0.5707 -0.5528 -0.5413 -0.5366 -0.5371 -0.5420 -0.5507 -0.5627 -0.5785 -0.5983
 -0.6219 -0.6483 -0.6758 -0.7027 -0.7285 -0.7887 -0.8372 -0.8713 -0.9090 -0.9534
 -1.0038 -1.0596 -1.1200 -1.1840 -1.2500 -1.3166 -1.3824 -1.4465 -1.5091 -1.5704
 -1.6310
 -0.5505 -0.5393 -0.5326 -0.5307 -0.5333 -0.5404 -0.5509 -0.5640 -0.5793 -0.5968
 -0.6165 -0.6383 -0.6615 -0.6850 -0.6995 -0.7436 -0.8177 -0.8619 -0.9014
 [Fe/H] = -0.25 [alpha/Fe] = 0.40 BC value = F098M
 -1.2187 -1.2507 -1.2651 -1.2562 -1.2182 -1.1465 -1.0376 -0.9100 -0.8365 -0.8094
 -0.8057 -0.8080 -0.8087 -0.8060 -0.8007 -0.7873 -0.7838 -0.7934 -0.8173
 -1.0479 -1.0859 -1.1107 -1.1214 -1.1097 -1.0701 -0.9985 -0.9040 -0.8379 -0.8124
 -0.8102 -0.8153 -0.8193 -0.8195 -0.8163 -0.8063 -0.8063 -0.8186 -0.8428 -0.8785
 -0.8884 -0.9247 -0.9574 -0.9806 -0.9889 -0.9773 -0.9420 -0.8829 -0.8309 -0.8078
 -0.8066 -0.8141 -0.8217 -0.8255 -0.8252 -0.8191 -0.8215 -0.8364 -0.8629 -0.8998
 -0.9450
 -0.7510 -0.7821 -0.8159 -0.8467 -0.8694 -0.8795 -0.8733 -0.8474 -0.8143 -0.7967
 -0.7969 -0.8066 -0.8177 -0.8255 -0.8288 -0.8276 -0.8323 -0.8491 -0.8776 -0.9157
 -0.9610 -1.0115
 -0.6451 -0.6649 -0.6934 -0.7255 -0.7561 -0.7808 -0.7958 -0.7974 -0.7864 -0.7784
 -0.7819 -0.7939 -0.8083 -0.8203 -0.8278 -0.8329 -0.8399 -0.8583 -0.8881 -0.9273
 -0.9732 -1.0238 -1.0776 -1.1321
 -0.5834 -0.5854 -0.6002 -0.6249 -0.6554 -0.6869 -0.7151 -0.7361 -0.7466 -0.7518
 -0.7611 -0.7764 -0.7941 -0.8103 -0.8223 -0.8352 -0.8449 -0.8649 -0.8957 -0.9356
 -0.9822 -1.0333 -1.0876 -1.1436 -1.1998 -1.2567 -1.3153 -1.3762 -1.4388 -1.4998
 -0.5666 -0.5478 -0.5457 -0.5567 -0.5770 -0.6047 -0.6372 -0.6696 -0.6966 -0.7164
 -0.7341 -0.7540 -0.7754 -0.7956 -0.8121 -0.8344 -0.8476 -0.8691 -0.9008 -0.9414
 -0.9886 -1.0404 -1.0954 -1.1526 -1.2104 -1.2681 -1.3259 -1.3850 -1.4463 -1.5093
 -1.5710
 -0.5819 -0.5534 -0.5342 -0.5263 -0.5302 -0.5450 -0.5693 -0.6012 -0.6385 -0.6718
 -0.7000 -0.7262 -0.7519 -0.7763 -0.7973 -0.8299 -0.8478 -0.8710 -0.9038 -0.9448
 -0.9926 -1.0452 -1.1012 -1.1597 -1.2191 -1.2785 -1.3376 -1.3964 -1.4560 -1.5176
 -1.5813
 -0.5893 -0.5624 -0.5421 -0.5286 -0.5229 -0.5258 -0.5367 -0.5553 -0.5827 -0.6183
 -0.6550 -0.6902 -0.7228 -0.7521 -0.7777 -0.8215 -0.8452 -0.8708 -0.9048 -0.9467
 -0.9951 -1.0486 -1.1058 -1.1656 -1.2269 -1.2884 -1.3495 -1.4096 -1.4694 -1.5301
 -1.5922
 -0.5875 -0.5629 -0.5451 -0.5333 -0.5268 -0.5261 -0.5317 -0.5434 -0.5613 -0.5859
 -0.6166 -0.6501 -0.6843 -0.7178 -0.7488 -0.8074 -0.8394 -0.8675 -0.9030 -0.9456
 -0.9944 -1.0486 -1.1067 -1.1677 -1.2307 -1.2944 -1.3578 -1.4202 -1.4817 -1.5429
 -1.6035
 -0.5822 -0.5585 -0.5423 -0.5327 -0.5284 -0.5289 -0.5337 -0.5430 -0.5570 -0.5760
 -0.5999 -0.6277 -0.6573 -0.6870 -0.7159 -0.7813 -0.8288 -0.8615 -0.8985 -0.9421
 -0.9915 -1.0461 -1.1050 -1.1670 -1.2314 -1.2972 -1.3631 -1.4281 -1.4919 -1.5547
 -1.6153
 -0.5702 -0.5508 -0.5366 -0.5281 -0.5258 -0.5281 -0.5345 -0.5442 -0.5572 -0.5735
 -0.5933 -0.6164 -0.6417 -0.6677 -0.6790 -0.7432 -0.8134 -0.8528 -0.8913
 [Fe/H] =  0.00 [alpha/Fe] = 0.40 BC value = F098M
 -1.3874 -1.4309 -1.4307 -1.3907 -1.3204 -1.2171 -1.0842 -0.9139 -0.8220 -0.7807
 -0.7717 -0.7755 -0.7806 -0.7828 -0.7820 -0.7750 -0.7743 -0.7850 -0.8085
 -1.2076 -1.2545 -1.2868 -1.2958 -1.2720 -1.2045 -1.0857 -0.9344 -0.8334 -0.7877
 -0.7776 -0.7827 -0.7904 -0.7955 -0.7970 -0.7935 -0.7954 -0.8084 -0.8321 -0.8658
 -1.0282 -1.0751 -1.1134 -1.1360 -1.1355 -1.1044 -1.0361 -0.9318 -0.8379 -0.7892
 -0.7766 -0.7817 -0.7918 -0.8002 -0.8048 -0.8057 -0.8098 -0.8249 -0.8507 -0.8861
 -0.9298
