 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F336W
 -8.5518 -8.4185 -8.3535 -8.2258 -8.0059 -7.7775 -7.6387 -7.5697 -7.4633 -7.2514
 -6.9662 -6.6188 -6.2304 -5.8406 -5.4432 -4.4400 -3.4795 -2.7082 -2.1150
 -8.1793 -7.8906 -7.6738 -7.4877 -7.3225 -7.1757 -7.0428 -6.9101 -6.7566 -6.5640
 -6.3171 -6.0035 -5.6296 -5.2376 -4.8520 -3.9229 -3.0576 -2.3518 -1.8404 -1.5049
 -7.9302 -7.5372 -7.2116 -6.9549 -6.7667 -6.6159 -6.4650 -6.3007 -6.1232 -5.9299
 -5.6996 -5.4168 -5.0740 -4.6979 -4.3298 -3.4739 -2.6986 -2.0539 -1.5982 -1.3025
 -1.1192
 -7.8045 -7.3583 -6.9669 -6.6274 -6.3385 -6.0981 -5.9053 -5.7415 -5.5631 -5.3491
 -5.1137 -4.8587 -4.5636 -4.2215 -3.8766 -3.0930 -2.4025 -1.8145 -1.3885 -1.1144
 -0.9462 -0.8491
 -7.7454 -7.2625 -6.8310 -6.4455 -6.1028 -5.7999 -5.5334 -5.2983 -5.0899 -4.8893
 -4.6593 -4.3992 -4.1295 -3.8332 -3.5178 -2.7991 -2.1792 -1.6405 -1.2304 -0.9648
 -0.8036 -0.7107 -0.6636 -0.6476
 -7.7369 -7.2274 -6.7653 -6.3468 -5.9693 -5.6288 -5.3218 -5.0438 -4.7896 -4.5532
 -4.3264 -4.0905 -3.8357 -3.5648 -3.2707 -2.5954 -2.0280 -1.5304 -1.1275 -0.8543
 -0.6890 -0.5938 -0.5437 -0.5244 -0.5257 -0.5394 -0.5579 -0.5755 -0.5871 -0.5879
 -7.7647 -7.2406 -6.7577 -6.3137 -5.9082 -5.5400 -5.2056 -4.9001 -4.6197 -4.3591
 -4.1127 -3.8747 -3.6372 -3.3979 -3.1341 -2.4797 -1.9392 -1.4734 -1.0765 -0.7863
 -0.6034 -0.4974 -0.4400 -0.4140 -0.4097 -0.4199 -0.4381 -0.4581 -0.4760 -0.4882
 -0.4910
 -7.8229 -7.2895 -6.7951 -6.3351 -5.9083 -5.5168 -5.1589 -4.8318 -4.5314 -4.2538
 -3.9939 -3.7472 -3.5101 -3.2799 -3.0464 -2.4376 -1.9004 -1.4538 -1.0660 -0.7594
 -0.5506 -0.4237 -0.3527 -0.3170 -0.3047 -0.3086 -0.3230 -0.3428 -0.3631 -0.3809
 -0.3947
 -7.9064 -7.3646 -6.8607 -6.3918 -5.9515 -5.5417 -5.1638 -4.8171 -4.4991 -4.2060
 -3.9335 -3.6781 -3.4362 -3.2052 -2.9816 -2.4174 -1.8955 -1.4524 -1.0753 -0.7611
 -0.5286 -0.3749 -0.2831 -0.2334 -0.2110 -0.2069 -0.2157 -0.2324 -0.2527 -0.2732
 -0.2916
 -8.0373 -7.4895 -6.9688 -6.4872 -6.0367 -5.6140 -5.2205 -4.8561 -4.5205 -4.2116
 -3.9258 -3.6598 -3.4103 -3.1753 -2.9520 -2.4121 -1.9129 -1.4716 -1.0986 -0.7846
 -0.5365 -0.3577 -0.2400 -0.1695 -0.1320 -0.1168 -0.1171 -0.1279 -0.1451 -0.1654
 -0.1870
 -8.2220 -7.6517 -7.1161 -6.6142 -6.1468 -5.7132 -5.3077 -4.9291 -4.5778 -4.2532
 -3.9531 -3.6750 -3.4159 -3.1733 -2.9448 -2.4121 -1.9323 -1.4983 -1.1255 -0.8122
 -0.5576 -0.3626 -0.2224 -0.1290 -0.0722 -0.0421 -0.0312 -0.0335 -0.0449 -0.0621
 -0.0821
 -8.4604 -7.8512 -7.2954 -6.7746 -6.2869 -5.8348 -5.4153 -5.0243 -4.6590 -4.3198
 -4.0052 -3.7138 -3.4432 -3.1912 -2.9600 -2.4174 -1.9537 -1.5325 -1.1560
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F336W
 -7.7929 -7.6883 -7.6230 -7.5787 -7.5407 -7.4952 -7.4306 -7.3369 -7.2030 -7.0136
 -6.7570 -6.4300 -6.0526 -5.6676 -5.3112 -4.4151 -3.5614 -2.8135 -2.2482
 -7.3760 -7.1977 -7.0706 -6.9838 -6.9185 -6.8561 -6.7799 -6.6775 -6.5390 -6.3538
 -6.1113 -5.8038 -5.4400 -5.0611 -4.6965 -3.8587 -3.1021 -2.4458 -1.9391 -1.5926
 -7.0986 -6.8284 -6.6284 -6.4913 -6.3700 -6.2655 -6.1638 -6.0471 -5.9022 -5.7218
 -5.4980 -5.2226 -4.8912 -4.5296 -4.1791 -3.3957 -2.7196 -2.1392 -1.6814 -1.3658
 -1.1609
 -6.9739 -6.6241 -6.3477 -6.1342 -5.9626 -5.8123 -5.6667 -5.5129 -5.3452 -5.1599
 -4.9485 -4.7051 -4.4194 -4.0906 -3.7590 -3.0261 -2.4139 -1.8937 -1.4751 -1.1807
 -0.9952 -0.8868
 -6.9969 -6.6002 -6.2557 -5.9744 -5.7420 -5.5398 -5.3524 -5.1671 -4.9732 -4.7619
 -4.5309 -4.2927 -4.0403 -3.7565 -3.4490 -2.7568 -2.1899 -1.7121 -1.3196 -1.0351
 -0.8541 -0.7481 -0.6923 -0.6694
 -7.1048 -6.6595 -6.2676 -5.9224 -5.6189 -5.3523 -5.1158 -4.9020 -4.7036 -4.5134
 -4.3018 -4.0510 -3.7889 -3.5238 -3.2439 -2.5819 -2.0430 -1.5921 -1.2144 -0.9281
 -0.7417 -0.6311 -0.5714 -0.5453 -0.5413 -0.5505 -0.5653 -0.5797 -0.5885 -0.5865
 -7.3083 -6.8086 -6.3666 -5.9747 -5.6261 -5.3154 -5.0380 -4.7878 -4.5573 -4.3388
 -4.1262 -3.9106 -3.6742 -3.4169 -3.1412 -2.4875 -1.9608 -1.5252 -1.1555 -0.8604
 -0.6579 -0.5354 -0.4671 -0.4342 -0.4248 -0.4309 -0.4457 -0.4629 -0.4782 -0.4878
 -0.4885
 -7.6019 -7.0512 -6.5559 -6.1121 -5.7150 -5.3600 -5.0421 -4.7561 -4.4962 -4.2553
 -4.0255 -3.8017 -3.5799 -3.3559 -3.1141 -2.4658 -1.9300 -1.4997 -1.1342 -0.8301
 -0.6059 -0.4625 -0.3798 -0.3367 -0.3194 -0.3195 -0.3310 -0.3481 -0.3661 -0.3818
 -0.3933
 -7.9668 -7.3572 -6.8164 -6.3241 -5.8773 -5.4743 -5.1126 -4.7884 -4.4960 -4.2296
 -3.9818 -3.7463 -3.5183 -3.2963 -3.0772 -2.4840 -1.9386 -1.4996 -1.1356 -0.8263
 -0.5826 -0.4140 -0.3103 -0.2527 -0.2253 -0.2177 -0.2238 -0.2381 -0.2563 -0.2747
 -0.2913
 -8.3738 -7.7287 -7.1422 -6.6062 -6.1142 -5.6643 -5.2564 -4.8896 -4.5604 -4.2639
 -3.9932 -3.7419 -3.5041 -3.2762 -3.0568 -2.5066 -1.9804 -1.5278 -1.1582 -0.8461
 -0.5893 -0.3970 -0.2676 -0.1890 -0.1463 -0.1276 -0.1253 -0.1339 -0.1492 -0.1677
 -0.1876
 -8.7965 -8.1306 -7.5050 -6.9291 -6.3973 -5.9070 -5.4576 -5.0485 -4.6799 -4.3487
 -4.0499 -3.7775 -3.5250 -3.2876 -3.0616 -2.5221 -2.0213 -1.5701 -1.1900 -0.8743
 -0.6109 -0.4025 -0.2503 -0.1485 -0.0862 -0.0526 -0.0392 -0.0395 -0.0492 -0.0649
 -0.0834
 -9.2296 -8.5381 -7.8891 -7.2799 -6.7112 -6.1838 -5.6980 -5.2526 -4.8466 -4.4796
 -4.1489 -3.8502 -3.5780 -3.3264 -3.0916 -2.5305 -2.0613 -1.6265 -1.2310
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value = F336W
 -7.3304 -7.3229 -7.3215 -7.3182 -7.3062 -7.2766 -7.2215 -7.1340 -7.0054 -6.8239
 -6.5793 -6.2707 -5.9156 -5.5489 -5.1918 -4.3681 -3.6135 -2.9333 -2.3767
 -6.7702 -6.7353 -6.7171 -6.7031 -6.6827 -6.6467 -6.5867 -6.4956 -6.3658 -6.1885
 -5.9541 -5.6576 -5.3112 -4.9499 -4.6009 -3.8168 -3.1356 -2.5465 -2.0597 -1.6937
 -6.3575 -6.2517 -6.1870 -6.1449 -6.1072 -6.0594 -5.9910 -5.8949 -5.7656 -5.5973
 -5.3833 -5.1173 -4.7993 -4.4551 -4.1190 -3.3758 -2.7542 -2.2309 -1.7996 -1.4686
 -1.2450
 -6.2140 -6.0043 -5.8321 -5.7188 -5.6321 -5.5582 -5.4764 -5.3737 -5.2447 -5.0860
 -4.8932 -4.6615 -4.3847 -4.0699 -3.7502 -3.0418 -2.4634 -1.9849 -1.5924 -1.2859
 -1.0751 -0.9463
 -6.2742 -5.9708 -5.7245 -5.5254 -5.3648 -5.2348 -5.1227 -4.9991 -4.8563 -4.6935
 -4.5096 -4.3019 -4.0642 -3.7880 -3.4893 -2.8069 -2.2553 -1.8041 -1.4348 -1.1427
 -0.9361 -0.8081 -0.7375 -0.7042
 -6.4353 -6.0779 -5.7652 -5.4961 -5.2694 -5.0790 -4.9199 -4.7838 -4.6458 -4.4809
 -4.2781 -4.0604 -3.8342 -3.5911 -3.3199 -2.6575 -2.1186 -1.6815 -1.3229 -1.0360
 -0.8264 -0.6924 -0.6165 -0.5796 -0.5673 -0.5692 -0.5778 -0.5870 -0.5909 -0.5836
 -6.6794 -6.2626 -5.8980 -5.5782 -5.2988 -5.0573 -4.8488 -4.6649 -4.4969 -4.3377
 -4.1717 -3.9692 -3.7287 -3.4772 -3.2217 -2.5783 -2.0413 -1.6084 -1.2527 -0.9638
 -0.7447 -0.5987 -0.5127 -0.4680 -0.4503 -0.4494 -0.4583 -0.4706 -0.4814 -0.4865
 -0.4825
 -7.0545 -6.5533 -6.1203 -5.7429 -5.4120 -5.1209 -4.8648 -4.6387 -4.4353 -4.2457
 -4.0622 -3.8790 -3.6847 -3.4596 -3.2043 -2.5558 -2.0121 -1.5762 -1.2184 -0.9238
 -0.7051 -0.5280 -0.4266 -0.3705 -0.3443 -0.3377 -0.3436 -0.3560 -0.3700 -0.3821
 -0.3896
 -7.5968 -6.9808 -6.4565 -6.0038 -5.6086 -5.2607 -4.9532 -4.6809 -4.4375 -4.2163
 -4.0093 -3.8093 -3.6116 -3.4131 -3.2013 -2.5816 -2.0180 -1.5722 -1.2095 -0.9085
 -0.6636 -0.4799 -0.3584 -0.2869 -0.2498 -0.2354 -0.2362 -0.2462 -0.2608 -0.2761
 -0.2897
 -8.2614 -7.5521 -6.9290 -6.3903 -5.9155 -5.4973 -5.1279 -4.8017 -4.5114 -4.2514
 -4.0146 -3.7939 -3.5825 -3.3766 -3.1736 -2.6295 -2.0702 -1.6017 -1.2290 -0.9203
 -0.6644 -0.4618 -0.3166 -0.2239 -0.1709 -0.1451 -0.1377 -0.1424 -0.1545 -0.1702
 -0.1877
 -8.9835 -8.2095 -7.5110 -6.8834 -6.3272 -5.8314 -5.3916 -5.0015 -4.6559 -4.3492
 -4.0746 -3.8253 -3.5941 -3.3755 -3.1651 -2.6493 -2.1331 -1.6568 -1.2657 -0.9476
 -0.6826 -0.4656 -0.2996 -0.1840 -0.1111 -0.0701 -0.0516 -0.0482 -0.0550 -0.0683
 -0.0847
 -9.7089 -8.8913 -8.1370 -7.4432 -6.8151 -6.2477 -5.7378 -5.2808 -4.8740 -4.5133
 -4.1931 -3.9073 -3.6487 -3.4106 -3.1758 -2.6410 -2.2067 -1.7375 -1.3196
 [Fe/H] = -1.00 [alpha/Fe] = 0.40 BC value = F336W
 -7.1550 -7.1739 -7.1853 -7.1847 -7.1687 -7.1301 -7.0617 -6.9579 -6.8151 -6.6333
 -6.4142 -6.1559 -5.8611 -5.5409 -5.2119 -4.4241 -3.7199 -3.0830 -2.5379
 -6.5687 -6.5807 -6.5885 -6.5868 -6.5706 -6.5351 -6.4743 -6.3809 -6.2506 -6.0802
 -5.8664 -5.6082 -5.3103 -4.9888 -4.6628 -3.9024 -3.2422 -2.6807 -2.2161 -1.8457
 -6.0617 -6.0556 -6.0529 -6.0456 -6.0270 -5.9917 -5.9341 -5.8480 -5.7290 -5.5733
 -5.3770 -5.1373 -4.8563 -4.5477 -4.2326 -3.5039 -2.8859 -2.3712 -1.9528 -1.6201
 -1.3705
 -5.7038 -5.6430 -5.6093 -5.5858 -5.5596 -5.5215 -5.4652 -5.3846 -5.2759 -5.1358
 -4.9609 -4.7478 -4.4948 -4.2090 -3.9095 -3.2090 -2.6215 -2.1370 -1.7459 -1.4364
 -1.2018 -1.0432
 -5.6646 -5.4753 -5.3437 -5.2553 -5.1956 -5.1447 -5.0851 -5.0070 -4.9059 -4.7791
 -4.6237 -4.4368 -4.2148 -3.9577 -3.6777 -3.0004 -2.4319 -1.9656 -1.5889 -1.2912
 -1.0635 -0.9059 -0.8103 -0.7589
 -5.8568 -5.5779 -5.3430 -5.1550 -5.0124 -4.9077 -4.8247 -4.7409 -4.6368 -4.5121
 -4.3662 -4.1974 -4.0018 -3.7750 -3.5188 -2.8628 -2.3036 -1.8466 -1.4756 -1.1812
 -0.9541 -0.7918 -0.6901 -0.6344 -0.6085 -0.5995 -0.5989 -0.6004 -0.5979 -0.5837
 -6.1043 -5.7716 -5.4774 -5.2222 -5.0077 -4.8313 -4.6885 -4.5760 -4.4795 -4.3662
 -4.2185 -4.0445 -3.8535 -3.6445 -3.4143 -2.7832 -2.2256 -1.7709 -1.4005 -1.1033
 -0.8716 -0.7006 -0.5881 -0.5234 -0.4916 -0.4800 -0.4797 -0.4843 -0.4886 -0.4878
 -0.4764
 -6.4270 -6.0269 -5.6765 -5.3685 -5.0990 -4.8680 -4.6726 -4.5080 -4.3682 -4.2436
 -4.1200 -3.9777 -3.7973 -3.5841 -3.3563 -2.7512 -2.1910 -1.7322 -1.3585 -1.0549
 -0.8144 -0.6318 -0.5050 -0.4273 -0.3859 -0.3683 -0.3654 -0.3702 -0.3769 -0.3842
 -0.3854
 -6.9091 -6.3923 -5.9604 -5.5874 -5.2626 -4.9792 -4.7335 -4.5220 -4.3392 -4.1776
 -4.0271 -3.8792 -3.7260 -3.5549 -3.3504 -2.7535 -2.1887 -1.7214 -1.3412 -1.0299
 -0.7785 -0.5821 -0.4390 -0.3456 -0.2920 -0.2659 -0.2578 -0.2605 -0.2689 -0.2790
 -0.2875
 -7.6056 -6.9576 -6.4023 -5.9318 -5.5291 -5.1815 -4.8796 -4.6162 -4.3860 -4.1833
 -4.0001 -3.8279 -3.6594 -3.4899 -3.3144 -2.7950 -2.2266 -1.7453 -1.3547 -1.0340
 -0.7706 -0.5592 -0.3977 -0.2848 -0.2144 -0.1760 -0.1595 -0.1570 -0.1633 -0.1741
 -0.1862
 -8.5237 -7.7325 -7.0429 -6.4460 -5.9352 -5.4987 -5.1225 -4.7958 -4.5098 -4.2581
 -4.0339 -3.8301 -3.6394 -3.4555 -3.2739 -2.8092 -2.2904 -1.7950 -1.3890 -1.0573
 -0.7825 -0.5572 -0.3786 -0.2457 -0.1559 -0.1016 -0.0735 -0.0631 -0.0644 -0.0731
 -0.0857
 -9.5440 -8.6490 -7.8407 -7.1261 -6.4985 -5.9549 -5.4853 -5.0779 -4.7228 -4.4115
 -4.1366 -3.8915 -3.6692 -3.4633 -3.2289 -2.7961 -2.3801 -1.8705 -1.4441
 [Fe/H] = -0.75 [alpha/Fe] = 0.40 BC value = F336W
 -7.1539 -7.1735 -7.1823 -7.1761 -7.1508 -7.0999 -7.0176 -6.8992 -6.7444 -6.5644
 -6.3642 -6.1395 -5.8846 -5.6003 -5.2954 -4.5254 -3.8119 -3.1839 -2.6473
 -6.5714 -6.5888 -6.5975 -6.5936 -6.5730 -6.5315 -6.4639 -6.3628 -6.2276 -6.0609
 -5.8639 -5.6356 -5.3747 -5.0854 -4.7797 -4.0289 -3.3574 -2.7860 -2.3167 -1.9417
 -6.0579 -6.0669 -6.0718 -6.0675 -6.0493 -6.0134 -5.9551 -5.8687 -5.7509 -5.6007
 -5.4174 -5.2005 -4.9500 -4.6708 -4.3752 -3.6535 -3.0187 -2.4859 -2.0555 -1.7161
 -1.4553
 -5.6482 -5.6325 -5.6244 -5.6144 -5.5954 -5.5622 -5.5104 -5.4349 -5.3317 -5.1987
 -5.0341 -4.8368 -4.6061 -4.3454 -4.0651 -3.3729 -2.7674 -2.2607 -1.8524 -1.5329
 -1.2874 -1.1119
 -5.4595 -5.3515 -5.2888 -5.2518 -5.2224 -5.1874 -5.1388 -5.0708 -4.9794 -4.8619
 -4.7162 -4.5407 -4.3336 -4.0957 -3.8338 -3.1686 -2.5837 -2.0950 -1.6986 -1.3879
 -1.1493 -0.9757 -0.8631 -0.7969
 -5.6042 -5.3704 -5.1893 -5.0586 -4.9672 -4.9025 -4.8476 -4.7811 -4.6962 -4.5898
 -4.4598 -4.3042 -4.1205 -3.9071 -3.6664 -3.0270 -2.4546 -1.9769 -1.5865 -1.2775
 -1.0391 -0.8623 -0.7438 -0.6738 -0.6373 -0.6203 -0.6136 -0.6100 -0.6025 -0.5835
 -5.8548 -5.5577 -5.2981 -5.0799 -4.9029 -4.7640 -4.6591 -4.5804 -4.4997 -4.3963
 -4.2703 -4.1241 -3.9570 -3.7661 -3.5483 -2.9376 -2.3713 -1.8986 -1.5101 -1.1981
 -0.9549 -0.7712 -0.6429 -0.5635 -0.5208 -0.5012 -0.4949 -0.4941 -0.4940 -0.4886
 -0.4722
 -6.1522 -5.7966 -5.4826 -5.2062 -4.9678 -4.7666 -4.5993 -4.4627 -4.3553 -4.2612
 -4.1559 -4.0222 -3.8574 -3.6714 -3.4686 -2.8921 -2.3285 -1.8547 -1.4647 -1.1470
 -0.8950 -0.7015 -0.5606 -0.4688 -0.4156 -0.3898 -0.3805 -0.3805 -0.3840 -0.3860
 -0.3827
 -6.5583 -6.1146 -5.7314 -5.3973 -5.1047 -4.8504 -4.6324 -4.4477 -4.2924 -4.1603
 -4.0393 -3.9184 -3.7858 -3.6263 -3.4335 -2.8780 -2.3167 -1.8373 -1.4424 -1.1177
 -0.8553 -0.6494 -0.4947 -0.3878 -0.3224 -0.2876 -0.2734 -0.2711 -0.2752 -0.2815
 -0.2863
 -7.1898 -6.6068 -6.1125 -5.6929 -5.3321 -5.0199 -4.7490 -4.5150 -4.3140 -4.1404
 -3.9859 -3.8411 -3.6977 -3.5502 -3.3919 -2.8979 -2.3429 -1.8545 -1.4511 -1.1176
 -0.8434 -0.6230 -0.4524 -0.3281 -0.2462 -0.1986 -0.1755 -0.1681 -0.1702 -0.1767
 -0.1863
 -8.0925 -7.3429 -6.6999 -6.1514 -5.6891 -5.2956 -4.9579 -4.6660 -4.4127 -4.1921
 -3.9976 -3.8215 -3.6558 -3.4936 -3.3309 -2.9017 -2.3943 -1.8965 -1.4809 -1.1372
 -0.8519 -0.6177 -0.4311 -0.2891 -0.1889 -0.1253 -0.0901 -0.0745 -0.0717 -0.0771
 -0.0827
 -9.2664 -8.3033 -7.5103 -6.8203 -6.2251 -5.7191 -5.2888 -4.9198 -4.6012 -4.3237
 -4.0799 -3.8631 -3.6662 -3.4822 -3.2505 -2.8894 -2.4709 -1.9633 -1.5318
 [Fe/H] = -0.50 [alpha/Fe] = 0.40 BC value = F336W
 -7.2142 -7.2308 -7.2310 -7.2141 -7.1722 -7.1008 -6.9976 -6.8606 -6.6938 -6.5172
 -6.3369 -6.1460 -5.9354 -5.6959 -5.4272 -4.6903 -3.9679 -3.3242 -2.7608
 -6.6352 -6.6521 -6.6570 -6.6466 -6.6171 -6.5645 -6.4840 -6.3687 -6.2244 -6.0612
 -5.8836 -5.6885 -5.4703 -5.2236 -4.9503 -4.2238 -3.5330 -2.9344 -2.4453 -2.0559
 -6.1192 -6.1339 -6.1399 -6.1338 -6.1115 -6.0701 -6.0057 -5.9126 -5.7904 -5.6439
 -5.4765 -5.2875 -5.0743 -4.8341 -4.5694 -3.8701 -3.2128 -2.6469 -2.1893 -1.8320
 -1.5572
 -5.6856 -5.6896 -5.6918 -5.6862 -5.6683 -5.6347 -5.5821 -5.5058 -5.4027 -5.2737
 -5.1207 -4.9443 -4.7431 -4.5161 -4.2655 -3.5990 -2.9730 -2.4322 -1.9928 -1.6515
 -1.3906 -1.1973
 -5.3834 -5.3447 -5.3256 -5.3115 -5.2926 -5.2630 -5.2181 -5.1540 -5.0665 -4.9542
 -4.8173 -4.6565 -4.4708 -4.2600 -4.0254 -3.3911 -2.7913 -2.2717 -1.8439 -1.5093
 -1.2536 -1.0628 -0.9306 -0.8475
 -5.3917 -5.2249 -5.1112 -5.0389 -4.9936 -4.9576 -4.9152 -4.8584 -4.7825 -4.6846
 -4.5635 -4.4191 -4.2506 -4.0573 -3.8399 -3.2362 -2.6558 -2.1527 -1.7336 -1.4001
 -1.1435 -0.9501 -0.8127 -0.7246 -0.6740 -0.6468 -0.6321 -0.6228 -0.6110 -0.5887
 -5.6289 -5.3671 -5.1484 -4.9758 -4.8456 -4.7499 -4.6799 -4.6226 -4.5525 -4.4640
 -4.3553 -4.2257 -4.0742 -3.8992 -3.6999 -3.1280 -2.5607 -2.0684 -1.6553 -1.3201
 -1.0583 -0.8586 -0.7128 -0.6154 -0.5580 -0.5279 -0.5136 -0.5068 -0.5023 -0.4939
 -0.4751
 -5.9104 -5.5922 -5.3111 -5.0677 -4.8630 -4.6947 -4.5585 -4.4526 -4.3752 -4.2978
 -4.2006 -4.0800 -3.9387 -3.7781 -3.5967 -3.0601 -2.5028 -2.0147 -1.6045 -1.2662
 -0.9963 -0.7870 -0.6307 -0.5216 -0.4538 -0.4169 -0.3998 -0.3933 -0.3918 -0.3908
 -0.3856
 -6.2625 -5.8715 -5.5303 -5.2306 -4.9687 -4.7436 -4.5530 -4.3927 -4.2617 -4.1577
 -4.0630 -3.9626 -3.8437 -3.6974 -3.5261 -3.0224 -2.4755 -1.9865 -1.5747 -1.2318
 -0.9525 -0.7320 -0.5636 -0.4417 -0.3616 -0.3154 -0.2928 -0.2810 -0.2768 -0.2793
 -0.2880
 -6.7942 -6.2840 -5.8520 -5.4803 -5.1577 -4.8772 -4.6347 -4.4270 -4.2507 -4.1022
 -3.9741 -3.8552 -3.7365 -3.6111 -3.4701 -3.0150 -2.4845 -1.9925 -1.5754 -1.2260
 -0.9363 -0.7022 -0.5194 -0.3824 -0.2871 -0.2277 -0.1959 -0.1820 -0.1792 -0.1816
 -0.1878
 -7.6064 -6.9268 -6.3519 -5.8686 -5.4579 -5.1063 -4.8039 -4.5428 -4.3182 -4.1255
 -3.9584 -3.8088 -3.6681 -3.5292 -3.3883 -3.0014 -2.5172 -2.0230 -1.5980 -1.2404
 -0.9408 -0.6936 -0.4957 -0.3429 -0.2311 -0.1562 -0.1118 -0.0893 -0.0814 -0.0825
 -0.0850
 -8.7142 -7.8537 -7.1084 -6.4713 -5.9304 -5.4747 -5.0880 -4.7575 -4.4735 -4.2282
 -4.0147 -3.8265 -3.6559 -3.4955 -3.2807 -2.9816 -2.5736 -2.0780 -1.6425
 [Fe/H] = -0.25 [alpha/Fe] = 0.40 BC value = F336W
 -7.3376 -7.3456 -7.3383 -7.3080 -7.2470 -7.1492 -7.0099 -6.8357 -6.6619 -6.4930
 -6.3303 -6.1692 -6.0000 -5.8096 -5.5886 -4.9202 -4.1893 -3.5153 -2.9206
