 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F390M
 -3.4357 -3.3317 -3.2013 -3.0424 -2.8569 -2.3525 -1.8976 -1.5048 -1.1499 -0.8294
 -0.5537 -0.3235 -0.1344  0.0211  0.1520  0.2646  0.3639  0.4541  0.5371  0.6060
 -4.5622 -4.2767 -4.0368 -3.8443 -3.6967 -3.5887 -3.5156 -3.4712 -3.4325 -3.3789
 -3.3057 -3.2122 -3.0966 -2.9557 -2.7871 -2.2964 -1.8416 -1.4583 -1.1207 -0.8164
 -0.5533 -0.3337 -0.1532 -0.0060  0.1156  0.2186  0.3071  0.3850  0.4541  0.5159
  0.5687
 -4.9550 -4.6019 -4.2971 -4.0362 -3.8189 -3.6427 -3.5030 -3.3959 -3.3201 -3.2628
 -3.2044 -3.1298 -3.0301 -2.9046 -2.7538 -2.2853 -1.8242 -1.4412 -1.1141 -0.8224
 -0.5692 -0.3559 -0.1812 -0.0398  0.0754  0.1706  0.2511  0.3201  0.3800  0.4313
  0.4745
 -5.4631 -5.0177 -4.6368 -4.3104 -4.0304 -3.7932 -3.5958 -3.4341 -3.3039 -3.1996
 -3.1110 -3.0288 -2.9444 -2.8465 -2.7244 -2.3055 -1.8368 -1.4460 -1.1219 -0.8391
 -0.5917 -0.3837 -0.2130 -0.0752  0.0348  0.1236  0.1967  0.2584  0.3108  0.3552
  0.3915
 -6.1817 -5.6049 -5.1122 -4.6954 -4.3410 -4.0394 -3.7824 -3.5652 -3.3829 -3.2303
 -3.1000 -2.9837 -2.8739 -2.7666 -2.6576 -2.3263 -1.8860 -1.4801 -1.1507 -0.8711
 -0.6275 -0.4208 -0.2513 -0.1148 -0.0073  0.0771  0.1442  0.1991  0.2447  0.2826
  0.3136
 -7.1016 -6.3994 -5.7788 -5.2393 -4.7823 -4.3953 -4.0669 -3.7870 -3.5476 -3.3428
 -3.1664 -3.0113 -2.8705 -2.7378 -2.6098 -2.2981 -1.9401 -1.5383 -1.1954 -0.9121
 -0.6691 -0.4617 -0.2907 -0.1534 -0.0463  0.0354  0.0978  0.1468  0.1859  0.2173
  0.2408
 -8.2228 -7.3218 -6.6039 -5.9570 -5.3845 -4.8916 -4.4710 -4.1121 -3.8050 -3.5404
 -3.3111 -3.1105 -2.9321 -2.7697 -2.5810 -2.2209 -1.9991 -1.6206 -1.2560
 [Fe/H] = -0.50 [alpha/Fe] = 0.40 BC value = F390M
 -5.6245 -5.6592 -5.6800 -5.6867 -5.6731 -5.6351 -5.5702 -5.4764 -5.3562 -5.2246
 -5.0878 -4.9436 -4.7872 -4.6116 -4.4150 -3.8665 -3.2953 -2.7161 -2.1126
 -5.0650 -5.1000 -5.1256 -5.1387 -5.1363 -5.1151 -5.0717 -4.9991 -4.9017 -4.7852
 -4.6538 -4.5077 -4.3451 -4.1625 -3.9606 -3.4188 -2.8774 -2.3492 -1.8400 -1.3639
 -4.5744 -4.6068 -4.6335 -4.6508 -4.6555 -4.6451 -4.6164 -4.5642 -4.4878 -4.3891
 -4.2699 -4.1315 -3.9738 -3.7956 -3.5989 -3.0757 -2.5662 -2.0828 -1.6250 -1.2031
 -0.8330
 -4.1851 -4.2046 -4.2258 -4.2429 -4.2514 -4.2481 -4.2299 -4.1929 -4.1340 -4.0524
 -3.9485 -3.8230 -3.6760 -3.5075 -3.3198 -2.8163 -2.3334 -1.8861 -1.4676 -1.0846
 -0.7487 -0.4645
 -3.9479 -3.9225 -3.9193 -3.9249 -3.9301 -3.9288 -3.9167 -3.8899 -3.8445 -3.7782
 -3.6897 -3.5791 -3.4459 -3.2900 -3.1129 -2.6264 -2.1620 -1.7427 -1.3555 -1.0018
 -0.6917 -0.4287 -0.2095 -0.0267
 -4.0132 -3.8689 -3.7768 -3.7246 -3.7006 -3.6892 -3.6761 -3.6536 -3.6171 -3.5628
 -3.4884 -3.3927 -3.2745 -3.1328 -2.9681 -2.4979 -2.0435 -1.6431 -1.2809 -0.9495
 -0.6587 -0.4120 -0.2062 -0.0357  0.1072  0.2296  0.3365  0.4337  0.5229  0.5973
 -4.3088 -4.0605 -3.8640 -3.7187 -3.6173 -3.5501 -3.5084 -3.4822 -3.4489 -3.4017
 -3.3377 -3.2549 -3.1512 -3.0248 -2.8742 -2.4229 -1.9717 -1.5814 -1.2372 -0.9239
