 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F555W
 -4.0889 -3.7495 -3.5039 -3.2316 -2.9291 -2.6807 -2.5379 -2.4502 -2.3469 -2.2056
 -2.0470 -1.8759 -1.7050 -1.5445 -1.3909 -1.0465 -0.7604 -0.5393 -0.3640
 -3.6945 -3.2955 -2.9975 -2.7525 -2.5513 -2.3895 -2.2578 -2.1439 -2.0359 -1.9256
 -1.8069 -1.6750 -1.5302 -1.3830 -1.2440 -0.9429 -0.6990 -0.5088 -0.3624 -0.2531
 -3.4257 -3.0029 -2.6786 -2.4402 -2.2755 -2.1482 -2.0290 -1.9162 -1.8124 -1.7157
 -1.6168 -1.5102 -1.3892 -1.2579 -1.1316 -0.8630 -0.6514 -0.4865 -0.3617 -0.2657
 -0.1887
 -3.2825 -2.8717 -2.5472 -2.2947 -2.1017 -1.9568 -1.8515 -1.7671 -1.6764 -1.5759
 -1.4767 -1.3815 -1.2820 -1.1692 -1.0537 -0.8068 -0.6176 -0.4724 -0.3618 -0.2752
 -0.2046 -0.1447
 -3.1782 -2.7911 -2.4802 -2.2318 -2.0332 -1.8748 -1.7485 -1.6464 -1.5620 -1.4830
 -1.3930 -1.2953 -1.2016 -1.1046 -1.0008 -0.7695 -0.5942 -0.4629 -0.3641 -0.2863
 -0.2218 -0.1664 -0.1173 -0.0731
 -3.0707 -2.7167 -2.4278 -2.1920 -1.9979 -1.8366 -1.7020 -1.5885 -1.4908 -1.4034
 -1.3214 -1.2369 -1.1480 -1.0594 -0.9645 -0.7457 -0.5785 -0.4553 -0.3654 -0.2959
 -0.2382 -0.1879 -0.1428 -0.1017 -0.0636 -0.0287  0.0024  0.0266  0.0411  0.0447
 -2.9484 -2.6308 -2.3689 -2.1513 -1.9679 -1.8110 -1.6753 -1.5567 -1.4524 -1.3587
 -1.2715 -1.1875 -1.1040 -1.0233 -0.9391 -0.7317 -0.5684 -0.4490 -0.3639 -0.3014
 -0.2508 -0.2067 -0.1668 -0.1297 -0.0948 -0.0619 -0.0319 -0.0049  0.0146  0.0229
  0.0201
 -2.8184 -2.5342 -2.2985 -2.1008 -1.9315 -1.7834 -1.6517 -1.5333 -1.4263 -1.3295
 -1.2399 -1.1549 -1.0727 -0.9928 -0.9157 -0.7236 -0.5635 -0.4443 -0.3603 -0.3015
 -0.2572 -0.2201 -0.1864 -0.1548 -0.1246 -0.0953 -0.0675 -0.0419 -0.0199 -0.0044
 -0.0019
 -2.6857 -2.4314 -2.2179 -2.0380 -1.8829 -1.7454 -1.6208 -1.5065 -1.4012 -1.3039
 -1.2137 -1.1290 -1.0480 -0.9695 -0.8944 -0.7135 -0.5598 -0.4410 -0.3556 -0.2972
 -0.2566 -0.2257 -0.1991 -0.1742 -0.1499 -0.1257 -0.1020 -0.0790 -0.0577 -0.0400
 -0.0292
 -2.5664 -2.3379 -2.1400 -1.9721 -1.8280 -1.7001 -1.5837 -1.4753 -1.3739 -1.2790
 -1.1901 -1.1065 -1.0273 -0.9515 -0.8785 -0.7055 -0.5570 -0.4398 -0.3531 -0.2928
 -0.2523 -0.2247 -0.2041 -0.1863 -0.1691 -0.1514 -0.1334 -0.1150 -0.0969 -0.0801
 -0.0643
 -2.4646 -2.2549 -2.0695 -1.9083 -1.7692 -1.6478 -1.5380 -1.4360 -1.3398 -1.2489
 -1.1629 -1.0817 -1.0050 -0.9320 -0.8620 -0.6972 -0.5532 -0.4377 -0.3509 -0.2888
 -0.2468 -0.2195 -0.2020 -0.1899 -0.1797 -0.1693 -0.1582 -0.1460 -0.1330 -0.1199
 -0.1078
 -2.3803 -2.1824 -2.0080 -1.8511 -1.7136 -1.5935 -1.4867 -1.3893 -1.2981 -1.2118
 -1.1298 -1.0521 -0.9785 -0.9088 -0.8449 -0.6886 -0.5484 -0.4347 -0.3490
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F555W
 -4.9448 -4.4469 -4.0156 -3.6452 -3.3286 -3.0503 -2.7948 -2.5529 -2.3306 -2.1332
 -1.9514 -1.7774 -1.6095 -1.4524 -1.2961 -0.9892 -0.7369 -0.5308 -0.3721
 -4.5429 -4.0368 -3.5987 -3.2290 -2.9208 -2.6628 -2.4420 -2.2417 -2.0619 -1.9010
 -1.7511 -1.6036 -1.4548 -1.3105 -1.1774 -0.8975 -0.6759 -0.4984 -0.3599 -0.2531
 -4.1404 -3.6318 -3.2155 -2.9209 -2.6390 -2.4000 -2.1975 -2.0217 -1.8667 -1.7288
