 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F606W
 -3.2558 -2.9405 -2.7066 -2.4416 -2.1465 -1.9048 -1.7654 -1.6863 -1.6027 -1.4923
 -1.3683 -1.2339 -1.1001 -0.9761 -0.8585 -0.6005 -0.3971 -0.2487 -0.1348
 -2.9251 -2.5461 -2.2606 -2.0260 -1.8347 -1.6836 -1.5646 -1.4667 -1.3785 -1.2922
 -1.2019 -1.1023 -0.9921 -0.8791 -0.7723 -0.5448 -0.3695 -0.2410 -0.1469 -0.0809
 -2.7059 -2.3001 -1.9877 -1.7602 -1.6065 -1.4924 -1.3905 -1.2977 -1.2158 -1.1424
 -1.0697 -0.9924 -0.9033 -0.8041 -0.7074 -0.5032 -0.3491 -0.2367 -0.1569 -0.0989
 -0.0552
 -2.5982 -2.2025 -1.8879 -1.6442 -1.4619 -1.3312 -1.2431 -1.1793 -1.1146 -1.0429
 -0.9717 -0.9042 -0.8337 -0.7511 -0.6638 -0.4757 -0.3359 -0.2358 -0.1649 -0.1125
 -0.0723 -0.0402
 -2.5222 -2.1500 -1.8489 -1.6080 -1.4177 -1.2708 -1.1606 -1.0789 -1.0179 -0.9655
 -0.9062 -0.8402 -0.7765 -0.7087 -0.6326 -0.4578 -0.3271 -0.2355 -0.1724 -0.1258
 -0.0893 -0.0598 -0.0353 -0.0149
 -2.4352 -2.0970 -1.8194 -1.5923 -1.4060 -1.2535 -1.1312 -1.0353 -0.9596 -0.8971
 -0.8418 -0.7864 -0.7281 -0.6700 -0.6050 -0.4448 -0.3203 -0.2336 -0.1767 -0.1364
 -0.1047 -0.0786 -0.0566 -0.0379 -0.0217 -0.0084  0.0016  0.0043 -0.0027 -0.0159
 -2.3231 -2.0235 -1.7756 -1.5699 -1.3965 -1.2486 -1.1224 -1.0168 -0.9307 -0.8595
 -0.7974 -0.7399 -0.6839 -0.6313 -0.5761 -0.4324 -0.3138 -0.2296 -0.1760 -0.1417
 -0.1161 -0.0948 -0.0766 -0.0606 -0.0464 -0.0339 -0.0240 -0.0169 -0.0173 -0.0286
 -0.0470
 -2.1907 -1.9287 -1.7110 -1.5292 -1.3740 -1.2379 -1.1165 -1.0084 -0.9149 -0.8362
 -0.7690 -0.7089 -0.6523 -0.5982 -0.5475 -0.4179 -0.3067 -0.2240 -0.1712 -0.1403
 -0.1207 -0.1057 -0.0926 -0.0809 -0.0701 -0.0601 -0.0513 -0.0445 -0.0410 -0.0440
 -0.0595
 -2.0423 -1.8167 -1.6271 -1.4680 -1.3317 -1.2106 -1.0998 -0.9969 -0.9027 -0.8190
 -0.7467 -0.6839 -0.6270 -0.5731 -0.5229 -0.4012 -0.2971 -0.2171 -0.1636 -0.1335
 -0.1179 -0.1090 -0.1024 -0.0965 -0.0905 -0.0844 -0.0786 -0.0733 -0.0696 -0.0692
 -0.0756
 -1.8934 -1.7018 -1.5359 -1.3954 -1.2756 -1.1691 -1.0708 -0.9774 -0.8884 -0.8051
 -0.7296 -0.6634 -0.6052 -0.5524 -0.5031 -0.3873 -0.2877 -0.2106 -0.1567 -0.1249
 -0.1100 -0.1049 -0.1044 -0.1049 -0.1051 -0.1045 -0.1032 -0.1015 -0.0999 -0.0995
 -0.0999
