 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F547M
 -1.8846 -1.5419 -1.2967 -1.1137 -0.9687 -0.6954 -0.4973 -0.3503 -0.2375 -0.1477
 -0.0757
 -5.8612 -5.4392 -5.0724 -4.7645 -4.5073 -4.2691 -3.9795 -3.5068 -2.9263 -2.3649
 -1.9037 -1.5565 -1.3021 -1.1123 -0.9639 -0.6897 -0.4921 -0.3467 -0.2377 -0.1525
 -0.0847 -0.0303
 -5.7195 -5.2908 -4.8991 -4.5503 -4.2453 -3.9748 -3.7055 -3.3412 -2.8592 -2.3633
 -1.9281 -1.5827 -1.3209 -1.1233 -0.9696 -0.6921 -0.4937 -0.3478 -0.2404 -0.1583
 -0.0937 -0.0424 -0.0008  0.0343
 -5.3375 -4.9886 -4.6603 -4.3418 -4.0326 -3.7360 -3.4528 -3.1539 -2.7677 -2.3415
 -1.9437 -1.6095 -1.3454 -1.1413 -0.9819 -0.6991 -0.4996 -0.3520 -0.2444 -0.1641
 -0.1021 -0.0536 -0.0149  0.0168  0.0435  0.0654  0.0820  0.0911  0.0924  0.0883
 -4.9651 -4.5512 -4.2204 -3.9496 -3.7080 -3.4693 -3.2144 -2.9408 -2.6378 -2.2883
 -1.9387 -1.6273 -1.3687 -1.1621 -0.9980 -0.7086 -0.5080 -0.3585 -0.2492 -0.1694
 -0.1094 -0.0633 -0.0278  0.0008  0.0246  0.0448  0.0611  0.0731  0.0783  0.0752
  0.0663
 -4.8415 -4.3505 -3.9367 -3.5993 -3.3231 -3.0852 -2.8631 -2.6415 -2.4036 -2.1440
 -1.8745 -1.6142 -1.3797 -1.1800 -1.0151 -0.7196 -0.5175 -0.3663 -0.2547 -0.1739
 -0.1150 -0.0711 -0.0385 -0.0136  0.0066  0.0238  0.0383  0.0501  0.0578  0.0594
  0.0520
 -4.8696 -4.3245 -3.8460 -3.4392 -3.1005 -2.8180 -2.5737 -2.3502 -2.1337 -1.9140
 -1.6989 -1.5025 -1.3264 -1.1662 -1.0202 -0.7292 -0.5256 -0.3733 -0.2594 -0.1769
 -0.1180 -0.0759 -0.0459 -0.0246 -0.0087  0.0045  0.0158  0.0244  0.0303  0.0337
  0.0349
 -4.9876 -4.4084 -3.8839 -3.4222 -3.0276 -2.6950 -2.4152 -2.1743 -1.9587 -1.7573
 -1.5651 -1.3882 -1.2340 -1.1031 -0.9888 -0.7386 -0.5358 -0.3824 -0.2663 -0.1810
 -0.1207 -0.0791 -0.0510 -0.0327 -0.0207 -0.0120 -0.0051  0.0010  0.0061  0.0091
  0.0098
 -5.1047 -4.5274 -3.9804 -3.4850 -3.0471 -2.6714 -2.3540 -2.0872 -1.8598 -1.6614
 -1.4833 -1.3217 -1.1774 -1.0521 -0.9449 -0.7301 -0.5448 -0.3913 -0.2736 -0.1855
 -0.1227 -0.0802 -0.0529 -0.0368 -0.0282 -0.0240 -0.0219 -0.0204 -0.0191 -0.0184
 -0.0233
 -5.1831 -4.6246 -4.0866 -3.5799 -3.1166 -2.7106 -2.3613 -2.0671 -1.8210 -1.6138
 -1.4366 -1.2822 -1.1461 -1.0262 -0.8885 -0.7037 -0.5526 -0.4000 -0.2813
 [Fe/H] = -0.25 [alpha/Fe] = 0.40 BC value = F547M
 -6.5638 -6.3393 -6.2979 -6.2978 -6.2006 -5.8945 -5.2894 -4.3931 -3.4714 -2.6577
 -2.0661 -1.6693 -1.3966 -1.1972 -1.0413 -0.7513 -0.5396 -0.3771 -0.2438
 -6.2411 -5.9735 -5.7697 -5.6209 -5.4956 -5.3124 -4.9381 -4.1935 -3.3539 -2.5951
 -2.0236 -1.6290 -1.3554 -1.1562 -1.0012 -0.7158 -0.5105 -0.3561 -0.2353 -0.1372
 -6.0281 -5.7032 -5.4466 -5.2542 -5.1013 -4.9307 -4.6306 -4.0391 -3.3075 -2.6023
 -2.0398 -1.6354 -1.3507 -1.1444 -0.9862 -0.7003 -0.4967 -0.3460 -0.2310 -0.1393
 -0.0653
 -5.9020 -5.5220 -5.2047 -4.9539 -4.7589 -4.5820 -4.3436 -3.8924 -3.2740 -2.6332
 -2.0847 -1.6697 -1.3701 -1.1522 -0.9872 -0.6969 -0.4929 -0.3429 -0.2309 -0.1435
 -0.0734 -0.0169
 -5.8111 -5.3997 -5.0363 -4.7287 -4.4779 -4.2692 -4.0561 -3.7238 -3.2215 -2.6567
 -2.1364 -1.7182 -1.4048 -1.1736 -0.9994 -0.7011 -0.4955 -0.3445 -0.2334 -0.1486
 -0.0816 -0.0280  0.0152  0.0511
 -5.5115 -5.2225 -4.8720 -4.5499 -4.2621 -4.0091 -3.7805 -3.5204 -3.1317 -2.6532
 -2.1774 -1.7687 -1.4476 -1.2041 -1.0196 -0.7099 -0.5024 -0.3494 -0.2374 -0.1540
 -0.0893 -0.0382  0.0025  0.0353  0.0625  0.0839  0.0985  0.1057  0.1059  0.1007
 -5.1358 -4.7979 -4.5228 -4.2755 -4.0338 -3.7891 -3.5417 -3.2946 -2.9970 -2.6103
 -2.1937 -1.8099 -1.4907 -1.2396 -1.0456 -0.7220 -0.5119 -0.3568 -0.2427 -0.1592
 -0.0961 -0.0472 -0.0090  0.0210  0.0452  0.0649  0.0803  0.0902  0.0934  0.0891
  0.0790
 -4.8990 -4.4690 -4.1212 -3.8495 -3.6314 -3.4400 -3.2507 -3.0421 -2.7994 -2.5062
 -2.1678 -1.8284 -1.5257 -1.2747 -1.0745 -0.7366 -0.5226 -0.3659 -0.2493 -0.1642
 -0.1017 -0.0547 -0.0189  0.0082  0.0293  0.0462  0.0596  0.0699  0.0755  0.0748
  0.0662
