 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F098M
  0.7231  0.7291  0.7291  0.7225  0.7077  0.6843  0.6510  0.6077  0.5603  0.5150
  0.4765  0.4465  0.4239  0.4092  0.4048  0.4087  0.4007  0.3779  0.3416  0.2942
  0.2397  0.1833  0.1275  0.0728  0.0195 -0.0330 -0.0854 -0.1401 -0.1982 -0.2563
  0.7115  0.7117  0.7071  0.6991  0.6877  0.6719  0.6507  0.6244  0.5937  0.5589
  0.5208  0.4837  0.4527  0.4297  0.4156  0.4083  0.3973  0.3729  0.3360  0.2881
  0.2325  0.1739  0.1160  0.0595  0.0046 -0.0489 -0.1016 -0.1543 -0.2089 -0.2676
 -0.3275
  0.7172  0.7105  0.7003  0.6880  0.6745  0.6600  0.6438  0.6251  0.6035  0.5796
  0.5544  0.5273  0.4980  0.4692  0.4443  0.4131  0.3979  0.3719  0.3343  0.2859
  0.2314  0.1684  0.1077  0.0485 -0.0086 -0.0640 -0.1180 -0.1705 -0.2235 -0.2791
 -0.3388
  0.7422  0.7251  0.7084  0.6903  0.6725  0.6556  0.6397  0.6240  0.6074  0.5894
  0.5704  0.5507  0.5305  0.5084  0.4845  0.4334  0.4030  0.3743  0.3357  0.2871
  0.2296  0.1666  0.1026  0.0400 -0.0203 -0.0783 -0.1346 -0.1892 -0.2429 -0.2967
 -0.3526
  0.7853  0.7582  0.7337  0.7082  0.6847  0.6634  0.6446  0.6279  0.6126  0.5976
  0.5820  0.5658  0.5494  0.5325  0.5143  0.4649  0.4192  0.3814  0.3412  0.2926
  0.2353  0.1711  0.1040  0.0377 -0.0263 -0.0878 -0.1472 -0.2044 -0.2599 -0.3145
 -0.3687
  0.8439  0.8087  0.7750  0.7428  0.7126  0.6854  0.6617  0.6416  0.6243  0.6088
  0.5941  0.5794  0.5644  0.5491  0.5334  0.4907  0.4433  0.3958  0.3502  0.3008
  0.2440  0.1797  0.1109  0.0411 -0.0270 -0.0925 -0.1556 -0.2161 -0.2745 -0.3313
 -0.3870
  0.9160  0.8745  0.8338  0.7943  0.7573  0.7236  0.6939  0.6683  0.6466  0.6279
  0.6114  0.5958  0.5804  0.5651  0.5418  0.5108  0.4753  0.4175  0.3627
 [Fe/H] = -1.00 [alpha/Fe] = 0.40 BC value = F098M
  0.5305  0.5036  0.4757  0.4501  0.4291  0.4146  0.4086  0.4089  0.4046  0.3994
  0.4000  0.4085  0.4226  0.4388  0.4542  0.4805  0.4891  0.4780  0.4473
  0.6321  0.6038  0.5706  0.5363  0.5038  0.4756  0.4539  0.4382  0.4214  0.4063
  0.3980  0.3992  0.4084  0.4215  0.4344  0.4558  0.4595  0.4463  0.4159  0.3715
  0.7130  0.6886  0.6552  0.6166  0.5766  0.5380  0.5037  0.4754  0.4486  0.4247
  0.4073  0.3996  0.4020  0.4109  0.4214  0.4386  0.4389  0.4231  0.3924  0.3493
  0.2985
  0.7668  0.7524  0.7247  0.6875  0.6448  0.6002  0.5570  0.5188  0.4839  0.4522
  0.4265  0.4095  0.4033  0.4063  0.4136  0.4269  0.4242  0.4063  0.3748  0.3322
  0.2818  0.2282
  0.7787  0.7844  0.7705  0.7424  0.7036  0.6583  0.6109  0.5658  0.5244  0.4866
  0.4539  0.4286  0.4130  0.4080  0.4106  0.4195  0.4142  0.3944  0.3618  0.3191
  0.2688  0.2146  0.1598  0.1054
  0.7462  0.7669  0.7753  0.7686  0.7458  0.7082  0.6611  0.6111  0.5650  0.5233
  0.4863  0.4550  0.4313  0.4173  0.4129  0.4156  0.4079  0.3863  0.3527  0.3095
  0.2589  0.2038  0.1476  0.0920  0.0373 -0.0168 -0.0713 -0.1278 -0.1875 -0.2461
  0.7211  0.7393  0.7501  0.7528  0.7455  0.7276  0.6988  0.6590  0.6111  0.5627
  0.5196  0.4837  0.4554  0.4346  0.4218  0.4151  0.4048  0.3816  0.3471  0.3031
  0.2520  0.1958  0.1378  0.0803  0.0240 -0.0312 -0.0857 -0.1405 -0.1972 -0.2572
 -0.3170
  0.7110  0.7248  0.7318  0.7330  0.7289  0.7182  0.7002  0.6749  0.6429  0.6056
  0.5653  0.5250  0.4888  0.4598  0.4392  0.4183  0.4048  0.3800  0.3445  0.3001
  0.2483  0.1909  0.1309  0.0709  0.0122 -0.0448 -0.1007 -0.1557 -0.2113 -0.2679
 -0.3285
  0.7121  0.7221  0.7248  0.7223  0.7157  0.7055  0.6916  0.6731  0.6499  0.6227
  0.5932  0.5627  0.5319  0.5013  0.4734  0.4279  0.4079  0.3811  0.3445  0.2995
  0.2470  0.1886  0.1265  0.0636  0.0019 -0.0578 -0.1159 -0.1725 -0.2282 -0.2841
 -0.3417
  0.7264  0.7293  0.7279  0.7214  0.7115  0.6990  0.6847  0.6687  0.6505  0.6297
  0.6069  0.5830  0.5592  0.5357  0.5121  0.4555  0.4159  0.3857  0.3480  0.3026
  0.2499  0.1910  0.1273  0.0617 -0.0033 -0.0663 -0.1273 -0.1863 -0.2438 -0.3005
 -0.3571
  0.7577  0.7512  0.7422  0.7309  0.7172  0.7014  0.6848  0.6680  0.6510  0.6335
  0.6151  0.5958  0.5760  0.5564  0.5372  0.4878  0.4377  0.3946  0.3545  0.3084
  0.2557  0.1966  0.1321  0.0644 -0.0037 -0.0703 -0.1348 -0.1969 -0.2572 -0.3159
 -0.3735
  0.8097  0.7919  0.7734  0.7544  0.7352  0.7153  0.6952  0.6758  0.6574  0.6400
  0.6232  0.6063  0.5892  0.5719  0.5487  0.5248  0.4733  0.4078  0.3640
 [Fe/H] = -0.75 [alpha/Fe] = 0.40 BC value = F098M
  0.3959  0.3713  0.3500  0.3360  0.3388  0.3543  0.3760  0.3984  0.4148  0.4174
  0.4179  0.4226  0.4323  0.4446  0.4572  0.4802  0.4871  0.4778  0.4515
  0.5223  0.4944  0.4657  0.4404  0.4220  0.4128  0.4147  0.4250  0.4273  0.4213
  0.4151  0.4140  0.4193  0.4287  0.4393  0.4578  0.4607  0.4484  0.4210  0.3797
  0.6289  0.6032  0.5719  0.5393  0.5092  0.4845  0.4679  0.4599  0.4500  0.4360
  0.4227  0.4147  0.4142  0.4197  0.4279  0.4426  0.4422  0.4271  0.3982  0.3576
  0.3087
  0.7090  0.6912  0.6630  0.6286  0.5921  0.5568  0.5259  0.5024  0.4815  0.4597
  0.4392  0.4238  0.4163  0.4165  0.4213  0.4323  0.4292  0.4118  0.3814  0.3407
  0.2922  0.2394
  0.7528  0.7499  0.7322  0.7030  0.6664  0.6264  0.5865  0.5510  0.5201  0.4908
  0.4636  0.4410  0.4258  0.4192  0.4194  0.4257  0.4202  0.4009  0.3692  0.3280
  0.2795  0.2264  0.1717  0.1177
  0.7482  0.7680  0.7701  0.7548  0.7264  0.6886  0.6453  0.6024  0.5634  0.5275
  0.4944  0.4653  0.4427  0.4284  0.4224  0.4223  0.4145  0.3935  0.3607  0.3187
  0.2699  0.2163  0.1604  0.1044  0.0490 -0.0060 -0.0617 -0.1195 -0.1798 -0.2389
  0.7213  0.7460  0.7614  0.7654  0.7568  0.7351  0.7008  0.6560  0.6089  0.5660
  0.5280  0.4945  0.4662  0.4447  0.4314  0.4220  0.4117  0.3890  0.3552  0.3126
  0.2632  0.2088  0.1515  0.0937  0.0366 -0.0195 -0.0752 -0.1311 -0.1890 -0.2497
 -0.3097
  0.7071  0.7284  0.7426  0.7499  0.7494  0.7401  0.7217  0.6941  0.6569  0.6137
  0.5696  0.5288  0.4942  0.4670  0.4472  0.4251  0.4115  0.3873  0.3526  0.3094
  0.2593  0.2040  0.1452  0.0853  0.0259 -0.0321 -0.0890 -0.1453 -0.2017 -0.2599
 -0.3211
  0.7051  0.7224  0.7327  0.7371  0.7363  0.7301  0.7179  0.6990  0.6735  0.6421
  0.6073  0.5711  0.5352  0.5019  0.4737  0.4330  0.4142  0.3880  0.3523  0.3084
  0.2575  0.2013  0.1409  0.0785  0.0164 -0.0442 -0.1034 -0.1611 -0.2181 -0.2753
 -0.3340
  0.7103  0.7242  0.7316  0.7327  0.7291  0.7215  0.7104  0.6954  0.6761  0.6524
  0.6253  0.5967  0.5681  0.5402  0.5130  0.4544  0.4206  0.3921  0.3551  0.3108
  0.2596  0.2026  0.1411  0.0766  0.0117 -0.0519 -0.1139 -0.1740 -0.2327 -0.2908
 -0.3485
  0.7271  0.7348  0.7375  0.7359  0.7293  0.7191  0.7064  0.6916  0.6748  0.6557
  0.6342  0.6110  0.5873  0.5641  0.5419  0.4875  0.4377  0.3994  0.3608  0.3156
  0.2642  0.2069  0.1447  0.0787  0.0113 -0.0555 -0.1207 -0.1839 -0.2452 -0.3051
 -0.3646
  0.7555  0.7602  0.7554  0.7479  0.7380  0.7250  0.7098  0.6933  0.6762  0.6585
  0.6401  0.6208  0.6008  0.5806  0.5604  0.5323  0.4655  0.4099  0.3694
 [Fe/H] = -0.50 [alpha/Fe] = 0.40 BC value = F098M
  0.2347  0.2087  0.1918  0.1885  0.2158  0.2657  0.3252  0.3835  0.4276  0.4413
  0.4426  0.4433  0.4478  0.4555  0.4648  0.4837  0.4889  0.4800  0.4545
  0.3855  0.3554  0.3294  0.3126  0.3093  0.3232  0.3563  0.4036  0.4341  0.4420
  0.4390  0.4355  0.4361  0.4410  0.4483  0.4632  0.4648  0.4528  0.4273  0.3891
  0.5196  0.4902  0.4594  0.4323  0.4133  0.4058  0.4126  0.4338  0.4503  0.4520
  0.4447  0.4365  0.4324  0.4335  0.4382  0.4494  0.4481  0.4333  0.4058  0.3672
  0.3202
  0.6285  0.6054  0.5754  0.5434  0.5138  0.4904  0.4762  0.4742  0.4758  0.4702
  0.4580  0.4449  0.4355  0.4319  0.4330  0.4402  0.4364  0.4194  0.3900  0.3507
  0.3039  0.2522
  0.7029  0.6926  0.6703  0.6402  0.6066  0.5736  0.5448  0.5239  0.5103  0.4959
  0.4782  0.4599  0.4449  0.4357  0.4324  0.4343  0.4283  0.4094  0.3787  0.3384
  0.2915  0.2397  0.1853  0.1307
  0.7341  0.7416  0.7340  0.7146  0.6854  0.6504  0.6139  0.5802  0.5528  0.5289
  0.5048  0.4811  0.4605  0.4453  0.4366  0.4313  0.4230  0.4025  0.3706  0.3297
  0.2822  0.2300  0.1749  0.1187  0.0627  0.0066 -0.0502 -0.1096 -0.1712 -0.2313
  0.7187  0.7451  0.7587  0.7576  0.7423  0.7152  0.6797  0.6389  0.6008  0.5676
  0.5370  0.5080  0.4819  0.4607  0.4461  0.4314  0.4203  0.3982  0.3654  0.3238
  0.2757  0.2228  0.1667  0.1090  0.0514 -0.0057 -0.0626 -0.1199 -0.1795 -0.2415
 -0.3024
  0.7016  0.7281  0.7471  0.7574  0.7579  0.7478  0.7275  0.6969  0.6562  0.6137
  0.5743  0.5391  0.5082  0.4819  0.4612  0.4350  0.4201  0.3965  0.3627  0.3205
  0.2717  0.2181  0.1608  0.1013  0.0417 -0.0172 -0.0753 -0.1327 -0.1907 -0.2507
 -0.3133
  0.6969  0.7201  0.7364  0.7466  0.7504  0.7472  0.7363  0.7179  0.6914  0.6572
  0.6190  0.5800  0.5427  0.5098  0.4828  0.4427  0.4226  0.3970  0.3620  0.3191
  0.2696  0.2149  0.1563  0.0951  0.0331 -0.0282 -0.0885 -0.1483 -0.2077 -0.2666
 -0.3251
  0.6992  0.7205  0.7338  0.7410  0.7431  0.7402  0.7324  0.7192  0.7000  0.6749
  0.6451  0.6129  0.5802  0.5482  0.5179  0.4590  0.4284  0.4005  0.3643  0.3208
  0.2709  0.2154  0.1558  0.0931  0.0289 -0.0351 -0.0979 -0.1593 -0.2193 -0.2789
 -0.3382
  0.7077  0.7256  0.7370  0.7418  0.7412  0.7363  0.7277  0.7156  0.6999  0.6800
  0.6564  0.6300  0.6026  0.5757  0.5499  0.4897  0.4412  0.4070  0.3693  0.3250
  0.2746  0.2187  0.1583  0.0944  0.0283 -0.0382 -0.1040 -0.1682 -0.2308 -0.2921
 -0.3526
  0.7278  0.7391  0.7458  0.7476  0.7451  0.7380  0.7275  0.7144  0.6990  0.6816
  0.6619  0.6401  0.6169  0.5934  0.5788  0.5348  0.4610  0.4165  0.3770
 [Fe/H] = -0.25 [alpha/Fe] = 0.40 BC value = F098M
  0.0597  0.0276  0.0132  0.0221  0.0601  0.1319  0.2408  0.3684  0.4419  0.4689
  0.4727  0.4704  0.4696  0.4724  0.4777  0.4911  0.4946  0.4850  0.4611
  0.2304  0.1925  0.1677  0.1569  0.1686  0.2083  0.2799  0.3744  0.4405  0.4660
  0.4682  0.4631  0.4590  0.4588  0.4621  0.4720  0.4721  0.4598  0.4356  0.3999
  0.3900  0.3536  0.3209  0.2977  0.2895  0.3011  0.3364  0.3954  0.4475  0.4706
  0.4718  0.4642  0.4567  0.4529  0.4532  0.4593  0.4568  0.4420  0.4155  0.3785
  0.3334
  0.5274  0.4963  0.4625  0.4316  0.4089  0.3988  0.4050  0.4310  0.4640  0.4817
  0.4815  0.4718  0.4607  0.4528  0.4495  0.4507  0.4461  0.4293  0.4008  0.3627
  0.3173  0.2668
  0.6333  0.6135  0.5850  0.5529  0.5222  0.4975  0.4825  0.4810  0.4919  0.5000
  0.4965  0.4845  0.4701  0.4580  0.4505  0.4454  0.4385  0.4201  0.3902  0.3511
  0.3052  0.2545  0.2008  0.1463
  0.6950  0.6930  0.6782  0.6534  0.6230  0.5915  0.5633  0.5423  0.5317  0.5266
  0.5172  0.5020  0.4842  0.4681  0.4561  0.4431  0.4334  0.4135  0.3827  0.3427
  0.2961  0.2451  0.1908  0.1348  0.0786  0.0217 -0.0369 -0.0979 -0.1605 -0.2215
  0.7118  0.7306  0.7327  0.7216  0.7014  0.6737  0.6411  0.6087  0.5818  0.5620
  0.5443  0.5244  0.5030  0.4828  0.4662  0.4439  0.4307  0.4093  0.3775  0.3370
  0.2898  0.2380  0.1829  0.1258  0.0680  0.0102 -0.0476 -0.1066 -0.1680 -0.2310
 -0.2926
  0.6965  0.7250  0.7441  0.7521  0.7482  0.7333  0.7091  0.6772  0.6399  0.6066
  0.5784  0.5522  0.5265  0.5021  0.4811  0.4484  0.4306  0.4073  0.3746  0.3336
  0.2858  0.2331  0.1771  0.1187  0.0592 -0.0001 -0.0592 -0.1179 -0.1776 -0.2393
 -0.3029
  0.6891  0.7160  0.7363  0.7498  0.7555  0.7526  0.7416  0.7231  0.6957  0.6601
  0.6233  0.5882  0.5556  0.5262  0.5006  0.4568  0.4331  0.4076  0.3735  0.3317
  0.2833  0.2297  0.1726  0.1128  0.0515 -0.0101 -0.0711 -0.1311 -0.1910 -0.2517
 -0.3139
  0.6909  0.7154  0.7332  0.7451  0.7516  0.7522  0.7467  0.7350  0.7171  0.6925
  0.6618  0.6282  0.5940  0.5606  0.5296  0.4710  0.4390  0.4108  0.3754  0.3328
  0.2840  0.2298  0.1717  0.1106  0.0477 -0.0161 -0.0794 -0.1418 -0.2033 -0.2645
 -0.3252
  0.6962  0.7199  0.7361  0.7457  0.7499  0.7495  0.7447  0.7354  0.7213  0.7023
  0.6784  0.6507  0.6211  0.5914  0.5625  0.4970  0.4496  0.4168  0.3799  0.3363
  0.2869  0.2323  0.1734  0.1113  0.0470 -0.0188 -0.0847 -0.1497 -0.2136 -0.2763
 -0.3368
  0.7081  0.7275  0.7417  0.7503  0.7526  0.7502  0.7439  0.7342  0.7212  0.7049
  0.6851  0.6620  0.6367  0.6107  0.5993  0.5348  0.4649  0.4256  0.3870
 [Fe/H] =  0.00 [alpha/Fe] = 0.40 BC value = F098M
 -0.1090 -0.1526 -0.1524 -0.1124 -0.0420  0.0613  0.1942  0.3644  0.4564  0.4977
  0.5066  0.5029  0.4978  0.4955  0.4964  0.5034  0.5041  0.4933  0.4699
  0.0708  0.0238 -0.0085 -0.0175  0.0064  0.0738  0.1926  0.3439  0.4450  0.4907
  0.5007  0.4957  0.4880  0.4828  0.4814  0.4849  0.4830  0.4699  0.4463  0.4125
  0.2502  0.2033  0.1649  0.1424  0.1429  0.1739  0.2423  0.3466  0.4405  0.4891
  0.5018  0.4966  0.4866  0.4782  0.4736  0.4726  0.4685  0.4535  0.4277  0.3922
  0.3486
  0.4127  0.3704  0.3300  0.2980  0.2807  0.2839  0.3131  0.3729  0.4450  0.4920
  0.5073  0.5029  0.4912  0.4796  0.4714  0.4646  0.4582  0.4416  0.4141  0.3772
  0.3329  0.2834
  0.5478  0.5158  0.4790  0.4433  0.4147  0.3984  0.3990  0.4210  0.4630  0.5008
  0.5162  0.5129  0.5003  0.4859  0.4741  0.4599  0.4509  0.4328  0.4041  0.3661
  0.3211  0.2712  0.2181  0.1628
  0.6430  0.6281  0.6025  0.5709  0.5386  0.5108  0.4922  0.4868  0.4982  0.5186
  0.5298  0.5262  0.5129  0.4963  0.4811  0.4585  0.4459  0.4264  0.3968  0.3580
  0.3122  0.2617  0.2081  0.1524  0.0957  0.0381 -0.0213 -0.0843 -0.1480 -0.2104
  0.6912  0.6932  0.6851  0.6678  0.6427  0.6134  0.5849  0.5622  0.5494  0.5483
  0.5496  0.5431  0.5286  0.5102  0.4920  0.4605  0.4433  0.4220  0.3915  0.3523
  0.3058  0.2546  0.2002  0.1438  0.0862  0.0284 -0.0303 -0.0912 -0.1546 -0.2189
 -0.2818
  0.6932  0.7180  0.7296  0.7272  0.7140  0.6938  0.6689  0.6398  0.6117  0.5912
  0.5781  0.5651  0.5479  0.5275  0.5067  0.4664  0.4433  0.4199  0.3882  0.3485
  0.3016  0.2496  0.1944  0.1370  0.0781  0.0187 -0.0410 -0.1011 -0.1623 -0.2261
 -0.2911
  0.6860  0.7122  0.7332  0.7458  0.7487  0.7424  0.7282  0.7055  0.6773  0.6474
  0.6191  0.5950  0.5719  0.5482  0.5245  0.4760  0.4463  0.4200  0.3868  0.3462
  0.2988  0.2461  0.1898  0.1311  0.0709  0.0098 -0.0516 -0.1129 -0.1742 -0.2366
 -0.3008
  0.6838  0.7104  0.7309  0.7456  0.7540  0.7556  0.7503  0.7382  0.7200  0.6966
  0.6686  0.6375  0.6069  0.5771  0.5487  0.4901  0.4527  0.4230  0.3882  0.3467
  0.2989  0.2457  0.1886  0.1289  0.0673  0.0045 -0.0589 -0.1220 -0.1848 -0.2476
 -0.3105
  0.6895  0.7155  0.7341  0.7469  0.7546  0.7573  0.7551  0.7477  0.7354  0.7183
  0.6958  0.6691  0.6399  0.6098  0.5799  0.5118  0.4632  0.4288  0.3922  0.3495
  0.3012  0.2476  0.1899  0.1292  0.0664  0.0020 -0.0634 -0.1288 -0.1937 -0.2579
 -0.3202
  0.6975  0.7224  0.7407  0.7521  0.7580  0.7592  0.7563  0.7496  0.7390  0.7244
  0.7060  0.6838  0.6585  0.6315  0.6181  0.5411  0.4778  0.4374  0.3988
 [Fe/H] =  0.25 [alpha/Fe] = 0.40 BC value = F098M
 -0.2665 -0.3271 -0.2967 -0.2021 -0.0692  0.0811  0.2313  0.3670  0.4721  0.5260
  0.5424  0.5395  0.5316  0.5250  0.5215  0.5209  0.5183  0.5057  0.4818
 -0.0792 -0.1410 -0.1837 -0.1925 -0.1528 -0.0529  0.1163  0.3247  0.4498  0.5141
  0.5345  0.5320  0.5222  0.5129  0.5069  0.5026  0.4978  0.4837  0.4599  0.4275
  0.1129  0.0517  0.0035 -0.0230 -0.0175  0.0317  0.1369  0.2966  0.4316  0.5056
  0.5323  0.5319  0.5212  0.5092  0.5000  0.4904  0.4837  0.4681  0.4426  0.4084
  0.3661
  0.2948  0.2381  0.1876  0.1511  0.1362  0.1514  0.2051  0.3038  0.4207  0.4995
  0.5328  0.5363  0.5258  0.5116  0.4991  0.4827  0.4734  0.4566  0.4299  0.3942
  0.3510  0.3022
  0.4545  0.4058  0.3597  0.3181  0.2895  0.2803  0.2969  0.3458  0.4246  0.4975
  0.5353  0.5431  0.5340  0.5186  0.5032  0.4787  0.4660  0.4479  0.4203  0.3836
  0.3395  0.2901  0.2372  0.1819
  0.5761  0.5491  0.5107  0.4707  0.4354  0.4107  0.4020  0.4142  0.4518  0.5040
