 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F160W
  1.3448 -0.0034 -1.5542 -1.3450  0.8343  3.3568  2.3968  1.0448  0.4122  0.5395
  0.7277  0.8417  0.9721  1.0539  1.0829  0.9535
  1.4273  0.8616  0.1342  0.1538  0.9980  2.1130  1.7555  1.2373  0.9563  0.9470
  0.9759  0.9939  1.0246  1.0373  1.0260  0.9079  0.7737  0.6365  0.4847
  1.3304  1.2136  1.0015  0.9563  1.0759  1.3524  1.3168  1.2510  1.1854  1.1316
  1.0932  1.0660  1.0440  1.0182  0.9861  0.8770  0.7567  0.6233  0.4832  0.3461
  0.2159
  1.0541  1.0526  1.0477  1.0625  1.0681  1.0751  1.0807  1.0859  1.0994  1.0935
  1.0797  1.0579  1.0304  0.9965  0.9632  0.8608  0.7395  0.6086  0.4748  0.3425
  0.2123  0.0826 -0.0459
  0.9964  0.9980  0.9967  1.0022  1.0061  1.0115  1.0165  1.0194  1.0188  1.0144
  1.0051  0.9902  0.9700  0.9439  0.9116  0.8194  0.7130  0.5935  0.4658  0.3362
  0.2078  0.0810 -0.0440 -0.1672 -0.2887
  0.9157  0.9237  0.9286  0.9325  0.9373  0.9432  0.9494  0.9533  0.9531  0.9480
  0.9385  0.9256  0.9086  0.8878  0.8617  0.7792  0.6836  0.5745  0.4543  0.3290
  0.2032  0.0790 -0.0432 -0.1636 -0.2822 -0.3992
  0.8119  0.8297  0.8434  0.8534  0.8617  0.8702  0.8794  0.8876  0.8919  0.8907
  0.8836  0.8709  0.8547  0.8362  0.8135  0.7402  0.6513  0.5516  0.4403  0.3209
  0.1985  0.0766 -0.0435 -0.1616 -0.2777 -0.3921 -0.5048 -0.6163 -0.7261 -0.8314
  0.6850  0.7160  0.7411  0.7609  0.7768  0.7904  0.8038  0.8169  0.8277  0.8335
  0.8325  0.8246  0.8102  0.7915  0.7708  0.7042  0.6206  0.5264  0.4232  0.3110
  0.1931  0.0738 -0.0443 -0.1605 -0.2746 -0.3867 -0.4969 -0.6057 -0.7135 -0.8198
 -0.9221
  0.5369  0.5817  0.6199  0.6522  0.6791  0.7015  0.7213  0.7400  0.7574  0.7712
  0.7788  0.7785  0.7702  0.7549  0.7346  0.6723  0.5932  0.5024  0.4040  0.2985
  0.1863  0.0705 -0.0455 -0.1600 -0.2723 -0.3825 -0.4910 -0.5977 -0.7028 -0.8068
 -0.9098
  0.3839  0.4351  0.4820  0.5250  0.5647  0.5989  0.6285  0.6551  0.6796  0.7017
  0.7187  0.7278  0.7281  0.7196  0.7035  0.6427  0.5685  0.4804  0.3842  0.2827
  0.1759  0.0643 -0.0492 -0.1622 -0.2732 -0.3819 -0.4887 -0.5937 -0.6969 -0.7988
 -0.8995
  0.2355  0.2854  0.3363  0.3880  0.4379  0.4840  0.5249  0.5614  0.5943  0.6242
  0.6494  0.6681  0.6788  0.6804  0.6724  0.6214  0.5462  0.4621  0.3680  0.2686
  0.1655  0.0585 -0.0512 -0.1619 -0.2715 -0.3790 -0.4843 -0.5875 -0.6888 -0.7885
 -0.8888
  0.0733  0.1326  0.1900  0.2457  0.3022  0.3570  0.4087  0.4556  0.4985  0.5387
  0.5743  0.6032  0.6234  0.6334  0.6325  0.5939  0.5257  0.4452  0.3540  0.2562
  0.1549  0.0510 -0.0551 -0.1628 -0.2704 -0.3767 -0.4809 -0.5828 -0.6825 -0.7804
 -0.8767
 -0.1027 -0.0234  0.0431  0.0981  0.1576  0.2179  0.2830  0.3390  0.3909  0.4380
  0.4805  0.5186  0.5528  0.5786  0.5836  0.5604  0.5070  0.4297  0.3422
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F160W
  0.9241  0.9414  0.9915  1.0916  1.2409  1.4593  1.3169  1.2113  1.1674  1.1659
  1.1545  1.1352  1.1244  1.1062  1.0721  0.9394
  0.9641  0.9713  0.9994  1.0605  1.1560  1.2957  1.2575  1.2222  1.2013  1.1898
  1.1697  1.1428  1.1159  1.0836  1.0431  0.9160  0.7780  0.6379  0.4978
