 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F140W
  0.9320  1.0721  1.0773  0.8856  0.7116  1.2511  1.4208  1.0978  0.7806  0.7811
  0.8511  0.9280  0.9893  0.9918  0.9565  0.8418
  1.1183  1.1884  1.2087  1.1351  1.0603  1.2657  1.2972  1.1444  0.9952  0.9644
  0.9681  0.9807  0.9865  0.9672  0.9292  0.8201  0.7105  0.6018  0.4765
  1.1755  1.1951  1.2081  1.1972  1.1760  1.1973  1.1674  1.1171  1.0700  1.0332
  1.0074  0.9873  0.9645  0.9348  0.9000  0.7972  0.6894  0.5813  0.4664  0.3525
  0.2444
  1.1036  1.0922  1.0755  1.0719  1.0587  1.0458  1.0314  1.0161  1.0050  0.9875
  0.9690  0.9478  0.9232  0.8944  0.8689  0.7731  0.6703  0.5624  0.4519  0.3421
  0.2328  0.1238  0.0149
  1.0937  1.0780  1.0603  1.0485  1.0349  1.0215  1.0066  0.9895  0.9692  0.9471
  0.9251  0.9031  0.8804  0.8555  0.8274  0.7441  0.6487  0.5456  0.4383  0.3304
  0.2233  0.1170  0.0116 -0.0934 -0.1981
  1.0604  1.0456  1.0302  1.0160  1.0033  0.9909  0.9775  0.9614  0.9417  0.9185
  0.8930  0.8674  0.8424  0.8175  0.7913  0.7159  0.6272  0.5292  0.4255  0.3198
  0.2146  0.1104  0.0075 -0.0947 -0.1962 -0.2975
  1.0037  0.9950  0.9852  0.9744  0.9638  0.9540  0.9441  0.9318  0.9154  0.8948
  0.8702  0.8427  0.8146  0.7876  0.7606  0.6885  0.6058  0.5132  0.4135  0.3103
  0.2067  0.1040  0.0027 -0.0973 -0.1963 -0.2947 -0.3927 -0.4912 -0.5902 -0.6867
  0.9235  0.9262  0.9253  0.9212  0.9156  0.9096  0.9037  0.8965  0.8859  0.8702
  0.8494  0.8242  0.7958  0.7663  0.7376  0.6653  0.5860  0.4978  0.4023  0.3020
  0.1998  0.0981 -0.0021 -0.1008 -0.1979 -0.2940 -0.3891 -0.4842 -0.5800 -0.6765
 -0.7709
  0.8188  0.8360  0.8476  0.8540  0.8567  0.8569  0.8561  0.8543  0.8502  0.8413
  0.8267  0.8061  0.7806  0.7519  0.7217  0.6472  0.5692  0.4839  0.3918  0.2946
  0.1943  0.0933 -0.0065 -0.1045 -0.2005 -0.2950 -0.3884 -0.4808 -0.5731 -0.6660
 -0.7602
  0.7013  0.7292  0.7516  0.7690  0.7830  0.7927  0.7995  0.8041  0.8065  0.8054
  0.7986  0.7847  0.7643  0.7388  0.7100  0.6325  0.5552  0.4715  0.3814  0.2867
  0.1885  0.0884 -0.0114 -0.1095 -0.2053 -0.2991 -0.3913 -0.4822 -0.5722 -0.6622
 -0.7524
  0.5779  0.6114  0.6425  0.6714  0.6963  0.7173  0.7337  0.7465  0.7562  0.7624
  0.7623  0.7557  0.7429  0.7244  0.7006  0.6264  0.5441  0.4621  0.3737  0.2810
  0.1849  0.0865 -0.0126 -0.1109 -0.2071 -0.3009 -0.3925 -0.4823 -0.5707 -0.6582
 -0.7467
  0.4330  0.4826  0.5257  0.5628  0.5974  0.6286  0.6557  0.6783  0.6968  0.7108
  0.7194  0.7218  0.7173  0.7055  0.6863  0.6168  0.5350  0.4539  0.3674  0.2761
  0.1817  0.0850 -0.0128 -0.1108 -0.2074 -0.3018 -0.3938 -0.4834 -0.5710 -0.6572
 -0.7424
  0.2666  0.3429  0.4012  0.4432  0.4863  0.5266  0.5662  0.5985  0.6263  0.6484
  0.6650  0.6764  0.6831  0.6821  0.6671  0.6037  0.5279  0.4469  0.3625
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F140W
  0.9457  0.9574  0.9736  0.9984  1.0237  1.1007  1.1016  1.0579  1.0193  1.0079
  1.0028  1.0031  1.0015  0.9843  0.9554  0.8565
  0.9654  0.9677  0.9736  0.9858  0.9997  1.0407  1.0476  1.0336  1.0172  1.0074
  0.9969  0.9858  0.9715  0.9490  0.9196  0.8261  0.7177  0.6045  0.4892
  0.9846  0.9792  0.9766  0.9784  0.9826  0.9973  1.0047  1.0066  1.0034  0.9951
