 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F625W
  1.8786  3.7440  4.7970  3.4993  0.2466 -4.0491 -3.1536 -1.4096 -0.3250 -0.1489
  0.0332  0.1232 -0.2203 -0.6949 -0.8435 -0.4519
 -1.3468 -0.4516  0.2792  0.0006 -1.1295 -2.9771 -2.5560 -1.7293 -1.0844 -0.7923
 -0.5636 -0.4442 -0.5415 -0.7093 -0.7399 -0.4145 -0.2100 -0.0968 -0.1078
 -2.6241 -2.2931 -1.8604 -1.6502 -1.6548 -2.0351 -1.8826 -1.6125 -1.3173 -1.0609
 -0.8669 -0.7489 -0.7045 -0.6839 -0.6338 -0.3756 -0.2059 -0.1017 -0.0623 -0.0332
  0.0378
 -1.9533 -1.7805 -1.6218 -1.4531 -1.3294 -1.2231 -1.1334 -1.0593 -1.0237 -0.9547
 -0.8766 -0.7911 -0.7092 -0.6186 -0.5252 -0.3352 -0.1970 -0.1070 -0.0486 -0.0114
  0.0135  0.0303  0.0424
 -1.6601 -1.5343 -1.4136 -1.2880 -1.1787 -1.0792 -0.9909 -0.9139 -0.8469 -0.7860
 -0.7245 -0.6587 -0.5923 -0.5243 -0.4545 -0.3002 -0.1898 -0.1159 -0.0658 -0.0313
 -0.0073  0.0096  0.0217  0.0290  0.0310
 -1.3806 -1.2938 -1.2065 -1.1169 -1.0277 -0.9422 -0.8629 -0.7908 -0.7258 -0.6671
 -0.6129 -0.5603 -0.5062 -0.4535 -0.3982 -0.2720 -0.1807 -0.1196 -0.0778 -0.0477
 -0.0260 -0.0102  0.0012  0.0090  0.0135  0.0138
 -1.1150 -1.0590 -1.0005 -0.9398 -0.8764 -0.8121 -0.7494 -0.6900 -0.6342 -0.5821
 -0.5336 -0.4878 -0.4436 -0.4009 -0.3563 -0.2506 -0.1697 -0.1181 -0.0846 -0.0606
 -0.0426 -0.0291 -0.0192 -0.0119 -0.0071 -0.0050 -0.0063 -0.0152 -0.0341 -0.0582
 -0.8631 -0.8299 -0.7956 -0.7604 -0.7226 -0.6819 -0.6392 -0.5966 -0.5545 -0.5132
 -0.4730 -0.4339 -0.3961 -0.3594 -0.3232 -0.2334 -0.1600 -0.1116 -0.0838 -0.0667
 -0.0544 -0.0450 -0.0379 -0.0327 -0.0290 -0.0268 -0.0258 -0.0295 -0.0418 -0.0641
 -0.0924
 -0.6377 -0.6195 -0.6027 -0.5870 -0.5701 -0.5508 -0.5287 -0.5039 -0.4772 -0.4491
 -0.4193 -0.3886 -0.3575 -0.3263 -0.2951 -0.2183 -0.1509 -0.1035 -0.0768 -0.0644
 -0.0586 -0.0551 -0.0527 -0.0511 -0.0500 -0.0496 -0.0504 -0.0520 -0.0580 -0.0724
 -0.0978
 -0.4365 -0.4323 -0.4297 -0.4285 -0.4268 -0.4240 -0.4188 -0.4106 -0.3990 -0.3840
 -0.3659 -0.3448 -0.3213 -0.2961 -0.2697 -0.2025 -0.1410 -0.0945 -0.0670 -0.0555
 -0.0542 -0.0572 -0.0611 -0.0648 -0.0680 -0.0709 -0.0738 -0.0774 -0.0826 -0.0923
 -0.1068
 -0.2607 -0.2693 -0.2778 -0.2862 -0.2952 -0.3036 -0.3107 -0.3157 -0.3178 -0.3156
 -0.3090 -0.2982 -0.2838 -0.2661 -0.2455 -0.1876 -0.1313 -0.0862 -0.0575 -0.0442
 -0.0436 -0.0508 -0.0609 -0.0711 -0.0802 -0.0879 -0.0949 -0.1013 -0.1078 -0.1157
 -0.1245
 -0.1186 -0.1305 -0.1447 -0.1608 -0.1774 -0.1932 -0.2087 -0.2229 -0.2348 -0.2430
 -0.2471 -0.2468 -0.2420 -0.2326 -0.2188 -0.1723 -0.1214 -0.0779 -0.0483 -0.0336
 -0.0315 -0.0392 -0.0529 -0.0689 -0.0845 -0.0984 -0.1108 -0.1217 -0.1316 -0.1414
 -0.1521
 -0.0101 -0.0160 -0.0304 -0.0523 -0.0734 -0.0928 -0.1149 -0.1351 -0.1535 -0.1687
 -0.1805 -0.1893 -0.1953 -0.1956 -0.1896 -0.1564 -0.1113 -0.0696 -0.0394
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F625W
 -2.3004 -1.9566 -1.7463 -1.6584 -1.6615 -1.9590 -1.7226 -1.5147 -1.3592 -1.2364
 -1.0696 -0.9012 -0.8254 -0.8019 -0.7419 -0.4450
 -2.2237 -1.8863 -1.6556 -1.5226 -1.4674 -1.5862 -1.4520 -1.3241 -1.2134 -1.1135
 -0.9962 -0.8774 -0.7918 -0.7259 -0.6458 -0.3945 -0.2126 -0.0946 -0.0199
 -2.1349 -1.8118 -1.5724 -1.4090 -1.3102 -1.3022 -1.2287 -1.1528 -1.0748 -0.9946
 -0.9124 -0.8284 -0.7426 -0.6551 -0.5661 -0.3529 -0.1996 -0.0980 -0.0324  0.0096
  0.0369
 -2.0340 -1.7331 -1.4967 -1.3176 -1.1900 -1.1070 -1.0527 -1.0010 -0.9433 -0.8796
 -0.8183 -0.7542 -0.6777 -0.5895 -0.5028 -0.3202 -0.1897 -0.1025 -0.0451 -0.0070
  0.0187  0.0359  0.0477
 -1.9210 -1.6502 -1.4285 -1.2484 -1.1067 -1.0006 -0.9240 -0.8686 -0.8190 -0.7686
 -0.7138 -0.6548 -0.5971 -0.5290 -0.4559 -0.2964 -0.1829 -0.1081 -0.0580 -0.0236
  0.0004  0.0172  0.0285  0.0350  0.0363
 -1.7959 -1.5631 -1.3678 -1.2014 -1.0603 -0.9451 -0.8555 -0.7866 -0.7314 -0.6833
 -0.6344 -0.5812 -0.5303 -0.4771 -0.4174 -0.2784 -0.1765 -0.1114 -0.0690 -0.0390
 -0.0173 -0.0018  0.0091  0.0162  0.0199  0.0197
 -1.6502 -1.4559 -1.2922 -1.1488 -1.0204 -0.9070 -0.8113 -0.7346 -0.6730 -0.6205
 -0.5720 -0.5240 -0.4754 -0.4319 -0.3824 -0.2624 -0.1691 -0.1102 -0.0750 -0.0510
 -0.0331 -0.0199 -0.0105 -0.0040  0.0000  0.0011 -0.0010 -0.0107 -0.0302 -0.0545
 -1.4913 -1.3306 -1.1964 -1.0788 -0.9703 -0.8687 -0.7754 -0.6950 -0.6288 -0.5740
 -0.5259 -0.4801 -0.4346 -0.3929 -0.3507 -0.2461 -0.1606 -0.1046 -0.0741 -0.0565
 -0.0444 -0.0353 -0.0287 -0.0243 -0.0214 -0.0202 -0.0215 -0.0256 -0.0376 -0.0604
 -0.0888
 -1.2017 -1.1573 -1.0861 -0.9909 -0.9032 -0.8188 -0.7363 -0.6588 -0.5908 -0.5339
 -0.4857 -0.4424 -0.4010 -0.3608 -0.3230 -0.2293 -0.1514 -0.0965 -0.0653 -0.0542
 -0.0448 -0.0452 -0.0433 -0.0424 -0.0422 -0.0425 -0.0442 -0.0502 -0.0609 -0.0757
 -0.0943
 -1.1320 -1.0244 -0.9450 -0.8911 -0.8203 -0.7526 -0.6850 -0.6175 -0.5529 -0.4953
