 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F606W
  1.2235  3.0904  4.2033  3.0379 -0.1262 -4.4274 -3.4525 -1.6158 -0.4924 -0.3275
 -0.1644 -0.0724 -0.4498 -0.9316 -1.0827 -0.6556
 -1.7315 -0.8224 -0.0734 -0.3081 -1.4143 -3.2832 -2.8403 -1.9827 -1.3230 -1.0302
 -0.8042 -0.6840 -0.7920 -0.9606 -0.9831 -0.6175 -0.3821 -0.2397 -0.2294
 -2.8929 -2.5475 -2.1154 -1.9037 -1.9122 -2.3100 -2.1603 -1.8887 -1.5900 -1.3272
 -1.1273 -1.0063 -0.9579 -0.9321 -0.8695 -0.5713 -0.3648 -0.2348 -0.1751 -0.1279
 -0.0379
 -2.2607 -2.0849 -1.9227 -1.7489 -1.6200 -1.5077 -1.4125 -1.3337 -1.2935 -1.2187
 -1.1335 -1.0394 -0.9476 -0.8459 -0.7419 -0.5170 -0.3494 -0.2342 -0.1550 -0.1004
 -0.0595 -0.0275 -0.0006
 -1.9643 -1.8355 -1.7110 -1.5805 -1.4651 -1.3584 -1.2626 -1.1782 -1.1040 -1.0359
 -0.9668 -0.8924 -0.8163 -0.7378 -0.6572 -0.4732 -0.3348 -0.2380 -0.1691 -0.1186
 -0.0800 -0.0492 -0.0235 -0.0028  0.0126
 -1.6805 -1.5905 -1.4992 -1.4048 -1.3093 -1.2161 -1.1282 -1.0470 -0.9730 -0.9055
 -0.8428 -0.7816 -0.7183 -0.6558 -0.5902 -0.4381 -0.3208 -0.2383 -0.1790 -0.1340
 -0.0988 -0.0702 -0.0463 -0.0260 -0.0089  0.0040
 -1.4092 -1.3499 -1.2873 -1.2218 -1.1525 -1.0808 -1.0093 -0.9401 -0.8743 -0.8123
 -0.7543 -0.6996 -0.6467 -0.5949 -0.5409 -0.4117 -0.3074 -0.2351 -0.1847 -0.1466
 -0.1159 -0.0905 -0.0689 -0.0500 -0.0335 -0.0196 -0.0090 -0.0058 -0.0125 -0.0262
 -1.1504 -1.1137 -1.0753 -1.0354 -0.9921 -0.9447 -0.8940 -0.8420 -0.7897 -0.7379
 -0.6876 -0.6391 -0.5925 -0.5474 -0.5028 -0.3916 -0.2971 -0.2288 -0.1841 -0.1530
 -0.1285 -0.1078 -0.0898 -0.0737 -0.0591 -0.0459 -0.0339 -0.0264 -0.0273 -0.0383
 -0.0570
 -0.9166 -0.8951 -0.8744 -0.8543 -0.8322 -0.8070 -0.7779 -0.7448 -0.7086 -0.6703
 -0.6304 -0.5899 -0.5497 -0.5102 -0.4711 -0.3750 -0.2883 -0.2222 -0.1786 -0.1518
 -0.1337 -0.1193 -0.1064 -0.0946 -0.0834 -0.0727 -0.0632 -0.0543 -0.0497 -0.0537
 -0.0689
 -0.7058 -0.6985 -0.6923 -0.6871 -0.6808 -0.6727 -0.6615 -0.6463 -0.6266 -0.6025
 -0.5746 -0.5437 -0.5110 -0.4774 -0.4433 -0.3581 -0.2787 -0.2148 -0.1710 -0.1447
 -0.1307 -0.1226 -0.1164 -0.1104 -0.1041 -0.0974 -0.0907 -0.0847 -0.0801 -0.0800
 -0.0848
 -0.5185 -0.5248 -0.5304 -0.5354 -0.5405 -0.5444 -0.5464 -0.5456 -0.5409 -0.5310
 -0.5158 -0.4960 -0.4725 -0.4462 -0.4177 -0.3423 -0.2696 -0.2080 -0.1637 -0.1360
 -0.1223 -0.1179 -0.1178 -0.1185 -0.1186 -0.1175 -0.1155 -0.1130 -0.1106 -0.1094
 -0.1091
 -0.3641 -0.3740 -0.3858 -0.3992 -0.4128 -0.4251 -0.4365 -0.4459 -0.4524 -0.4541
 -0.4506 -0.4423 -0.4294 -0.4121 -0.3908 -0.3269 -0.2600 -0.2010 -0.1564 -0.1277
 -0.1125 -0.1084 -0.1116 -0.1181 -0.1249 -0.1304 -0.1344 -0.1371 -0.1388 -0.1402
 -0.1426
 -0.2426 -0.2462 -0.2585 -0.2785 -0.2977 -0.3148 -0.3334 -0.3500 -0.3641 -0.3742
 -0.3803 -0.3826 -0.3815 -0.3751 -0.3625 -0.3120 -0.2499 -0.1938 -0.1491
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F606W
 -2.5938 -2.2548 -2.0474 -1.9581 -1.9636 -2.2733 -2.0335 -1.8177 -1.6537 -1.5246
 -1.3508 -1.1760 -1.0994 -1.0714 -1.0018 -0.6699
 -2.5159 -2.1817 -1.9522 -1.8173 -1.7618 -1.8855 -1.7484 -1.6149 -1.4976 -1.3912
 -1.2665 -1.1400 -1.0485 -0.9748 -0.8845 -0.6017 -0.3874 -0.2396 -0.1396
 -2.4252 -2.1040 -1.8645 -1.6988 -1.5977 -1.5892 -1.5125 -1.4321 -1.3483 -1.2613
 -1.1714 -1.0788 -0.9837 -0.8862 -0.7865 -0.5447 -0.3620 -0.2337 -0.1453 -0.0834
 -0.0383
 -2.3217 -2.0217 -1.7843 -1.6026 -1.4714 -1.3844 -1.3258 -1.2693 -1.2058 -1.1350
 -1.0656 -0.9923 -0.9049 -0.8054 -0.7078 -0.4989 -0.3420 -0.2308 -0.1528 -0.0968
 -0.0550 -0.0226  0.0040
 -2.2054 -1.9348 -1.7116 -1.5287 -1.3828 -1.2711 -1.1883 -1.1265 -1.0701 -1.0122
 -0.9490 -0.8805 -0.8122 -0.7325 -0.6484 -0.4643 -0.3274 -0.2309 -0.1622 -0.1115
 -0.0728 -0.0420 -0.0171  0.0030  0.0179
 -2.0763 -1.8433 -1.6464 -1.4771 -1.3319 -1.2113 -1.1149 -1.0382 -0.9750 -0.9187
