 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F435W
 -4.5432 -2.4983 -0.6784 -1.0296 -4.0347 -9.4198 -7.2397 -4.0244 -2.3354 -2.4523
 -2.3440 -2.2021 -2.7244 -3.3020 -3.4073 -2.4362
 -6.3472 -5.2292 -4.0943 -3.9381 -4.9560 -7.3935 -6.4788 -5.0457 -4.0621 -3.7369
 -3.4239 -3.2137 -3.3110 -3.4271 -3.3055 -2.3867 -1.7893 -1.4068 -1.2761
 -6.8514 -6.3040 -5.6701 -5.2805 -5.2023 -5.7608 -5.5030 -5.0840 -4.6263 -4.2070
 -3.8667 -3.6314 -3.4777 -3.3161 -3.0778 -2.2626 -1.6538 -1.2959 -1.0818 -0.8925
 -0.6049
 -6.0558 -5.7227 -5.4058 -5.0568 -4.7735 -4.5216 -4.3123 -4.1391 -4.0281 -3.8627
 -3.6725 -3.4553 -3.2244 -2.9688 -2.7242 -2.0639 -1.5751 -1.2197 -0.9564 -0.7543
 -0.5912 -0.4526 -0.3324
 -5.6278 -5.3505 -5.0754 -4.7824 -4.5057 -4.2416 -4.0014 -3.7904 -3.6053 -3.4353
 -3.2637 -3.0780 -2.8800 -2.6716 -2.4582 -1.9268 -1.4862 -1.1670 -0.9332 -0.7523
 -0.6044 -0.4774 -0.3651 -0.2638 -0.1707
 -5.1989 -4.9683 -4.7320 -4.4863 -4.2318 -3.9764 -3.7296 -3.5024 -3.2989 -3.1165
 -2.9476 -2.7817 -2.6094 -2.4322 -2.2495 -1.8116 -1.4211 -1.1305 -0.9187 -0.7550
 -0.6204 -0.5040 -0.3997 -0.3045 -0.2167 -0.1353
 -4.7690 -4.5761 -4.3756 -4.1685 -3.9517 -3.7260 -3.4969 -3.2751 -3.0694 -2.8831
 -2.7148 -2.5585 -2.4069 -2.2548 -2.0981 -1.7183 -1.3798 -1.1102 -0.9129 -0.7624
 -0.6392 -0.5324 -0.4363 -0.3476 -0.2650 -0.1879 -0.1170 -0.0498  0.0112  0.0496
 -4.3380 -4.1739 -4.0062 -3.8355 -3.6583 -3.4722 -3.2775 -3.0800 -2.8876 -2.7080
 -2.5441 -2.3942 -2.2552 -2.1213 -1.9878 -1.6554 -1.3544 -1.1038 -0.9137 -0.7708
 -0.6567 -0.5590 -0.4712 -0.3899 -0.3134 -0.2412 -0.1737 -0.1112 -0.0538 -0.0047
  0.0241
 -3.9221 -3.7836 -3.6442 -3.5043 -3.3618 -3.2145 -3.0597 -2.8974 -2.7314 -2.5690
 -2.4154 -2.2735 -2.1428 -2.0207 -1.9027 -1.6128 -1.3402 -1.1066 -0.9208 -0.7798
 -0.6707 -0.5806 -0.5011 -0.4280 -0.3588 -0.2928 -0.2303 -0.1706 -0.1161 -0.0692
 -0.0316
 -3.5390 -3.4199 -3.3039 -3.1908 -3.0773 -2.9622 -2.8427 -2.7169 -2.5839 -2.4462
 -2.3098 -2.1794 -2.0568 -1.9424 -1.8342 -1.5772 -1.3289 -1.1101 -0.9303 -0.7888
 -0.6802 -0.5946 -0.5226 -0.4579 -0.3970 -0.3386 -0.2826 -0.2291 -0.1787 -0.1334
 -0.0934
 -3.1892 -3.0928 -2.9981 -2.9050 -2.8147 -2.7245 -2.6329 -2.5379 -2.4371 -2.3287
 -2.2162 -2.1030 -1.9914 -1.8837 -1.7812 -1.5435 -1.3223 -1.1154 -0.9417 -0.8009
 -0.6906 -0.6052 -0.5374 -0.4799 -0.4276 -0.3777 -0.3297 -0.2832 -0.2385 -0.1964
 -0.1571
 -2.8810 -2.8023 -2.7249 -2.6489 -2.5763 -2.5046 -2.4341 -2.3621 -2.2866 -2.2033
 -2.1135 -2.0202 -1.9256 -1.8317 -1.7400 -1.5205 -1.3129 -1.1186 -0.9498 -0.8115
 -0.7006 -0.6138 -0.5466 -0.4932 -0.4479 -0.4066 -0.3673 -0.3291 -0.2917 -0.2557
 -0.2218
 -2.6146 -2.5483 -2.4843 -2.4225 -2.3621 -2.3025 -2.2492 -2.1938 -2.1363 -2.0741
 -2.0069 -1.9351 -1.8593 -1.7864 -1.7106 -1.5083 -1.3007 -1.1197 -0.9546
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F435W
 -6.0724 -5.7211 -5.4904 -5.3927 -5.4498 -5.9951 -5.6599 -5.2991 -4.9992 -4.7576
 -4.4365 -4.1106 -3.9255 -3.7758 -3.5474 -2.7337
 -5.9157 -5.5439 -5.2657 -5.0858 -5.0172 -5.2281 -5.0196 -4.7841 -4.5582 -4.3438
 -4.0916 -3.8307 -3.6156 -3.4093 -3.1679 -2.4660 -1.8723 -1.4199 -1.0799
 -5.7488 -5.3690 -5.0599 -4.8204 -4.6568 -4.6268 -4.4836 -4.3224 -4.1454 -3.9542
 -3.7507 -3.5362 -3.3120 -3.0792 -2.8390 -2.2353 -1.7161 -1.3142 -1.0145 -0.7848
 -0.6000
 -5.5717 -5.1964 -4.8730 -4.5965 -4.3684 -4.1912 -4.0519 -3.9141 -3.7608 -3.5889
 -3.4139 -3.2270 -3.0145 -2.7855 -2.5607 -2.0416 -1.5902 -1.2332 -0.9673 -0.7627
 -0.5970 -0.4568 -0.3317
 -5.3844 -5.0261 -4.7050 -4.4141 -4.1521 -3.9213 -3.7245 -3.5592 -3.4045 -3.2478
 -3.0812 -2.9032 -2.7232 -2.5281 -2.3330 -1.8849 -1.4946 -1.1769 -0.9384 -0.7546
 -0.6046 -0.4764 -0.3632 -0.2613 -0.1677
 -5.1869 -4.8581 -4.5559 -4.2732 -4.0079 -3.7617 -3.5372 -3.3376 -3.1612 -3.0010
 -2.8426 -2.6769 -2.5103 -2.3372 -2.1615 -1.7670 -1.4258 -1.1405 -0.9231 -0.7559
 -0.6192 -0.5015 -0.3966 -0.3011 -0.2132 -0.1318
 -4.9706 -4.6768 -4.4033 -4.1418 -3.8898 -3.6477 -3.4184 -3.2054 -3.0120 -2.8371
 -2.6753 -2.5200 -2.3654 -2.2126 -2.0530 -1.6867 -1.3807 -1.1202 -0.9173 -0.7623
 -0.6368 -0.5287 -0.4319 -0.3430 -0.2605 -0.1836 -0.1129 -0.0458  0.0152  0.0534
 -4.7464 -4.4847 -4.2409 -4.0071 -3.7771 -3.5510 -3.3303 -3.1190 -2.9202 -2.7376
 -2.5703 -2.4151 -2.2674 -2.1258 -1.9830 -1.6431 -1.3551 -1.1129 -0.9183 -0.7705
 -0.6537 -0.5545 -0.4660 -0.3845 -0.3081 -0.2362 -0.1690 -0.1066 -0.0493 -0.0004
  0.0280
 -4.5587 -4.3050 -4.0750 -3.8666 -3.6615 -3.4573 -3.2531 -3.0523 -2.8586 -2.6751
 -2.5047 -2.3480 -2.2025 -2.0654 -1.9327 -1.6199 -1.3449 -1.1146 -0.9271 -0.7795
 -0.6672 -0.5757 -0.4955 -0.4220 -0.3529 -0.2871 -0.2249 -0.1680 -0.1164 -0.0696
 -0.0273
 -4.2969 -4.1254 -3.9335 -3.7236 -3.5394 -3.3569 -3.1733 -2.9891 -2.8064 -2.6289
 -2.4600 -2.3025 -2.1569 -2.0219 -1.8937 -1.6006 -1.3400 -1.1185 -0.9343 -0.7883
 -0.6770 -0.5898 -0.5169 -0.4517 -0.3909 -0.3327 -0.2770 -0.2238 -0.1738 -0.1281
 -0.0892
 -4.1234 -3.9640 -3.7848 -3.5881 -3.4199 -3.2541 -3.0899 -2.9244 -2.7578 -2.5918
 -2.4295 -2.2744 -2.1291 -1.9944 -1.8685 -1.5863 -1.3398 -1.1251 -0.9460 -0.8005
 -0.6875 -0.6007 -0.5319 -0.4739 -0.4215 -0.3718 -0.3240 -0.2778 -0.2334 -0.1917
 -0.1529
 -3.9943 -3.8208 -3.6525 -3.4891 -3.3331 -3.1826 -3.0325 -2.8492 -2.6998 -2.5491
 -2.3985 -2.2506 -2.1084 -1.9746 -1.8497 -1.5732 -1.3375 -1.1307 -0.9552 -0.8116
 -0.6977 -0.6095 -0.5415 -0.4876 -0.4421 -0.4009 -0.3618 -0.3237 -0.2867 -0.2510
 -0.2175
 -3.9097 -3.6958 -3.5365 -3.4266 -3.2790 -3.1423 -2.9353 -2.7981 -2.6599 -2.4927
 -2.3569 -2.2210 -2.0867 -1.9570 -1.8373 -1.5613 -1.3331 -1.1353 -0.9619
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F435W
 -6.2925 -6.1837 -6.1667 -5.9933 -5.6286 -5.3166 -5.2531 -5.2927 -5.2032 -4.9373
 -4.6243 -4.3002 -3.9997 -3.7213 -3.4354 -2.7300
 -5.8384 -5.5922 -5.4368 -5.2467 -5.0030 -4.7957 -4.6923 -4.6293 -4.5123 -4.3165
 -4.0835 -3.8241 -3.5571 -3.2970 -3.0409 -2.4332 -1.8850 -1.4359 -1.0688
 -5.4987 -5.1586 -4.9045 -4.6913 -4.5100 -4.3577 -4.2259 -4.0994 -3.9629 -3.8069
 -3.6253 -3.4147 -3.1805 -2.9414 -2.7115 -2.1849 -1.7189 -1.3277 -1.0173 -0.7797
 -0.6053
 -5.2734 -4.8829 -4.5698 -4.3271 -4.1496 -4.0026 -3.8539 -3.7030 -3.5550 -3.4085
 -3.2497 -3.0720 -2.8699 -2.6545 -2.4472 -1.9851 -1.5857 -1.2446 -0.9765 -0.7686
 -0.6005 -0.4588 -0.3351
 -5.1625 -4.7651 -4.4327 -4.1541 -3.9218 -3.7304 -3.5763 -3.4401 -3.2886 -3.1213
 -2.9567 -2.7960 -2.6253 -2.4363 -2.2480 -1.8338 -1.4854 -1.1866 -0.9463 -0.7589
 -0.6065 -0.4767 -0.3625 -0.2606 -0.1673
 -5.0894 -4.6992 -4.3661 -4.0780 -3.8260 -3.6054 -3.4125 -3.2434 -3.0935 -2.9469
 -2.7829 -2.6106 -2.4465 -2.2790 -2.1072 -1.7274 -1.4148 -1.1487 -0.9304 -0.7589
 -0.6196 -0.5003 -0.3944 -0.2984 -0.2104 -0.1291
 -5.0221 -4.6490 -4.3248 -4.0385 -3.7817 -3.5490 -3.3380 -3.1471 -2.9739 -2.8143
 -2.6623 -2.5068 -2.3460 -2.1858 -2.0204 -1.6585 -1.3694 -1.1264 -0.9242 -0.7645
 -0.6359 -0.5262 -0.4284 -0.3392 -0.2566 -0.1798 -0.1093 -0.0423  0.0187  0.0568
 -4.9475 -4.5982 -4.2901 -4.0129 -3.7590 -3.5241 -3.3061 -3.1036 -2.9170 -2.7445
 -2.5835 -2.4300 -2.2796 -2.1329 -1.9808 -1.6236 -1.3444 -1.1161 -0.9247 -0.7724
 -0.6520 -0.5509 -0.4615 -0.3795 -0.3031 -0.2314 -0.1646 -0.1027 -0.0455  0.0035
  0.0318
 -4.8675 -4.5414 -4.2522 -3.9893 -3.7441 -3.5132 -3.2945 -3.0879 -2.8938 -2.7130
 -2.5443 -2.3861 -2.2364 -2.0934 -1.9540 -1.6169 -1.3367 -1.1147 -0.9303 -0.7812
 -0.6654 -0.5716 -0.4903 -0.4163 -0.3471 -0.2816 -0.2198 -0.1619 -0.1084 -0.0606
 -0.0233
 -4.7825 -4.4777 -4.2055 -3.9578 -3.7247 -3.5020 -3.2878 -3.0821 -2.8861 -2.7008
 -2.5267 -2.3639 -2.2113 -2.0677 -1.9312 -1.6127 -1.3395 -1.1180 -0.9374 -0.7897
 -0.6751 -0.5855 -0.5113 -0.4456 -0.3846 -0.3265 -0.2712 -0.2185 -0.1691 -0.1238
 -0.0851
 -4.7063 -4.4217 -4.1606 -3.9236 -3.7022 -3.4896 -3.2837 -3.0833 -2.8893 -2.7035
 -2.5269 -2.3606 -2.2047 -2.0590 -1.9220 -1.6116 -1.3473 -1.1273 -0.9483 -0.8015
 -0.6855 -0.5965 -0.5265 -0.4677 -0.4150 -0.3654 -0.3179 -0.2721 -0.2283 -0.1870
 -0.1487
 -4.6428 -4.3681 -4.1172 -3.8858 -3.6706 -3.4677 -3.2712 -3.0789 -2.8911 -2.7086
 -2.5328 -2.3654 -2.2074 -2.0591 -1.9202 -1.6109 -1.3531 -1.1362 -0.9582 -0.8125
 -0.6957 -0.6055 -0.5362 -0.4816 -0.4357 -0.3944 -0.3555 -0.3179 -0.2812 -0.2461
 -0.2130
 -4.5919 -4.3169 -4.0723 -3.8447 -3.6332 -3.4348 -3.2458 -3.0627 -2.8831 -2.7076
 -2.5365 -2.3715 -2.2137 -2.0643 -1.9258 -1.6106 -1.3569 -1.1447 -0.9671
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F435W
 -6.3757 -6.1306 -5.9344 -5.7718 -5.5981 -5.4220 -5.2337 -5.0295 -4.8069 -4.5701
 -4.3152 -4.0480 -3.7819 -3.5238 -3.2400 -2.6497
 -5.8534 -5.5678 -5.3315 -5.1323 -4.9589 -4.7968 -4.6332 -4.4585 -4.2705 -4.0687
 -3.8475 -3.6074 -3.3580 -3.1157 -2.8751 -2.3521 -1.8785 -1.4582 -1.1158
 -5.4494 -5.1196 -4.8489 -4.6295 -4.4472 -4.2872 -4.1362 -3.9815 -3.8191 -3.6456
 -3.4550 -3.2440 -3.0166 -2.7906 -2.5786 -2.1100 -1.7028 -1.3441 -1.0446 -0.8070
 -0.6158
 -5.1637 -4.7860 -4.4866 -4.2634 -4.0631 -3.8931 -3.7427 -3.5985 -3.4527 -3.3008
 -3.1377 -2.9578 -2.7577 -2.5485 -2.3505 -1.9234 -1.5665 -1.2565 -0.9929 -0.7805
 -0.6064 -0.4637 -0.3370
 -5.0172 -4.6034 -4.2749 -4.0203 -3.8177 -3.6464 -3.4890 -3.3344 -3.1845 -3.0385
 -2.8905 -2.7355 -2.5654 -2.3770 -2.1908 -1.7923 -1.4696 -1.1954 -0.9607 -0.7684
 -0.6117 -0.4790 -0.3629 -0.2597 -0.1655
 -5.0086 -4.5796 -4.2212 -3.9354 -3.7065 -3.5168 -3.3515 -3.1983 -3.0467 -2.8897
 -2.7295 -2.5756 -2.4226 -2.2589 -2.0852 -1.7055 -1.4051 -1.1556 -0.9429 -0.7665
 -0.6223 -0.5000 -0.3925 -0.2955 -0.2070 -0.1264
 -5.0524 -4.6098 -4.2376 -3.9259 -3.6637 -3.4417 -3.2517 -3.0864 -2.9389 -2.8034
 -2.6599 -2.4986 -2.3373 -2.1801 -2.0191 -1.6521 -1.3652 -1.1317 -0.9349 -0.7707
 -0.6367 -0.5237 -0.4244 -0.3342 -0.2513 -0.1746 -0.1043 -0.0373  0.0240  0.0623
 -5.1227 -4.6731 -4.2908 -3.9677 -3.6920 -3.4536 -3.2446 -3.0595 -2.8930 -2.7395
 -2.5945 -2.4526 -2.3040 -2.1500 -1.9904 -1.6238 -1.3430 -1.1193 -0.9330 -0.7777
 -0.6515 -0.5469 -0.4556 -0.3728 -0.2961 -0.2245 -0.1582 -0.0967 -0.0396  0.0098
  0.0380
 -5.1995 -4.7520 -4.3654 -4.0339 -3.7476 -3.4967 -3.2733 -3.0720 -2.8893 -2.7216
 -2.5644 -2.4149 -2.2707 -2.1301 -1.9863 -1.6207 -1.3342 -1.1151 -0.9354 -0.7856
 -0.6646 -0.5666 -0.4832 -0.4082 -0.3387 -0.2732 -0.2120 -0.1547 -0.1019 -0.0543
 -0.0166
 -5.2629 -4.8210 -4.4404 -4.1078 -3.8155 -3.5553 -3.3206 -3.1068 -2.9104 -2.7294
 -2.5610 -2.4028 -2.2525 -2.1095 -1.9729 -1.6313 -1.3378 -1.1150 -0.9387 -0.7924
 -0.6739 -0.5803 -0.5036 -0.4366 -0.3751 -0.3171 -0.2622 -0.2102 -0.1616 -0.1171
 -0.0787
 -5.3091 -4.8873 -4.5152 -4.1866 -3.8935 -3.6282 -3.3851 -3.1610 -2.9536 -2.7614
 -2.5825 -2.4153 -2.2581 -2.1097 -1.9698 -1.6424 -1.3556 -1.1250 -0.9469 -0.8021
 -0.6841 -0.5914 -0.5187 -0.4584 -0.4050 -0.3552 -0.3080 -0.2629 -0.2199 -0.1796
 -0.1422
 -5.3383 -4.9369 -4.5767 -4.2549 -3.9650 -3.6999 -3.4537 -3.2233 -3.0077 -2.8062
 -2.6183 -2.4428 -2.2786 -2.1244 -1.9792 -1.6508 -1.3712 -1.1398 -0.9570 -0.8118
 -0.6938 -0.6005 -0.5286 -0.4724 -0.4256 -0.3840 -0.3452 -0.3080 -0.2721 -0.2379
 -0.2057
 -5.3506 -4.9698 -4.6244 -4.3108 -4.0243 -3.7605 -3.5153 -3.2842 -3.0648 -2.8575
 -2.6624 -2.4799 -2.3092 -2.1493 -2.0011 -1.6565 -1.3846 -1.1594 -0.9690
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value = F435W
 -6.6618 -6.4751 -6.2922 -6.1023 -5.9085 -5.6753 -5.3809 -5.0283 -4.6905 -4.3819
 -4.0909 -3.8149 -3.5558 -3.3140 -3.0872 -2.5716
 -6.0490 -5.8401 -5.6404 -5.4425 -5.2432 -5.0251 -4.7698 -4.4786 -4.2004 -3.9397
 -3.6859 -3.4335 -3.1871 -2.9560 -2.7428 -2.2737 -1.8604 -1.4842 -1.1548
 -5.5763 -5.3351 -5.1124 -4.9024 -4.6986 -4.4930 -4.2711 -4.0296 -3.7979 -3.5765
 -3.3565 -3.1306 -2.9014 -2.6815 -2.4791 -2.0450 -1.6793 -1.3575 -1.0731 -0.8325
 -0.6354
 -5.2437 -4.9601 -4.7082 -4.4820 -4.2747 -4.0791 -3.8848 -3.6813 -3.4830 -3.2923
 -3.1027 -2.9062 -2.6987 -2.4905 -2.2961 -1.8855 -1.5518 -1.2669 -1.0171 -0.8022
 -0.6238 -0.4743 -0.3458
 -5.0617 -4.7162 -4.4282 -4.1838 -3.9655 -3.7700 -3.5892 -3.4119 -3.2381 -3.0705
 -2.9052 -2.7357 -2.5546 -2.3624 -2.1751 -1.7792 -1.4662 -1.2057 -0.9809 -0.7864
 -0.6232 -0.4854 -0.3660 -0.2604 -0.1645
 -5.0167 -4.6104 -4.2727 -3.9926 -3.7597 -3.5655 -3.3974 -3.2315 -3.0673 -2.9089
 -2.7558 -2.6042 -2.4472 -2.2768 -2.0992 -1.7118 -1.4114 -1.1668 -0.9594 -0.7809
