 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F390W
 -7.3706 -5.2409 -3.2298 -3.4484 -6.6054-12.0842 -9.9941 -6.0381 -3.2662 -2.6861
 -2.4827 -2.4903 -3.4050 -4.1872 -4.4020 -3.2388
 -8.4609 -7.1536 -5.8311 -5.5631 -6.6579 -9.1439 -8.3012 -6.6148 -5.2206 -4.6022
 -4.2104 -4.0373 -4.2802 -4.4600 -4.3268 -3.1907 -2.4891 -2.0401 -1.9494
 -8.5731 -7.8305 -7.0393 -6.5565 -6.4810 -7.0386 -6.8095 -6.3747 -5.8637 -5.3794
 -4.9875 -4.7308 -4.5753 -4.3874 -4.0849 -3.0459 -2.2878 -1.8682 -1.6309 -1.4093
 -1.0314
 -7.7072 -7.2716 -6.8544 -6.4286 -6.0746 -5.7684 -5.5190 -5.3178 -5.1954 -5.0177
 -4.8140 -4.5709 -4.2903 -3.9693 -3.6763 -2.8044 -2.1798 -1.7322 -1.4076 -1.1641
 -0.9757 -0.8233 -0.6960
 -7.3250 -6.9389 -6.5591 -6.1733 -5.8120 -5.4765 -5.1780 -4.9207 -4.6997 -4.5016
 -4.3056 -4.0928 -3.8568 -3.5978 -3.3270 -2.6318 -2.0511 -1.6386 -1.3473 -1.1321
 -0.9647 -0.8282 -0.7129 -0.6120 -0.5205
 -6.9460 -6.6003 -6.2543 -5.9049 -5.5549 -5.2140 -4.8928 -4.6025 -4.3468 -4.1207
 -3.9139 -3.7127 -3.5027 -3.2800 -3.0478 -2.4784 -1.9562 -1.5728 -1.3044 -1.1093
 -0.9585 -0.8354 -0.7308 -0.6390 -0.5565 -0.4804
 -6.5703 -6.2558 -5.9400 -5.6234 -5.3032 -4.9809 -4.6634 -4.3632 -4.0899 -3.8465
 -3.6292 -3.4291 -3.2360 -3.0407 -2.8387 -2.3442 -1.8951 -1.5348 -1.2789 -1.0957
 -0.9571 -0.8449 -0.7498 -0.6664 -0.5913 -0.5226 -0.4595 -0.3982 -0.3400 -0.2999
 -6.1978 -5.9054 -5.6162 -5.3302 -5.0431 -4.7527 -4.4594 -4.1710 -3.8975 -3.6480
 -3.4248 -3.2238 -3.0393 -2.8624 -2.6864 -2.2503 -1.8533 -1.5207 -1.2700 -1.0899
 -0.9572 -0.8534 -0.7667 -0.6911 -0.6234 -0.5615 -0.5045 -0.4515 -0.4017 -0.3572
 -0.3277
 -5.8371 -5.5676 -5.3018 -5.0398 -4.7816 -4.5242 -4.2646 -4.0034 -3.7461 -3.5028
 -3.2795 -3.0786 -2.8978 -2.7315 -2.5725 -2.1878 -1.8288 -1.5208 -1.2759 -1.0929
 -0.9592 -0.8588 -0.7786 -0.7104 -0.6501 -0.5953 -0.5450 -0.4975 -0.4540 -0.4159
 -0.3843
 -5.5244 -5.2592 -5.0067 -4.7659 -4.5310 -4.3014 -4.0732 -3.8443 -3.6144 -3.3879
 -3.1731 -2.9758 -2.7968 -2.6348 -2.4850 -2.1391 -1.8117 -1.5242 -1.2880 -1.1025
 -0.9634 -0.8611 -0.7837 -0.7214 -0.6683 -0.6209 -0.5778 -0.5380 -0.5010 -0.4676
 -0.4379
 -5.2464 -4.9933 -4.7520 -4.5216 -4.3039 -4.0943 -3.8909 -3.6907 -3.4908 -3.2899
 -3.0945 -2.9083 -2.7332 -2.5711 -2.4226 -2.0956 -1.8039 -1.5324 -1.3045 -1.1195
 -0.9749 -0.8664 -0.7865 -0.7264 -0.6785 -0.6379 -0.6020 -0.5695 -0.5395 -0.5118
 -0.4858
 -5.0126 -4.7699 -4.5370 -4.3133 -4.1042 -3.9068 -3.7200 -3.5402 -3.3643 -3.1874
 -3.0117 -2.8407 -2.6776 -2.5247 -2.3836 -2.0711 -1.7944 -1.5393 -1.3179 -1.1356
 -0.9892 -0.8752 -0.7897 -0.7272 -0.6810 -0.6450 -0.6155 -0.5900 -0.5672 -0.5465
 -0.5277
 -4.8229 -4.5889 -4.3617 -4.1410 -3.9319 -3.7389 -3.5637 -3.3964 -3.2361 -3.0795
 -2.9259 -2.7750 -2.6267 -2.4956 -2.3681 -2.0657 -1.7832 -1.5449 -1.3282
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F390W
 -7.4855 -7.1835 -6.9895 -6.9377 -7.0561 -7.5855 -7.2045 -6.7221 -6.2933 -5.9619
 -5.6136 -5.2935 -5.1485 -4.9978 -4.7248 -3.7331
 -7.3210 -6.9726 -6.7044 -6.5379 -6.4932 -6.6936 -6.4647 -6.1742 -5.8843 -5.6153
 -5.3278 -5.0408 -4.8098 -4.5690 -4.2724 -3.3936 -2.6326 -2.0577 -1.6307
 -7.1711 -6.7892 -6.4647 -6.2093 -6.0366 -5.9917 -5.8369 -5.6578 -5.4563 -5.2345
 -4.9940 -4.7362 -4.4625 -4.1742 -3.8724 -3.0971 -2.4157 -1.8965 -1.5194 -1.2391
 -1.0207
 -7.0358 -6.6333 -6.2704 -5.9519 -5.6863 -5.4798 -5.3211 -5.1728 -5.0095 -4.8196
 -4.6123 -4.3798 -4.1068 -3.8133 -3.5248 -2.8436 -2.2386 -1.7687 -1.4323 -1.1837
 -0.9910 -0.8351 -0.7015
 -6.9151 -6.5049 -6.1215 -5.7657 -5.4423 -5.1579 -4.9173 -4.7192 -4.5437 -4.3705
 -4.1827 -3.9716 -3.7426 -3.4863 -3.2296 -2.6331 -2.1013 -1.6743 -1.3693 -1.1466
 -0.9745 -0.8349 -0.7172 -0.6146 -0.5212
 -6.8090 -6.4040 -6.0180 -5.6507 -5.3046 -4.9847 -4.6959 -4.4423 -4.2225 -4.0289
 -3.8430 -3.6499 -3.4470 -3.2263 -2.9976 -2.4707 -2.0023 -1.6109 -1.3269 -1.1230
 -0.9672 -0.8409 -0.7341 -0.6408 -0.5573 -0.4804
 -6.7070 -6.3139 -5.9365 -5.5715 -5.2209 -4.8880 -4.5774 -4.2934 -4.0396 -3.8148
 -3.6120 -3.4218 -3.2336 -3.0407 -2.8364 -2.3549 -1.9379 -1.5758 -1.3032 -1.1095
