 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F555W
 -0.1482  1.6917  2.9921  2.1078 -0.9270 -5.7805 -4.4418 -2.2895 -1.1136 -1.0790
 -0.9082 -0.7752 -1.1820 -1.6577 -1.7078 -1.0894
 -3.1733 -2.2584 -1.3898 -1.4557 -2.4411 -4.5410 -3.9114 -2.8786 -2.1355 -1.8331
 -1.5645 -1.4049 -1.5039 -1.6425 -1.5916 -1.0472 -0.7003 -0.4954 -0.4579
 -4.2428 -3.8668 -3.3633 -3.0549 -2.9681 -3.3956 -3.1666 -2.8130 -2.4393 -2.1113
 -1.8576 -1.6962 -1.6140 -1.5447 -1.4273 -0.9769 -0.6604 -0.4698 -0.3723 -0.2911
 -0.1524
 -3.3567 -3.1335 -2.9284 -2.6898 -2.5081 -2.3444 -2.2074 -2.0926 -2.0252 -1.9136
 -1.7876 -1.6493 -1.5124 -1.3643 -1.2149 -0.8785 -0.6308 -0.4566 -0.3330 -0.2423
 -0.1714 -0.1126 -0.0609
 -2.9732 -2.8066 -2.6449 -2.4668 -2.3033 -2.1458 -2.0014 -1.8730 -1.7596 -1.6549
 -1.5491 -1.4365 -1.3211 -1.2035 -1.0851 -0.8101 -0.5990 -0.4494 -0.3410 -0.2583
 -0.1921 -0.1364 -0.0873 -0.0444 -0.0076
 -2.6076 -2.4866 -2.3629 -2.2326 -2.0956 -1.9562 -1.8194 -1.6914 -1.5750 -1.4696
 -1.3719 -1.2770 -1.1798 -1.0834 -0.9848 -0.7566 -0.5738 -0.4426 -0.3469 -0.2724
 -0.2116 -0.1597 -0.1138 -0.0725 -0.0351 -0.0025
 -2.2599 -2.1735 -2.0824 -1.9872 -1.8850 -1.7756 -1.6614 -1.5478 -1.4395 -1.3388
 -1.2463 -1.1602 -1.0776 -0.9967 -0.9140 -0.7180 -0.5552 -0.4362 -0.3507 -0.2846
 -0.2299 -0.1825 -0.1403 -0.1015 -0.0657 -0.0330 -0.0041  0.0168  0.0267  0.0271
 -1.9301 -1.8673 -1.8034 -1.7386 -1.6695 -1.5933 -1.5093 -1.4199 -1.3287 -1.2396
 -1.1552 -1.0761 -1.0020 -0.9313 -0.8618 -0.6914 -0.5438 -0.4304 -0.3504 -0.2915
 -0.2438 -0.2022 -0.1647 -0.1299 -0.0970 -0.0660 -0.0364 -0.0119  0.0035  0.0076
  0.0016
 -1.6318 -1.5857 -1.5418 -1.5000 -1.4570 -1.4100 -1.3562 -1.2946 -1.2264 -1.1546
 -1.0823 -1.0121 -0.9452 -0.8816 -0.8200 -0.6713 -0.5361 -0.4271 -0.3476 -0.2921
 -0.2506 -0.2159 -0.1845 -0.1550 -0.1265 -0.0989 -0.0728 -0.0475 -0.0272 -0.0162
 -0.0175
 -1.3670 -1.3354 -1.3074 -1.2827 -1.2585 -1.2332 -1.2037 -1.1676 -1.1235 -1.0717
 -1.0150 -0.9562 -0.8975 -0.8403 -0.7848 -0.6518 -0.5276 -0.4232 -0.3441 -0.2880
 -0.2496 -0.2211 -0.1967 -0.1738 -0.1513 -0.1287 -0.1064 -0.0850 -0.0654 -0.0507
 -0.0413
 -1.1369 -1.1189 -1.1032 -1.0896 -1.0784 -1.0676 -1.0552 -1.0390 -1.0163 -0.9852
 -0.9463 -0.9018 -0.8539 -0.8044 -0.7548 -0.6335 -0.5200 -0.4198 -0.3414 -0.2838
 -0.2447 -0.2191 -0.2006 -0.1849 -0.1694 -0.1533 -0.1367 -0.1197 -0.1031 -0.0880
 -0.0737
 -0.9553 -0.9362 -0.9246 -0.9198 -0.9177 -0.9163 -0.9152 -0.9124 -0.9054 -0.8903
 -0.8676 -0.8386 -0.8046 -0.7667 -0.7258 -0.6174 -0.5108 -0.4155 -0.3377 -0.2798
 -0.2391 -0.2130 -0.1972 -0.1870 -0.1787 -0.1699 -0.1602 -0.1493 -0.1377 -0.1260
 -0.1155
 -0.8222 -0.7873 -0.7716 -0.7733 -0.7764 -0.7793 -0.7854 -0.7913 -0.7945 -0.7921
 -0.7837 -0.7698 -0.7510 -0.7272 -0.6979 -0.6038 -0.5000 -0.4103 -0.3330
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F555W
 -3.6614 -3.2856 -3.0356 -2.9046 -2.8918 -3.3045 -3.0353 -2.7817 -2.5807 -2.4125
 -2.1824 -1.9510 -1.8343 -1.7627 -1.6388 -1.1615
 -3.5069 -3.1433 -2.8822 -2.7140 -2.6350 -2.7972 -2.6340 -2.4675 -2.3145 -2.1697
 -1.9988 -1.8251 -1.6920 -1.5755 -1.4382 -1.0369 -0.7226 -0.4989 -0.3411
 -3.3457 -3.0007 -2.7379 -2.5459 -2.4190 -2.4055 -2.3033 -2.1923 -2.0739 -1.9494
