 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F775W
 -1.2789 -0.1656  1.1125  1.4287  0.3787 -1.8671 -1.0823  0.2166  0.9947  1.0617
  1.1340  1.1322  0.7219  0.2294 -0.0241  0.1107
 -1.2074 -0.7093 -0.0672  0.1672 -0.1582 -1.1433 -0.7972 -0.2182  0.2053  0.3627
  0.4776  0.5114  0.3523  0.1445  0.0387  0.1459  0.2159  0.2491  0.1971
 -0.9440 -0.7956 -0.5602 -0.4033 -0.3608 -0.5816 -0.4846 -0.3290 -0.1643 -0.0208
  0.0802  0.1264  0.1150  0.0844  0.0762  0.1598  0.1988  0.2231  0.2090  0.1893
  0.1933
 -0.4887 -0.4245 -0.3665 -0.2828 -0.2291 -0.1820 -0.1445 -0.1158 -0.1139 -0.0889
 -0.0581 -0.0228  0.0100  0.0490  0.0884  0.1524  0.1941  0.2081  0.2058  0.1918
  0.1708  0.1448  0.1150
 -0.2653 -0.2379 -0.2105 -0.1702 -0.1359 -0.1016 -0.0700 -0.0427 -0.0202 -0.0010
  0.0185  0.0407  0.0630  0.0871  0.1132  0.1609  0.1834  0.1891  0.1839  0.1708
  0.1518  0.1282  0.1008  0.0693  0.0329
 -0.0593 -0.0605 -0.0582 -0.0503 -0.0365 -0.0183  0.0024  0.0231  0.0425  0.0599
  0.0754  0.0899  0.1053  0.1196  0.1362  0.1703  0.1808  0.1785  0.1687  0.1541
  0.1352  0.1126  0.0867  0.0577  0.0253 -0.0113
  0.1292  0.1077  0.0904  0.0769  0.0691  0.0679  0.0727  0.0816  0.0925  0.1044
  0.1161  0.1273  0.1377  0.1468  0.1574  0.1806  0.1863  0.1763  0.1602  0.1417
  0.1210  0.0980  0.0726  0.0449  0.0149 -0.0182 -0.0548 -0.0974 -0.1470 -0.1991
  0.3003  0.2667  0.2353  0.2059  0.1804  0.1607  0.1480  0.1420  0.1414  0.1444
  0.1498  0.1565  0.1635  0.1704  0.1768  0.1922  0.1958  0.1829  0.1608  0.1362
  0.1114  0.0860  0.0595  0.0317  0.0026 -0.0284 -0.0613 -0.0984 -0.1419 -0.1925
 -0.2463
  0.4457  0.4078  0.3690  0.3296  0.2921  0.2582  0.2298  0.2085  0.1945  0.1867
  0.1838  0.1841  0.1865  0.1901  0.1945  0.2042  0.2065  0.1945  0.1699  0.1397
  0.1089  0.0789  0.0495  0.0200 -0.0099 -0.0405 -0.0725 -0.1061 -0.1436 -0.1873
 -0.2388
  0.5686  0.5279  0.4852  0.4408  0.3965  0.3536  0.3142  0.2802  0.2532  0.2339
  0.2213  0.2140  0.2106  0.2098  0.2110  0.2169  0.2174  0.2070  0.1834  0.1508
  0.1146  0.0786  0.0441  0.0110 -0.0213 -0.0531 -0.0852 -0.1183 -0.1531 -0.1919
 -0.2348
  0.6665  0.6263  0.5836  0.5387  0.4919  0.4449  0.3992  0.3565  0.3189  0.2883
  0.2654  0.2491  0.2383  0.2318  0.2287  0.2286  0.2283  0.2187  0.1976  0.1663
  0.1281  0.0873  0.0471  0.0087 -0.0277 -0.0625 -0.0965 -0.1301 -0.1642 -0.1997
 -0.2375
  0.7385  0.7030  0.6635  0.6206  0.5745  0.5271  0.4789  0.4318  0.3877  0.3495
  0.3177  0.2920  0.2721  0.2579  0.2489  0.2405  0.2381  0.2294  0.2103  0.1812
  0.1441  0.1019  0.0576  0.0139 -0.0278 -0.0671 -0.1045 -0.1406 -0.1758 -0.2111
 -0.2474
  0.7847  0.7579  0.7249  0.6865  0.6443  0.6002  0.5503  0.5021  0.4552  0.4124
  0.3741  0.3400  0.3098  0.2881  0.2716  0.2527  0.2468  0.2391  0.2215
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F775W
 -0.4294 -0.3270 -0.2692 -0.2571 -0.3017 -0.5504 -0.4424 -0.3248 -0.2314 -0.1594
 -0.0564  0.0398  0.0548  0.0292  0.0353  0.1703
 -0.4396 -0.3393 -0.2721 -0.2393 -0.2479 -0.3724 -0.3270 -0.2702 -0.2168 -0.1673
 -0.1033 -0.0399 -0.0053  0.0139  0.0451  0.1628  0.2277  0.2532  0.2548
 -0.4266 -0.3328 -0.2624 -0.2166 -0.1993 -0.2364 -0.2271 -0.2090 -0.1837 -0.1526
 -0.1168 -0.0775 -0.0356  0.0082  0.0532  0.1558  0.2100  0.2302  0.2300  0.2166
  0.1947
 -0.3904 -0.3075 -0.2401 -0.1890 -0.1560 -0.1424 -0.1427 -0.1413 -0.1322 -0.1152
 -0.0968 -0.0730 -0.0361  0.0121  0.0596  0.1493  0.1953  0.2106  0.2085  0.1957
  0.1756  0.1499  0.1195
 -0.3310 -0.2634 -0.2052 -0.1565 -0.1180 -0.0904 -0.0738 -0.0670 -0.0622 -0.0552
 -0.0433 -0.0264 -0.0069  0.0255  0.0643  0.1433  0.1836  0.1944  0.1902  0.1773
  0.1583  0.1346  0.1066  0.0743  0.0372
 -0.2484 -0.2005 -0.1577 -0.1191 -0.0853 -0.0571 -0.0351 -0.0192 -0.0084 -0.0005
  0.0090  0.0222  0.0343  0.0506  0.0757  0.1408  0.1771  0.1838  0.1759  0.1615
  0.1425  0.1197  0.0934  0.0637  0.0305 -0.0067
 -0.1443 -0.1161 -0.0911 -0.0670 -0.0435 -0.0214 -0.0014  0.0158  0.0298  0.0416
  0.0528  0.0647  0.0775  0.0864  0.1017  0.1458  0.1767  0.1805  0.1679  0.1498
  0.1291  0.1058  0.0799  0.0516  0.0207 -0.0132 -0.0506 -0.0939 -0.1439 -0.1962
 -0.0269 -0.0143 -0.0051  0.0033  0.0134  0.0253  0.0385  0.0517  0.0643  0.0758
  0.0866  0.0979  0.1103  0.1200  0.1307  0.1611  0.1831  0.1847  0.1682  0.1447
  0.1199  0.0943  0.0674  0.0389  0.0089 -0.0229 -0.0574 -0.0950 -0.1386 -0.1895
 -0.2434
  0.0826  0.0921  0.0943  0.0900  0.0869  0.0865  0.0898  0.0956  0.1029  0.1109
  0.1193  0.1280  0.1376  0.1475  0.1560  0.1799  0.1949  0.1948  0.1767  0.1481
  0.1206  0.0874  0.0576  0.0274 -0.0033 -0.0346 -0.0674 -0.1040 -0.1446 -0.1887
 -0.2360
  0.2233  0.2048  0.1929  0.1867  0.1736  0.1622  0.1543  0.1504  0.1499  0.1518
  0.1555  0.1602  0.1660  0.1726  0.1788  0.1982  0.2095  0.2073  0.1891  0.1586
  0.1230  0.0870  0.0522  0.0185 -0.0144 -0.0470 -0.0799 -0.1136 -0.1491 -0.1877
 -0.2319
  0.3439  0.3173  0.2990  0.2883  0.2680  0.2489  0.2314  0.2173  0.2073  0.2009
  0.1977  0.1968  0.1977  0.1998  0.2026  0.2146  0.2234  0.2203  0.2032  0.1736
  0.1359  0.0952  0.0548  0.0161 -0.0209 -0.0563 -0.0909 -0.1253 -0.1600 -0.1961
 -0.2345
  0.4565  0.4294  0.4039  0.3799  0.3541  0.3281  0.3037  0.2944  0.2751  0.2597
  0.2481  0.2398  0.2344  0.2311  0.2295  0.2308  0.2366  0.2326  0.2163  0.1884
  0.1516  0.1093  0.0648  0.0209 -0.0212 -0.0610 -0.0990 -0.1357 -0.1715 -0.2073
 -0.2442
  0.5611  0.5413  0.5075  0.4614  0.4318  0.3999  0.3924  0.3647  0.3395  0.3267
  0.3066  0.2902  0.2772  0.2674  0.2595  0.2468  0.2491  0.2442  0.2284
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F775W
 -0.4842 -0.5078 -0.5955 -0.6042 -0.5011 -0.3978 -0.3899 -0.4351 -0.4399 -0.3742
 -0.2804 -0.1790 -0.0893 -0.0215  0.0439  0.1760
 -0.4514 -0.4084 -0.4149 -0.4010 -0.3517 -0.3083 -0.3031 -0.3163 -0.3107 -0.2736
 -0.2185 -0.1516 -0.0809 -0.0165  0.0438  0.1621  0.2294  0.2566  0.2658
 -0.4259 -0.3399 -0.2911 -0.2578 -0.2364 -0.2261 -0.2221 -0.2180 -0.2085 -0.1908
 -0.1624 -0.1217 -0.0689 -0.0113  0.0432  0.1493  0.2102  0.2339  0.2370  0.2250
  0.2000
 -0.4077 -0.3023 -0.2241 -0.1746 -0.1552 -0.1512 -0.1469 -0.1402 -0.1333 -0.1258
 -0.1121 -0.0893 -0.0533 -0.0059  0.0421  0.1376  0.1933  0.2144  0.2138  0.2015
  0.1816  0.1556  0.1242
 -0.3968 -0.2956 -0.2139 -0.1514 -0.1081 -0.0836 -0.0775 -0.0829 -0.0851 -0.0786
 -0.0676 -0.0544 -0.0341 -0.0003  0.0405  0.1270  0.1787  0.1981  0.1962  0.1837
  0.1648  0.1408  0.1124  0.0800  0.0427
 -0.3693 -0.2804 -0.2054 -0.1436 -0.0951 -0.0599 -0.0374 -0.0256 -0.0235 -0.0262
 -0.0240 -0.0157 -0.0056  0.0130  0.0435  0.1199  0.1684  0.1864  0.1826  0.1688
  0.1497  0.1266  0.0999  0.0696  0.0357 -0.0023
 -0.3165 -0.2443 -0.1819 -0.1281 -0.0826 -0.0456 -0.0175  0.0024  0.0156  0.0239
  0.0286  0.0329  0.0387  0.0450  0.0603  0.1191  0.1637  0.1809  0.1748  0.1579
  0.1371  0.1133  0.0870  0.0580  0.0264 -0.0082 -0.0464 -0.0903 -0.1406 -0.1930
 -0.2390 -0.1840 -0.1366 -0.0952 -0.0583 -0.0259  0.0016  0.0240  0.0412  0.0545
  0.0654  0.0748  0.0835  0.0884  0.0955  0.1299  0.1656  0.1816  0.1741  0.1532
  0.1285  0.1024  0.0749  0.0459  0.0152 -0.0173 -0.0527 -0.0911 -0.1352 -0.1864
 -0.2403
 -0.1437 -0.1035 -0.0700 -0.0417 -0.0163  0.0072  0.0292  0.0493  0.0666  0.0809
  0.0932  0.1044  0.1151  0.1245  0.1308  0.1539  0.1762  0.1883  0.1801  0.1561
  0.1263  0.0959  0.0656  0.0349  0.0036 -0.0285 -0.0621 -0.0979 -0.1367 -0.1808
 -0.2331
 -0.0369 -0.0094  0.0128  0.0302  0.0444  0.0575  0.0708  0.0846  0.0980  0.1104
  0.1215  0.1317  0.1416  0.1514  0.1589  0.1793  0.1941  0.2001  0.1910  0.1655
  0.1314  0.0955  0.0604  0.0263 -0.0072 -0.0405 -0.0742 -0.1087 -0.1449 -0.1841
 -0.2288
  0.0741  0.0916  0.1047  0.1139  0.1193  0.1232  0.1270  0.1324  0.1392  0.1467
