 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  r   
 -0.6964 -0.6030 -0.5173 -0.4381 -0.3644 -0.2041 -0.0782  0.0135  0.0764  0.1187
  0.1466
 -2.4138 -2.3847 -2.1916 -1.9102 -1.6426 -1.4105 -1.2083 -1.0421 -0.9037 -0.7853
 -0.6832 -0.5908 -0.5064 -0.4288 -0.3567 -0.2003 -0.0776  0.0116  0.0725  0.1131
  0.1396  0.1558
 -2.3106 -2.0989 -2.0587 -1.9243 -1.6791 -1.4387 -1.2279 -1.0487 -0.9013 -0.7777
 -0.6736 -0.5816 -0.4980 -0.4217 -0.3511 -0.1986 -0.0788  0.0087  0.0685  0.1080
  0.1335  0.1486  0.1558  0.1572
 -2.3514 -2.0387 -1.8290 -1.7457 -1.6715 -1.4715 -1.2585 -1.0699 -0.9095 -0.7771
 -0.6670 -0.5740 -0.4908 -0.4152 -0.3459 -0.1971 -0.0803  0.0057  0.0649  0.1037
  0.1283  0.1425  0.1486  0.1491  0.1458  0.1371  0.1216  0.0995  0.0723  0.0434
 -2.4585 -2.0853 -1.8033 -1.5988 -1.4757 -1.4086 -1.2815 -1.0995 -0.9310 -0.7864
 -0.6666 -0.5683 -0.4842 -0.4088 -0.3403 -0.1945 -0.0808  0.0035  0.0621  0.1007
  0.1245  0.1377  0.1426  0.1415  0.1367  0.1290  0.1166  0.0978  0.0719  0.0417
  0.0096
 -2.6132 -2.1911 -1.8584 -1.5998 -1.4036 -1.2628 -1.1655 -1.0797 -0.9542 -0.8075
 -0.6766 -0.5679 -0.4792 -0.4029 -0.3344 -0.1907 -0.0797  0.0028  0.0608  0.0992
  0.1225  0.1346  0.1382  0.1353  0.1285  0.1190  0.1063  0.0895  0.0677  0.0402
  0.0068
 -2.7930 -2.3377 -1.9631 -1.6613 -1.4224 -1.2363 -1.0921 -0.9774 -0.8831 -0.7929
 -0.6881 -0.5753 -0.4772 -0.3970 -0.3275 -0.1844 -0.0755  0.0051  0.0621  0.1002
  0.1230  0.1341  0.1361  0.1312  0.1219  0.1100  0.0956  0.0786  0.0588  0.0343
  0.0038
 -2.9779 -2.5082 -2.1087 -1.7725 -1.4959 -1.2737 -1.0969 -0.9547 -0.8365 -0.7345
 -0.6451 -0.5617 -0.4774 -0.3950 -0.3236 -0.1794 -0.0712  0.0083  0.0648  0.1028
  0.1256  0.1359  0.1366  0.1299  0.1181  0.1032  0.0861  0.0673  0.0465  0.0228
 -0.0036
 -3.1924 -2.6998 -2.2764 -1.9155 -1.6108 -1.3558 -1.1476 -0.9791 -0.8409 -0.7240
 -0.6220 -0.5321 -0.4522 -0.3795 -0.3132 -0.1738 -0.0660  0.0132  0.0695  0.1077
  0.1307  0.1408  0.1405  0.1322  0.1179  0.0998  0.0793  0.0576  0.0346  0.0101
 -0.0157
 -3.4366 -2.9124 -2.4460 -2.0727 -1.7510 -1.4736 -1.2377 -1.0415 -0.8801 -0.7459
 -0.6319 -0.5327 -0.4452 -0.3680 -0.2963 -0.1676 -0.0599  0.0198  0.0762
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  r   
 -2.6924 -2.3637 -2.0826 -1.8445 -1.6026 -1.4016 -1.2315 -1.0832 -0.9529 -0.8370
 -0.7323 -0.6361 -0.5476 -0.4656 -0.3895 -0.2226 -0.0812  0.0245  0.0999
 -2.7706 -2.4052 -2.0930 -1.8289 -1.5936 -1.3821 -1.2064 -1.0561 -0.9218 -0.8084
 -0.7049 -0.6102 -0.5233 -0.4431 -0.3685 -0.2047 -0.0722  0.0282  0.0985  0.1455
 -2.7731 -2.4597 -2.1353 -1.8479 -1.6053 -1.3824 -1.1956 -1.0411 -0.9041 -0.7900
 -0.6875 -0.5940 -0.5085 -0.4297 -0.3565 -0.1961 -0.0672  0.0294  0.0962  0.1405
  0.1692
 -2.4651 -2.4518 -2.1823 -1.8898 -1.6263 -1.3997 -1.2000 -1.0361 -0.8976 -0.7781
 -0.6756 -0.5829 -0.4984 -0.4209 -0.3492 -0.1922 -0.0662  0.0281  0.0930  0.1358
  0.1633  0.1799
 -2.3253 -2.2130 -2.1559 -1.9278 -1.6658 -1.4269 -1.2202 -1.0425 -0.8961 -0.7718
 -0.6672 -0.5747 -0.4907 -0.4142 -0.3437 -0.1903 -0.0670  0.0255  0.0893  0.1313
  0.1578  0.1737  0.1812  0.1823
 -2.3392 -2.0479 -1.9049 -1.8692 -1.6944 -1.4639 -1.2492 -1.0622 -0.9041 -0.7725
 -0.6616 -0.5680 -0.4842 -0.4082 -0.3387 -0.1886 -0.0682  0.0227  0.0860  0.1273
  0.1532  0.1682  0.1750  0.1753  0.1710  0.1623  0.1461  0.1214  0.0936  0.0632
 -2.4472 -2.0728 -1.8070 -1.6423 -1.5811 -1.4774 -1.2836 -1.0921 -0.9246 -0.7809
 -0.6622 -0.5631 -0.4784 -0.4024 -0.3334 -0.1860 -0.0687  0.0205  0.0832  0.1243
  0.1496  0.1638  0.1696  0.1690  0.1639  0.1550  0.1416  0.1221  0.0944  0.0633
  0.0298
 -2.6273 -2.1776 -1.8456 -1.5986 -1.4264 -1.3247 -1.2517 -1.1193 -0.9536 -0.8019
 -0.6715 -0.5633 -0.4740 -0.3969 -0.3277 -0.1820 -0.0674  0.0196  0.0815  0.1226
  0.1475  0.1609  0.1656  0.1637  0.1572  0.1474  0.1341  0.1169  0.0936  0.0631
  0.0288
 -2.8380 -2.3426 -1.9493 -1.6480 -1.4177 -1.2467 -1.1235 -1.0325 -0.9426 -0.8226
 -0.6898 -0.5709 -0.4726 -0.3915 -0.3211 -0.1756 -0.0632  0.0217  0.0824  0.1232
  0.1478  0.1603  0.1638  0.1604  0.1520  0.1403  0.1257  0.1080  0.0865  0.0602
  0.0271
 -3.1065 -2.5568 -2.1113 -1.7598 -1.4824 -1.2662 -1.0995 -0.9698 -0.8645 -0.7733
 -0.6834 -0.5851 -0.4825 -0.3927 -0.3184 -0.1707 -0.0589  0.0247  0.0845  0.1251
  0.1498  0.1618  0.1643  0.1595  0.1492  0.1351  0.1182  0.0990  0.0770  0.0531
  0.0222
 -3.4656 -2.8202 -2.3088 -1.9182 -1.5996 -1.3424 -1.1382 -0.9766 -0.8467 -0.7375
 -0.6419 -0.5557 -0.4740 -0.3935 -0.3171 -0.1665 -0.0540  0.0292  0.0886  0.1291
  0.1541  0.1661  0.1678  0.1617  0.1495  0.1329  0.1132  0.0913  0.0675  0.0415
  0.0132
 -3.9152 -3.1328 -2.5195 -2.1055 -1.7551 -1.4645 -1.2249 -1.0309 -0.8743 -0.7458
 -0.6372 -0.5419 -0.4568 -0.3798 -0.3172 -0.1630 -0.0485  0.0352  0.0947
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  r   
 -2.6344 -2.3249 -2.0577 -1.8288 -1.5869 -1.3944 -1.2289 -1.0795 -0.9458 -0.8275
 -0.7228 -0.6267 -0.5385 -0.4569 -0.3812 -0.2155 -0.0735  0.0346  0.1156
 -2.7159 -2.3643 -2.0656 -1.8147 -1.5814 -1.3756 -1.2022 -1.0494 -0.9158 -0.8004
 -0.6977 -0.6029 -0.5161 -0.4361 -0.3619 -0.1986 -0.0642  0.0401  0.1155  0.1657
 -2.7805 -2.4292 -2.1069 -1.8289 -1.5944 -1.3751 -1.1923 -1.0379 -0.8993 -0.7850
 -0.6818 -0.5880 -0.5024 -0.4236 -0.3507 -0.1903 -0.0589  0.0424  0.1142  0.1619
  0.1921
 -2.6845 -2.4696 -2.1634 -1.8703 -1.6144 -1.3937 -1.1961 -1.0336 -0.8953 -0.7743
 -0.6713 -0.5780 -0.4931 -0.4154 -0.3436 -0.1864 -0.0576  0.0416  0.1117  0.1580
  0.1872  0.2046
 -2.3812 -2.3517 -2.1881 -1.9186 -1.6526 -1.4191 -1.2148 -1.0400 -0.8942 -0.7692
 -0.6638 -0.5706 -0.4861 -0.4091 -0.3384 -0.1843 -0.0582  0.0395  0.1085  0.1540
  0.1825  0.1993  0.2073  0.2081
 -2.3293 -2.0835 -2.0353 -1.9262 -1.6935 -1.4551 -1.2436 -1.0589 -0.9019 -0.7709
 -0.6592 -0.5648 -0.4802 -0.4036 -0.3336 -0.1824 -0.0591  0.0368  0.1053  0.1504
  0.1783  0.1945  0.2019  0.2025  0.1977  0.1878  0.1705  0.1448  0.1167  0.0848
 -2.4214 -2.0621 -1.8277 -1.7360 -1.6770 -1.4890 -1.2784 -1.0872 -0.9209 -0.7789
 -0.6604 -0.5607 -0.4751 -0.3983 -0.3286 -0.1796 -0.0593  0.0347  0.1025  0.1474
  0.1750  0.1904  0.1972  0.1972  0.1920  0.1827  0.1688  0.1476  0.1186  0.0869
  0.0519
 -2.6127 -2.1518 -1.8331 -1.6083 -1.4790 -1.4218 -1.3010 -1.1211 -0.9494 -0.7986
 -0.6693 -0.5613 -0.4713 -0.3933 -0.3232 -0.1756 -0.0579  0.0338  0.1007  0.1455
  0.1729  0.1877  0.1936  0.1927  0.1867  0.1768  0.1637  0.1455  0.1204  0.0881
  0.0530
 -2.8366 -2.3222 -1.9251 -1.6337 -1.4192 -1.2731 -1.1842 -1.1040 -0.9747 -0.8240
 -0.6863 -0.5684 -0.4700 -0.3882 -0.3168 -0.1690 -0.0534  0.0360  0.1014  0.1459
  0.1731  0.1873  0.1921  0.1900  0.1826  0.1713  0.1567  0.1386  0.1163  0.0881
  0.0528
 -3.1824 -2.5689 -2.0915 -1.7367 -1.4664 -1.2619 -1.1109 -1.0004 -0.9130 -0.8221
 -0.7103 -0.5898 -0.4810 -0.3900 -0.3146 -0.1640 -0.0488  0.0390  0.1032  0.1473
  0.1747  0.1887  0.1928  0.1895  0.1806  0.1675  0.1511  0.1318  0.1093  0.0829
  0.0518
 -3.6461 -2.8919 -2.3160 -1.9007 -1.5775 -1.3252 -1.1297 -0.9789 -0.8609 -0.7630
 -0.6749 -0.5871 -0.4947 -0.4004 -0.3171 -0.1603 -0.0439  0.0434  0.1069  0.1508
  0.1784  0.1925  0.1961  0.1917  0.1813  0.1663  0.1476  0.1262  0.1021  0.0753
  0.0452
 -4.2279 -3.2912 -2.5730 -2.1131 -1.7403 -1.4439 -1.2070 -1.0194 -0.8707 -0.7505
 -0.6492 -0.5594 -0.4767 -0.3976 -0.3243 -0.1579 -0.0387  0.0492  0.1125
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  r   
 -2.5804 -2.3088 -2.0566 -1.8221 -1.5858 -1.3775 -1.2006 -1.0495 -0.9191 -0.8054
 -0.7048 -0.6139 -0.5303 -0.4516 -0.3765 -0.2105 -0.0681  0.0479  0.1304
 -2.6877 -2.3374 -2.0478 -1.8130 -1.5797 -1.3760 -1.2026 -1.0488 -0.9140 -0.7987
 -0.6942 -0.5990 -0.5121 -0.4321 -0.3581 -0.1949 -0.0591  0.0506  0.1301  0.1839
 -2.7734 -2.3999 -2.0841 -1.8204 -1.5916 -1.3741 -1.1938 -1.0379 -0.8988 -0.7837
 -0.6798 -0.5854 -0.4993 -0.4204 -0.3475 -0.1870 -0.0538  0.0518  0.1290  0.1811
  0.2140
 -2.7593 -2.4644 -2.1425 -1.8545 -1.6115 -1.3915 -1.1960 -1.0346 -0.8956 -0.7739
 -0.6701 -0.5762 -0.4907 -0.4126 -0.3407 -0.1831 -0.0522  0.0515  0.1271  0.1780
  0.2100  0.2286
 -2.5129 -2.4370 -2.1921 -1.9061 -1.6424 -1.4192 -1.2140 -1.0404 -0.8953 -0.7689
 -0.6635 -0.5696 -0.4843 -0.4068 -0.3357 -0.1808 -0.0525  0.0497  0.1244  0.1746
  0.2061  0.2244  0.2330  0.2340
 -2.3336 -2.1769 -2.1419 -1.9415 -1.6873 -1.4484 -1.2436 -1.0579 -0.9030 -0.7723
 -0.6596 -0.5646 -0.4791 -0.4017 -0.3311 -0.1787 -0.0532  0.0473  0.1214  0.1714
  0.2025  0.2203  0.2287  0.2297  0.2250  0.2138  0.1949  0.1692  0.1409  0.1078
 -2.3939 -2.0610 -1.8854 -1.8563 -1.7094 -1.4884 -1.2743 -1.0870 -0.9207 -0.7800
 -0.6620 -0.5612 -0.4746 -0.3970 -0.3264 -0.1757 -0.0531  0.0453  0.1186  0.1685
  0.1995  0.2169  0.2247  0.2254  0.2204  0.2106  0.1956  0.1732  0.1439  0.1119
  0.0756
 -2.5697 -2.1248 -1.8274 -1.6395 -1.5762 -1.4922 -1.3093 -1.1192 -0.9486 -0.7986
 -0.6702 -0.5625 -0.4714 -0.3925 -0.3215 -0.1716 -0.0514  0.0446  0.1167  0.1665
  0.1974  0.2145  0.2217  0.2218  0.2163  0.2063  0.1922  0.1733  0.1475  0.1145
  0.0789
 -2.7968 -2.2854 -1.8986 -1.6240 -1.4340 -1.3297 -1.2676 -1.1425 -0.9782 -0.8225
 -0.6851 -0.5690 -0.4704 -0.3877 -0.3154 -0.1650 -0.0466  0.0470  0.1175  0.1667
  0.1975  0.2141  0.2206  0.2197  0.2132  0.2024  0.1877  0.1693  0.1464  0.1169
  0.0803
 -3.2007 -2.5491 -2.0576 -1.7103 -1.4533 -1.2658 -1.1386 -1.0558 -0.9723 -0.8516
 -0.7151 -0.5894 -0.4809 -0.3897 -0.3134 -0.1599 -0.0417  0.0501  0.1191  0.1678
  0.1987  0.2154  0.2213  0.2195  0.2119  0.1998  0.1838  0.1647  0.1421  0.1148
  0.0822
 -3.7481 -2.9159 -2.2968 -1.8695 -1.5514 -1.3093 -1.1263 -0.9905 -0.8894 -0.8047
 -0.7154 -0.6122 -0.5024 -0.4017 -0.3168 -0.1564 -0.0365  0.0549  0.1229  0.1709
  0.2020  0.2188  0.2245  0.2219  0.2130  0.1994  0.1817  0.1610  0.1371  0.1099
  0.0787
 -4.4387 -3.3858 -2.6162 -2.0928 -1.7125 -1.4183 -1.1890 -1.0107 -0.8726 -0.7635
 -0.6717 -0.5874 -0.5030 -0.4160 -0.3256 -0.1545 -0.0310  0.0614  0.1289
