 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  i   
  0.2628  0.2461  0.2206  0.1889  0.1534  0.1151  0.0734  0.0281 -0.0209 -0.0735
 -0.1297
 -1.2550 -1.0132 -0.8160 -0.6590 -0.5312 -0.4277 -0.3473 -0.2887 -0.2484 -0.2139
 -0.1680 -0.1101 -0.0571 -0.0128  0.0248  0.1040  0.1696  0.2214  0.2543  0.2670
  0.2627  0.2459  0.2202  0.1881  0.1520  0.1133  0.0722  0.0287 -0.0174 -0.0672
 -0.1214
 -1.3581 -1.0755 -0.8494 -0.6742 -0.5353 -0.4214 -0.3271 -0.2499 -0.1883 -0.1400
 -0.1024 -0.0704 -0.0369  0.0013  0.0377  0.1139  0.1762  0.2250  0.2563  0.2689
  0.2649  0.2482  0.2224  0.1899  0.1528  0.1131  0.0713  0.0279 -0.0173 -0.0650
 -0.1151
 -1.4897 -1.1681 -0.9084 -0.7044 -0.5484 -0.4251 -0.3237 -0.2386 -0.1672 -0.1076
 -0.0583 -0.0181  0.0146  0.0421  0.0682  0.1283  0.1855  0.2315  0.2612  0.2734
  0.2697  0.2533  0.2273  0.1942  0.1562  0.1149  0.0716  0.0272 -0.0184 -0.0653
 -0.1133
 -1.6498 -1.2910 -0.9835 -0.7570 -0.5755 -0.4359 -0.3262 -0.2360 -0.1599 -0.0948
 -0.0393  0.0076  0.0471  0.0800  0.1163  0.1472  0.1975  0.2409  0.2690
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  i   
 -1.4642 -1.2521 -1.0732 -0.9243 -0.7709 -0.6466 -0.5467 -0.4610 -0.3849 -0.3147
 -0.2482 -0.1855 -0.1268 -0.0721 -0.0211  0.0915  0.1855  0.2565  0.3061
 -1.5325 -1.2882 -1.0838 -0.9154 -0.7682 -0.6364 -0.5305 -0.4446 -0.3657 -0.2965
 -0.2320 -0.1718 -0.1156 -0.0630 -0.0137  0.0952  0.1841  0.2523  0.2980  0.3192
 -1.5343 -1.3307 -1.1129 -0.9253 -0.7733 -0.6345 -0.5202 -0.4297 -0.3502 -0.2810
 -0.2188 -0.1610 -0.1072 -0.0571 -0.0099  0.0950  0.1814  0.2475  0.2905  0.3095
  0.3071
 -1.2935 -1.3192 -1.1428 -0.9481 -0.7792 -0.6393 -0.5172 -0.4192 -0.3389 -0.2673
 -0.2064 -0.1509 -0.0995 -0.0517 -0.0069  0.0935  0.1774  0.2421  0.2836  0.3016
  0.2994  0.2821
 -1.1709 -1.1214 -1.1117 -0.9672 -0.7967 -0.6467 -0.5214 -0.4148 -0.3288 -0.2569
 -0.1944 -0.1404 -0.0911 -0.0456 -0.0030  0.0923  0.1732  0.2366  0.2772  0.2952
  0.2932  0.2770  0.2506  0.2170
 -1.1511 -0.9790 -0.9022 -0.9072 -0.8055 -0.6600 -0.5280 -0.4166 -0.3238 -0.2479
 -0.1833 -0.1292 -0.0814 -0.0378  0.0026  0.0926  0.1698  0.2315  0.2721  0.2899
  0.2884  0.2730  0.2478  0.2156  0.1784  0.1370  0.0892  0.0348 -0.0204 -0.0752
 -1.1746 -0.9677 -0.8109 -0.7161 -0.6989 -0.6531 -0.5374 -0.4226 -0.3248 -0.2421
 -0.1749 -0.1179 -0.0705 -0.0283  0.0103  0.0953  0.1680  0.2275  0.2677  0.2858
  0.2847  0.2699  0.2455  0.2143  0.1784  0.1388  0.0950  0.0460 -0.0092 -0.0652
 -0.1207
 -1.2324 -0.9918 -0.8073 -0.6647 -0.5643 -0.5138 -0.4896 -0.4233 -0.3287 -0.2422
 -0.1691 -0.1092 -0.0591 -0.0172  0.0202  0.1007  0.1689  0.2253  0.2645  0.2830
  0.2825  0.2681  0.2441  0.2134  0.1781  0.1396  0.0976  0.0521  0.0016 -0.0542
 -0.1113
 -1.3077 -1.0417 -0.8294 -0.6655 -0.5365 -0.4380 -0.3706 -0.3299 -0.2946 -0.2375
 -0.1660 -0.1016 -0.0487 -0.0047  0.0325  0.1096  0.1737  0.2265  0.2639  0.2821
  0.2819  0.2677  0.2438  0.2131  0.1778  0.1393  0.0979  0.0537  0.0061 -0.0455
 -0.1018
 -1.4510 -1.1291 -0.8772 -0.6884 -0.5424 -0.4259 -0.3331 -0.2617 -0.2088 -0.1693
 -0.1333 -0.0909 -0.0408  0.0053  0.0442  0.1198  0.1804  0.2298  0.2651  0.2829
  0.2833  0.2696  0.2458  0.2150  0.1794  0.1404  0.0987  0.0549  0.0085 -0.0403
 -0.0942
 -1.6341 -1.2540 -0.9561 -0.7323 -0.5638 -0.4334 -0.3285 -0.2430 -0.1737 -0.1180
 -0.0734 -0.0371 -0.0051  0.0267  0.0603  0.1320  0.1897  0.2362  0.2693  0.2862
  0.2869  0.2737  0.2502  0.2192  0.1831  0.1432  0.1005  0.0560  0.0096 -0.0387
 -0.0890
 -1.8570 -1.4164 -1.0600 -0.8060 -0.6041 -0.4530 -0.3361 -0.2419 -0.1641 -0.0992
 -0.0452 -0.0004  0.0369  0.0681  0.0808  0.1462  0.2016  0.2457  0.2765
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  i   
 -1.4191 -1.2184 -1.0477 -0.9041 -0.7498 -0.6325 -0.5359 -0.4502 -0.3730 -0.3025
 -0.2369 -0.1750 -0.1170 -0.0630 -0.0127  0.0983  0.1905  0.2611  0.3114
 -1.4830 -1.2506 -1.0563 -0.8964 -0.7496 -0.6216 -0.5182 -0.4318 -0.3541 -0.2848
 -0.2215 -0.1618 -0.1060 -0.0539 -0.0053  0.1023  0.1901  0.2582  0.3056  0.3311
 -1.5321 -1.3008 -1.0851 -0.9037 -0.7565 -0.6193 -0.5078 -0.4184 -0.3386 -0.2704
 -0.2086 -0.1513 -0.0980 -0.0483 -0.0016  0.1022  0.1879  0.2543  0.2998  0.3233
  0.3253
 -1.4592 -1.3305 -1.1231 -0.9269 -0.7629 -0.6262 -0.5045 -0.4076 -0.3288 -0.2570
 -0.1967 -0.1415 -0.0904 -0.0430  0.0014  0.1006  0.1839  0.2493  0.2940  0.3167
  0.3187  0.3040
 -1.2175 -1.2309 -1.1356 -0.9546 -0.7798 -0.6332 -0.5085 -0.4035 -0.3185 -0.2472
 -0.1848 -0.1312 -0.0822 -0.0370  0.0052  0.0993  0.1795  0.2438  0.2883  0.3109
  0.3132  0.2996  0.2744  0.2407
 -1.1565 -1.0103 -1.0046 -0.9510 -0.7992 -0.6459 -0.5160 -0.4055 -0.3133 -0.2383
 -0.1739 -0.1201 -0.0727 -0.0294  0.0107  0.0995  0.1758  0.2384  0.2828  0.3058
  0.3087  0.2959  0.2721  0.2403  0.2026  0.1600  0.1109  0.0555 -0.0001 -0.0563
 -1.1768 -0.9724 -0.8306 -0.7886 -0.7733 -0.6576 -0.5259 -0.4109 -0.3139 -0.2323
 -0.1658 -0.1090 -0.0618 -0.0199  0.0183  0.1021  0.1738  0.2340  0.2779  0.3014
  0.3051  0.2930  0.2702  0.2396  0.2036  0.1634  0.1189  0.0683  0.0118 -0.0447
 -0.1016
 -1.2447 -0.9948 -0.8109 -0.6764 -0.6040 -0.5877 -0.5260 -0.4184 -0.3177 -0.2320
 -0.1596 -0.1004 -0.0504 -0.0089  0.0282  0.1074  0.1745  0.2314  0.2741  0.2980
  0.3025  0.2912  0.2689  0.2392  0.2043  0.1655  0.1234  0.0769  0.0247 -0.0327
 -0.0905
 -1.3288 -1.0518 -0.8336 -0.6684 -0.5431 -0.4580 -0.4150 -0.3833 -0.3168 -0.2322
 -0.1562 -0.0925 -0.0400  0.0038  0.0406  0.1165  0.1792  0.2322  0.2728  0.2965
  0.3015  0.2907  0.2687  0.2393  0.2047  0.1665  0.1250  0.0803  0.0317 -0.0216
 -0.0799
 -1.5043 -1.1563 -0.8888 -0.6938 -0.5453 -0.4298 -0.3430 -0.2832 -0.2434 -0.2051
 -0.1523 -0.0899 -0.0336  0.0133  0.0523  0.1269  0.1860  0.2352  0.2733  0.2963
  0.3020  0.2921  0.2706  0.2414  0.2069  0.1686  0.1273  0.0833  0.0363 -0.0141
 -0.0683
 -1.7303 -1.3083 -0.9832 -0.7454 -0.5704 -0.4369 -0.3314 -0.2481 -0.1841 -0.1353
 -0.0964 -0.0601 -0.0206  0.0230  0.0634  0.1389  0.1955  0.2414  0.2768  0.2986
  0.3045  0.2955  0.2746  0.2454  0.2108  0.1722  0.1303  0.0861  0.0395 -0.0097
 -0.0617
 -2.0069 -1.5078 -1.1207 -0.8352 -0.6189 -0.4613 -0.3408 -0.2449 -0.1674 -0.1045
 -0.0538 -0.0123  0.0227  0.0543  0.0739  0.1525  0.2077  0.2508  0.2833
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  i   
 -1.3682 -1.1935 -1.0324 -0.8837 -0.7341 -0.6048 -0.4977 -0.4081 -0.3320 -0.2661
 -0.2075 -0.1536 -0.1025 -0.0521 -0.0021  0.1077  0.1988  0.2701  0.3184
 -1.4513 -1.2200 -1.0318 -0.8825 -0.7344 -0.6083 -0.5067 -0.4208 -0.3426 -0.2737
 -0.2101 -0.1507 -0.0953 -0.0436  0.0048  0.1115  0.1987  0.2671  0.3146  0.3430
 -1.5217 -1.2698 -1.0598 -0.8876 -0.7429 -0.6059 -0.4963 -0.4072 -0.3276 -0.2598
 -0.1981 -0.1409 -0.0877 -0.0381  0.0083  0.1114  0.1966  0.2632  0.3102  0.3372
  0.3434
 -1.5105 -1.3199 -1.1006 -0.9074 -0.7518 -0.6138 -0.4925 -0.3967 -0.3186 -0.2468
 -0.1866 -0.1315 -0.0806 -0.0333  0.0109  0.1096  0.1925  0.2584  0.3052  0.3317
  0.3380  0.3264
 -1.3188 -1.2968 -1.1343 -0.9385 -0.7646 -0.6246 -0.4976 -0.3924 -0.3084 -0.2364
 -0.1751 -0.1217 -0.0727 -0.0276  0.0144  0.1080  0.1878  0.2527  0.2996  0.3265
  0.3333  0.3229  0.2993  0.2660
 -1.1684 -1.0848 -1.0884 -0.9587 -0.7876 -0.6332 -0.5072 -0.3946 -0.3033 -0.2290
 -0.1643 -0.1109 -0.0635 -0.0203  0.0196  0.1079  0.1837  0.2468  0.2938  0.3215
  0.3291  0.3197  0.2976  0.2664  0.2287  0.1846  0.1338  0.0781  0.0222 -0.0353
 -1.1756 -0.9803 -0.8766 -0.8826 -0.7951 -0.6501 -0.5147 -0.4019 -0.3039 -0.2228
 -0.1571 -0.1000 -0.0529 -0.0111  0.0271  0.1103  0.1814  0.2419  0.2883  0.3167
  0.3255  0.3171  0.2962  0.2664  0.2304  0.1895  0.1437  0.0917  0.0348 -0.0222
 -0.0804
 -1.2372 -0.9933 -0.8157 -0.7018 -0.6784 -0.6404 -0.5258 -0.4087 -0.3083 -0.2226
 -0.1506 -0.0919 -0.0416 -0.0002  0.0367  0.1155  0.1818  0.2386  0.2837  0.3126
  0.3225  0.3152  0.2952  0.2666  0.2319  0.1927  0.1496  0.1022  0.0491 -0.0092
 -0.0675
 -1.3299 -1.0500 -0.8324 -0.6709 -0.5564 -0.4996 -0.4769 -0.4086 -0.3116 -0.2225
 -0.1463 -0.0838 -0.0315  0.0125  0.0491  0.1245  0.1863  0.2391  0.2817  0.3101
  0.3207  0.3144  0.2950  0.2670  0.2330  0.1949  0.1531  0.1079  0.0586  0.0040
 -0.0557
 -1.5242 -1.1629 -0.8888 -0.6932 -0.5465 -0.4364 -0.3627 -0.3221 -0.2852 -0.2228
 -0.1483 -0.0813 -0.0250  0.0218  0.0609  0.1349  0.1931  0.2418  0.2815  0.3089
  0.3202  0.3150  0.2966  0.2691  0.2356  0.1979  0.1568  0.1127  0.0654  0.0142
 -0.0416
 -1.7780 -1.3320 -0.9920 -0.7475 -0.5711 -0.4378 -0.3347 -0.2573 -0.2029 -0.1630
 -0.1234 -0.0750 -0.0205  0.0291  0.0708  0.1470  0.2027  0.2480  0.2846  0.3102
  0.3215  0.3174  0.3000  0.2730  0.2397  0.2020  0.1609  0.1170  0.0704  0.0207
 -0.0323
 -2.0915 -1.5573 -1.1420 -0.8431 -0.6234 -0.4635 -0.3423 -0.2469 -0.1718 -0.1133
 -0.0677 -0.0297  0.0064  0.0435  0.0788  0.1608  0.2151  0.2577  0.2910
