 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F160W
 -1.0802 -1.0612 -1.0089 -1.0019 -1.0292 -1.0361 -1.0261 -1.0228 -1.0315 -1.0400
 -1.0573 -1.0850 -1.1204 -1.1598 -1.2020 -1.3132 -1.4624 -1.6347 -1.7559
 -1.0393 -1.0706 -1.0888 -1.0824 -1.0520 -1.0330 -1.0349 -1.0439 -1.0529 -1.0658
 -1.0863 -1.1144 -1.1483 -1.1867 -1.2289 -1.3471 -1.4768 -1.6124 -1.7496 -1.8862
 -1.0362 -1.0715 -1.1008 -1.1207 -1.1263 -1.1068 -1.0761 -1.0637 -1.0693 -1.0852
 -1.1065 -1.1348 -1.1691 -1.2080 -1.2505 -1.3676 -1.4936 -1.6250 -1.7587 -1.8919
 -2.0237
 -1.0370 -1.0696 -1.1017 -1.1293 -1.1502 -1.1625 -1.1599 -1.1376 -1.1159 -1.1125
 -1.1279 -1.1549 -1.1888 -1.2277 -1.2703 -1.3873 -1.5108 -1.6380 -1.7675 -1.8978
 -2.0267 -2.1540
 -1.0492 -1.0728 -1.1020 -1.1314 -1.1579 -1.1797 -1.1959 -1.2040 -1.1966 -1.1830
 -1.1760 -1.1864 -1.2119 -1.2476 -1.2894 -1.4059 -1.5280 -1.6513 -1.7765 -1.9036
 -2.0301 -2.1550 -2.2778 -2.3990
 -1.0745 -1.0884 -1.1092 -1.1353 -1.1625 -1.1881 -1.2106 -1.2296 -1.2436 -1.2502
 -1.2500 -1.2499 -1.2593 -1.2813 -1.3139 -1.4239 -1.5449 -1.6655 -1.7866 -1.9097
 -2.0336 -2.1564 -2.2772 -2.3961 -2.5138 -2.6298 -2.7438 -2.8551 -2.9636 -3.0690
 -1.1129 -1.1178 -1.1279 -1.1477 -1.1708 -1.1960 -1.2209 -1.2439 -1.2648 -1.2824
 -1.2973 -1.3095 -1.3205 -1.3349 -1.3572 -1.4459 -1.5617 -1.6806 -1.7983 -1.9170
 -2.0376 -2.1581 -2.2771 -2.3941 -2.5091 -2.6220 -2.7330 -2.8426 -2.9508 -3.0573
 -3.1596
