 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F390W
 -8.3247 -8.0559 -8.0769 -7.7715 -7.6948 -7.3464 -6.6248 -6.1697 -5.7713 -5.3799
 -5.0054 -4.6482 -4.3072 -3.9793 -3.6636 -2.9340 -2.1559 -1.4242 -0.9373
 -8.0009 -7.4510 -7.0556 -6.8020 -6.6449 -6.4587 -6.1753 -5.8000 -5.3870 -4.9882
 -4.5988 -4.2285 -3.8816 -3.5573 -3.2507 -2.5304 -1.8521 -1.2820 -0.8648 -0.5612
 -7.5672 -7.0015 -6.5526 -6.2115 -5.9474 -5.7552 -5.5943 -5.3746 -5.0649 -4.6984
 -4.3121 -3.9296 -3.5726 -3.2446 -2.9433 -2.2733 -1.6710 -1.1571 -0.7769 -0.5033
 -0.2967
 -7.2555 -6.7067 -6.2382 -5.8602 -5.5500 -5.2748 -5.0292 -4.8283 -4.6274 -4.3731
 -4.0574 -3.7040 -3.3461 -3.0132 -2.7133 -2.0776 -1.5355 -1.0753 -0.7172 -0.4654
 -0.2777 -0.1288
 -7.0108 -6.4947 -6.0281 -5.6295 -5.2972 -5.0033 -4.7209 -4.4480 -4.2056 -3.9815
 -3.7512 -3.4818 -3.1783 -2.8623 -2.5626 -1.9447 -1.4440 -1.0178 -0.6815 -0.4433
 -0.2689 -0.1324 -0.0192  0.0784
 -6.8176 -6.3317 -5.8828 -5.4757 -5.1249 -4.8212 -4.5384 -4.2568 -3.9764 -3.7087
 -3.4666 -3.2372 -2.9964 -2.7380 -2.4718 -1.8689 -1.3925 -0.9900 -0.6669 -0.4337
 -0.2670 -0.1396 -0.0354  0.0538  0.1362  0.2122  0.2805  0.3402  0.3905  0.4311
 -6.6732 -6.2121 -5.7843 -5.3794 -5.0135 -4.6954 -4.4100 -4.1378 -3.8632 -3.5848
 -3.3157 -3.0665 -2.8360 -2.6124 -2.3861 -1.8355 -1.3731 -0.9884 -0.6710 -0.4352
 -0.2693 -0.1475 -0.0507  0.0311  0.1026  0.1668  0.2252  0.2792  0.3298  0.3749
  0.4046
