 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F390M
 -7.8278 -7.1951 -7.0266 -6.8526 -6.5588 -6.0954 -5.5191 -5.0189 -4.6614 -4.3949
 -4.1802 -3.9870 -3.8034 -3.6265 -3.4540 -3.0361 -2.6262 -2.2203 -1.8226 -1.4418
 -1.0817 -0.7436 -0.4418 -0.1944
 -8.0592 -7.0779 -6.5036 -6.2915 -6.1933 -5.9788 -5.6115 -5.1283 -4.6840 -4.3567
 -4.1065 -3.9008 -3.7102 -3.5283 -3.3523 -2.9305 -2.5231 -2.1252 -1.7405 -1.3772
 -1.0381 -0.7222 -0.4370 -0.1989 -0.0108  0.1417  0.2725  0.3889  0.4934  0.5813
 -8.5968 -7.3533 -6.4918 -5.9584 -5.6916 -5.5895 -5.4613 -5.1940 -4.8077 -4.4118
 -4.1052 -3.8685 -3.6678 -3.4799 -3.2994 -2.8704 -2.4610 -2.0666 -1.6906 -1.3394
 -1.0150 -0.7155 -0.4442 -0.2138 -0.0314  0.1125  0.2293  0.3284  0.4166  0.4955
  0.5628
 -9.3143 -7.9139 -6.8022 -6.0292 -5.5246 -5.2239 -5.0637 -4.9619 -4.8043 -4.5278
 -4.1886 -3.8977 -3.6706 -3.4744 -3.2892 -2.8524 -2.4381 -2.0423 -1.6700 -1.3260
 -1.0107 -0.7227 -0.4623 -0.2387 -0.0597  0.0782  0.1878  0.2769  0.3510  0.4145
  0.4708
-10.2357 -8.6429 -7.3619 -6.3621 -5.6544 -5.1728 -4.8565 -4.6509 -4.5119 -4.3927
 -4.2328 -3.9916 -3.7207 -3.5018 -3.3099 -2.8654 -2.4454 -2.0448 -1.6709 -1.3295
 -1.0194 -0.7381 -0.4860 -0.2682 -0.0924  0.0422  0.1447  0.2257  0.2920  0.3464
  0.3904
-10.6614 -9.3223 -8.0802 -6.9267 -6.0212 -5.3616 -4.8954 -4.5702 -4.3398 -4.1673
 -4.0290 -3.9027 -3.7588 -3.5605 -3.3605 -2.9094 -2.4853 -2.0805 -1.7025 -1.3594
 -1.0501 -0.7710 -0.5225 -0.3082 -0.1334  0.0006  0.1003  0.1760  0.2351  0.2825
  0.3198
-11.1457 -9.9018 -8.7230 -7.6042 -6.5735 -5.7472 -5.1267 -4.6723 -4.3418 -4.0969
 -3.9062 -3.7497 -3.6153 -3.4916 -3.3493 -2.9642 -2.5446 -2.1364 -1.7540 -1.4069
 -1.0950 -0.8147 -0.5660 -0.3522 -0.1771 -0.0420  0.0573  0.1298  0.1838  0.2246
  0.2564
-11.6887-10.3815 -9.2303 -8.2283 -7.1997 -6.2799 -5.5246 -4.9378 -4.4937 -4.1591
 -3.9039 -3.7021 -3.5347 -3.3907 -3.2763 -3.0298 -2.6233 -2.2125 -1.8254
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value = F390M
-10.4204 -9.0836 -8.0272 -7.2235 -6.5735 -6.1656 -5.8928 -5.6770 -5.4935 -5.3273
 -5.1667 -5.0060 -4.8455 -4.6851 -4.5246 -4.1243 -3.6989 -3.2709 -2.8135
-10.1168 -9.0216 -8.0282 -7.1273 -6.4210 -5.9210 -5.5974 -5.3648 -5.1640 -4.9963
 -4.8329 -4.6715 -4.5114 -4.3519 -4.1921 -3.7919 -3.3860 -2.9685 -2.5341 -2.0798
 -9.2411 -8.7071 -8.0195 -7.1824 -6.4152 -5.8007 -5.3919 -5.1180 -4.8980 -4.7216
 -4.5557 -4.3942 -4.2354 -4.0781 -3.9208 -3.5268 -3.1277 -2.7209 -2.3064 -1.8869
 -1.4690
 -8.2454 -8.1463 -7.7588 -7.2134 -6.4993 -5.8219 -5.3020 -4.9550 -4.7067 -4.5063
 -4.3347 -4.1711 -4.0122 -3.8561 -3.7011 -3.3145 -2.9240 -2.5281 -2.1304 -1.7376
 -1.3561 -0.9873
 -7.8284 -7.4207 -7.2636 -6.9822 -6.5475 -5.9430 -5.3500 -4.8987 -4.5893 -4.3574
 -4.1709 -4.0018 -3.8400 -3.6830 -3.5284 -3.1473 -2.7653 -2.3804 -1.9971 -1.6249
 -1.2700 -0.9312 -0.6143 -0.3377
 -7.9503 -7.0495 -6.6278 -6.5173 -6.3251 -5.9871 -5.4889 -4.9710 -4.5695 -4.2850
 -4.0659 -3.8863 -3.7190 -3.5586 -3.4024 -3.0223 -2.6464 -2.2711 -1.9005 -1.5439
 -1.2080 -0.8917 -0.5966 -0.3335 -0.1151  0.0615  0.2107  0.3439  0.4603  0.5594
 -8.4410 -7.2350 -6.4387 -6.0049 -5.8602 -5.7491 -5.5040 -5.1131 -4.6709 -4.3002
 -4.0331 -3.8244 -3.6481 -3.4825 -3.3229 -2.9394 -2.5658 -2.1965 -1.8358 -1.4910
 -1.1689 -0.8687 -0.5906 -0.3405 -0.1304  0.0375  0.1731  0.2870  0.3872  0.4757
  0.5516
 -9.2147 -7.7547 -6.6777 -5.9574 -5.5206 -5.3083 -5.2122 -5.0664 -4.7881 -4.4244
 -4.0828 -3.8259 -3.6249 -3.4515 -3.2874 -2.8986 -2.5233 -2.1561 -1.8007 -1.4639
 -1.1512 -0.8622 -0.5965 -0.3573 -0.1539  0.0087  0.1361  0.2391  0.3243  0.3968
  0.4611
-10.2234 -8.5205 -7.2034 -6.2339 -5.5700 -5.1372 -4.8780 -4.7328 -4.6265 -4.4661
 -4.2047 -3.9001 -3.6525 -3.4573 -3.2868 -2.8917 -2.5134 -2.1439 -1.7886 -1.4553
 -1.1482 -0.8663 -0.6094 -0.3793 -0.1820 -0.0235  0.0987  0.1938  0.2699  0.3318
  0.3816
-10.9435 -9.3482 -7.9664 -6.7778 -5.8924 -5.2682 -4.8394 -4.5538 -4.3643 -4.2306
 -4.1134 -3.9671 -3.7523 -3.5136 -3.3218 -2.9178 -2.5376 -2.1666 -1.8090 -1.4751
 -1.1695 -0.8906 -0.6381 -0.4133 -0.2202 -0.0634  0.0566  0.1472  0.2166  0.2725
  0.3123
-12.0076-10.2378 -8.7466 -7.5071 -6.4386 -5.6225 -5.0286 -4.6036 -4.3032 -4.0881
 -3.9267 -3.7973 -3.6804 -3.5532 -3.3768 -2.9644 -2.5831 -2.2113 -1.8518 -1.5148
 -1.2072 -0.9280 -0.6762 -0.4532 -0.2620 -0.1059  0.0140  0.1026  0.1677  0.2160
  0.2524
-13.4157-11.1893 -9.2974 -8.1928 -7.1216 -6.1636 -5.4079 -4.8400 -4.4185 -4.1078
 -3.8767 -3.6983 -3.5540 -3.4318 -3.4518 -3.0315 -2.6499 -2.2780 -1.9170
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value = F390M
-10.1267 -8.7937 -7.7816 -7.0585 -6.4715 -6.1270 -5.8862 -5.6902 -5.5230 -5.3712
 -5.2242 -5.0765 -4.9279 -4.7784 -4.6282 -4.2501 -3.8477 -3.4460 -3.0190
-10.1690 -8.8569 -7.7868 -6.9350 -6.2880 -5.8537 -5.5730 -5.3647 -5.1876 -5.0336
 -4.8890 -4.7425 -4.5960 -4.4487 -4.3007 -3.9258 -3.5427 -3.1489 -2.7396 -2.3116
 -9.4824 -8.7762 -7.8799 -6.9657 -6.2419 -5.6922 -5.3388 -5.0992 -4.9048 -4.7497
 -4.6021 -4.4575 -4.3143 -4.1711 -4.0269 -3.6610 -3.2856 -2.9009 -2.5073 -2.1061
 -1.7024
 -8.7423 -8.3584 -7.8271 -7.0902 -6.3056 -5.6695 -5.2076 -4.9060 -4.6900 -4.5140
 -4.3633 -4.2186 -4.0771 -3.9370 -3.7966 -3.4415 -3.0764 -2.7020 -2.3221 -1.9427
 -1.5707 -1.2057
 -7.9290 -7.7134 -7.4536 -7.0501 -6.4438 -5.7677 -5.2046 -4.8096 -4.5406 -4.3371
 -4.1748 -4.0267 -3.8843 -3.7450 -3.6069 -3.2608 -2.9066 -2.5434 -2.1766 -1.8146
 -1.4658 -1.1301 -0.8074 -0.5069
 -7.8563 -7.0832 -6.8639 -6.7020 -6.3986 -5.9100 -5.3323 -4.8344 -4.4800 -4.2326
 -4.0401 -3.8834 -3.7369 -3.5958 -3.4576 -3.1167 -2.7719 -2.4201 -2.0657 -1.7179
 -1.3862 -1.0720 -0.7735 -0.4952 -0.2487 -0.0423  0.1311  0.2847  0.4165  0.5297
 -8.2705 -7.1276 -6.4267 -6.1531 -6.0547 -5.8397 -5.4626 -4.9795 -4.5369 -4.2086
 -3.9750 -3.7915 -3.6370 -3.4916 -3.3512 -3.0106 -2.6720 -2.3292 -1.9859 -1.6499
 -1.3308 -1.0319 -0.7515 -0.4910 -0.2583 -0.0625  0.0971  0.2306  0.3470  0.4481
  0.5350
 -9.0396 -7.5763 -6.5601 -5.9129 -5.5812 -5.4688 -5.3423 -5.0744 -4.6908 -4.2990
 -3.9885 -3.7631 -3.5855 -3.4329 -3.2885 -2.9447 -2.6079 -2.2706 -1.9351 -1.6085
 -1.2990 -1.0106 -0.7429 -0.4961 -0.2748 -0.0870  0.0645  0.1866  0.2868  0.3716
  0.4460
-10.0709 -8.3321 -7.0259 -6.1092 -5.5026 -5.1383 -4.9609 -4.8633 -4.7078 -4.4326
 -4.0996 -3.8063 -3.5873 -3.4144 -3.2637 -2.9144 -2.5768 -2.2406 -1.9081 -1.5864
 -1.2835 -1.0025 -0.7436 -0.5070 -0.2954 -0.1146  0.0311  0.1458  0.2366  0.3093
  0.3680
-11.0466 -9.2577 -7.7878 -6.6058 -5.7628 -5.1844 -4.8036 -4.5716 -4.4345 -4.3264
 -4.1748 -3.9384 -3.6676 -3.4496 -3.2781 -2.9200 -2.5816 -2.2460 -1.9140 -1.5939
 -1.2941 -1.0172 -0.7630 -0.5324 -0.3272 -0.1511 -0.0086  0.1019  0.1865  0.2519
  0.3026
-12.4528-10.3531 -8.6656 -7.3498 -6.2760 -5.4919 -4.9346 -4.5458 -4.2830 -4.1055
 -3.9778 -3.8666 -3.7368 -3.5490 -3.3362 -2.9500 -2.6105 -2.2757 -1.9440 -1.6229
 -1.3227 -1.0467 -0.7943 -0.5661 -0.3640 -0.1908 -0.0500  0.0586  0.1397  0.1994
  0.2439
-14.2894-11.6183 -9.3758 -8.1146 -6.9891 -6.0162 -5.2808 -4.7408 -4.3479 -4.0659
 -3.8633 -3.7122 -3.5922 -3.4859 -3.4380 -3.0044 -2.6635 -2.3297 -1.9981
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value = F390M
 -9.6958 -8.5090 -7.5896 -6.9111 -6.4010 -6.0223 -5.7455 -5.5438 -5.3947 -5.2792
 -5.1808 -5.0860 -4.9831 -4.8622 -4.7210 -4.3632 -3.9792 -3.5738 -3.1776
-10.0467 -8.6241 -7.5484 -6.7851 -6.1917 -5.8080 -5.5622 -5.3759 -5.2157 -5.0776
 -4.9429 -4.8083 -4.6741 -4.5382 -4.4005 -4.0487 -3.6866 -3.3049 -2.9198 -2.5181
 -9.9358 -8.7198 -7.6729 -6.7789 -6.1107 -5.6157 -5.3058 -5.0936 -4.9217 -4.7828
 -4.6501 -4.5196 -4.3897 -4.2590 -4.1269 -3.7873 -3.4348 -3.0704 -2.6968 -2.3148
 -1.9276
 -9.0386 -8.5291 -7.7877 -6.9056 -6.1417 -5.5505 -5.1407 -4.8764 -4.6860 -4.5311
 -4.3977 -4.2691 -4.1426 -4.0166 -3.8897 -3.5639 -3.2238 -2.8703 -2.5086 -2.1439
 -1.7826 -1.4257
 -8.2196 -7.9794 -7.6102 -7.0260 -6.2793 -5.6139 -5.0920 -4.7442 -4.5093 -4.3286
 -4.1884 -4.0585 -3.9328 -3.8092 -3.6858 -3.3724 -3.0455 -2.7046 -2.3552 -2.0054
 -1.6640 -1.3334 -1.0102 -0.6977
 -7.8107 -7.2624 -7.1126 -6.8477 -6.3908 -5.7656 -5.1795 -4.7191 -4.4118 -4.1959
 -4.0268 -3.8906 -3.7625 -3.6387 -3.5167 -3.2117 -2.8970 -2.5691 -2.2325 -1.8960
 -1.5702 -1.2592 -0.9603 -0.6742 -0.4080 -0.1714  0.0313  0.2083  0.3599  0.4906
 -8.1082 -7.0574 -6.5082 -6.3759 -6.1987 -5.8533 -5.3451 -4.8310 -4.4186 -4.1337
 -3.9306 -3.7696 -3.6350 -3.5083 -3.3852 -3.0841 -2.7785 -2.4622 -2.1381 -1.8137
 -1.5000 -1.2033 -0.9226 -0.6569 -0.4095 -0.1887 -0.0017  0.1557  0.2926  0.4101
  0.5111
 -8.7886 -7.4078 -6.4704 -5.9233 -5.7342 -5.6294 -5.3873 -4.9955 -4.5545 -4.1782
 -3.9062 -3.7100 -3.5541 -3.4210 -3.2949 -2.9928 -2.6925 -2.3849 -2.0709 -1.7569
 -1.4533 -1.1670 -0.8990 -0.6485 -0.4166 -0.2085 -0.0313  0.1142  0.2339  0.3355
  0.4233
 -9.7939 -8.1034 -6.8549 -6.0043 -5.4676 -5.2025 -5.1006 -4.9603 -4.6841 -4.3231
 -3.9792 -3.7194 -3.5274 -3.3754 -3.2435 -2.9372 -2.6383 -2.3350 -2.0270 -1.7203
 -1.4242 -1.1454 -0.8863 -0.6465 -0.4265 -0.2293 -0.0606  0.0771  0.1874  0.2752
  0.3466
-10.9804 -9.0720 -7.5700 -6.4343 -5.6471 -5.1205 -4.8025 -4.6409 -4.5403 -4.3877
 -4.1327 -3.8348 -3.5781 -3.3857 -3.2344 -2.9194 -2.6207 -2.3202 -2.0159 -1.7134
 -1.4223 -1.1485 -0.8948 -0.6613 -0.4490 -0.2594 -0.0969  0.0358  0.1401  0.2211
  0.2832
-12.6200-10.3136 -8.5059 -7.1476 -6.1080 -5.3689 -4.8527 -4.5072 -4.2921 -4.1594
 -4.0534 -3.9178 -3.7108 -3.4689 -3.2736 -2.9298 -2.6300 -2.3314 -2.0295 -1.7290
 -1.4395 -1.1681 -0.9171 -0.6866 -0.4781 -0.2932 -0.1350 -0.0055  0.0952  0.1711
  0.2274
-14.7126-11.8282 -9.6626 -8.0268 -6.8122 -5.8550 -5.1552 -4.6484 -4.2883 -4.0404
 -3.8718 -3.7503 -3.6472 -3.5345 -3.3611 -2.9684 -2.6662 -2.3686 -2.0678
