 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F814W
 -1.4959 -1.4917 -1.6769 -1.6901 -1.6199 -1.5015 -1.3523 -1.2550 -1.1684 -1.0756
 -0.9858 -0.9017 -0.8220 -0.7509 -0.6906 -0.5655 -0.5208 -0.5403 -0.5432
 -1.4983 -1.4339 -1.3834 -1.3609 -1.3675 -1.3497 -1.2852 -1.2022 -1.1193 -1.0379
 -0.9587 -0.8836 -0.8147 -0.7536 -0.7008 -0.6054 -0.5580 -0.5474 -0.5573 -0.5783
 -1.3774 -1.3196 -1.2625 -1.2128 -1.1758 -1.1638 -1.1635 -1.1365 -1.0801 -1.0104
 -0.9407 -0.8730 -0.8104 -0.7546 -0.7066 -0.6197 -0.5759 -0.5671 -0.5781 -0.5989
 -0.6255
 -1.2655 -1.2235 -1.1746 -1.1252 -1.0797 -1.0407 -1.0134 -1.0043 -0.9947 -0.9652
 -0.9171 -0.8612 -0.8058 -0.7553 -0.7114 -0.6315 -0.5904 -0.5827 -0.5950 -0.6162
 -0.6422 -0.6721
 -1.1511 -1.1281 -1.0941 -1.0535 -1.0116 -0.9719 -0.9358 -0.9047 -0.8848 -0.8710
 -0.8550 -0.8279 -0.7914 -0.7506 -0.7118 -0.6388 -0.6002 -0.5938 -0.6075 -0.6302
 -0.6567 -0.6863 -0.7186 -0.7539
 -1.0336 -1.0259 -1.0089 -0.9822 -0.9498 -0.9153 -0.8818 -0.8500 -0.8205 -0.7952
 -0.7765 -0.7620 -0.7452 -0.7241 -0.6999 -0.6402 -0.6045 -0.5989 -0.6141 -0.6399
 -0.6685 -0.6989 -0.7314 -0.7658 -0.8025 -0.8420 -0.8847 -0.9308 -0.9806 -1.0341
 -0.9159 -0.9191 -0.9159 -0.9033 -0.8836 -0.8588 -0.8316 -0.8041 -0.7774 -0.7514
 -0.7275 -0.7077 -0.6923 -0.6792 -0.6658 -0.6311 -0.6024 -0.5962 -0.6138 -0.6437
 -0.6762 -0.7092 -0.7429 -0.7778 -0.8139 -0.8505 -0.8892 -0.9318 -0.9798 -1.0332
 -1.0888
 -0.8010 -0.8113 -0.8170 -0.8158 -0.8081 -0.7952 -0.7778 -0.7575 -0.7362 -0.7145
 -0.6932 -0.6732 -0.6557 -0.6417 -0.6303 -0.6085 -0.5927 -0.5894 -0.6071 -0.6401
 -0.6777 -0.7151 -0.7517 -0.7883 -0.8253 -0.8628 -0.9005 -0.9400 -0.9834 -1.0320
 -1.0868
 -0.6917 -0.7063 -0.7170 -0.7227 -0.7246 -0.7217 -0.7149 -0.7043 -0.6908 -0.6753
 -0.6590 -0.6429 -0.6278 -0.6143 -0.6029 -0.5840 -0.5761 -0.5784 -0.5960 -0.6305
 -0.6725 -0.7152 -0.7565 -0.7964 -0.8357 -0.8745 -0.9136 -0.9532 -0.9951 -1.0396
 -1.0863
 -0.5911 -0.6080 -0.6212 -0.6310 -0.6379 -0.6420 -0.6435 -0.6421 -0.6380 -0.6307
 -0.6212 -0.6106 -0.5998 -0.5895 -0.5803 -0.5636 -0.5583 -0.5642 -0.5828 -0.6164
 -0.6602 -0.7072 -0.7537 -0.7984 -0.8413 -0.8828 -0.9236 -0.9640 -1.0046 -1.0464
 -1.0902
 -0.5007 -0.5167 -0.5306 -0.5423 -0.5522 -0.5605 -0.5672 -0.5725 -0.5762 -0.5775
 -0.5762 -0.5727 -0.5677 -0.5622 -0.5568 -0.5459 -0.5422 -0.5500 -0.5699 -0.6019
 -0.6449 -0.6936 -0.7440 -0.7937 -0.8413 -0.8868 -0.9306 -0.9732 -1.0149 -1.0567
 -1.0991
 -0.4177 -0.4231 -0.4333 -0.4464 -0.4609 -0.4753 -0.4886 -0.4999 -0.5093 -0.5169
 -0.5229 -0.5272 -0.5294 -0.5298 -0.5293 -0.5274 -0.5278 -0.5365 -0.5570
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F814W
 -1.7762 -1.7864 -1.7614 -1.6595 -1.5327 -1.4092 -1.3041 -1.2154 -1.1333 -1.0544
 -0.9790 -0.9073 -0.8394 -0.7761 -0.7186 -0.6004 -0.5357 -0.5211 -0.5267
 -1.6035 -1.5412 -1.5251 -1.5333 -1.4766 -1.3761 -1.2740 -1.1862 -1.1079 -1.0340
 -0.9637 -0.8968 -0.8337 -0.7752 -0.7224 -0.6204 -0.5613 -0.5412 -0.5478 -0.5679
 -1.4963 -1.4225 -1.3588 -1.3184 -1.3183 -1.3079 -1.2441 -1.1625 -1.0875 -1.0185
 -0.9531 -0.8908 -0.8319 -0.7775 -0.7285 -0.6345 -0.5800 -0.5606 -0.5673 -0.5872
 -0.6139
