 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F625W
 -2.5558 -2.4954 -2.6862 -2.6159 -2.4362 -2.1959 -1.9373 -1.7659 -1.6177 -1.4667
 -1.3270 -1.1991 -1.0818 -0.9746 -0.8767 -0.6744 -0.5061 -0.3596 -0.2938
 -2.5655 -2.3595 -2.1909 -2.0779 -2.0164 -1.9254 -1.7766 -1.6160 -1.4707 -1.3360
 -1.2096 -1.0926 -0.9855 -0.8880 -0.7990 -0.6107 -0.4684 -0.3695 -0.3049 -0.2627
 -2.3868 -2.1864 -2.0021 -1.8438 -1.7182 -1.6389 -1.5804 -1.4876 -1.3670 -1.2411
 -1.1256 -1.0193 -0.9218 -0.8329 -0.7522 -0.5831 -0.4580 -0.3720 -0.3156 -0.2778
 -0.2521
 -2.2432 -2.0639 -1.8874 -1.7239 -1.5805 -1.4608 -1.3683 -1.3057 -1.2446 -1.1608
 -1.0621 -0.9650 -0.8763 -0.7951 -0.7210 -0.5655 -0.4518 -0.3758 -0.3261 -0.2924
 -0.2687 -0.2524
 -2.1151 -1.9613 -1.8024 -1.6464 -1.5017 -1.3743 -1.2662 -1.1765 -1.1091 -1.0518
 -0.9902 -0.9165 -0.8389 -0.7651 -0.6974 -0.5533 -0.4471 -0.3780 -0.3345 -0.3055
 -0.2846 -0.2697 -0.2596 -0.2541
 -1.9988 -1.8646 -1.7276 -1.5858 -1.4476 -1.3197 -1.2074 -1.1119 -1.0319 -0.9651
 -0.9080 -0.8540 -0.7958 -0.7345 -0.6742 -0.5422 -0.4419 -0.3770 -0.3383 -0.3152
 -0.2985 -0.2862 -0.2777 -0.2724 -0.2697 -0.2707 -0.2766 -0.2883 -0.3064 -0.3313
 -1.8956 -1.7742 -1.6543 -1.5296 -1.4027 -1.2799 -1.1669 -1.0680 -0.9852 -0.9156
 -0.8548 -0.7998 -0.7486 -0.6981 -0.6471 -0.5287 -0.4347 -0.3709 -0.3363 -0.3190
 -0.3081 -0.3001 -0.2946 -0.2913 -0.2899 -0.2887 -0.2902 -0.2975 -0.3129 -0.3370
 -0.3660
 -1.8068 -1.6928 -1.5824 -1.4714 -1.3585 -1.2453 -1.1360 -1.0357 -0.9494 -0.8776
 -0.8170 -0.7631 -0.7125 -0.6648 -0.6188 -0.5125 -0.4252 -0.3632 -0.3292 -0.3157
 -0.3111 -0.3091 -0.3082 -0.3083 -0.3095 -0.3114 -0.3130 -0.3169 -0.3265 -0.3441
 -0.3714
 -1.7338 -1.6229 -1.5163 -1.4095 -1.3091 -1.2074 -1.1062 -1.0089 -0.9204 -0.8448
 -0.7823 -0.7295 -0.6818 -0.6367 -0.5931 -0.4941 -0.4131 -0.3540 -0.3189 -0.3065
 -0.3065 -0.3110 -0.3162 -0.3215 -0.3266 -0.3317 -0.3370 -0.3430 -0.3520 -0.3643
 -0.3795
 -1.6781 -1.5671 -1.4607 -1.3586 -1.2606 -1.1662 -1.0747 -0.9843 -0.8980 -0.8197
 -0.7530 -0.6982 -0.6518 -0.6090 -0.5687 -0.4777 -0.4010 -0.3443 -0.3089 -0.2948
 -0.2960 -0.3049 -0.3164 -0.3279 -0.3386 -0.3483 -0.3573 -0.3659 -0.3748 -0.3849
 -0.3961
 -1.6360 -1.5215 -1.4136 -1.3118 -1.2154 -1.1243 -1.0378 -0.9552 -0.8747 -0.7983
 -0.7290 -0.6700 -0.6216 -0.5809 -0.5445 -0.4611 -0.3887 -0.3343 -0.2996 -0.2835
 -0.2835 -0.2936 -0.3091 -0.3265 -0.3434 -0.3589 -0.3731 -0.3860 -0.3980 -0.4098
 -0.4225
 -1.5889 -1.4623 -1.3514 -1.2527 -1.1628 -1.0789 -0.9987 -0.9207 -0.8456 -0.7743
 -0.7076 -0.6467 -0.5945 -0.5517 -0.5161 -0.4418 -0.3760 -0.3240 -0.2899
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F625W
 -2.9278 -2.8498 -2.7270 -2.4947 -2.2317 -1.9838 -1.7807 -1.6187 -1.4757 -1.3420
 -1.2162 -1.0995 -0.9923 -0.8940 -0.8045 -0.6186 -0.4716 -0.3538 -0.2834
 -2.6410 -2.4496 -2.3410 -2.2739 -2.1121 -1.8937 -1.6877 -1.5200 -1.3800 -1.2523
 -1.1335 -1.0239 -0.9240 -0.8335 -0.7516 -0.5809 -0.4504 -0.3555 -0.2914 -0.2493
 -2.4879 -2.2734 -2.0901 -1.9512 -1.8768 -1.7885 -1.6274 -1.4571 -1.3138 -1.1912
 -1.0785 -0.9752 -0.8813 -0.7965 -0.7202 -0.5618 -0.4424 -0.3572 -0.3004 -0.2629
 -0.2376
 -2.3817 -2.1753 -1.9821 -1.8063 -1.6610 -1.5591 -1.4930 -1.4000 -1.2696 -1.1477
 -1.0394 -0.9415 -0.8528 -0.7728 -0.7008 -0.5515 -0.4394 -0.3604 -0.3090 -0.2755
 -0.2526 -0.2369
 -2.2961 -2.1059 -1.9195 -1.7447 -1.5863 -1.4466 -1.3335 -1.2502 -1.1870 -1.1056
 -1.0095 -0.9153 -0.8306 -0.7549 -0.6868 -0.5450 -0.4381 -0.3631 -0.3157 -0.2864
 -0.2666 -0.2527 -0.2435 -0.2397
 -2.2275 -2.0485 -1.8742 -1.7049 -1.5465 -1.4021 -1.2735 -1.1631 -1.0748 -1.0102
 -0.9527 -0.8850 -0.8104 -0.7382 -0.6733 -0.5387 -0.4360 -0.3637 -0.3192 -0.2942
 -0.2785 -0.2676 -0.2602 -0.2561 -0.2539 -0.2552 -0.2618 -0.2753 -0.2962 -0.3225
 -2.1620 -1.9960 -1.8351 -1.6751 -1.5212 -1.3777 -1.2469 -1.1307 -1.0301 -0.9467
 -0.8798 -0.8256 -0.7725 -0.7156 -0.6574 -0.5302 -0.4318 -0.3614 -0.3185 -0.2970
 -0.2864 -0.2799 -0.2757 -0.2736 -0.2735 -0.2744 -0.2783 -0.2872 -0.3029 -0.3265
 -0.3575
 -2.1046 -1.9461 -1.7985 -1.6487 -1.5019 -1.3618 -1.2319 -1.1139 -1.0095 -0.9194
 -0.8440 -0.7811 -0.7277 -0.6796 -0.6320 -0.5174 -0.4246 -0.3561 -0.3137 -0.2942
 -0.2885 -0.2875 -0.2880 -0.2895 -0.2919 -0.2934 -0.2960 -0.3024 -0.3147 -0.3345
 -0.3629
 -2.0616 -1.9037 -1.7614 -1.6216 -1.4829 -1.3479 -1.2206 -1.1027 -0.9962 -0.9026
 -0.8230 -0.7562 -0.6990 -0.6486 -0.6030 -0.4997 -0.4127 -0.3475 -0.3054 -0.2864
 -0.2838 -0.2886 -0.2950 -0.3016 -0.3080 -0.3144 -0.3213 -0.3303 -0.3417 -0.3550
 -0.3703
 -2.0401 -1.8746 -1.7305 -1.5970 -1.4666 -1.3381 -1.2141 -1.0976 -0.9906 -0.8942
 -0.8103 -0.7397 -0.6803 -0.6287 -0.5824 -0.4826 -0.4003 -0.3377 -0.2961 -0.2758
 -0.2738 -0.2823 -0.2946 -0.3072 -0.3191 -0.3301 -0.3406 -0.3508 -0.3613 -0.3731
 -0.3859
