 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F775W
 -1.6555 -1.6396 -1.8257 -1.8283 -1.7424 -1.6059 -1.4417 -1.3300 -1.2312 -1.1256
 -1.0233 -0.9253 -0.8337 -0.7512 -0.6800 -0.5339 -0.4833 -0.4898 -0.4757
 -1.6442 -1.5636 -1.4991 -1.4653 -1.4628 -1.4348 -1.3576 -1.2616 -1.1665 -1.0731
 -0.9818 -0.8951 -0.8154 -0.7448 -0.6838 -0.5714 -0.5094 -0.4862 -0.4860 -0.4989
 -1.5066 -1.4336 -1.3626 -1.3000 -1.2516 -1.2303 -1.2214 -1.1843 -1.1168 -1.0357
 -0.9548 -0.8764 -0.8040 -0.7395 -0.6839 -0.5815 -0.5246 -0.5043 -0.5057 -0.5184
 -0.5386
 -1.3817 -1.3256 -1.2639 -1.2021 -1.1450 -1.0951 -1.0582 -1.0406 -1.0225 -0.9834
 -0.9250 -0.8591 -0.7946 -0.7359 -0.6850 -0.5906 -0.5373 -0.5189 -0.5220 -0.5352
 -0.5544 -0.5786
 -1.2572 -1.2205 -1.1745 -1.1226 -1.0697 -1.0193 -0.9731 -0.9327 -0.9042 -0.8822
 -0.8578 -0.8219 -0.7767 -0.7282 -0.6828 -0.5961 -0.5458 -0.5293 -0.5341 -0.5490
 -0.5686 -0.5920 -0.6192 -0.6504
 -1.1328 -1.1108 -1.0820 -1.0446 -1.0019 -0.9573 -0.9140 -0.8729 -0.8347 -0.8010
 -0.7745 -0.7524 -0.7282 -0.6999 -0.6692 -0.5961 -0.5491 -0.5338 -0.5404 -0.5587
 -0.5804 -0.6045 -0.6313 -0.6609 -0.6937 -0.7302 -0.7705 -0.8148 -0.8634 -0.9161
 -1.0118 -0.9991 -0.9835 -0.9599 -0.9303 -0.8960 -0.8595 -0.8231 -0.7879 -0.7538
 -0.7223 -0.6953 -0.6732 -0.6538 -0.6343 -0.5860 -0.5463 -0.5305 -0.5398 -0.5623
 -0.5881 -0.6148 -0.6427 -0.6723 -0.7037 -0.7362 -0.7715 -0.8114 -0.8573 -0.9093
 -0.9637
 -0.8976 -0.8900 -0.8815 -0.8683 -0.8503 -0.8281 -0.8018 -0.7729 -0.7434 -0.7140
 -0.6854 -0.6588 -0.6351 -0.6151 -0.5981 -0.5632 -0.5361 -0.5231 -0.5327 -0.5586
 -0.5896 -0.6208 -0.6517 -0.6828 -0.7147 -0.7475 -0.7809 -0.8168 -0.8570 -0.9032
 -0.9562
 -0.7935 -0.7879 -0.7819 -0.7736 -0.7639 -0.7510 -0.7352 -0.7163 -0.6949 -0.6720
 -0.6488 -0.6264 -0.6054 -0.5864 -0.5697 -0.5383 -0.5192 -0.5119 -0.5212 -0.5486
 -0.5842 -0.6210 -0.6566 -0.6912 -0.7252 -0.7591 -0.7934 -0.8287 -0.8668 -0.9077
 -0.9513
 -0.7029 -0.6971 -0.6909 -0.6842 -0.6771 -0.6697 -0.6616 -0.6515 -0.6395 -0.6249
 -0.6086 -0.5919 -0.5756 -0.5602 -0.5460 -0.5175 -0.5012 -0.4975 -0.5077 -0.5341
 -0.5716 -0.6129 -0.6540 -0.6935 -0.7313 -0.7679 -0.8038 -0.8395 -0.8757 -0.9132
 -0.9529
 -0.6272 -0.6173 -0.6087 -0.6012 -0.5948 -0.5894 -0.5848 -0.5808 -0.5762 -0.5699
 -0.5617 -0.5520 -0.5415 -0.5311 -0.5210 -0.4991 -0.4848 -0.4831 -0.4946 -0.5194
