 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F606W
 -2.7571 -2.6862 -2.8773 -2.8092 -2.6288 -2.3834 -2.1159 -1.9407 -1.7865 -1.6292
 -1.4813 -1.3441 -1.2179 -1.1013 -0.9947 -0.7689 -0.5707 -0.3960 -0.3021
 -2.7557 -2.5457 -2.3733 -2.2572 -2.1933 -2.0991 -1.9454 -1.7782 -1.6254 -1.4819
 -1.3460 -1.2191 -1.1024 -0.9954 -0.8972 -0.6854 -0.5175 -0.3931 -0.3058 -0.2436
 -2.5702 -2.3655 -2.1766 -2.0139 -1.8841 -1.8009 -1.7383 -1.6397 -1.5113 -1.3762
 -1.2503 -1.1329 -1.0247 -0.9257 -0.8354 -0.6441 -0.4965 -0.3881 -0.3112 -0.2554
 -0.2134
 -2.4195 -2.2367 -2.0555 -1.8872 -1.7392 -1.6144 -1.5164 -1.4483 -1.3804 -1.2877
 -1.1783 -1.0699 -0.9696 -0.8774 -0.7932 -0.6160 -0.4821 -0.3863 -0.3181 -0.2680
 -0.2294 -0.1988
 -2.2828 -2.1273 -1.9648 -1.8044 -1.6552 -1.5228 -1.4089 -1.3125 -1.2380 -1.1726
 -1.1013 -1.0165 -0.9272 -0.8418 -0.7632 -0.5966 -0.4717 -0.3846 -0.3242 -0.2801
 -0.2453 -0.2171 -0.1941 -0.1758
 -2.1563 -2.0224 -1.8839 -1.7390 -1.5968 -1.4644 -1.3468 -1.2448 -1.1572 -1.0819
 -1.0157 -0.9519 -0.8829 -0.8101 -0.7384 -0.5821 -0.4631 -0.3812 -0.3268 -0.2894
 -0.2596 -0.2349 -0.2144 -0.1971 -0.1820 -0.1703 -0.1637 -0.1633 -0.1701 -0.1845
 -2.0418 -1.9226 -1.8033 -1.6774 -1.5478 -1.4213 -1.3037 -1.1992 -1.1094 -1.0313
 -0.9612 -0.8967 -0.8355 -0.7747 -0.7130 -0.5689 -0.4549 -0.3746 -0.3247 -0.2933
 -0.2699 -0.2502 -0.2333 -0.2188 -0.2062 -0.1938 -0.1840 -0.1798 -0.1836 -0.1964
 -0.2159
 -1.9414 -1.8309 -1.7229 -1.6125 -1.4987 -1.3831 -1.2703 -1.1654 -1.0731 -0.9937
 -0.9242 -0.8606 -0.8002 -0.7427 -0.6867 -0.5556 -0.4469 -0.3677 -0.3185 -0.2909
 -0.2738 -0.2604 -0.2487 -0.2383 -0.2290 -0.2204 -0.2113 -0.2046 -0.2036 -0.2107
 -0.2277
 -1.8567 -1.7506 -1.6475 -1.5425 -1.4431 -1.3407 -1.2374 -1.1366 -1.0433 -0.9614
 -0.8908 -0.8288 -0.7714 -0.7164 -0.6630 -0.5402 -0.4376 -0.3604 -0.3097 -0.2831
 -0.2703 -0.2634 -0.2582 -0.2534 -0.2488 -0.2440 -0.2395 -0.2357 -0.2349 -0.2373
 -0.2427
 -1.7897 -1.6846 -1.5826 -1.4836 -1.3873 -1.2936 -1.2016 -1.1092 -1.0195 -0.9363
 -0.8631 -0.8000 -0.7443 -0.6918 -0.6417 -0.5268 -0.4286 -0.3534 -0.3020 -0.2736
 -0.2617 -0.2589 -0.2599 -0.2617 -0.2631 -0.2636 -0.2636 -0.2631 -0.2629 -0.2639
 -0.2658
 -1.7369 -1.6286 -1.5256 -1.4274 -1.3338 -1.2442 -1.1585 -1.0757 -0.9935 -0.9137
 -0.8395 -0.7739 -0.7172 -0.6672 -0.6210 -0.5134 -0.4194 -0.3460 -0.2950 -0.2645
