 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F547M
 -3.0684 -2.7849 -2.5389 -2.3272 -2.1477 -2.0072 -1.9060 -1.7687 -1.5876 -1.4215
 -1.2764 -1.1431 -1.0221 -0.9136 -0.8163 -0.6148 -0.4587 -0.3370 -0.2431 -0.1714
 -0.1151 -0.0681 -0.0275  0.0088
 -3.0355 -2.7438 -2.4919 -2.2724 -2.0774 -1.9060 -1.7590 -1.6382 -1.5368 -1.4109
 -1.2694 -1.1368 -1.0168 -0.9094 -0.8128 -0.6111 -0.4546 -0.3344 -0.2436 -0.1762
 -0.1249 -0.0828 -0.0461 -0.0136  0.0163  0.0421  0.0614  0.0729  0.0760  0.0723
 -3.0385 -2.7326 -2.4684 -2.2417 -2.0445 -1.8702 -1.7122 -1.5679 -1.4407 -1.3345
 -1.2381 -1.1322 -1.0186 -0.9106 -0.8137 -0.6119 -0.4538 -0.3330 -0.2435 -0.1788
 -0.1320 -0.0951 -0.0632 -0.0346 -0.0086  0.0161  0.0374  0.0526  0.0597  0.0577
  0.0478
 -3.0715 -2.7531 -2.4723 -2.2312 -2.0255 -1.8472 -1.6892 -1.5447 -1.4111 -1.2891
 -1.1818 -1.0896 -1.0021 -0.9112 -0.8186 -0.6151 -0.4552 -0.3323 -0.2423 -0.1788
 -0.1350 -0.1033 -0.0769 -0.0534 -0.0315 -0.0111  0.0090  0.0263  0.0376  0.0403
  0.0330
 -3.1358 -2.7996 -2.5039 -2.2448 -2.0230 -1.8349 -1.6728 -1.5288 -1.3971 -1.2747
 -1.1619 -1.0606 -0.9706 -0.8892 -0.8108 -0.6185 -0.4567 -0.3311 -0.2393 -0.1754
 -0.1332 -0.1055 -0.0851 -0.0675 -0.0510 -0.0351 -0.0202 -0.0077  0.0022  0.0098
  0.0153
 -3.2323 -2.8793 -2.5673 -2.2923 -2.0512 -1.8453 -1.6713 -1.5218 -1.3898 -1.2693
 -1.1577 -1.0548 -0.9607 -0.8755 -0.7978 -0.6217 -0.4618 -0.3332 -0.2380 -0.1717
 -0.1287 -0.1030 -0.0873 -0.0759 -0.0657 -0.0556 -0.0455 -0.0354 -0.0259 -0.0179
 -0.0130
 -3.3522 -2.9782 -2.6544 -2.3668 -2.1105 -1.8846 -1.6914 -1.5282 -1.3888 -1.2663
 -1.1556 -1.0539 -0.9597 -0.8728 -0.7930 -0.6195 -0.4675 -0.3373 -0.2381 -0.1684
 -0.1230 -0.0967 -0.0835 -0.0771 -0.0733 -0.0697 -0.0657 -0.0609 -0.0555 -0.0503
 -0.0461
 -3.4932 -3.0987 -2.7606 -2.4627 -2.1940 -1.9533 -1.7411 -1.5578 -1.4028 -1.2708
 -1.1560 -1.0536 -0.9601 -0.8736 -0.7933 -0.6180 -0.4700 -0.3426 -0.2404
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = F547M
 -3.9653 -3.6292 -3.2334 -2.8927 -2.5920 -2.3325 -2.1211 -1.9352 -1.7622 -1.5950
 -1.4382 -1.2938 -1.1637 -1.0478 -0.9441 -0.7258 -0.5458 -0.3904 -0.2572
 -3.5304 -3.4394 -3.1602 -2.8185 -2.5149 -2.2470 -2.0267 -1.8386 -1.6669 -1.5032
 -1.3499 -1.2091 -1.0826 -0.9702 -0.8704 -0.6644 -0.4993 -0.3606 -0.2441 -0.1494
 -3.2591 -3.0474 -2.9677 -2.7788 -2.4824 -2.2101 -1.9746 -1.7800 -1.6091 -1.4496
 -1.3001 -1.1623 -1.0380 -0.9275 -0.8294 -0.6287 -0.4714 -0.3427 -0.2368 -0.1514
 -0.0834
 -3.1670 -2.8799 -2.6663 -2.5465 -2.4370 -2.2029 -1.9595 -1.7502 -1.5758 -1.4192
 -1.2736 -1.1386 -1.0161 -0.9066 -0.8092 -0.6100 -0.4561 -0.3330 -0.2339 -0.1553
 -0.0930 -0.0416
 -3.1252 -2.8211 -2.5655 -2.3577 -2.2013 -2.0980 -1.9556 -1.7508 -1.5618 -1.4030
 -1.2608 -1.1287 -1.0077 -0.8990 -0.8018 -0.6023 -0.4489 -0.3283 -0.2336 -0.1599
 -0.1025 -0.0554 -0.0151  0.0207
 -3.1211 -2.7995 -2.5292 -2.2989 -2.1034 -1.9379 -1.8066 -1.7014 -1.5651 -1.4014
 -1.2561 -1.1264 -1.0070 -0.8989 -0.8019 -0.6013 -0.4467 -0.3266 -0.2343 -0.1640
 -0.1108 -0.0683 -0.0319  0.0001  0.0282  0.0519  0.0705  0.0822  0.0855  0.0805
 -3.1576 -2.8122 -2.5220 -2.2785 -2.0705 -1.8897 -1.7305 -1.5906 -1.4748 -1.3726
 -1.2549 -1.1301 -1.0111 -0.9032 -0.8063 -0.6046 -0.4477 -0.3264 -0.2346 -0.1666
 -0.1169 -0.0790 -0.0473 -0.0191  0.0060  0.0283  0.0472  0.0615  0.0691  0.0665
  0.0557
 -3.2277 -2.8631 -2.5469 -2.2824 -2.0613 -1.8729 -1.7077 -1.5591 -1.4245 -1.3049
 -1.2023 -1.1096 -1.0123 -0.9106 -0.8134 -0.6103 -0.4512 -0.3273 -0.2347 -0.1673
 -0.1198 -0.0859 -0.0594 -0.0363 -0.0152  0.0040  0.0226  0.0383  0.0482  0.0499
  0.0421
 -3.3286 -2.9433 -2.6052 -2.3145 -2.0718 -1.8700 -1.6982 -1.5470 -1.4101 -1.2845
 -1.1704 -1.0697 -0.9812 -0.8982 -0.8148 -0.6156 -0.4547 -0.3279 -0.2331 -0.1651
 -0.1187 -0.0880 -0.0665 -0.0491 -0.0334 -0.0185 -0.0048  0.0077  0.0180  0.0238
  0.0249
 -3.4580 -3.0549 -2.7005 -2.3871 -2.1175 -1.8927 -1.7061 -1.5475 -1.4083 -1.2823
 -1.1665 -1.0608 -0.9657 -0.8804 -0.8028 -0.6232 -0.4614 -0.3317 -0.2334 -0.1631
 -0.1157 -0.0862 -0.0685 -0.0567 -0.0469 -0.0377 -0.0288 -0.0200 -0.0119 -0.0056
 -0.0022
 -3.6095 -3.1874 -2.8200 -2.4916 -2.2005 -1.9490 -1.7384 -1.5633 -1.4151 -1.2856
 -1.1693 -1.0629 -0.9655 -0.8769 -0.7963 -0.6232 -0.4694 -0.3373 -0.2352 -0.1614
 -0.1116 -0.0813 -0.0653 -0.0578 -0.0539 -0.0509 -0.0479 -0.0443 -0.0403 -0.0366
 -0.0334
 -3.7798 -3.3359 -2.9563 -2.6179 -2.3132 -2.0413 -1.8050 -1.6054 -1.4391 -1.2984
 -1.1768 -1.0686 -0.9705 -0.8807 -0.7983 -0.6218 -0.4743 -0.3448 -0.2391
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value = F547M
 -3.9409 -3.5039 -3.1124 -2.7919 -2.5164 -2.2665 -2.0567 -1.8706 -1.7029 -1.5421
 -1.3902 -1.2493 -1.1211 -1.0066 -0.9045 -0.6922 -0.5213 -0.3750 -0.2480
 -3.6584 -3.4461 -3.0789 -2.7352 -2.4468 -2.1928 -1.9778 -1.7921 -1.6233 -1.4652
 -1.3160 -1.1778 -1.0524 -0.9407 -0.8416 -0.6393 -0.4803 -0.3479 -0.2352 -0.1412
 -3.2875 -3.1712 -3.0407 -2.7311 -2.4227 -2.1600 -1.9348 -1.7448 -1.5766 -1.4213
 -1.2754 -1.1398 -1.0163 -0.9058 -0.8079 -0.6094 -0.4563 -0.3315 -0.2276 -0.1419
 -0.0730
 -3.1851 -2.9082 -2.7535 -2.6691 -2.4344 -2.1596 -1.9219 -1.7212 -1.5505 -1.3975
 -1.2549 -1.1219 -1.0000 -0.8902 -0.7926 -0.5944 -0.4434 -0.3226 -0.2244 -0.1446
 -0.0810 -0.0293
 -3.1638 -2.8438 -2.5904 -2.4091 -2.3041 -2.1656 -1.9361 -1.7209 -1.5401 -1.3859
 -1.2462 -1.1159 -0.9955 -0.8863 -0.7886 -0.5892 -0.4378 -0.3187 -0.2237 -0.1483
 -0.0890 -0.0413 -0.0010  0.0340
 -3.1864 -2.8375 -2.5530 -2.3198 -2.1333 -1.9923 -1.8856 -1.7365 -1.5501 -1.3844
 -1.2441 -1.1164 -0.9977 -0.8892 -0.7914 -0.5904 -0.4370 -0.3176 -0.2244 -0.1518
 -0.0961 -0.0524 -0.0159  0.0158  0.0441  0.0675  0.0844  0.0935  0.0948  0.0903
 -3.2564 -2.8716 -2.5582 -2.3012 -2.0882 -1.9091 -1.7569 -1.6328 -1.5252 -1.3949
 -1.2488 -1.1207 -1.0038 -0.8961 -0.7982 -0.5956 -0.4397 -0.3185 -0.2253 -0.1544
 -0.1014 -0.0615 -0.0293 -0.0015  0.0230  0.0443  0.0625  0.0754  0.0806  0.0771
  0.0670
 -3.3659 -2.9515 -2.6017 -2.3168 -2.0839 -1.8888 -1.7216 -1.5737 -1.4437 -1.3324
 -1.2313 -1.1232 -1.0123 -0.9052 -0.8074 -0.6035 -0.4449 -0.3209 -0.2263 -0.1557
 -0.1044 -0.0675 -0.0399 -0.0168  0.0036  0.0219  0.0376  0.0505  0.0593  0.0615
  0.0531
 -3.5081 -3.0653 -2.6857 -2.3654 -2.1048 -1.8921 -1.7136 -1.5587 -1.4200 -1.2947
 -1.1829 -1.0848 -0.9960 -0.9065 -0.8153 -0.6108 -0.4504 -0.3233 -0.2263 -0.1548
 -0.1042 -0.0696 -0.0460 -0.0281 -0.0128  0.0012  0.0136  0.0245  0.0331  0.0381
  0.0367
 -3.6754 -3.2166 -2.8132 -2.4617 -2.1660 -1.9249 -1.7282 -1.5630 -1.4195 -1.2907
 -1.1734 -1.0671 -0.9725 -0.8882 -0.8095 -0.6213 -0.4591 -0.3291 -0.2285 -0.1546
 -0.1029 -0.0689 -0.0480 -0.0349 -0.0252 -0.0166 -0.0087 -0.0014  0.0050  0.0096
  0.0112
 -3.8592 -3.3841 -2.9672 -2.5958 -2.2708 -1.9961 -1.7706 -1.5859 -1.4312 -1.2972
 -1.1774 -1.0687 -0.9698 -0.8807 -0.8001 -0.6256 -0.4690 -0.3365 -0.2322 -0.1547
 -0.1006 -0.0658 -0.0459 -0.0362 -0.0316 -0.0288 -0.0265 -0.0241 -0.0216 -0.0196
 -0.0176
 -4.0582 -3.5648 -3.1362 -2.7534 -2.4105 -2.1092 -1.8521 -1.6386 -1.4629 -1.3158
 -1.1893 -1.0775 -0.9766 -0.8849 -0.8015 -0.6247 -0.4770 -0.3457 -0.2380
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value = F547M
 -3.8825 -3.4116 -3.0274 -2.7223 -2.4597 -2.2198 -2.0130 -1.8218 -1.6543 -1.5008
 -1.3535 -1.2156 -1.0894 -0.9757 -0.8741 -0.6643 -0.4988 -0.3600 -0.2389
 -3.6203 -3.4015 -3.0041 -2.6700 -2.3927 -2.1501 -1.9414 -1.7552 -1.5886 -1.4354
 -1.2901 -1.1546 -1.0305 -0.9190 -0.8198 -0.6183 -0.4627 -0.3346 -0.2255 -0.1325
 -3.3814 -3.3060 -3.0206 -2.6736 -2.3732 -2.1173 -1.9021 -1.7152 -1.5499 -1.3986
 -1.2561 -1.1230 -1.0005 -0.8900 -0.7915 -0.5927 -0.4417 -0.3197 -0.2178 -0.1322
 -0.0620
 -3.2012 -2.9699 -2.8956 -2.6963 -2.3926 -2.1201 -1.8900 -1.6962 -1.5290 -1.3791
 -1.2396 -1.1089 -0.9879 -0.8779 -0.7795 -0.5804 -0.4306 -0.3117 -0.2143 -0.1338
 -0.0686 -0.0158
 -3.1843 -2.8593 -2.6302 -2.5137 -2.3975 -2.1490 -1.9036 -1.6957 -1.5217 -1.3703
 -1.2332 -1.1050 -0.9857 -0.8764 -0.7778 -0.5769 -0.4262 -0.3083 -0.2135 -0.1366
 -0.0752 -0.0262  0.0144  0.0495
 -3.2285 -2.8569 -2.5673 -2.3456 -2.1904 -2.0874 -1.9300 -1.7177 -1.5285 -1.3703
 -1.2326 -1.1069 -0.9894 -0.8810 -0.7823 -0.5795 -0.4264 -0.3078 -0.2141 -0.1397
 -0.0813 -0.0356  0.0015  0.0331  0.0605  0.0827  0.0985  0.1068  0.1071  0.1017
 -3.3309 -2.9073 -2.5766 -2.3148 -2.1053 -1.9384 -1.8084 -1.6971 -1.5507 -1.3832
 -1.2373 -1.1119 -0.9965 -0.8892 -0.7908 -0.5861 -0.4302 -0.3095 -0.2155 -0.1424
 -0.0862 -0.0434 -0.0100  0.0180  0.0421  0.0626  0.0792  0.0903  0.0943  0.0898
  0.0792
 -3.4835 -3.0136 -2.6336 -2.3346 -2.0959 -1.9010 -1.7376 -1.5976 -1.4793 -1.3711
 -1.2491 -1.1202 -1.0056 -0.8997 -0.8017 -0.5956 -0.4369 -0.3132 -0.2174 -0.1444
 -0.0894 -0.0491 -0.0192  0.0046  0.0248  0.0424  0.0569  0.0687  0.0757  0.0754
  0.0662
 -3.6686 -3.1663 -2.7408 -2.3952 -2.1219 -1.9034 -1.7230 -1.5686 -1.4322 -1.3110
 -1.2044 -1.1062 -1.0074 -0.9084 -0.8119 -0.6050 -0.4442 -0.3173 -0.2189 -0.1446
 -0.0901 -0.0514 -0.0246 -0.0053  0.0102  0.0237  0.0351  0.0450  0.0520  0.0543
  0.0509
 -3.8780 -3.3564 -2.9007 -2.5127 -2.1947 -1.9419 -1.7393 -1.5714 -1.4269 -1.2980
 -1.1816 -1.0771 -0.9838 -0.8994 -0.8166 -0.6175 -0.4547 -0.3251 -0.2231 -0.1461
 -0.0904 -0.0521 -0.0272 -0.0116 -0.0009  0.0076  0.0146  0.0206  0.0253  0.0291
  0.0274
 -4.0988 -3.5642 -3.0912 -2.6754 -2.3188 -2.0245 -1.7879 -1.5973 -1.4394 -1.3036
 -1.1829 -1.0737 -0.9748 -0.8863 -0.8064 -0.6269 -0.4662 -0.3343 -0.2288 -0.1482
 -0.0901 -0.0507 -0.0265 -0.0133 -0.0069 -0.0036 -0.0017 -0.0003  0.0007  0.0008
  0.0012
 -4.3285 -3.7781 -3.2962 -2.8658 -2.4850 -2.1560 -1.8810 -1.6570 -1.4752 -1.3246
 -1.1959 -1.0826 -0.9806 -0.8883 -0.8048 -0.6276 -0.4773 -0.3449 -0.2365
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value = F547M
 -3.7068 -3.2635 -2.9182 -2.6428 -2.3925 -2.1637 -1.9680 -1.7859 -1.6188 -1.4694
 -1.3269 -1.1923 -1.0681 -0.9551 -0.8537 -0.6438 -0.4751 -0.3381 -0.2285
 -3.6575 -3.2950 -2.9120 -2.6018 -2.3419 -2.1078 -1.9091 -1.7271 -1.5620 -1.4130
 -1.2717 -1.1390 -1.0165 -0.9053 -0.8056 -0.6027 -0.4477 -0.3219 -0.2153 -0.1233
 -3.5170 -3.3229 -2.9548 -2.6121 -2.3276 -2.0832 -1.8739 -1.6923 -1.5292 -1.3810
 -1.2422 -1.1116 -0.9906 -0.8802 -0.7811 -0.5801 -0.4289 -0.3082 -0.2076 -0.1222
 -0.0509
 -3.3133 -3.0942 -2.9718 -2.6578 -2.3483 -2.0869 -1.8643 -1.6756 -1.5116 -1.3642
 -1.2278 -1.0996 -0.9801 -0.8703 -0.7711 -0.5694 -0.4190 -0.3008 -0.2039 -0.1230
 -0.0561 -0.0019
 -3.1866 -2.8787 -2.7164 -2.6366 -2.3919 -2.1144 -1.8762 -1.6755 -1.5054 -1.3569
 -1.2224 -1.0965 -0.9787 -0.8698 -0.7705 -0.5669 -0.4152 -0.2977 -0.2030 -0.1251
 -0.0617 -0.0107  0.0307  0.0661
 -3.2419 -2.8633 -2.5830 -2.3953 -2.2964 -2.1468 -1.9092 -1.6928 -1.5111 -1.3574
 -1.2222 -1.0986 -0.9827 -0.8749 -0.7759 -0.5702 -0.4160 -0.2975 -0.2036 -0.1279
 -0.0670 -0.0189  0.0196  0.0515  0.0784  0.1003  0.1153  0.1220  0.1214  0.1150
 -3.3667 -2.9207 -2.5837 -2.3257 -2.1324 -1.9961 -1.8877 -1.7253 -1.5340 -1.3671
 -1.2271 -1.1037 -0.9899 -0.8835 -0.7850 -0.5777 -0.4206 -0.2998 -0.2054 -0.1306
 -0.0717 -0.0259  0.0096  0.0384  0.0626  0.0826  0.0982  0.1079  0.1102  0.1047
  0.0931
 -3.5607 -3.0453 -2.6460 -2.3409 -2.1032 -1.9157 -1.7650 -1.6425 -1.5288 -1.3902
 -1.2408 -1.1119 -0.9990 -0.8944 -0.7966 -0.5882 -0.4282 -0.3045 -0.2081 -0.1331
 -0.0752 -0.0313  0.0015  0.0268  0.0475  0.0647  0.0785  0.0887  0.0938  0.0919
  0.0815
 -3.8032 -3.2305 -2.7687 -2.4069 -2.1276 -1.9085 -1.7314 -1.5822 -1.4528 -1.3398
 -1.2334 -1.1204 -1.0071 -0.9043 -0.8079 -0.5992 -0.4369 -0.3101 -0.2109 -0.1345
 -0.0768 -0.0341 -0.0037  0.0182  0.0348  0.0483  0.0591  0.0672  0.0726  0.0733
  0.0676
 -4.0692 -3.4641 -2.9570 -2.5384 -2.2058 -1.9471 -1.7432 -1.5765 -1.4342 -1.3080
 -1.1951 -1.0938 -0.9996 -0.9091 -0.8199 -0.6138 -0.4491 -0.3195 -0.2168 -0.1376
 -0.0785 -0.0360 -0.0069  0.0122  0.0249  0.0340  0.0408  0.0458  0.0489  0.0496
  0.0467
 -4.3294 -3.7167 -3.1851 -2.7269 -2.3438 -2.0355 -1.7930 -1.6006 -1.4430 -1.3081
 -1.1885 -1.0806 -0.9830 -0.8951 -0.8152 -0.6271 -0.4625 -0.3304 -0.2245 -0.1417
 -0.0800 -0.0364 -0.0076  0.0097  0.0192  0.0239  0.0261  0.0269  0.0266  0.0249
  0.0229
 -4.5838 -3.9883 -3.4283 -2.9509 -2.5330 -2.1811 -1.8927 -1.6624 -1.4785 -1.3275
 -1.1992 -1.0863 -0.9846 -0.8927 -0.7938 -0.6391 -0.4771 -0.3428 -0.2340
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value = F547M
 -3.5713 -3.1727 -2.8492 -2.5934 -2.3480 -2.1279 -1.9324 -1.7553 -1.5915 -1.4470
 -1.3082 -1.1769 -1.0547 -0.9429 -0.8417 -0.6304 -0.4612 -0.3254 -0.2182
 -3.6587 -3.2086 -2.8430 -2.5512 -2.3053 -2.0793 -1.8811 -1.7043 -1.5413 -1.3967
 -1.2591 -1.1293 -1.0086 -0.8982 -0.7982 -0.5928 -0.4363 -0.3109 -0.2055 -0.1143
 -3.4609 -3.2818 -2.8871 -2.5613 -2.2928 -2.0578 -1.8525 -1.6742 -1.5128 -1.3682
 -1.2326 -1.1047 -0.9854 -0.8756 -0.7761 -0.5722 -0.4189 -0.2981 -0.1979 -0.1126
 -0.0403
 -3.2934 -3.2297 -2.9565 -2.6098 -2.3102 -2.0613 -1.8446 -1.6595 -1.4980 -1.3529
 -1.2193 -1.0936 -0.9758 -0.8667 -0.7672 -0.5624 -0.4097 -0.2910 -0.1941 -0.1127
 -0.0443  0.0119
 -3.1866 -2.9277 -2.8566 -2.6620 -2.3575 -2.0841 -1.8543 -1.6591 -1.4926 -1.3462
