 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F814W
 -1.4873 -1.4833 -1.6684 -1.6815 -1.6121 -1.4940 -1.3451 -1.2483 -1.1622 -1.0706
 -0.9821 -0.8979 -0.8199 -0.7498 -0.6897 -0.5671 -0.5220 -0.5430 -0.5484
 -1.4906 -1.4266 -1.3763 -1.3540 -1.3607 -1.3432 -1.2792 -1.1967 -1.1145 -1.0339
 -0.9555 -0.8813 -0.8132 -0.7528 -0.7006 -0.6065 -0.5603 -0.5507 -0.5616 -0.5832
 -1.3710 -1.3134 -1.2565 -1.2069 -1.1700 -1.1583 -1.1583 -1.1318 -1.0761 -1.0071
 -0.9382 -0.8713 -0.8094 -0.7543 -0.7068 -0.6211 -0.5784 -0.5705 -0.5824 -0.6039
 -0.6313
 -1.2604 -1.2185 -1.1697 -1.1202 -1.0749 -1.0360 -1.0091 -1.0004 -0.9912 -0.9625
 -0.9151 -0.8600 -0.8053 -0.7553 -0.7120 -0.6332 -0.5931 -0.5862 -0.5993 -0.6212
 -0.6479 -0.6784
 -1.1473 -1.1242 -1.0902 -1.0496 -1.0077 -0.9680 -0.9321 -0.9015 -0.8821 -0.8688
 -0.8534 -0.8270 -0.7911 -0.7509 -0.7126 -0.6407 -0.6030 -0.5974 -0.6118 -0.6352
 -0.6624 -0.6925 -0.7255 -0.7614
 -1.0311 -1.0233 -1.0063 -0.9795 -0.9469 -0.9123 -0.8788 -0.8472 -0.8182 -0.7934
 -0.7753 -0.7613 -0.7451 -0.7246 -0.7009 -0.6422 -0.6073 -0.6025 -0.6184 -0.6449
 -0.6741 -0.7052 -0.7382 -0.7732 -0.8105 -0.8506 -0.8938 -0.9405 -0.9908 -1.0448
 -0.9145 -0.9176 -0.9145 -0.9018 -0.8819 -0.8569 -0.8295 -0.8020 -0.7755 -0.7500
 -0.7265 -0.7072 -0.6923 -0.6797 -0.6669 -0.6332 -0.6054 -0.5999 -0.6182 -0.6487
 -0.6818 -0.7153 -0.7496 -0.7851 -0.8218 -0.8590 -0.8983 -0.9416 -0.9901 -1.0440
 -1.0999
 -0.8001 -0.8109 -0.8168 -0.8154 -0.8076 -0.7944 -0.7767 -0.7562 -0.7349 -0.7134
 -0.6925 -0.6730 -0.6559 -0.6423 -0.6313 -0.6106 -0.5957 -0.5931 -0.6115 -0.6451
 -0.6833 -0.7212 -0.7583 -0.7954 -0.8330 -0.8711 -0.9094 -0.9496 -0.9936 -1.0427
 -1.0979
 -0.6908 -0.7064 -0.7176 -0.7236 -0.7253 -0.7221 -0.7150 -0.7041 -0.6904 -0.6748
 -0.6587 -0.6429 -0.6281 -0.6150 -0.6040 -0.5861 -0.5791 -0.5822 -0.6005 -0.6356
 -0.6781 -0.7213 -0.7631 -0.8035 -0.8433 -0.8826 -0.9222 -0.9625 -1.0051 -1.0501
 -1.0972
 -0.5893 -0.6076 -0.6219 -0.6324 -0.6395 -0.6436 -0.6448 -0.6430 -0.6386 -0.6310
 -0.6214 -0.6109 -0.6004 -0.5905 -0.5816 -0.5657 -0.5613 -0.5680 -0.5872 -0.6215
 -0.6657 -0.7133 -0.7603 -0.8054 -0.8488 -0.8908 -0.9321 -0.9730 -1.0142 -1.0565
 -1.1008
 -0.4974 -0.5155 -0.5309 -0.5438 -0.5544 -0.5630 -0.5697 -0.5747 -0.5780 -0.5790
 -0.5773 -0.5736 -0.5687 -0.5633 -0.5582 -0.5481 -0.5452 -0.5538 -0.5744 -0.6070
 -0.6505 -0.6997 -0.7506 -0.8006 -0.8487 -0.8946 -0.9389 -0.9819 -1.0242 -1.0664
 -1.1094
 -0.4138 -0.4224 -0.4347 -0.4491 -0.4643 -0.4790 -0.4922 -0.5033 -0.5124 -0.5196
 -0.5251 -0.5290 -0.5310 -0.5314 -0.5310 -0.5297 -0.5309 -0.5403 -0.5615
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F814W
 -1.7677 -1.7782 -1.7534 -1.6518 -1.5253 -1.4020 -1.2973 -1.2092 -1.1278 -1.0497
 -0.9751 -0.9041 -0.8371 -0.7746 -0.7178 -0.6016 -0.5376 -0.5241 -0.5312
 -1.5962 -1.5342 -1.5182 -1.5265 -1.4701 -1.3699 -1.2681 -1.1808 -1.1032 -1.0300
 -0.9605 -0.8944 -0.8320 -0.7744 -0.7223 -0.6217 -0.5637 -0.5446 -0.5521 -0.5729
 -1.4901 -1.4165 -1.3528 -1.3126 -1.3126 -1.3025 -1.2390 -1.1578 -1.0833 -1.0150
 -0.9504 -0.8888 -0.8308 -0.7771 -0.7288 -0.6361 -0.5826 -0.5641 -0.5716 -0.5923
 -0.6196
 -1.3981 -1.3346 -1.2679 -1.2046 -1.1563 -1.1336 -1.1333 -1.1136 -1.0601 -0.9990
 -0.9398 -0.8830 -0.8290 -0.7789 -0.7339 -0.6477 -0.5979 -0.5797 -0.5870 -0.6079
 -0.6350 -0.6660
 -1.3051 -1.2582 -1.2016 -1.1427 -1.0879 -1.0399 -1.0044 -0.9864 -0.9814 -0.9607
 -0.9207 -0.8726 -0.8239 -0.7776 -0.7356 -0.6552 -0.6085 -0.5910 -0.5982 -0.6200
 -0.6479 -0.6788 -0.7126 -0.7501
