 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F435W
 -6.2239 -5.9855 -6.0845 -5.9985 -5.8052 -5.4354 -4.9059 -4.5892 -4.2712 -3.9415
 -3.6314 -3.3510 -3.0926 -2.8452 -2.6043 -2.0631 -1.4908 -0.9608 -0.5818
 -5.9807 -5.5838 -5.2759 -5.0663 -4.9344 -4.7659 -4.5034 -4.1870 -3.8627 -3.5450
 -3.2449 -2.9688 -2.7148 -2.4779 -2.2536 -1.7308 -1.2503 -0.8405 -0.5254 -0.2850
 -5.5934 -5.1983 -4.8592 -4.5789 -4.3493 -4.1798 -4.0338 -3.8250 -3.5502 -3.2496
 -2.9579 -2.6868 -2.4399 -2.2138 -2.0045 -1.5361 -1.1199 -0.7591 -0.4765 -0.2604
 -0.0881
 -5.2744 -4.9104 -4.5766 -4.2843 -4.0266 -3.7922 -3.5839 -3.4109 -3.2274 -2.9937
 -2.7328 -2.4762 -2.2371 -2.0188 -1.8199 -1.3896 -1.0226 -0.7058 -0.4475 -0.2502
 -0.0930  0.0393
 -4.9880 -4.6650 -4.3552 -4.0702 -3.8131 -3.5737 -3.3436 -3.1243 -2.9283 -2.7397
 -2.5387 -2.3178 -2.0958 -1.8863 -1.6942 -1.2882 -0.9549 -0.6687 -0.4332 -0.2505
 -0.1051  0.0170  0.1242  0.2204
 -4.7249 -4.4390 -4.1620 -3.8950 -3.6473 -3.4165 -3.1940 -2.9745 -2.7605 -2.5563
 -2.3681 -2.1854 -1.9955 -1.8032 -1.6184 -1.2250 -0.9125 -0.6480 -0.4291 -0.2569
 -0.1211 -0.0079  0.0913  0.1812  0.2679  0.3498  0.4236  0.4869  0.5378  0.5753
 -4.4842 -4.2300 -3.9832 -3.7405 -3.5060 -3.2863 -3.0766 -2.8705 -2.6657 -2.4623
 -2.2671 -2.0853 -1.9136 -1.7447 -1.5768 -1.1936 -0.8901 -0.6407 -0.4319 -0.2662
 -0.1374 -0.0322  0.0591  0.1419  0.2185  0.2900  0.3566  0.4181  0.4745  0.5226
  0.5505
 -4.2654 -4.0380 -3.8162 -3.5979 -3.3817 -3.1719 -2.9726 -2.7813 -2.5923 -2.4020
 -2.2131 -2.0310 -1.8599 -1.6992 -1.5449 -1.1854 -0.8838 -0.6417 -0.4397 -0.2770
 -0.1517 -0.0528  0.0308  0.1059  0.1753  0.2407  0.3034  0.3619  0.4144  0.4593
  0.4958
 -4.0679 -3.8631 -3.6619 -3.4613 -3.2653 -3.0701 -2.8789 -2.6959 -2.5203 -2.3461
 -2.1704 -1.9959 -1.8279 -1.6690 -1.5189 -1.1784 -0.8854 -0.6451 -0.4484 -0.2871
 -0.1626 -0.0673  0.0097  0.0767  0.1382  0.1963  0.2514  0.3035  0.3513  0.3949
  0.4346
 -3.8909 -3.7053 -3.5211 -3.3385 -3.1575 -2.9782 -2.8004 -2.6248 -2.4556 -2.2928
 -2.1320 -1.9707 -1.8105 -1.6563 -1.5094 -1.1761 -0.8923 -0.6550 -0.4603 -0.3005
 -0.1746 -0.0792 -0.0059  0.0544  0.1078  0.1577  0.2050  0.2504  0.2937  0.3342
  0.3716
 -3.7315 -3.5587 -3.3877 -3.2186 -3.0512 -2.8857 -2.7220 -2.5598 -2.3986 -2.2415
 -2.0897 -1.9408 -1.7925 -1.6453 -1.5020 -1.1754 -0.8981 -0.6641 -0.4705 -0.3125
 -0.1860 -0.0892 -0.0163  0.0401  0.0868  0.1284  0.1673  0.2047  0.2409  0.2755
  0.3079
 -3.5799 -3.3996 -3.2330 -3.0763 -2.9258 -2.7786 -2.6321 -2.4849 -2.3376 -2.1914
 -2.0472 -1.9058 -1.7674 -1.6305 -1.4950 -1.1762 -0.9021 -0.6721 -0.4802
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F435W
 -6.5358 -6.3413 -6.1161 -5.7687 -5.3577 -4.9272 -4.5393 -4.2071 -3.8989 -3.6043
 -3.3236 -3.0638 -2.8259 -2.6052 -2.3967 -1.9204 -1.4486 -1.0002 -0.6343
 -5.9421 -5.5832 -5.3773 -5.2449 -4.9972 -4.6459 -4.2685 -3.9202 -3.6044 -3.3055
 -3.0227 -2.7628 -2.5278 -2.3141 -2.1162 -1.6667 -1.2556 -0.8785 -0.5604 -0.3099
 -5.5942 -5.1943 -4.8786 -4.6466 -4.5046 -4.3375 -4.0486 -3.7132 -3.3917 -3.0921
 -2.8079 -2.5466 -2.3118 -2.1010 -1.9093 -1.4886 -1.1220 -0.7925 -0.5091 -0.2823
 -0.1018
 -5.3423 -4.9513 -4.6139 -4.3235 -4.0829 -3.8963 -3.7429 -3.5297 -3.2414 -2.9482
 -2.6669 -2.4041 -2.1674 -1.9566 -1.7674 -1.3637 -1.0271 -0.7331 -0.4779 -0.2698
 -0.1035  0.0344
 -5.1362 -4.7705 -4.4370 -4.1451 -3.8881 -3.6503 -3.4333 -3.2424 -3.0634 -2.8351
 -2.5753 -2.3188 -2.0813 -1.8682 -1.6784 -1.2825 -0.9643 -0.6946 -0.4614 -0.2681
 -0.1130  0.0152  0.1257  0.2254
 -4.9673 -4.6202 -4.3020 -4.0112 -3.7525 -3.5161 -3.2878 -3.0649 -2.8572 -2.6710
 -2.4776 -2.2590 -2.0341 -1.8224 -1.6307 -1.2350 -0.9263 -0.6720 -0.4547 -0.2732
 -0.1270 -0.0072  0.0956  0.1872  0.2714  0.3489  0.4199  0.4844  0.5410  0.5821
 -4.8075 -4.4876 -4.1895 -3.9066 -3.6478 -3.4143 -3.1956 -2.9799 -2.7648 -2.5569
 -2.3617 -2.1785 -1.9924 -1.8005 -1.6131 -1.2130 -0.9069 -0.6611 -0.4546 -0.2815
 -0.1422 -0.0296  0.0656  0.1502  0.2275  0.3009  0.3692  0.4303  0.4825  0.5249
  0.5580
 -4.6587 -4.3657 -4.0907 -3.8210 -3.5656 -3.3308 -3.1171 -2.9142 -2.7124 -2.5094
 -2.3088 -2.1168 -1.9397 -1.7719 -1.6050 -1.2127 -0.9013 -0.6586 -0.4586 -0.2913
 -0.1566 -0.0495  0.0388  0.1159  0.1862  0.2530  0.3158  0.3732  0.4241  0.4679
  0.5041
 -4.5247 -4.2523 -3.9963 -3.7438 -3.4973 -3.2629 -3.0474 -2.8493 -2.6605 -2.4723
 -2.2820 -2.0921 -1.9104 -1.7421 -1.5853 -1.2200 -0.9060 -0.6605 -0.4634 -0.3000
 -0.1676 -0.0641  0.0183  0.0880  0.1506  0.2089  0.2636  0.3142  0.3608  0.4038
  0.4434
 -4.4089 -4.1463 -3.9041 -3.6741 -3.4423 -3.2154 -2.9984 -2.7971 -2.6121 -2.4357
 -2.2608 -2.0837 -1.9067 -1.7370 -1.5786 -1.2272 -0.9224 -0.6717 -0.4735 -0.3116
 -0.1799 -0.0769  0.0023  0.0660  0.1211  0.1714  0.2185  0.2633  0.3056  0.3450
  0.3812
 -4.3072 -4.0475 -3.8142 -3.5991 -3.3832 -3.1722 -2.9630 -2.7611 -2.5722 -2.3975
 -2.2320 -2.0691 -1.9052 -1.7417 -1.5838 -1.2328 -0.9363 -0.6867 -0.4851 -0.3231
 -0.1915 -0.0876 -0.0087  0.0515  0.1003  0.1427  0.1816  0.2186  0.2540  0.2876
  0.3188
 -4.2158 -3.9559 -3.7265 -3.5152 -3.3152 -3.1198 -2.9251 -2.7330 -2.5460 -2.3683
 -2.2028 -2.0466 -1.8945 -1.7431 -1.5924 -1.2428 -0.9478 -0.7011 -0.4977
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F435W
 -6.7183 -6.4090 -5.9582 -5.4669 -4.9699 -4.5311 -4.1891 -3.8863 -3.6007 -3.3344
 -3.0814 -2.8438 -2.6252 -2.4252 -2.2403 -1.8197 -1.4240 -1.0417 -0.6944
 -5.9492 -5.7676 -5.5911 -5.2376 -4.8102 -4.3744 -3.9922 -3.6708 -3.3765 -3.1045
 -2.8470 -2.6067 -2.3873 -2.1890 -2.0086 -1.6101 -1.2520 -0.9181 -0.6134 -0.3539
 -5.6027 -5.2331 -5.0256 -4.9110 -4.6493 -4.2740 -3.8849 -3.5369 -3.2329 -2.9559
