 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F475W
 -4.6849 -4.5042 -4.6948 -4.6175 -4.3841 -4.0451 -3.6505 -3.3968 -3.1579 -2.9092
 -2.6715 -2.4500 -2.2442 -2.0511 -1.8656 -1.4574 -1.0457 -0.6729 -0.4113
 -4.5579 -4.2399 -3.9863 -3.8127 -3.7062 -3.5639 -3.3414 -3.0886 -2.8439 -2.6053
 -2.3766 -2.1632 -1.9665 -1.7847 -1.6147 -1.2272 -0.8838 -0.5969 -0.3758 -0.2055
 -4.2574 -3.9440 -3.6668 -3.4340 -3.2445 -3.1094 -2.9960 -2.8300 -2.6175 -2.3897
 -2.1702 -1.9637 -1.7740 -1.6010 -1.4424 -1.0950 -0.7980 -0.5476 -0.3508 -0.1977
 -0.0740
 -4.0106 -3.7273 -3.4585 -3.2181 -3.0067 -2.8192 -2.6583 -2.5295 -2.3934 -2.2170
 -2.0178 -1.8215 -1.6385 -1.4713 -1.3197 -0.9979 -0.7343 -0.5149 -0.3375 -0.1984
 -0.0850  0.0116
 -3.7871 -3.5433 -3.2995 -3.0683 -2.8576 -2.6650 -2.4863 -2.3210 -2.1772 -2.0394
 -1.8889 -1.7194 -1.5478 -1.3862 -1.2389 -0.9318 -0.6897 -0.4918 -0.3317 -0.2044
 -0.1000 -0.0105  0.0690  0.1407
 -3.5801 -3.3701 -3.1598 -2.9485 -2.7473 -2.5597 -2.3835 -2.2159 -2.0569 -1.9070
 -1.7675 -1.6296 -1.4839 -1.3350 -1.1920 -0.8910 -0.6608 -0.4771 -0.3297 -0.2122
 -0.1161 -0.0337  0.0398  0.1071  0.1725  0.2340  0.2886  0.3341  0.3685  0.3909
 -3.3907 -3.2069 -3.0250 -2.8399 -2.6545 -2.4767 -2.3074 -2.1455 -1.9901 -1.8394
 -1.6949 -1.5583 -1.4275 -1.2973 -1.1672 -0.8716 -0.6446 -0.4686 -0.3290 -0.2189
 -0.1303 -0.0552  0.0118  0.0734  0.1312  0.1864  0.2378  0.2839  0.3235  0.3540
  0.3683
 -3.2199 -3.0557 -2.8943 -2.7320 -2.5675 -2.4027 -2.2426 -2.0888 -1.9405 -1.7958
 -1.6548 -1.5189 -1.3893 -1.2659 -1.1464 -0.8681 -0.6398 -0.4655 -0.3294 -0.2232
 -0.1402 -0.0721 -0.0123  0.0428  0.0945  0.1440  0.1925  0.2377  0.2770  0.3082
  0.3300
 -3.0689 -2.9190 -2.7714 -2.6215 -2.4770 -2.3292 -2.1807 -2.0351 -1.8946 -1.7575
 -1.6229 -1.4916 -1.3650 -1.2438 -1.1280 -0.8638 -0.6408 -0.4655 -0.3298 -0.2248
 -0.1446 -0.0818 -0.0292  0.0183  0.0630  0.1063  0.1479  0.1878  0.2240  0.2563
  0.2850
 -2.9387 -2.7990 -2.6607 -2.5237 -2.3881 -2.2540 -2.1205 -1.9856 -1.8526 -1.7232
 -1.5963 -1.4716 -1.3497 -1.2319 -1.1191 -0.8621 -0.6450 -0.4700 -0.3336 -0.2279
 -0.1475 -0.0870 -0.0396  0.0007  0.0377  0.0734  0.1083  0.1424  0.1754  0.2062
  0.2349
 -2.8263 -2.6903 -2.5572 -2.4270 -2.2995 -2.1746 -2.0521 -1.9311 -1.8087 -1.6869
 -1.5673 -1.4500 -1.3344 -1.2214 -1.1120 -0.8608 -0.6477 -0.4740 -0.3370 -0.2307
 -0.1495 -0.0888 -0.0438 -0.0087  0.0212  0.0490  0.0760  0.1030  0.1298  0.1558
  0.1802
 -2.7162 -2.5641 -2.4286 -2.3053 -2.1901 -2.0796 -1.9709 -1.8620 -1.7527 -1.6429
 -1.5329 -1.4230 -1.3146 -1.2078 -1.1031 -0.8590 -0.6488 -0.4767 -0.3396
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F475W
 -4.9767 -4.8318 -4.6447 -4.3330 -3.9760 -3.6260 -3.3239 -3.0673 -2.8310 -2.6061
 -2.3927 -2.1942 -2.0114 -1.8422 -1.6839 -1.3294 -0.9910 -0.6777 -0.4267
 -4.5228 -4.2322 -4.0617 -3.9496 -3.7246 -3.4197 -3.1159 -2.8506 -2.6146 -2.3913
 -2.1798 -1.9836 -1.8042 -1.6411 -1.4915 -1.1591 -0.8645 -0.6024 -0.3839 -0.2104
 -4.2641 -3.9419 -3.6766 -3.4764 -3.3561 -3.2135 -2.9701 -2.7039 -2.4641 -2.2446
 -2.0358 -1.8410 -1.6630 -1.5021 -1.3565 -1.0436 -0.7794 -0.5501 -0.3567 -0.2003
 -0.0734
 -4.0780 -3.7680 -3.4887 -3.2417 -3.0359 -2.8802 -2.7593 -2.5915 -2.3674 -2.1500
 -1.9447 -1.7518 -1.5741 -1.4135 -1.2690 -0.9655 -0.7203 -0.5144 -0.3410 -0.1987
 -0.0820  0.0169
 -3.9236 -3.6404 -3.3699 -3.1247 -2.9059 -2.7071 -2.5324 -2.3854 -2.2529 -2.0839
 -1.8914 -1.7014 -1.5245 -1.3632 -1.2178 -0.9167 -0.6817 -0.4911 -0.3329 -0.2023
 -0.0945 -0.0028  0.0778  0.1504
 -3.7943 -3.5310 -3.2807 -3.0417 -2.8235 -2.6244 -2.4378 -2.2629 -2.1055 -1.9696
 -1.8307 -1.6701 -1.5012 -1.3402 -1.1934 -0.8897 -0.6584 -0.4764 -0.3289 -0.2081
 -0.1084 -0.0237  0.0508  0.1184  0.1815  0.2397  0.2919  0.3374  0.3746  0.3988
 -3.6686 -3.4295 -3.2023 -2.9774 -2.7639 -2.5676 -2.3855 -2.2123 -2.0462 -1.8908
 -1.7479 -1.6147 -1.4771 -1.3321 -1.1883 -0.8792 -0.6464 -0.4679 -0.3268 -0.2132
 -0.1208 -0.0432  0.0248  0.0866  0.1440  0.1995  0.2511  0.2961  0.3326  0.3593
  0.3766
 -3.5538 -3.3325 -3.1265 -2.9197 -2.7165 -2.5235 -2.3451 -2.1778 -2.0172 -1.8615
 -1.7122 -1.5709 -1.4395 -1.3133 -1.1861 -0.8828 -0.6433 -0.4641 -0.3257 -0.2166
 -0.1298 -0.0588  0.0024  0.0575  0.1090  0.1595  0.2075  0.2509  0.2881  0.3176
  0.3388
 -3.4562 -3.2434 -3.0496 -2.8596 -2.6704 -2.4851 -2.3095 -2.1455 -1.9909 -1.8416
 -1.6960 -1.5542 -1.4190 -1.2923 -1.1726 -0.8902 -0.6472 -0.4630 -0.3244 -0.2171
 -0.1336 -0.0679 -0.0136  0.0344  0.0790  0.1215  0.1621  0.1996  0.2340  0.2655
  0.2944
 -3.3812 -3.1668 -2.9778 -2.8009 -2.6256 -2.4520 -2.2822 -2.1204 -1.9688 -1.8252
