 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F225W
 -9.6103 -9.6045 -9.7878 -9.7962 -9.7260 -9.5931 -9.4211 -9.3116 -9.2111 -9.1010
 -8.9920 -8.8824 -8.7723 -8.6604 -8.5436 -8.2056 -7.6620 -6.5275 -5.7248
 -9.6179 -9.5434 -9.4811 -9.4472 -9.4436 -9.4133 -9.3316 -9.2270 -9.1204 -9.0123
 -8.9001 -8.7835 -8.6613 -8.5313 -8.3895 -7.9421 -7.2248 -6.2375 -5.2613 -4.4322
 -9.4982 -9.4265 -9.3516 -9.2813 -9.2228 -9.1913 -9.1719 -9.1209 -9.0356 -8.9301
 -8.8144 -8.6860 -8.5444 -8.3870 -8.2104 -7.6506 -6.8251 -5.7587 -4.7391 -3.9125
 -3.2771
 -9.3883 -9.3305 -9.2593 -9.1811 -9.1015 -9.0249 -8.9598 -8.9155 -8.8707 -8.8001
 -8.6971 -8.5632 -8.3983 -8.2050 -7.9852 -7.3065 -6.4009 -5.3097 -4.2689 -3.4557
 -2.8512 -2.4074
 -9.2766 -9.2373 -9.1787 -9.1032 -9.0153 -8.9194 -8.8194 -8.7197 -8.6340 -8.5561
 -8.4716 -8.3559 -8.1933 -7.9759 -7.7129 -6.9359 -5.9966 -4.9171 -3.8955 -3.0907
 -2.5051 -2.0852 -1.7815 -1.5550
 -9.1620 -9.1377 -9.0974 -9.0332 -8.9466 -8.8398 -8.7172 -8.5825 -8.4412 -8.3010
 -8.1669 -8.0323 -7.8754 -7.6730 -7.4141 -6.5928 -5.6605 -4.6309 -3.6461 -2.8393
 -2.2520 -1.8367 -1.5413 -1.3267 -1.1698 -1.0533 -0.9627 -0.8865 -0.8150 -0.7417
 -9.0468 -9.0346 -9.0102 -8.9619 -8.8863 -8.7802 -8.6457 -8.4868 -8.3102 -8.1223
 -7.9284 -7.7328 -7.5367 -7.3297 -7.0921 -6.3234 -5.4217 -4.4688 -3.5196 -2.7087
 -2.1001 -1.6682 -1.3637 -1.1447 -0.9840 -0.8599 -0.7636 -0.6899 -0.6346 -0.5889
 -0.5310
 -8.9334 -8.9333 -8.9196 -8.8853 -8.8266 -8.7341 -8.6028 -8.4344 -8.2366 -8.0183
 -7.7874 -7.5481 -7.3044 -7.0616 -6.8157 -6.1186 -5.2747 -4.3870 -3.4923 -2.6858
