 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = F160W
 -1.1743 -1.1438 -1.1082 -1.0742 -1.0421 -1.0128 -0.9707 -0.9685 -0.9784 -0.9995
 -1.0298 -1.0295 -1.0756 -1.1245 -1.1772 -1.3180 -1.4701 -1.6077 -1.7440
 -1.1422 -1.1493 -1.1318 -1.0923 -1.0416 -1.0085 -0.9963 -0.9975 -1.0081 -1.0269
 -1.0547 -1.0902 -1.1312 -1.1758 -1.2229 -1.3472 -1.4786 -1.6146 -1.7517 -1.8882
 -1.1524 -1.1584 -1.1607 -1.1557 -1.1412 -1.1130 -1.0747 -1.0496 -1.0465 -1.0615
 -1.0863 -1.1187 -1.1582 -1.2024 -1.2491 -1.3708 -1.4969 -1.6278 -1.7613 -1.8944
 -2.0260
 -1.1556 -1.1625 -1.1697 -1.1754 -1.1772 -1.1743 -1.1664 -1.1500 -1.1291 -1.1201
 -1.1294 -1.1527 -1.1868 -1.2287 -1.2746 -1.3947 -1.5166 -1.6417 -1.7708 -1.9008
 -2.0295 -2.1565
 -1.1689 -1.1736 -1.1804 -1.1882 -1.1960 -1.2025 -1.2071 -1.2104 -1.2109 -1.2066
 -1.2033 -1.2108 -1.2303 -1.2612 -1.3015 -1.4183 -1.5377 -1.6573 -1.7808 -1.9072
 -2.0334 -2.1579 -2.2805 -2.4014
 -1.1958 -1.1964 -1.2003 -1.2065 -1.2145 -1.2238 -1.2334 -1.2430 -1.2533 -1.2637
 -1.2725 -1.2807 -1.2925 -1.3124 -1.3413 -1.4427 -1.5591 -1.6749 -1.7925 -1.9142
 -2.0374 -2.1598 -2.2803 -2.3989 -2.5163 -2.6321 -2.7457 -2.8569 -2.9652 -3.0705
 -1.2400 -1.2339 -1.2330 -1.2355 -1.2408 -1.2488 -1.2587 -1.2701 -1.2828 -1.2975
 -1.3137 -1.3308 -1.3483 -1.3671 -1.3905 -1.4737 -1.5809 -1.6935 -1.8063 -1.9226
 -2.0420 -2.1620 -2.2806 -2.3973 -2.5119 -2.6244 -2.7351 -2.8444 -2.9525 -3.0589
 -3.1611
 -1.3021 -1.2886 -1.2810 -1.2779 -1.2789 -1.2834 -1.2905 -1.3003 -1.3125 -1.3267
 -1.3437 -1.3634 -1.3854 -1.4087 -1.4337 -1.5089 -1.6049 -1.7123 -1.8216 -1.9330
 -2.0477 -2.1647 -2.2814 -2.3964 -2.5092 -2.6200 -2.7288 -2.8359 -2.9415 -3.0458
 -3.1490
 -1.3824 -1.3610 -1.3457 -1.3359 -1.3310 -1.3303 -1.3331 -1.3391 -1.3481 -1.3599
 -1.3746 -1.3927 -1.4143 -1.4388 -1.4658 -1.5417 -1.6308 -1.7322 -1.8385 -1.9466
 -2.0569 -2.1702 -2.2847 -2.3983 -2.5098 -2.6191 -2.7264 -2.8319 -2.9358 -3.0380
 -3.1386
 -1.4809 -1.4511 -1.4273 -1.4100 -1.3982 -1.3913 -1.3885 -1.3892 -1.3935 -1.4011
 -1.4118 -1.4259 -1.4438 -1.4658 -1.4914 -1.5682 -1.6539 -1.7499 -1.8530 -1.9587
 -2.0659 -2.1751 -2.2862 -2.3977 -2.5080 -2.6160 -2.7218 -2.8254 -2.9294 -3.0297
 -3.1277
 -1.5975 -1.5589 -1.5258 -1.4986 -1.4812 -1.4675 -1.4582 -1.4528 -1.4512 -1.4532
 -1.4585 -1.4674 -1.4800 -1.4969 -1.5184 -1.5895 -1.6754 -1.7667 -1.8662 -1.9699
 -2.0753 -2.1818 -2.2895 -2.3982 -2.5066 -2.6135 -2.7182 -2.8205 -2.9207 -3.0189
 -3.1156
 -1.7323 -1.6844 -1.6412 -1.6014 -1.5784 -1.5586 -1.5428 -1.5310 -1.5228 -1.5181
 -1.5170 -1.5195 -1.5258 -1.5363 -1.5468 -1.6056 -1.6953 -1.7826 -1.8781
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = F160W
 -1.1492 -1.1095 -1.0693 -1.0333 -1.0036 -0.9814 -0.9621 -0.9636 -0.9761 -0.9985
 -1.0289 -1.0527 -1.0946 -1.1397 -1.1882 -1.3183 -1.4589 -1.5983 -1.7396
 -1.1828 -1.1498 -1.0970 -1.0575 -1.0315 -1.0125 -1.0006 -0.9977 -1.0055 -1.0239
 -1.0516 -1.0869 -1.1276 -1.1720 -1.2191 -1.3440 -1.4757 -1.6117 -1.7490 -1.8856
 -1.1795 -1.1815 -1.1740 -1.1513 -1.1063 -1.0602 -1.0359 -1.0303 -1.0364 -1.0514
 -1.0754 -1.1078 -1.1474 -1.1917 -1.2388 -1.3630 -1.4919 -1.6241 -1.7580 -1.8913
 -2.0232
 -1.1638 -1.1732 -1.1811 -1.1834 -1.1780 -1.1629 -1.1322 -1.0949 -1.0762 -1.0812
 -1.1012 -1.1301 -1.1667 -1.2099 -1.2566 -1.3806 -1.5075 -1.6363 -1.7667 -1.8972
 -2.0262 -2.1535
 -1.1521 -1.1622 -1.1739 -1.1850 -1.1933 -1.1976 -1.1974 -1.1909 -1.1727 -1.1511
 -1.1460 -1.1605 -1.1894 -1.2284 -1.2739 -1.3970 -1.5229 -1.6487 -1.7754 -1.9029
 -2.0295 -2.1544 -2.2774 -2.3985
 -1.1490 -1.1574 -1.1685 -1.1814 -1.1949 -1.2077 -1.2190 -1.2283 -1.2353 -1.2367
 -1.2298 -1.2255 -1.2346 -1.2582 -1.2943 -1.4127 -1.5377 -1.6617 -1.7848 -1.9088
 -2.0330 -2.1558 -2.2767 -2.3957 -2.5126 -2.6278 -2.7413 -2.8531 -2.9632 -3.0685
 -1.1585 -1.1631 -1.1718 -1.1831 -1.1967 -1.2119 -1.2282 -1.2446 -1.2609 -1.2763
 -1.2893 -1.2973 -1.3029 -1.3138 -1.3354 -1.4305 -1.5522 -1.6748 -1.7955 -1.9157
 -2.0368 -2.1575 -2.2766 -2.3937 -2.5087 -2.6217 -2.7330 -2.8425 -2.9504 -3.0568
 -3.1590
 -1.1838 -1.1830 -1.1873 -1.1953 -1.2063 -1.2202 -1.2368 -1.2554 -1.2754 -1.2962
 -1.3170 -1.3372 -1.3548 -1.3710 -1.3886 -1.4610 -1.5686 -1.6882 -1.8069 -1.9240
 -2.0415 -2.1597 -2.2769 -2.3924 -2.5056 -2.6168 -2.7261 -2.8336 -2.9394 -3.0438
 -3.1470
 -1.2273 -1.2197 -1.2178 -1.2209 -1.2278 -1.2384 -1.2524 -1.2695 -1.2895 -1.3116
 -1.3351 -1.3596 -1.3843 -1.4083 -1.4317 -1.4991 -1.5925 -1.7041 -1.8203 -1.9351
 -2.0493 -2.1644 -2.2797 -2.3939 -2.5058 -2.6155 -2.7232 -2.8290 -2.9330 -3.0354
 -3.1366
 -1.2892 -1.2748 -1.2658 -1.2622 -1.2635 -1.2692 -1.2788 -1.2923 -1.3094 -1.3296
 -1.3524 -1.3773 -1.4036 -1.4310 -1.4588 -1.5321 -1.6181 -1.7206 -1.8323 -1.9449
 -2.0566 -2.1684 -2.2807 -2.3929 -2.5036 -2.6121 -2.7183 -2.8223 -2.9244 -3.0248
 -3.1256
 -1.3651 -1.3462 -1.3308 -1.3205 -1.3150 -1.3147 -1.3189 -1.3272 -1.3396 -1.3558
 -1.3755 -1.3980 -1.4230 -1.4501 -1.4788 -1.5566 -1.6423 -1.7384 -1.8445 -1.9545
 -2.0645 -2.1738 -2.2833 -2.3929 -2.5019 -2.6093 -2.7144 -2.8171 -2.9177 -3.0163
 -3.1132
 -1.4494 -1.4289 -1.4106 -1.3948 -1.3832 -1.3761 -1.3740 -1.3764 -1.3831 -1.3939
 -1.4085 -1.4268 -1.4552 -1.4793 -1.4917 -1.5726 -1.6651 -1.7575 -1.8569
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value = F160W
 -1.1015 -1.0580 -1.0177 -0.9840 -0.9598 -0.9466 -0.9453 -0.9560 -0.9766 -1.0050
 -1.0390 -1.0769 -1.1174 -1.1607 -1.2065 -1.3284 -1.4587 -1.5952 -1.7366
 -1.1305 -1.0938 -1.0580 -1.0252 -0.9989 -0.9821 -0.9764 -0.9818 -0.9976 -1.0222
 -1.0541 -1.0916 -1.1329 -1.1770 -1.2236 -1.3463 -1.4748 -1.6086 -1.7452 -1.8819
 -1.1815 -1.1542 -1.1063 -1.0646 -1.0372 -1.0192 -1.0102 -1.0111 -1.0216 -1.0413
 -1.0694 -1.1046 -1.1453 -1.1898 -1.2369 -1.3608 -1.4887 -1.6199 -1.7534 -1.8869
 -2.0190
 -1.1739 -1.1768 -1.1717 -1.1546 -1.1218 -1.0776 -1.0487 -1.0408 -1.0470 -1.0629
 -1.0869 -1.1184 -1.1568 -1.2006 -1.2477 -1.3725 -1.5004 -1.6299 -1.7610 -1.8919
 -2.0213 -2.1490
